Unnamed: 0,Aracaju,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2024-07-01 00:00:00,117.39778717902543,.,.,.,.,0.011785341500550661,.,.,.,.,0.05273851037598365,.,.,.,.,4813.321762875025,.,.,.,.,152.37422541399295,.,.,.,.,-0.0058593068083792055,.,.,.,.,0.36437783072173446,.,.,.,.,29.358588944744845,.,.,.,.,0.005149997252111464,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,119.07988746209533,.,.,.,.,0.014328211148518344,.,.,.,.,0.06483645701139085,.,.,.,.,4882.288053419257,.,.,.,.,148.63172422419134,.,.,.,.,-0.024561248332081287,.,.,.,.,0.29073913437129373,.,.,.,.,28.637505350993475,.,.,.,.,0.00498207158924131,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,121.58301055266448,.,.,.,.,0.021020536246021626,.,.,.,.,0.08517279542818912,.,.,.,.,4984.916366409675,.,.,.,.,144.74470504980928,.,.,.,.,-0.02615201562567493,.,.,.,.,0.21232479602213283,.,.,.,.,27.88857686357394,.,.,.,.,0.004816541653426952,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,124.42583883978313,.,.,.,.,0.023381788904521805,.,.,.,.,0.10072346067937188,.,.,.,.,5101.472628595762,.,.,.,.,139.8779215551338,.,.,.,.,-0.03362322299113274,.,.,.,.,0.13043541140126425,.,.,.,.,26.950873024784652,.,.,.,.,0.004640577829128545,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,127.34180709307664,.,.,.,.,0.02343539155921026,.,.,.,.,0.1271100296466421,.,.,.,.,5221.027637175497,.,.,.,.,140.03464450084925,.,.,.,.,0.0011204266118127748,.,.,.,.,0.10985409272355495,.,.,.,.,26.98106950013321,.,.,.,.,0.004631238328453577,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,128.51418604115685,.,.,.,.,0.00920655183747554,.,.,.,.,0.13794132163857142,.,.,.,.,5269.095298762046,.,.,.,.,141.31194249181507,.,.,.,.,0.009121299914879755,.,.,.,.,0.10747398411879261,.,.,.,.,27.22717192706814,.,.,.,.,0.004673658777090837,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,128.1951579834569,.,.,.,.,-0.002482434566389191,.,.,.,.,0.13539089739792343,.,.,.,.,5256.0151144588,.,.,.,.,143.53120624270926,.,.,.,.,0.015704714773294715,.,.,.,.,0.12648863164266455,.,.,.,.,27.654766896266203,.,.,.,.,0.004591939644498314,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,127.13857563120229,.,.,.,.,-0.008241983307910705,.,.,.,.,0.12754159525667919,.,.,.,.,5212.695125619304,.,.,.,.,149.879555473424,.,.,.,.,0.04422974903436527,.,.,.,.,0.13571517289794066,.,.,.,.,28.87793029569193,.,.,.,.,0.004785496919138507,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,127.30649442043335,.,.,.,.,0.0013207540543647145,.,.,.,.,0.12923856000236067,.,.,.,.,5219.5798138406335,.,.,.,.,151.60135484729582,.,.,.,.,0.011487886846429207,.,.,.,.,0.07443031762333785,.,.,.,.,29.20967669128791,.,.,.,.,0.00481844671440849,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,128.58580989717075,.,.,.,.,0.01004909830061318,.,.,.,.,0.13697022340298992,.,.,.,.,5272.031884477815,.,.,.,.,155.90905231969663,.,.,.,.,0.028414637037642798,.,.,.,.,0.04769219282357895,.,.,.,.,30.03965905245775,.,.,.,.,0.004934898512942976,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,128.59205296977947,.,.,.,.,4.855180065144182e-05,.,.,.,.,0.12669091664475318,.,.,.,.,5272.287851118898,.,.,.,.,154.88728112020317,.,.,.,.,-0.006553636137806129,.,.,.,.,0.02397093739537315,.,.,.,.,29.84279005732419,.,.,.,.,0.004924659945944524,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,128.54205481726032,.,.,.,.,-0.00038881214946384635,.,.,.,.,0.107831501390518,.,.,.,.,5270.237921546913,.,.,.,.,153.70387575981394,.,.,.,.,-0.007640429555160311,.,.,.,.,0.002815779236557514,.,.,.,.,29.614778322161765,.,.,.,.,0.004866821578890676,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,128.80295999148967,.,.,.,.,0.0020297261826121016,.,.,.,.,0.0971498107973019,.,.,.,.,5280.935061444872,.,.,.,.,152.28267749771123,.,.,.,.,-0.009246339788617552,.,.,.,.,-0.0006008097237769627,.,.,.,.,29.340950019030473,.,.,.,.,0.0047843949744242045,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,130.28054698363016,.,.,.,.,0.011471685062502512,.,.,.,.,0.09406004456546158,.,.,.,.,5341.516285305295,.,.,.,.,154.04071740784508,.,.,.,.,0.011544582345291765,.,.,.,.,0.036391915735936475,.,.,.,.,29.67967903261426,.,.,.,.,0.004772692831251597,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,130.6453354274218,.,.,.,.,0.002800022353586451,.,.,.,.,0.07453611185941078,.,.,.,.,5356.472650306197,.,.,.,.,161.90615279077093,.,.,.,.,0.051060755333286245,.,.,.,.,0.11856356151374303,.,.,.,.,31.19514586206904,.,.,.,.,0.004971403029534267,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,130.9901261819288,.,.,.,.,0.002639135590864816,.,.,.,.,0.05275662517813662,.,.,.,.,5370.609107919114,.,.,.,.,170.05404421371495,.,.,.,.,0.05032477940151803,.,.,.,.,0.21573184905158183,.,.,.,.,32.76503469597584,.,.,.,.,0.005204187339363087,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,131.05603815203435,.,.,.,.,0.0005031827361858809,.,.,.,.,0.029167412837505236,.,.,.,.,5373.311505705022,.,.,.,.,171.04531497897764,.,.,.,.,0.005829151372706676,.,.,.,.,0.22144998895569956,.,.,.,.,32.95602704295067,.,.,.,.,0.005217139539452319,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,131.37714660293435,.,.,.,.,0.0024501614380216807,.,.,.,.,0.022277389368210443,.,.,.,.,5386.476986350777,.,.,.,.,164.94981963421398,.,.,.,.,-0.03563672787829841,.,.,.,.,0.16727444776132794,.,.,.,.,31.7815820752712,.,.,.,.,0.005015901931088681,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,131.51235520664443,.,.,.,.,0.0010291638021240335,.,.,.,.,0.02587615067033644,.,.,.,.,5392.020553486104,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
