Unnamed: 0,Santos,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2014-09-01 00:00:00,114.9074959866316,114.38557100830008,115.88350658165758,116.18352366730122,106.6328772041146,0.009464730807648883,0.00918750379301286,0.009082102475331673,0.009624014314791832,0.012799673825614869,0.05249713040714621,0.07077350919528502,0.05620221937008507,0.036295720007477605,0.008160394100902746,5163.64564500757,5494.145873849999,4739.714752344053,5396.144397857254,6298.039099553462,102.35442436852688,.,.,.,.,0.01458426662777299,.,.,.,.,.,.,.,.,.,30.006975732308074,.,.,.,.,0.005586483163574944,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-10-01 00:00:00,115.77205220616183,115.45754885632266,116.67505323573263,116.9275295097724,107.5118486003846,0.007523932290986468,0.009371617753648328,0.006830537644434126,0.006403712152866937,0.008242968016210255,0.054037312328874876,0.07453831102831909,0.05572568906105069,0.04044751203267927,0.005132496866116609,5202.496565215255,5545.634908862505,4772.089552383819,5430.699753316437,6349.953634415922,103.23238025251756,.,.,.,.,0.008577605603345534,.,.,.,.,.,.,.,.,.,30.264363735488974,.,.,.,.,0.005583328235878909,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-11-01 00:00:00,116.43096000973598,116.90007757974344,117.1163180935683,117.14803862617026,107.79617872008859,0.005691423715982889,0.01249401825787832,0.003781998341531641,0.0018858614162325393,0.0026446398550993844,0.04904774015843838,0.07597071570507574,0.049132573082711906,0.03154824930292155,-0.0022841403843405494,5232.10617754884,5614.92217266536,4790.137587156575,5440.9413004443595,6366.746974875533,104.78973891530306,.,.,.,.,0.015085951316592974,.,.,.,.,.,.,.,.,.,30.720930453430224,.,.,.,.,0.005665837690340637,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-12-01 00:00:00,116.85414339083188,117.86083816184039,117.38276878756815,117.31000669681399,107.88226915407083,0.0036346293207622387,0.008218647942654863,0.0022750945242915356,0.0013825931064930111,0.000798640870246315,0.04229166156579223,0.07256694907249472,0.04189854471742449,0.021830029681385366,-0.009725401320864968,5251.1229440711,5661.069241227903,4801.035602951718,5448.463908379187,6371.831719220186,105.4907390812939,.,.,.,.,0.006689587866588838,.,.,.,.,.,.,.,.,.,30.926440817041815,.,.,.,.,0.005705291239716165,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-01-01 00:00:00,116.83253528939018,118.54427552348534,117.23353619399911,116.79654860036395,107.38445789515019,-0.00018491514990126882,0.0057986806500262816,-0.0012713330509276858,-0.004376933485112395,-0.004614393661016726,0.025403088842862465,0.060452147926703725,0.024762967271148906,-0.000767838705054813,-0.025490806712458403,5250.151931884748,5693.89597389547,4794.931887711005,5424.6163442561765,6342.429579325951,105.13362448176386,.,.,.,.,-0.0033852696704952034,.,.,.,.,0.051336244817638654,.,.,.,.,30.821746474927515,.,.,.,.,0.00569618454680089,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-02-01 00:00:00,117.21500246321418,118.92321978401424,117.62788726681683,117.05041515864801,108.12173493320243,0.0032736358316341704,0.003196647487662446,0.0033638077091281086,0.0021735792823185463,0.00686577045229506,0.02655434668171952,0.059758738091388874,0.024371047505361343,0.0012014308101955251,-0.009999979774746315,5267.339017370488,5712.097352155433,4811.061116559632,5436.407177956578,6385.975244927448,104.67598076833414,.,.,.,.,-0.0043529719030003826,.,.,.,.,0.035690976400132746,.,.,.,.,30.687580278520752,.,.,.,.,0.005654360356953963,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-03-01 00:00:00,117.8398092834946,118.75638960768188,118.49707290579282,118.0927542241633,109.0572536267895,0.005330433879200064,-0.0014028393835564205,0.007389282075639069,0.008905043729255822,0.008652457289600653,0.03171945978254831,0.055818004163760815,0.030351433875451805,0.013241443532899355,0.003474379638844338,5295.416219721912,5704.084197027121,4846.61140423303,5484.818621606321,6441.2296229866315,104.45866121665019,.,.,.,.,-0.0020761166992542294,.,.,.,.,0.01888390277634855,.,.,.,.,30.62386928064481,.,.,.,.,0.005614007623979528,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-04-01 00:00:00,118.62407225056245,119.46207285611423,119.35933833687437,118.75932071747755,110.04418855409887,0.006655331265693784,0.005942276038902993,0.0072766812709969455,0.005644431766313006,0.009049695407577326,0.050029609473722925,0.07058470274745643,0.04759149821113229,0.03491185525431573,0.03175950201543243,5330.65896885389,5737.979439875001,4881.8786506660135,5515.77730606658,6499.520789124925,104.84444613204424,.,.,.,.,0.003693182651402312,.,.,.,.,0.007308332731795764,.,.,.,.,30.736968823390903,.,.,.,.,0.005580266306343848,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-05-01 00:00:00,119.31908517876711,120.22766711169078,120.03733332751281,119.31650491198936,111.00710699454031,0.0058589535413742224,0.006408680489737228,0.005680284425881196,0.004691709174030466,0.00875028888934061,0.060623345719056365,0.07796512292509661,0.057365384661270724,0.04824025305159885,0.05167379676144601,5361.891052097314,5774.752316761841,4909.609109934434,5541.655729055361,6556.393473672044,104.95681497761825,.,.,.,.,0.001071767267791084,.,.,.,.,0.00556246083729639,.,.,.,.,30.76991170048693,.,.,.,.,0.005592410464515135,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-06-01 00:00:00,119.64568303793368,120.62537120476969,120.39760863901483,119.57434007400038,111.03669084818254,0.002737180382142984,0.0033079248947702543,0.0030013605060606016,0.002160934584877332,0.00026650414052936005,0.06582225113214357,0.07988862680416853,0.06294676934632726,0.05407735134034808,0.06569358619870491,5376.5675150963025,5793.85476371159,4924.344616817187,5553.630884577761,6558.1407796797175,104.56624381360854,.,.,.,.,-0.0037212558716935348,.,.,.,.,0.012553073054728081,.,.,.,.,30.6554089859,.,.,.,.,0.005550340423673021,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-07-01 00:00:00,120.20203025523189,121.30322117615374,120.93176619377167,120.07765898804467,111.40211699307831,0.004649956464553973,0.005619464335022406,0.0044366126602928945,0.004209255210882282,0.0032910395843425084,0.06696683154822636,0.07998212785570624,0.06398970406423876,0.05570618258142668,0.07020015617217168,5401.568319970235,5826.413123918567,4946.192026487803,5577.007534317987,6579.723880585334,104.6923898724243,.,.,.,.,0.0012063745833753253,.,.,.,.,0.03136491538573516,.,.,.,.,30.692390892143564,.,.,.,.,0.005525400650343888,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-08-01 00:00:00,120.83736628159875,122.03383818236262,121.45073955008608,120.75277480774766,112.27859075353189,0.005285568180652296,0.006023063519046127,0.00429145602225679,0.005622326629220874,0.007867658031202736,0.0615587640962143,0.07666573194448256,0.05756005515786633,0.0493303817343258,0.0664226932103158,5430.118677607889,5861.505980252133,4967.418392047112,5608.363292289548,6631.490898017518,105.10022703885065,.,.,.,.,0.0038955760483003047,.,.,.,.,0.0418019292326115,.,.,.,.,30.811955434968073,.,.,.,.,0.005525030611434225,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-09-01 00:00:00,120.88749765971393,122.18026164851975,121.39208324600483,120.84768087516045,112.49451754683716,0.000414866523972053,0.0011998595499252834,-0.0004829637456185692,0.0007859535117424879,0.0019231341599153665,0.052041876134678366,0.06814400253030217,0.04753546752976123,0.04014473877737901,0.05497029149370425,5432.371452068424,5868.538964179482,4965.019309054434,5612.771205114251,6644.244144694663,105.20502554131987,.,.,.,.,0.0009971291729987102,.,.,.,.,0.027850297536034185,.,.,.,.,30.842678934609417,.,.,.,.,0.005409992005114796,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-10-01 00:00:00,121.08662329603517,122.63141444865312,121.43067874892192,121.08682958765087,112.56418050482424,0.0016471979334188075,0.00369251787519685,0.0003179408564796567,0.001978926784184225,0.0006192564713927912,0.04590547535954004,0.06213422737094243,0.04075957440174394,0.03557160657816549,0.04699325674529953,5441.319643097834,5890.208649206003,4966.597891545994,5623.87846838555,6648.358635878779,104.85412750889004,.,.,.,.,-0.0033353732925239473,.,.,.,.,0.015709676095867486,.,.,.,.,30.739807087021028,.,.,.,.,0.0053633742663746365,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-11-01 00:00:00,121.42505164442231,123.38707908094533,121.64318599720012,121.35876587974522,112.20340234703787,0.0027949276243316454,0.006162080374671162,0.0017500293209888437,0.0022457957898509144,-0.003205088476355115,0.04289315860891918,0.05549184941110741,0.03865275119061673,0.03594364278698481,0.04088478533541884,5456.527737681147,5926.504588325994,4975.289583481761,5636.508550972484,6627.0500582282475,104.46688126250635,.,.,.,.,-0.0036931902976434007,.,.,.,.,-0.003081004458439063,.,.,.,.,30.62627912973581,.,.,.,.,0.005336135750960037,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-12-01 00:00:00,121.73726834865312,124.95682805623274,122.1607406362737,120.91705019373197,108.37366088735052,0.0025712709198188713,0.012722150382193795,0.004254694867047367,-0.0036397509715198374,-0.03413213306885468,0.04178820550238482,0.06020651138292865,0.04070420128999008,0.030747960881464476,0.004554888742448693,5470.557948776232,6001.902470939438,4996.457922534675,5615.993063498102,6400.85470378684,103.9143568468016,.,.,.,.,-0.005288991200152325,.,.,.,.,-0.014943323444511103,.,.,.,.,30.46429700892523,.,.,.,.,0.00528920633203351,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-01-01 00:00:00,121.40878471922439,125.06842325423567,122.18982929424223,120.22722837882162,105.02270415807251,-0.002698299656995404,0.0008930700285758507,0.00023811789137022235,-0.005704917658883731,-0.030920398017754282,0.03916930689297282,0.05503553589525967,0.04227709289636539,0.02937312634293865,-0.021993440981782353,5455.796744139475,6007.26259015067,4997.647668559509,5583.954285497983,6202.937728691936,103.63859699624132,.,.,.,.,-0.0026537223433603214,.,.,.,.,-0.014220260101294846,.,.,.,.,30.38345322327788,.,.,.,.,0.005318551471813647,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-02-01 00:00:00,120.80410759783202,124.59380041691072,121.98078044829136,119.41244611385132,101.94865224403752,-0.004980505511119084,-0.00379490542037248,-0.0017108530812942548,-0.0067770194485647145,-0.029270355764294133,0.030619844381645667,0.04768270353926907,0.03700562241333816,0.02017960339569802,-0.057093818305622324,5428.624118387742,5984.465596785706,4989.097427646531,5546.111718705266,6021.3755345893605,103.67517695789387,.,.,.,.,0.0003529569360522126,.,.,.,.,-0.009560969031235822,.,.,.,.,30.394177273834256,.,.,.,.,0.0053462757429148825,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-03-01 00:00:00,120.55586889576439,123.85061012810267,121.94238898779722,119.3370327062522,101.83576882792741,-0.0020548862700433402,-0.005964905848615442,-0.00031473368470865483,-0.000631537248028662,-0.0011072575617763515,0.023048744128018717,0.04289639098367526,0.02907511550722841,0.010536450693046095,-0.06621737260664118,5417.468913221641,5948.768822946601,4987.527190629758,5542.609142573176,6014.708320996392,104.2587650556846,.,.,.,.,0.005629005080239665,.,.,.,.,-0.0019136389327352177,.,.,.,.,30.565266252118374,.,.,.,.,0.005376037471156848,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-04-01 00:00:00,120.373984793228,123.38106582681873,121.85954611217737,119.34058734684602,101.61597352593482,-0.0015087121365584548,-0.003791215084029706,-0.000679360772800212,2.9786567616153694e-05,-0.002158331051282942,0.014751749029230155,0.03280533207744285,0.020946897076846493,0.004894492708924059,-0.07658936958784202,5409.295512122836,5926.21576085364,4984.13886030317,5542.774237875171,6001.726589262775,104.68592090318103,.,.,.,.,0.004097073730618964,.,.,.,.,-0.001512004066133943,.,.,.,.,30.690494401549305,.,.,.,.,0.005406178021786658,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-05-01 00:00:00,120.64599776909375,123.51076521144957,122.34930543206902,119.63427130170876,100.98498551738658,0.002259732253052954,0.0010512097926993695,0.004019047629151684,0.0024608891358076485,-0.006209535633560594,0.011120707038095645,0.02730734263278034,0.019260442068036898,0.0026632224096221346,-0.09028360209087016,5421.5190716578745,5932.445456895099,5004.170351773034,5556.414390779391,5964.458654143858,104.69927218127764,.,.,.,.,0.00012753652049317128,.,.,.,.,-0.0024537977490602936,.,.,.,.,30.69440856041749,.,.,.,.,0.005394516501156252,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-06-01 00:00:00,120.94313413225647,123.45435786259898,122.7174164179362,120.16701321457842,101.54768517477922,0.0024628779127129127,-0.0004566998573283708,0.003008688807568,0.004453087790588976,0.005572112076955762,0.010844111223899722,0.023452666960310564,0.01926788916444999,0.0049565244534175434,-0.08545828951600676,5434.871611232813,5929.736109901327,5019.226343101577,5581.157591862424,5997.693286243117,104.2835089604583,.,.,.,.,-0.00397102302773864,.,.,.,.,-0.0027038826569519836,.,.,.,.,30.572520357201256,.,.,.,.,0.005360766190186464,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-07-01 00:00:00,121.63357387595194,123.97759877455205,123.41140803575759,121.0121446889586,102.42260060533344,0.005708796523665745,0.004238334887581792,0.0056552006885304705,0.007032973956597064,0.008615808711428018,0.011909479546063917,0.02204704518534295,0.020504470578993628,0.007782344432672339,-0.08060453993260097,5465.898187393589,5954.868317330075,5047.6110753729745,5620.4097278536565,6049.368264307204,103.8468064986736,.,.,.,.,-0.00418764640869814,.,.,.,.,-0.008076837053592079,.,.,.,.,30.44449345212257,.,.,.,.,0.005310052584925484,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,122.13081465173194,124.36917578586888,123.70942830853164,121.60651845509136,104.3697734455548,0.004088022409726342,0.003158449713394495,0.002414851896736449,0.004911686902670004,0.01901116383213539,0.010704043045087097,0.01913680367912729,0.018597571054839612,0.007070178293649754,-0.07043922848424511,5488.242901672937,5973.676469460249,5059.800308552327,5648.015420701594,6164.373795460868,103.7064612659695,.,.,.,.,-0.001351464117540334,.,.,.,.,-0.013261301256427771,.,.,.,.,30.403348811645337,.,.,.,.,0.005281502166826109,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,122.51778640328779,124.83337453358966,123.8707519721158,121.8001223181819,106.55315658165554,0.003168502172521602,0.003732426019450531,0.0013040531008016599,0.0015920516889236487,0.020919688373566538,0.013485999587508735,0.021714742211816684,0.020418701614073775,0.007881338194692944,-0.05281467128127315,5505.632411230214,5995.972774946641,5066.398556834132,5657.0073531911885,6293.3305742800885,103.74470012762484,.,.,.,.,0.00036872207564083326,.,.,.,.,-0.013880757180382841,.,.,.,.,30.414559197525595,.,.,.,.,0.005270904924387163,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,122.69032003764386,125.4082355740184,123.69428897428952,121.8327270161062,107.77826036052213,0.0014082333628535632,0.004605026841392281,-0.0014245735576546561,0.00026769019031953444,0.011497583161018256,0.013244210615138918,0.022643636117627652,0.018641172467198208,0.006160021126950133,-0.042517256580542506,5513.385626475315,6023.584390515527,5059.181099417526,5658.521678566203,6365.6886659176525,103.81143385192057,.,.,.,.,0.0006432494788998227,.,.,.,.,-0.009944230921010488,.,.,.,.,30.434123346880376,.,.,.,.,0.0052879924674760345,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,122.91253194507082,125.68315520389345,123.72342700834454,122.0522447731818,109.06153202296483,0.0018111608752735897,0.0021921975747180122,0.0002355649100427848,0.0018017963026189657,0.011906590978088834,0.012250192859743603,0.01860872418773951,0.01710117171045078,0.005714287619929648,-0.0280015601875907,5523.371254812282,6036.789277607525,5060.3728649581,5668.7171820049325,6441.48231715659,103.60328634128598,.,.,.,.,-0.0020050538068041245,.,.,.,.,-0.008266686157216707,.,.,.,.,30.373101292006968,.,.,.,.,0.005348368732697477,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,122.99544641102857,125.73927623101213,123.6664382040826,122.3621757948197,109.44037981983308,0.0006745810589501592,0.0004465278344391691,-0.00046061449832062617,0.002539330777683472,0.003473706905093653,0.010335192167874707,0.006261748052913685,0.01232554386922069,0.011951379882095825,0.0098429722106681,5527.097216442327,6039.484872050622,5058.041983849593,5683.111930015181,6463.8581387607355,104.05320715764043,.,.,.,.,0.004342727265159621,.,.,.,.,0.0013361994920830789,.,.,.,.,30.505003387115224,.,.,.,.,0.0052428674848496734,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,122.65775501770436,124.70329493465161,123.65155325820861,122.04455753681633,109.7379247198658,-0.002745560125825247,-0.008239122471622817,-0.00012036366608555402,-0.0025957225420375966,0.0027187853379397153,0.010287314063544883,-0.0029194285022834388,0.011962730224022389,0.015115786852114121,0.04489715437812647,5511.922238713303,5989.724816524284,5057.433179373202,5668.3601482695185,6481.431981494921,105.12847338998024,.,.,.,.,0.010333811534619838,.,.,.,.,0.014375690494854432,.,.,.,.,30.82023634298061,.,.,.,.,0.005292000990929924,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,122.4509091440536,124.39370889090533,123.6067828429611,121.72875849123923,109.2578012400659,-0.0016863660485300284,-0.002482581105082424,-0.0003620691699199791,-0.002587571719302812,-0.004375182791414419,0.013631999598092692,-0.001605950900733899,0.013329988451410202,0.019397579170093104,0.0716944151309844,5502.6271201878,5974.854838870138,5055.60203874002,5653.692859855033,6453.0745318257605,105.16239798753678,.,.,.,.,0.0003226965679477843,.,.,.,.,0.014345005943389166,.,.,.,.,30.83018192747183,.,.,.,.,0.005300888791085713,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,122.15516001160476,124.10154084132424,123.65645648128348,120.8910660363473,108.50943001146847,-0.002415246522187217,-0.0023487365413094987,0.0004018682242180313,-0.006881631467162436,-0.006849590785312292,0.013265974775754419,0.0020260757130063922,0.014056371272649137,0.01302222197798697,0.0655335670398638,5489.336919172873,5960.821478981064,5057.6337245536815,5614.786229164983,6408.873611975633,105.09911986700925,.,.,.,.,-0.0006017181211008794,.,.,.,.,0.008060279736440412,.,.,.,.,30.811630848329234,.,.,.,.,0.005314276619494712,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,122.36864119788227,124.8439817468771,123.84735678633872,120.53841098140217,108.6211575754765,0.0017476231561337832,0.005982527698847415,0.0015437956940334576,-0.002917130822877347,0.001029657643545192,0.016570494098709032,0.011856891576149664,0.016312309848351747,0.010037018094060768,0.06893782351801003,5498.9302114846405,5996.482258586952,5065.441677719646,5598.407163192018,6415.472557676719,105.61126871869595,.,.,.,.,0.00487300799792401,.,.,.,.,0.008839276643233918,.,.,.,.,30.96177617188222,.,.,.,.,0.005329316659127094,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,122.9067470912855,126.03014669424506,124.29263940888832,120.52550747743662,108.98467803798746,0.004397416594117912,0.009501178437042375,0.003595414824377837,-0.00010704889719787697,0.0033466819045667863,0.018738701357658094,0.02039807201001742,0.015883490061153527,0.007449672790501793,0.07921665265004751,5523.111298446519,6053.455906520347,5083.65404181974,5597.8078598791335,6436.943103594741,106.36533483928959,.,.,.,.,0.007140015736409159,.,.,.,.,0.015912838965368437,.,.,.,.,31.18284374097664,.,.,.,.,0.0053442694798989995,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,123.65233086614896,127.38388827334919,124.7203625176185,121.08916829595528,109.94688323553633,0.00606625586071113,0.010741410802197728,0.0034412585553282586,0.004676693177368904,0.008828811672164389,0.02240058316109006,0.03182982341638896,0.016321612352568682,0.007673945259255133,0.08271186139103803,5556.615904730081,6118.478563185272,5101.148209783481,5623.987089705653,6493.773662000817,106.88725772141454,.,.,.,.,0.004906888911820119,.,.,.,.,0.024967981868959876,.,.,.,.,31.335854491168263,.,.,.,.,0.0053385179839711815,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,124.16509506973864,128.3056910189644,125.0142843686939,121.4959064963014,110.58429773869875,0.004146821980612296,0.007236415516200531,0.002356646862968167,0.0033589973906834034,0.005797476785193571,0.020812684467928833,0.034910276430525355,0.012988072646184179,0.003997630226174609,0.0796864860404678,5579.658201701634,6162.754416395446,5113.169814709604,5642.87804766521,6531.421164054569,107.02767494417935,.,.,.,.,0.0013136946887605397,.,.,.,.,0.030630392524842565,.,.,.,.,31.377020236781085,.,.,.,.,0.005327708634884361,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,123.67287714065698,127.6353231648639,124.41725527078066,121.2064194990661,110.80740966337797,-0.003964221416696837,-0.005224771004128113,-0.004775687041910112,-0.0023826893068542125,0.0020175732833825105,0.012626317881546889,0.026261711218690476,0.005721689704067501,-0.0032901110985511517,0.06168104045163436,5557.539201160601,6130.5554358151,5088.75091588241,5629.432822481155,6544.598784897685,106.43811609535868,.,.,.,.,-0.005508471048522341,.,.,.,.,0.0263402568754465,.,.,.,.,31.204180829217876,.,.,.,.,0.005319138515668839,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,123.22141740761379,126.50457155507516,124.1220402766975,121.21296456117707,110.55188345778313,-0.003650434464540984,-0.008859237253061798,-0.002372781761184639,5.399930249597293e-05,-0.0023060389767353803,0.005743092696842256,0.013387421654902143,0.002028633075855435,-0.004820666398601681,0.03752800014951441,5537.251768522647,6076.243390716167,5076.676420521992,5629.736807927016,6529.506685012616,106.10545795421768,.,.,.,.,-0.0031253666763789855,.,.,.,.,0.022755454723843105,.,.,.,.,31.106656322290533,.,.,.,.,0.005319672989513265,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,122.50304590892948,125.1469823105922,123.66624199811339,120.77198845428119,109.78156841744538,-0.005829924000208046,-0.010731542961606912,-0.0036721784267164325,-0.003638027569842351,-0.006967905170353021,-0.0015263969370763464,-0.002083222543004526,-0.00022674430977132065,-0.008706515792630931,0.018587311116565752,5504.970011542142,6011.035923723515,5058.033958891132,5609.255670208821,6484.009701622262,105.7156657315202,.,.,.,.,-0.003673630275133169,.,.,.,.,0.018343180601049003,.,.,.,.,30.992381967866805,.,.,.,.,0.005328200235998341,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,122.17316885308914,124.67562349373485,123.32081263104487,120.51696622551225,109.86797758741527,-0.0026928069697595724,-0.003766441732390545,-0.0027932389752232155,-0.00211160081102313,0.0007871008878403036,-0.006015359705649148,-0.008016441889321602,-0.0032541482808466915,-0.0125788636704115,0.0073944089129485135,5490.146189926744,5988.395707165505,5043.905661299155,5597.411161386372,6489.113271415174,106.15161927599141,.,.,.,.,0.004123831046747191,.,.,.,.,0.02459702799688035,.,.,.,.,31.120189314838548,.,.,.,.,0.005367471949667664,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,121.90033985502471,124.75731513819393,122.6400261511957,120.14232278655894,111.13407369475402,-0.0022331335155306906,0.000655233494486586,-0.0055204508089479985,-0.0031086364906687323,0.011523795514770513,-0.008903634955266582,-0.007809501710619893,-0.00829984325410138,-0.0181416601481742,0.015475950263597271,5477.885960464855,5992.3195046110795,5016.061028210979,5580.0108447968105,6563.892485827145,106.50539539322155,.,.,.,.,0.0033327434818524538,.,.,.,.,0.023566676151231425,.,.,.,.,31.223904922931588,.,.,.,.,0.005400063593764949,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,121.58786326310145,124.73289461066052,121.89052437881243,119.65296035964595,112.92762950749655,-0.0025633775286834854,-0.00019574425360433195,-0.006111396058080205,-0.004073189327148009,0.016138667045255538,-0.00872257734089854,0.00023736081732583791,-0.01424186621998036,-0.019596098551538654,0.029066567422094902,5463.844070689109,5991.146542502291,4985.4058926160815,5557.282404178413,6669.824961176764,106.93442472761286,.,.,.,.,0.004028240379816637,.,.,.,.,0.01717851766888434,.,.,.,.,31.349682317557697,.,.,.,.,0.005436458492225072,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,121.30070970564181,124.35069081583146,121.24710631689587,119.58987095070054,114.49205268663864,-0.0023616958942544513,-0.0030641780263503974,-0.005278655294950993,-0.0005272699376244244,0.013853325231078734,-0.009393147396387858,-0.00034582195078369793,-0.01909018641042648,-0.017570930378729033,0.047907347458620464,5450.940132580516,5972.78860291411,4959.089653403544,5554.352216231801,6762.224215598311,107.20369820565725,.,.,.,.,0.002518117797241625,.,.,.,.,0.0194109325879237,.,.,.,.,31.428624510539407,.,.,.,.,0.005465804048137086,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,121.01052430993109,123.60075333229379,120.97349257892131,119.60055481912458,114.95393083386398,-0.0023922811038361437,-0.006030826838335411,-0.002256662004447642,8.933756963773248e-05,0.004034150287177416,-0.009370342616430882,-0.004035304522695293,-0.021696917239159785,-0.010674992450101395,0.05939115910676507,5437.899951503202,5936.767749107951,4947.898664206058,5554.848428559712,6789.504044359625,107.71665769973588,.,.,.,.,0.004784904836907417,.,.,.,.,0.024905421054322918,.,.,.,.,31.57900748797724,.,.,.,.,0.0055117622574705006,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,120.94978392147532,123.25686389999386,120.84573122488243,120.02650587372848,114.88543407256653,-0.0005019430235688092,-0.00278226000269917,-0.001056110320660022,0.0035614471458604927,-0.0005958627147465133,-0.011594941829193961,-0.012712810218606707,-0.024236492722526926,-0.004246821436468595,0.057670868520594,5435.17043555968,5920.250117654294,4942.673137361211,5574.631727641294,6785.458432047971,108.40379848482608,.,.,.,.,0.006379150632445781,.,.,.,.,0.026441589046413805,.,.,.,.,31.780454733566177,.,.,.,.,0.0055492839009122896,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,121.07435029001012,123.0635237985116,120.96432356118562,120.57029047984527,114.97440955625086,0.0010299015384407331,-0.0015685950085435657,0.0009813531276707957,0.004530537668811777,0.0007744714062545209,-0.014908838160971105,-0.023538994229139742,-0.02677806074061606,0.0003715645206225915,0.05495939086204049,5440.768125952951,5910.963642870412,4947.523645103614,5599.887806673126,6790.71357558192,108.32502268980252,.,.,.,.,-0.0007266885120688735,.,.,.,.,0.01842412148162631,.,.,.,.,31.757360242202967,.,.,.,.,0.005542477969478706,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,121.00829051722808,122.68348210216605,120.75658755273055,121.01520779241265,115.40182358269892,-0.00054561327501501,-0.003088174989753924,-0.0017173328659172368,0.003690107329066674,0.003717470940687563,-0.021382858943298055,-0.036899534430105296,-0.03178129765560944,-0.0006107937198961411,0.04961432454139336,5437.799570637153,5892.709552783154,4939.0271001429755,5620.551993710482,6815.9578559656775,108.34018636960911,.,.,.,.,0.00013998316760122998,.,.,.,.,0.01359309499717365,.,.,.,.,31.761805738084323,.,.,.,.,0.005538167619985383,.,.,.,.,.,.,.,.,.,.,.,.,.
