Unnamed: 0,Florianópolis,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2014-07-01 00:00:00,120.57733981366005,139.45968491720197,115.27336804944281,118.54234213230046,117.44421962386444,0.006687700886925312,0.018383289902147045,-0.0009921976945259543,0.009070560522104597,-0.0019448901969382074,0.12749187185890842,0.18414462683299382,0.10065253144308439,0.12258184715524245,0.13414107849803703,5602.016488162039,5576.068434319022,5370.9817412897955,5737.81392908049,6951.469208666984,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-08-01 00:00:00,121.73470415086449,141.12817015342497,116.5108243879605,119.43162560500542,117.8662488371054,0.009598522732323086,0.011963925181772686,0.010734971654397511,0.00750182134677634,0.0035934438884484194,0.12593408182548083,0.1927947633103213,0.10637867375938947,0.1089937457596255,0.11707803773102765,5655.787570770511,5642.780099875659,5428.639078038828,5780.857984097497,6976.448923210605,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-09-01 00:00:00,122.61104175722603,142.7721671359615,117.35693412615423,120.00268878076244,118.13535635740784,0.007198749218427457,0.01164896406400845,0.007262069791698642,0.004781507183412908,0.0022831601324171634,0.1172402963717325,0.1896116978640372,0.10732120674797185,0.08697372539808668,0.10066933346301132,5696.502167125187,5708.512642480213,5468.06223389749,5808.499198074749,6992.377273257925,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-10-01 00:00:00,121.93495616191312,142.2207563292803,116.6496793374484,119.2636557721097,117.58857655508056,-0.00551406778397327,-0.0038621729833105056,-0.0060265274819258155,-0.0061584704156329795,-0.0046284179367356,0.09019070688533559,0.16665402592077316,0.0834183308859473,0.056825724207047124,0.055298669236718334,5665.091268044109,5686.46537917754,5435.108806572026,5772.727727604178,6960.013628865956,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-11-01 00:00:00,121.4178326280135,142.0225480208612,116.217214929843,118.55547256821546,116.33277197816551,-0.004240978552638731,-0.0013936665331761525,-0.0037073775947069503,-0.0059379632404312765,-0.010679647749004014,0.060732864142700294,0.1309751119475986,0.053543530316662924,0.030921107432056782,0.023128136612997396,5641.065737477593,5678.540342686515,5414.958805957746,5738.449482560646,6885.6831349814,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-12-01 00:00:00,121.07326919609693,141.60771933858018,116.19696869935407,117.89782461704397,115.70070536357296,-0.0028378321738965714,-0.002920864947586237,-0.00017421025362847846,-0.00554717497999168,-0.005433263592405307,0.03815170609136631,0.09931952270726296,0.03206181702199906,0.012439111821635596,-0.005401889676310945,5625.057339632714,5661.954093246108,5414.015464610773,5706.61729916704,6848.271403495268,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-01-01 00:00:00,122.00308603716621,143.44978136437945,117.45030460193423,118.10399948367566,115.49472668681899,0.007679786357823476,0.013008203468025186,0.010786304639521245,0.0017487588706694137,-0.0017802715731654879,0.02985404458293761,0.09756573658649548,0.02362957708879798,0.00017940528550286494,-0.013282421003549039,5668.2565782516,5735.605944117671,5472.4126847351445,5716.596796790474,6836.0796205903025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-02-01 00:00:00,120.44906355289545,142.40599985347083,115.2354829344298,116.74988628282571,115.7897122020903,-0.012737567013652078,-0.007276285129060381,-0.018857521698312858,-0.01146543052538301,0.0025541037563664333,0.012156942277363747,0.07660013067915328,0.002042962007973159,-0.01269389118700115,-0.021975429248965672,5596.056780235546,5693.872039880337,5369.216543790628,5651.053553375246,6853.539677228071,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-03-01 00:00:00,122.93109265236679,144.81424386284323,118.38795585640177,118.66065063749095,117.33455807400296,0.02060646240210354,0.016911113379003494,0.027356790128313005,0.01636630591687613,0.013341823228789183,0.028545121328003242,0.08016833023846548,0.026222891997012887,0.00483631518044092,-0.021844254413682762,5711.371713877507,5790.161755512291,5516.101073932573,5743.540424582436,6944.97839209314,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-04-01 00:00:00,124.20657724225251,146.69975341294034,119.98108763792688,119.19364282756786,118.82113964765901,0.010375606059995084,0.013020194007178791,0.013456873801060212,0.004491734936674298,0.012669597074022076,0.040563247904718436,0.08877939439892191,0.03881316048925987,0.01753006040319427,-0.006603963607511254,5770.6306568429,5865.550784902008,5590.330549958378,5769.338885767733,7032.96847000875,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-05-01 00:00:00,126.3922108670322,149.83939993707756,122.63578499810238,120.46118756768647,119.84930939644909,0.017596762372067056,0.021401852771350975,0.022125965120325622,0.010634331748315715,0.008653087757270467,0.05812211566187808,0.09917776774551346,0.06493855939059046,0.029656689187155028,0.008286942459065694,5872.17507324833,5991.084439223362,5714.022008717848,5830.691949447444,7093.825363373851,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-06-01 00:00:00,129.13292636241124,151.47536294843977,126.33120694206642,122.70881498696409,122.45909463970797,0.02168421199833529,0.01091810973648578,0.03013330851204002,0.018658519517041082,0.02177555512335903,0.07811740538871348,0.1061259642895287,0.09483971489112619,0.04453691813939664,0.040672121100987946,5999.508562427987,6056.495756571356,5886.204396751129,5939.484028984063,7248.297348609481,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-07-01 00:00:00,132.2596623778664,154.266294816158,130.03479712071984,125.3936848348007,125.34749396919183,0.02421331339367273,0.018424988812657483,0.029316510688858072,0.021880007953151745,0.023586646120338752,0.09688655084164388,0.10617125592781029,0.1280558495084969,0.05779658625990125,0.06729385550552425,6144.77654345808,6168.08662313009,6058.7673708652865,6069.439986775853,7419.260373146121,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-08-01 00:00:00,132.84424535009262,152.15969596582656,130.73730394683287,127.02021433481306,128.27565938071857,0.004419964195553965,-0.013655600225842704,0.005402452587062844,0.01297138290620637,0.023360382555764697,0.09126026367518181,0.07816671753349347,0.12210435926108199,0.06353918981983275,0.08831544777503919,6171.936235769845,6083.857698046257,6091.49957432243,6148.169016870564,7592.57713374364,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-09-01 00:00:00,132.43197459709322,144.6968499343401,132.87851395528799,127.54616430250825,128.08123703037177,-0.003103414467920039,-0.049046141845357896,0.01637795750573141,0.004140679264710015,-0.0015156605024320828,0.0800982741775651,0.013480798372596858,0.1322595886191833,0.06286088752167274,0.08419055039605206,6152.7821595606765,5785.467950420907,6191.265895496864,6173.626612834652,7581.069364470355,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-10-01 00:00:00,131.79616904378926,144.37843593823268,131.34498541870624,127.66370678665355,128.42169911469756,-0.004800997306264757,-0.002200559281365723,-0.011540831477824578,0.0009215681615209747,0.0026581729862982014,0.08087273077608503,0.015171341122365734,0.12597810953896182,0.07043261386012478,0.09212733819039443,6123.242668986592,5772.736685225564,6119.813539162532,6179.316030562159,7601.221158262244,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-11-01 00:00:00,131.0571681807568,144.27742668060577,129.618384708805,127.79877513851801,127.23258759091146,-0.005607149801045637,-0.0006996145717364606,-0.013145539621456544,0.0010580011756214517,-0.009259428367507113,0.07938978438426947,0.015876906105172672,0.11531140018328534,0.07796605563681647,0.0936951421976926,6088.90873007343,5768.697994521782,6039.365287807544,6185.85375418703,7530.8381954417355,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-12-01 00:00:00,131.22273283247958,146.85463367444947,128.45572575976865,128.17994781312248,127.40833438841494,0.0012633010007846968,0.017862856672298488,-0.008969861425509401,0.0029826003746227245,0.0013813033345557338,0.08382910368054919,0.03705245985442396,0.10549980087804767,0.08721215365488666,0.10118891659348517,6096.600854565819,5871.7434199837,5985.193018077878,6204.30368391163,7541.240567353098,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-01-01 00:00:00,132.45510120524355,148.28630886898097,129.5429301884164,129.56885769033187,128.09249246897463,0.009391424383282916,0.009748927621209864,0.00846365097559739,0.01083562523550358,0.005369806330518027,0.08567008841803636,0.033715823465189976,0.10295950808698895,0.09707425876158315,0.10907654525488719,6153.856620486531,5928.986621595436,6035.849602804472,6271.53119347775,7581.735568691632,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-02-01 00:00:00,133.7243392767012,149.83753954311416,130.66069429069492,131.01390779333178,128.3899786125301,0.009582402337912929,0.01046105123234128,0.008628522611405974,0.011152757913893035,0.0023224323129438992,0.11021485208953807,0.052185579942488625,0.13385817426601343,0.12217589211137714,0.10882025847381205,6212.825350553863,5991.010054399812,6087.9300675813165,6341.476062628036,7599.343636364556,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-03-01 00:00:00,134.60609093632485,149.21852511717654,131.2893334157153,132.89602007384798,130.7334820639326,0.0065938008323163785,-0.004131237257533324,0.004811233618748325,0.014365744158132559,0.018253009126787248,0.09497189061007894,0.030413315271008212,0.10897542293037144,0.11996706035133897,0.11419418294036565,6253.791483521381,5966.259770452819,6117.220521391052,6432.576085328673,7738.05452511671,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-04-01 00:00:00,134.81482013111065,148.70078348975684,130.98244208522183,134.0589110661701,131.68206847269875,0.0015506667888047433,-0.0034696873395119302,-0.002337519145761303,0.008750382379215778,0.007255879624641594,0.08540806070332185,0.013640309750104773,0.09169240472710416,0.12471527747588995,0.10823771648021818,6263.489030278988,5945.55871446304,6102.921401303457,6488.863585758699,7794.20091727987,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-05-01 00:00:00,134.77084426447357,148.7923078930822,130.23199396900998,134.7654494224117,131.81213047794276,-0.0003261946023019635,0.0006154937531426422,-0.005729379482202497,0.005270357267730067,0.000987697161447506,0.06629074165223603,-0.006988095550536477,0.061941210479674824,0.11874581467734369,0.09981551951978207,6261.445913965734,5949.218168710735,6067.955448645334,6523.062215117212,7801.899227401618,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-06-01 00:00:00,134.6508217497201,149.59459170107178,129.8435746808605,134.66821281475245,129.95899133447946,-0.0008905673583072306,0.005391970991981971,-0.0029825181686299104,-0.0007215247533844543,-0.01405894235032775,0.04273035191522645,-0.012416350822728739,0.02780285112295977,0.09746160313795604,0.061244097197004965,6255.869674618949,5981.296180501396,6049.857661273313,6518.355664261138,7692.212775940511,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-07-01 00:00:00,135.32711430075022,151.51472926550989,130.3614536089057,134.96462985240365,129.55563500593252,0.005022565345254057,0.012835608176765139,0.003988483290898804,0.002201091344837024,-0.003103720061267743,0.023192648973502594,-0.01783646618288981,0.0025120698106875228,0.0763271693483778,0.0335718003087877,6287.290188851115,6058.069754663493,6073.987417467617,6532.703160496311,7668.338300832284,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,136.5842645237656,152.83577493183034,131.55907987643218,136.1106114638611,131.99292493571875,0.009289714256534643,0.008718925696032453,0.009186966195693654,0.008490977322804398,0.018812689464836,0.028153415029884554,0.004443219748254679,0.006285703504590456,0.07156653904776622,0.028978728879244686,6345.697318153456,6110.889614715786,6129.788934544959,6588.172194888698,7812.600367997149,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,136.97676176357916,152.91457903913727,131.7014753292537,136.80768132428108,133.73290700823472,0.002873663677013718,0.0005156129665457168,0.0010823688715006895,0.005121348386602966,0.01318238893003827,0.03431789928612683,0.05679272982463801,-0.008858005639876043,0.07261305796548134,0.044125666716685163,6363.932718041956,6114.040468638263,6136.42362727658,6621.912519929653,7915.5891046030465,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,137.28528916119828,152.48820123600433,131.89869420463594,137.44668011082084,135.76927658427525,0.0022524068582643313,-0.0027883397764434078,0.0014974689910586684,0.0046707814967283075,0.01522713909086819,0.041648555927185305,0.05617019775197685,0.004215682724121983,0.0766308105130944,0.057214454568268236,6378.266883741606,6096.992446404774,6145.612731374427,6652.8420264006945,8036.120880884998,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,137.32324326044034,152.3910829222033,131.58145561002334,137.93466497814563,136.2382381293953,0.00027646151655396256,-0.0006368906775332875,-0.002405168576729229,0.0035503576145408254,0.003454106532187198,0.0478117692199882,0.056236491239611164,0.015145003585937955,0.07931132226143456,0.07078100594353653,6380.030229077271,6093.109328754668,6130.831496748178,6676.461994747463,8063.878498513108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,137.35039782983665,152.45149107632565,131.49466926315344,137.9668286180804,137.0668314916574,0.00019774197544139018,0.00039640215794774377,-0.0006595636631891087,0.00023318025196841416,0.00608194420038772,0.04669667263506638,0.03811154787450155,0.023657516902501285,0.07635266648123862,0.07580741989607787,6381.291828858143,6095.524650441198,6126.787823067788,6678.018813837654,8112.92255757977,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21.622780168550328,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,137.31682953463542,152.98952996386478,131.2156619279872,137.88923696909382,137.06479568355175,-0.0002443989659412843,0.0035292464753247446,-0.0021218147984986514,-0.0005623935098295239,-1.4852667735104717e-05,0.03670472699921512,0.031717163443857554,0.01291256680034869,0.06421588819319202,0.07004550416372224,6379.732247733801,6117.037259329023,6113.787913997542,6674.263139398232,8112.802059036661,101.00940544673516,.,.,.,.,0.01009405446735159,.,.,.,.,.,.,.,.,.,21.841041689307247,.,.,.,.,0.0033055990305510406,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,137.48793144389867,153.00423192189183,131.446759993383,138.10574186315455,137.0738165192479,0.0012460374292292539,9.609780506245752e-05,0.0017612079381394414,0.001570136283437998,6.581438837870482e-05,0.02814440652729555,0.021134172307110566,0.006016083926044802,0.054130391110917664,0.06763641524487585,6387.681632902939,6117.625093183129,6124.555565803776,6684.742642118613,8113.3359981422145,101.29753684785155,.,.,.,.,0.0028525205137291906,.,.,.,.,.,.,.,.,.,21.903343708767206,.,.,.,.,0.003313832766379409,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,137.5158636753576,152.31111451386272,131.8204345747679,138.10768582762634,137.32357859399082,0.0002031613332571197,-0.00453005383787658,0.0028427827464418587,1.4075913467167796e-05,0.0018220990783299651,0.02161694704000583,0.0207252376623992,0.004045272721211024,0.039216116110041055,0.050408636150572894,6388.979362819902,6089.9119221510655,6141.966346695866,6684.836735977594,8128.119300186612,101.24171730324962,.,.,.,.,-0.0005510454285356432,.,.,.,.,.,.,.,.,.,21.891273971346845,.,.,.,.,0.003308284394894219,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,138.00513574850214,151.95790252015996,132.70691864475683,138.71659582526254,137.13112454005253,0.0035579318637711486,-0.002319016539470106,0.006724936637089527,0.004408950841419311,-0.0014014640159306071,0.023664428096917156,0.021903845789941423,0.013165707800844029,0.034743567003863385,0.0413803954521228,6411.710916071855,6075.789315679682,6183.2706812045335,6714.309852529434,8116.72803347021,101.49178866510694,.,.,.,.,0.0024700426713256778,.,.,.,.,.,.,.,.,.,21.945346352185755,.,.,.,.,0.0033038639694555894,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,138.1964939050078,151.43965176604166,133.33614572493693,138.82078058083798,137.1573219726187,0.0013866017048407868,-0.0034104889941444796,0.004741479092468879,0.000751061940033881,0.00019103928924983356,0.02541832886207751,0.017792209224026356,0.0238355542391957,0.030091771858491434,0.04055159017075738,6420.601405359026,6055.0679030878155,6212.588529862542,6719.352715113263,8118.278647424759,102.04984670724531,.,.,.,.,0.005498553621710282,.,.,.,.,.,.,.,.,.,22.066014015850254,.,.,.,.,0.0033153301359901246,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,138.90459228992546,152.82227366166543,133.6125972732981,139.81802870463648,136.8127967232412,0.005123852023368908,0.009129853902198464,0.0020733428798179504,0.007183709237377339,-0.0025118983399681372,0.031591122021609186,0.021576194191855524,0.029027409340056876,0.03824076804945831,0.05273821625101638,6453.499616861121,6110.349788410898,6225.469356056171,6767.622591282019,8097.886356766895,103.3404322387694,.,.,.,.,0.012646619011848654,.,.,.,.,.,.,.,.,.,22.345074488218824,.,.,.,.,0.003340019745709943,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,139.80396446025006,154.92711070866767,133.85331966881898,140.8861626317933,137.2661759805708,0.006474747562322506,0.0137731038582907,0.001801644458931598,0.007639457779892203,0.003313865867728378,0.0330816938100853,0.022521780289611604,0.02678603193846829,0.04387470099288526,0.05951528834917297,6495.284397773841,6194.508270657166,6236.685438425758,6819.323558338363,8124.721665965327,104.11177952040919,.,.,.,.,0.007464138333170461,.,.,.,.,.,.,.,.,.,22.511861215263885,.,.,.,.,0.003338035596845705,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,140.72501667358333,158.30990904155092,133.83317760999208,141.7011499344285,136.87285258366882,0.006588169490681142,0.02183477325181905,-0.00015047859012182196,0.0057847221289232574,-0.0028654065292652263,0.030316465547883364,0.035817099184809464,0.017285752801675658,0.04107349464117105,0.03697113046268674,6538.076432276552,6329.763954153484,6235.746950793949,6858.771450230571,8101.441035455207,104.37861226538311,.,.,.,.,0.0025629448099252963,.,.,.,.,.,.,.,.,.,22.569557873127305,.,.,.,.,0.0033264189994142157,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,141.5829204244639,160.97439880052326,134.0426167616741,142.42448216630766,136.82508462548444,0.006096313016402124,0.01683084637660288,0.0015649269891234927,0.005104632052837049,-0.0003489951241805692,0.03362730000023606,0.0527079877669685,0.01777612153977448,0.041056180381515484,0.02312203994084494,6577.934592732871,6436.299238866,6245.505439494591,6893.782954818501,8098.613672034998,103.09604051835383,.,.,.,.,-0.01228768728758653,.,.,.,.,.,.,.,.,.,22.29223020376323,.,.,.,.,0.0032655482560956183,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,142.3335973373302,163.37486003224018,134.78596484434348,142.35862507591756,136.6091083902635,0.0053020301503583145,0.014912068313990253,0.005545610050205436,-0.00046240006906393883,-0.0015784842071327986,0.03677238986767373,0.07139345016855891,0.02189006234760771,0.03573709427638638,0.006185727928416318,6612.811000270625,6532.277772805254,6280.140577228464,6890.595269104081,8085.83013825402,102.63178802880564,.,.,.,.,-0.004503106881835402,.,.,.,.,.,.,.,.,.,22.191845908521202,.,.,.,.,0.0032355058161789496,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,143.01410994585007,164.8847860438923,135.95199239404963,142.09932986112244,136.36931204191833,0.004781110161271749,0.009242095211920414,0.00865095673019596,-0.0018214225843838968,-0.0017553467054342187,0.041441394408495924,0.08198447627061678,0.03321544638462992,0.03019302568818838,0.0009620934204868092,6644.4275781385895,6592.649705932231,6334.469801621616,6878.044583261087,8071.636702960136,102.36534169748977,.,.,.,.,-0.0025961384521635687,.,.,.,.,.,.,.,.,.,22.1342328040336,.,.,.,.,0.0032121918274479375,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,143.31033349458875,165.5073011706054,136.8533988153577,141.51936256537195,136.3180557882088,0.002071288971772366,0.0037754552233060967,0.006630328878854584,-0.004081421751371449,-0.00037586354981227144,0.043392198049079234,0.08563911052692341,0.04075244709335046,0.02574918901068357,-0.005462851189452,6658.190107704928,6617.53995969992,6376.46941967954,6849.972382492062,8068.6028689361665,103.15373071178941,.,.,.,.,0.007701718191196815,.,.,.,.,0.03153730711789415,.,.,.,.,22.304704427468614,.,.,.,.,0.0032359467762011792,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,143.88461516305446,165.34633421635286,137.99943191304797,141.88901616328786,136.52130181976523,0.004007259312444542,-0.0009725670898747633,0.008374166134057713,0.0026120354926355213,0.0014909692658190599,0.04782942958031566,0.08076895363628278,0.05169939232394216,0.02900718926373158,-0.003965233093414566,6684.871202018055,6611.1039581191835,6429.867033948674,6867.864753478704,8080.63290783185,104.5354771337943,.,.,.,.,0.0133950213188652,.,.,.,.,0.034908350083483475,.,.,.,.,22.60347641878554,.,.,.,.,0.0032715816231462117,.,.,.,.,100,.,.,8973.049653431337,100,.,.,35.95224241274389,0.0038431380937696893
,2018-02-01 00:00:00,144.37801891852783,164.76057028688308,138.40268435941005,143.08808631031735,137.3124329641688,0.0034291627003640687,-0.003542648418823289,0.002922131205700633,0.008450760879542621,0.005794928218953069,0.050114125671027576,0.07683668756948392,0.052918188066234606,0.03607630196939726,0.0017407879271194027,6707.794713000752,6587.683141135277,6448.655949057081,6925.903436263391,8127.459595496447,105.96892278239778,.,.,.,.,0.013712527917855296,.,.,.,.,0.046115493820571674,.,.,.,.,22.913427220218722,.,.,.,.,0.003306030138444564,.,.,.,.,100.17859492829191,0.001785949282919086,.,8989.075065025481,99.81953975182066,-0.0018046024817934825,.,35.88736290685981,0.0038262782918875252
,2018-03-01 00:00:00,144.8049515364337,164.0387230057823,138.84092826384648,144.20919286448026,137.52565704008825,0.0029570472091515294,-0.0043811895033132285,0.003166440784474982,0.007835079656677714,0.001552838816679494,0.05300543272799363,0.07699771963031732,0.053258007468459656,0.04417934454762551,0.00147154951951034,6727.629978636393,6558.821252906181,6469.075236259221,6980.168441380973,8140.080230237327,106.6829133171677,.,.,.,.,0.006737735139915091,.,.,.,.,0.05374460409062465,.,.,.,.,23.067811823976278,.,.,.,.,0.0033110393205328156,.,.,.,.,99.39552873080657,-0.007816701741982568,.,8918.810146305885,99.58967631400458,-0.0023027899987074774,.,35.80472184647791,0.003845904549782797
,2018-04-01 00:00:00,144.82795917966382,164.65500955647335,138.5850276143772,144.36293822695663,136.57841500579795,0.0001588871304883297,0.0037569577438697323,-0.0018431211363194007,0.0010661273350364557,-0.006887747745965548,0.04943890960402708,0.08355674055601603,0.04429391496426405,0.040704159211105706,-0.004030518499052671,6728.698912458686,6583.462467202944,6457.151946958832,6987.610189759488,8084.01341097953,106.10833491581303,.,.,.,.,-0.00538585218090601,.,.,.,.,0.04548689417563945,.,.,.,.,22.943571999355388,.,.,.,.,0.003288602076629541,.,.,.,.,97.79966984888178,-0.016055640553478745,.,8775.612936432079,98.91627139880157,-0.006761794396035303,.,35.56261767894479,0.0038845617515248583
,2018-05-01 00:00:00,144.8024787873499,166.617891339901,138.0849971872542,143.9278029568373,135.3221085974414,-0.00017593558908273583,0.011921178643243276,-0.003608112908952691,-0.0030141757674345534,-0.009198425741748556,0.04780139275373285,0.10022632379865826,0.03561563472903906,0.03678860149489949,-0.013380352931822825,6727.515094851763,6661.945099365558,6433.853813663942,6966.548304453237,8009.653213923335,105.16284577635498,.,.,.,.,-0.008910601982475862,.,.,.,.,0.03050469128131139,.,.,.,.,22.739130961212854,.,.,.,.,0.003260907568844477,.,.,.,.,96.26515127241179,-0.015690426959938608,.,8637.919822624299,98.16665432844704,-0.007578298896167346,.,35.293113532643616,0.003919686294772643
,2018-06-01 00:00:00,144.76736452272,168.90121382020016,137.55527630189016,143.23632922037598,134.60869678975652,-0.00024249767631050808,0.013703945368274835,-0.0038361943451806287,-0.004804309676488847,-0.005271953083491738,0.042207187942048696,0.1052133290081263,0.029508288208240696,0.02444820991547969,-0.016110334605200394,6725.883688073918,6753.24003105371,6409.172300046244,6933.078849022425,7967.4266979644935,104.59354352648496,.,.,.,.,-0.005413530279322406,.,.,.,.,0.012126050380941278,.,.,.,.,22.616031987228848,.,.,.,.,0.003246661588015238,.,.,.,.,96.03147368609152,-0.0024274369616790192,.,8616.951816774841,97.06832583385818,-0.011188407123604915,.,34.89823980978079,0.0038865609040757126
,2018-07-01 00:00:00,144.14696248012828,169.81047988914398,135.9179129625454,142.8143305217682,134.94841515234435,-0.004285510374780247,0.005383419386859903,-0.011903311769381298,-0.0029461708555690983,0.0025237475043565125,0.0310649131921652,0.09606691244932408,0.015424296527233317,0.01368599906446577,-0.016885156242383514,6697.059843749113,6789.595554361002,6332.881923975112,6912.652814178072,7987.534471209625,104.57201119602001,.,.,.,.,-0.00020586672694091775,.,.,.,.,0.004420553348822631,.,.,.,.,22.611376098747247,.,.,.,.,0.003262337492662883,.,.,.,.,96.13773466065595,0.0011065223773591981,.,8626.486666784727,97.56007005601707,0.005065959651972873,.,35.075032884582015,0.003901773063719018
