Unnamed: 0,Goiânia,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2015-04-01 00:00:00,114.13704319841916,119.85583823962254,116.1954588358093,114.67414351596689,100.0797472621581,0.009349058090469467,0.014929434311616658,0.004980450741022527,0.013076512853616305,0.0020025228053613723,0.09774872980422389,0.0858931567944814,0.12872874493471187,0.08700512772149582,0.059543975380404124,4149.662762210504,4745.727953690034,3796.5893215042393,4186.051510568229,4476.290974550424,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-05-01 00:00:00,114.308399102276,119.06599377439319,115.44726189191772,115.80189971934885,101.86030906000876,0.0015013171802508878,-0.006589954038369402,-0.006439123795266713,0.009834441913446203,0.017791429800342085,0.08767074231012462,0.06467473942843505,0.11479483150217251,0.07929934223735224,0.07738614735710647,4155.892722207659,4714.453824596612,3772.142612863286,4227.218990995605,4555.930591190043,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-06-01 00:00:00,114.3289548483232,118.75333450102809,114.31963420268112,116.5403969189774,104.0370257833612,0.00017982708364946553,-0.0026259325895984418,-0.009767470191647226,0.0063772459814416494,0.021369626142309,0.07751424497126336,0.0422590057101806,0.09940189588206283,0.07586342411939562,0.08363978670440453,4156.640064275854,4702.073986656448,3735.2983223335013,4254.177006318606,4653.289124654083,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-07-01 00:00:00,114.89354448019729,117.44493890683779,114.4789112381897,117.46720788760422,107.91776275020983,0.0049382908522438845,-0.01101775878284049,0.0013932605419834155,0.007952701321852967,0.03730149855427031,0.07103106406288595,0.003083387464505316,0.08983484287930854,0.07816415081353156,0.11375974586042648,4177.166761881338,4650.267669692398,3740.5025660985457,4288.009205420152,4826.863782209969,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-08-01 00:00:00,114.77821667305616,116.85324172203853,113.68964197637179,117.32455121922833,111.06455879928966,-0.001003779695916722,-0.005038081592163095,-0.006894451155075411,-0.0012144382329441197,0.029159203905695385,0.052067951198484286,-0.0350919075202365,0.06051127987152305,0.0703446489935955,0.12421596018288095,4172.973806699303,4626.8392417470895,3714.7138538611453,4282.801683097874,4967.611287460446,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-09-01 00:00:00,114.67387328047343,117.02587378786895,113.22023875560477,117.35641143442471,111.3213684187856,-0.0009090870690206599,0.0014773408361324698,-0.004128812551495049,0.0002715562502928646,0.002312255342949042,0.04094391950746057,-0.038085522823529394,0.03698603102290021,0.06283438187361123,0.130772928513313,4169.180210172271,4633.6746603011425,3699.3764966761105,4283.964704663684,4979.097673201571,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-10-01 00:00:00,114.70985900503469,117.35311699852032,113.47982259367835,117.03130567068492,111.3050255482018,0.0003138092708636111,0.002796332127752831,0.002292733533568347,-0.0027702428846119497,-0.00014680802810751995,0.031058842603464365,-0.03231899382712777,0.02055656933687633,0.047737815480466184,0.13803190220186745,4170.488537574124,4646.631953623297,3707.858181223334,4272.09708192266,4978.366701690413,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-11-01 00:00:00,114.802181167218,116.73837268039277,114.13118414517389,117.22153821704427,110.27561722284243,0.0008048319733290083,-0.005238414912620603,0.005739888700987604,0.0016254842690949524,-0.009248534109662242,0.026468983450405936,-0.03932409156751615,0.02053821082442142,0.0401784119925408,0.13326457157544946,4173.845080093566,4622.290967503977,3729.140874502603,4279.041308525373,4932.324107439422,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-12-01 00:00:00,115.8419576443724,116.5297589691849,116.94069033555603,117.10561154163356,111.10886588341593,0.009057114303777042,-0.0017870191815935457,0.024616464040261563,-0.0009889537125511083,0.007556055287268962,0.027691123367875603,-0.05608540922732086,0.040093017380173235,0.03151041101240981,0.13457852842869378,4211.648072070231,4614.0308448821415,3820.9391367408657,4274.809534737147,4969.593021089963,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-01-01 00:00:00,116.35177869495467,117.69346508557184,118.6382861114966,116.66368015869156,109.99269872907576,0.004401005136216705,0.009986342773562864,0.014516724427309202,-0.003773784852187704,-0.010045707383165433,0.027646936247166964,-0.045603481901243526,0.03975686139356771,0.030985990296881427,0.1182703230527753,4230.18355686735,4660.108138466927,3876.4066572424535,4258.677323268968,4919.669943786673,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-02-01 00:00:00,116.88760016939924,119.20087662140958,120.04022328971055,116.32252307527872,109.23205862022282,0.004605185072841531,0.012807945919017145,0.011816903498558646,-0.0029242784296602303,-0.0069153690894199794,0.03296718254212805,-0.012521471499674086,0.04683852274622047,0.027071592400411904,0.09726543551880229,4249.664335038815,4719.794551481183,3922.213780632258,4246.22376503365,4885.648610327262,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-03-01 00:00:00,117.44191804804773,120.4849560075863,121.02924482606076,116.25628260481213,109.39557860958864,0.004742315505196019,0.010772398849507283,0.00823908444391396,-0.0005694552414731422,0.0014969963162038051,0.03857508518125763,0.020256752110506815,0.046788112347944555,0.027053752201853243,0.09527300726914656,4269.817584106748,4770.63806087747,3954.52923117797,4243.805730654184,4892.962408299188,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-04-01 00:00:00,117.25835904050989,119.58628366946465,120.97213602706789,116.27507965396796,109.17072530155012,-0.001562976921602524,-0.007458792930671587,-0.00047185950036246656,0.0001616863083410201,-0.0020554149527466704,0.027347088680618192,-0.0022489899041795436,0.04110898342428593,0.013960742054970332,0.0908373401021716,4263.1439577633355,4735.054859434204,3952.6632489907774,4244.49189593609,4882.905340201942,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-05-01 00:00:00,116.81709106119925,118.81353267752404,120.86350412871627,115.86841077683984,108.0155172539896,-0.0037632112791053845,-0.00646186977493583,-0.0008979910739719747,-0.0034974723589816016,-0.010581665042250365,0.021946698393340514,-0.0021203459431710092,0.046915294031566246,0.000574352041306625,0.0604279355794477,4247.100846337031,4704.457551555364,3949.113792674767,4229.646902852133,4831.23607145891,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-06-01 00:00:00,115.90298310920043,117.28921320848207,119.96113189984312,115.23357261803383,106.99635183238259,-0.007825121681209496,-0.012829510533780602,-0.007466043909434841,-0.00547895802272368,-0.009435361210283658,0.013767538266797219,-0.01232909626241574,0.04934845826360856,-0.011213487644564202,0.02844493128036607,4213.866765422075,4644.101663841961,3919.629535695303,4206.472845020464,4785.651614032544,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-07-01 00:00:00,115.0408814773769,115.84594562470504,118.62316049146322,115.19788913485954,105.74216852743331,-0.007438131519110976,-0.01230520304720269,-0.011153374323751767,-0.00030966221356837684,-0.011721738951567718,0.001282378377707838,-0.013614833444641983,0.03620098416773754,-0.01931874259679367,-0.020159741708250856,4182.523470216855,4586.955049896534,3875.91244027326,4205.17025932796,4729.555455099706,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,114.10065514047724,114.51933618052864,116.99029001301426,115.16218853399037,104.56070292630496,-0.00817297577022261,-0.011451496528623342,-0.013765191145505503,-0.00030990672778190997,-0.011173078986193075,-0.00590322408047983,-0.01997296358334333,0.029032091044217,-0.018430606917024916,-0.058559237467806,4148.339807236384,4534.427550065692,3822.559764669656,4203.867048773125,4676.711758430296,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,113.7522782376931,114.02546185558775,116.65456677458916,115.05454912102917,103.57517507321451,-0.003053241914827106,-0.0043125845941191215,-0.0028696675458087097,-0.0009346766879949083,-0.009425413425013608,-0.008036660979665822,-0.02563887655921282,0.03033316354682558,-0.01961428681450228,-0.06958406508650061,4135.6739222599845,4514.87244767013,3811.590288971069,4199.937792243207,4632.631816637469,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,113.1442947108301,113.25220061374861,116.49708944529479,114.24170225116586,102.42019559509885,-0.005344803078076286,-0.006781478708838366,-0.0013499456870699213,-0.007064882493331537,-0.011151122624694991,-0.013648036078013792,-0.03494509979503502,0.026588575683802018,-0.023836386371427265,-0.07982415806782495,4113.569559550369,4484.254936293134,3806.444849099595,4170.265725261706,4580.97277117508,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,112.89081920533904,111.82286629299253,116.92488237902914,113.87685044552573,102.05185201988587,-0.0022402853465910786,-0.01262080836407668,0.0036721340916867303,-0.0031936832036867425,-0.0035963959361019573,-0.016649178111824425,-0.04210703194276966,0.024477957140107254,-0.028533047956814883,-0.0745746467810573,4104.353989943926,4427.660014086514,3820.4226249980993,4156.9472176600275,4564.497779317433,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,112.75057648935312,111.33950712495188,117.0114603002417,113.66019674296416,101.93125617448466,-0.001242286281321413,-0.004322543179801677,0.0007404576292999763,-0.0019025262967314808,-0.001181711483077422,-0.026686195726332795,-0.04454014056276845,0.000605178270135065,-0.029421432101436773,-0.0826001564858122,4099.255207288532,4408.521262490143,3823.2514860779293,4149.038516264305,4559.103859877132,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16.480425030686472,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,113.02841422753028,111.34547094374967,117.15897824804196,114.22173589547472,102.08969805715252,0.002464180200474523,5.3564264400045346e-05,0.0012607136721628615,0.004940508362663285,0.0015543993924360218,-0.02856307402173397,-0.053936674710075905,-0.012469059626033174,-0.020931486645159758,-0.07185022972651312,4109.356510807024,4408.75740168866,3828.071511498545,4169.53687575092,4566.190528146978,100.61492804251306,.,.,.,.,0.006149280425130538,.,.,.,.,.,.,.,.,.,16.581767785725503,.,.,.,.,0.0037691377595787524,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,113.27149081476391,110.85960295397935,117.19853244999268,115.1255803879008,101.82900264606637,0.0021505794706126557,-0.004363608017929886,0.0003376113597284493,0.00791306913119575,-0.0025535917535989775,-0.03093663784177858,-0.06997661346000583,-0.02367282200783316,-0.010289861806069278,-0.06777365608292096,4118.194008556595,4389.5193125415435,3829.36391192668,4202.530709293807,4554.53034166894,100.56707058685727,.,.,.,.,-0.0004756496534546997,.,.,.,.,.,.,.,.,.,16.573880673624558,.,.,.,.,0.0037595286028806493,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,113.06117838558832,108.44078511088163,117.40066941858191,115.38071102898495,101.90332040733655,-0.0018567110546776884,-0.021818748927883394,0.001724739758797646,0.0022161073171097986,0.0007298290206031643,-0.03730132933172259,-0.09996410585854643,-0.029980980321687722,-0.007531391475878335,-0.06848776063418882,4110.547712215601,4293.745492747104,3835.9685681164847,4211.843968349052,4557.854370087508,100.42095514349647,.,.,.,.,-0.0014529153778483324,.,.,.,.,.,.,.,.,.,16.549800227523225,.,.,.,.,0.003761997932434584,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,113.14861926629318,108.50931432136393,117.29761872760383,115.73774475269005,101.73387572422887,0.0007733943865916663,0.0006319505194676349,-0.0008777691940636459,0.0030943969795383993,-0.001662798448866599,-0.03504858679454048,-0.09262742354898623,-0.030374906322575557,-0.004621238728685584,-0.06812128028626052,4113.726786742046,4296.458927441708,3832.6014730779957,4224.877085603,4550.275576910766,99.72079125423537,.,.,.,.,-0.006972288684773058,.,.,.,.,.,.,.,.,.,16.43441024266161,.,.,.,.,0.0037351366601732906,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,113.54838415271357,109.04821236787545,117.74338359761371,115.78321204836983,103.04376474741659,0.003533095578299039,0.004966375927097881,0.0038002891690842922,0.0003928476036658505,0.012875642590659419,-0.0279814099015121,-0.08219030349137912,-0.025815241363345898,-0.000735305920731899,-0.0460281321884739,4128.260976662615,4317.796757630719,3847.1664669455504,4226.536818441861,4608.863298928075,98.74036570955523,.,.,.,.,-0.009831706431014576,.,.,.,.,.,.,.,.,.,16.2728319457889,.,.,.,.,0.003688596668253764,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,113.71821391036788,109.5095168469757,117.73435288184146,115.8154544860715,103.8975221195763,0.0014956598363029094,0.004230280066802288,-7.669828653070014e-05,0.0002784724756831991,0.008285386061470636,-0.01884998246140157,-0.06632917170036712,-0.018562504227292775,0.005049586286510754,-0.028962012813865234,4134.435450799186,4336.062247187028,3846.8713958695375,4227.713792613259,4647.0495106642375,97.47382802353101,.,.,.,.,-0.012826949514748002,.,.,.,.,.,.,.,.,.,16.06410115195829,.,.,.,.,0.003637774668969343,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,113.46441200325486,108.3058675230445,117.81692490492452,115.40061521367969,104.48909138831107,-0.0022318492208561773,-0.01099127599670759,0.0007013418009434525,-0.003581899101744732,0.005693776489240416,-0.013703558716490316,-0.06508711255279842,-0.006796611919615225,0.001759807235554689,-0.01185030680354493,4125.208014259639,4288.403390289292,3849.5693675823145,4212.5705483770635,4673.508771912393,96.35510562276404,.,.,.,.,-0.01147715672454052,.,.,.,.,.,.,.,.,.,15.879730945398393,.,.,.,.,0.003604020841224176,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,112.91219202249204,106.37286261218429,117.82818802125549,114.98138171204131,103.57648192353572,-0.004866900299514094,-0.017847647178015708,9.559845786221192e-05,-0.0036328532639285263,-0.008734016658100896,-0.010415918440801364,-0.07113622764545391,0.007162115831561788,-0.001570018981496668,-0.00941291494054819,4105.131038139481,4211.865479622402,3849.9373804772886,4197.266897710862,4632.6902684467295,96.16207947621429,.,.,.,.,-0.0020032788641783828,.,.,.,.,.,.,.,.,.,15.847919416026638,.,.,.,.,0.003613320985407856,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,112.86804993521629,104.63887901427076,118.1493567426464,115.39455466319384,103.21642723478381,-0.00039094172635443895,-0.01630099590565048,0.0027257375911863817,0.0035933900341125966,-0.003476220490069541,-0.007773279939318312,-0.0823200598231737,0.01281381440424556,0.0029551681768533733,-0.003463646942205134,4103.526171124518,4143.207877683926,3860.4312995189694,4212.3493147516065,4616.5860156114095,96.45286772578771,.,.,.,.,0.0030239388661030446,.,.,.,.,.,.,.,.,.,15.895842555495632,.,.,.,.,0.003625652155987918,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,113.09785380956902,103.58336891104746,118.31889814182927,116.2798133642643,103.31580684945978,0.0020360400882679904,-0.010087169445683199,0.0014349752199849543,0.007671581242757091,0.0009628275007999424,-0.0004104572959667818,-0.0853743384261213,0.01563823358342331,0.017840342650160768,0.008744479046901787,4111.881114912185,4101.4146377730385,3865.9709227722333,4244.664694742595,4621.030991587048,97.63210378009923,.,.,.,.,0.012226034146170161,.,.,.,.,.,.,.,.,.,16.090185669361265,.,.,.,.,0.0036596566014965785,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,113.474300808712,103.68477057964029,118.2964931796806,117.08523780281722,104.01480571236483,0.003328507009309246,0.0009789377354575252,-0.00018936080795664534,0.006926605876376837,0.006765652654908389,0.005168547872007601,-0.07277666887941525,0.01173070070923976,0.028174184171226635,0.019234865939487866,4125.567540024616,4105.429667330712,3865.2388593947603,4274.065814160449,4652.295282183693,97.80174325052708,.,.,.,.,0.0017375377960711182,.,.,.,.,.,.,.,.,.,16.11814297510758,.,.,.,.,0.003653569932393093,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,113.99274838414175,104.60607940723357,118.78593176740222,117.44887143051146,104.59078917040942,0.004568854548870287,0.008885671660773253,0.004137388814884114,0.003105717121287496,0.005537514146182037,0.011016989300324465,-0.06047653606155856,0.015164937371154652,0.033333346203114234,0.026091437462246292,4144.416658046529,4141.90916738101,3881.2308554184756,4287.339853536997,4678.057433121001,97.9832481009057,.,.,.,.,0.0018558447359540557,.,.,.,.,-0.020167518990943045,.,.,.,.,16.14805574590129,.,.,.,.,0.00364673241038386,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,114.10649328671798,105.01009174421675,118.92825366034491,117.41710955537927,104.64116369233552,0.000997825775661875,0.003862226165750309,0.0011981376146576604,-0.000270431505601744,0.00048163439941185547,0.009538124254468316,-0.05689840049923067,0.015101492337677547,0.02797518033545443,0.024992390845887558,4148.55206381301,4157.906157343431,3885.881104097523,4286.180421765378,4680.310546503216,98.42591037493322,.,.,.,.,0.004517734231178562,.,.,.,.,-0.021756390529394376,.,.,.,.,16.221008370111527,.,.,.,.,0.0036630005035261305,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,114.1554539558322,106.0997114624144,119.21001849429256,116.75960913747322,104.61250708687774,0.00042907872903589237,0.01037633336090921,0.0023692001292842197,-0.005599698548156995,-0.0002738559515836146,0.007803933140721808,-0.04293621269364367,0.01716306511908039,0.01419344635715869,0.027335084980515623,4150.3321192598905,4201.049977715404,3895.0875341117344,4262.179103480479,4679.028815604796,100.0463462321569,.,.,.,.,0.01646350895867722,.,.,.,.,-0.005177881305099996,.,.,.,.,16.48806308673164,.,.,.,.,0.00373487600446182,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,113.83863647355881,106.89997803874242,118.5561881262664,116.20918996885281,104.49315029459115,-0.002775316213940836,0.007542589563134704,-0.005484693117948362,-0.004714123083200283,-0.001140941897009337,0.006876437156165149,-0.014208741393413216,0.009842522307641932,0.0071803937805492435,0.025414578022603163,4138.813635236069,4232.736773431528,3873.724174319585,4242.086666584028,4673.690315591759,101.90097310029607,.,.,.,.,0.01853767716649552,.,.,.,.,0.0147381386154386,.,.,.,.,16.793713477334283,.,.,.,.,0.0038175668991962774,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,114.13886133792215,108.72828528620025,119.54033609001283,115.06086861784746,104.86839976683035,0.0026372844375474654,0.01710297121665671,0.008301110041580077,-0.009881502068064821,0.0035911394304918094,0.008751693816947625,0.002017992337393304,0.019119888252950634,-0.005848361191838847,0.030811015704329092,4149.728864026186,4305.129148635211,3905.8803849613414,4200.168478415268,4690.474189169988,103.1469825184739,.,.,.,.,0.012227649847381162,.,.,.,.,0.0343578427441833,.,.,.,.,16.99906112537237,.,.,.,.,0.003859409698220336,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,114.37979581635861,110.4261580814678,119.79410756364905,114.79491965506129,104.48797537781512,0.002110889101330093,0.015615741486204227,0.0021228940953047343,-0.0023113762826654193,-0.0036276360644491466,0.0073220915458105384,0.012636114647563756,0.017416893445526105,-0.008535714079996981,0.014015507235577207,4158.488481458734,4372.3569324850205,3914.172155367542,4190.46030861106,4673.458855841986,103.616711504978,.,.,.,.,0.004553977004804377,.,.,.,.,0.0493855350887249,.,.,.,.,17.076474458840583,.,.,.,.,0.0038628111753812337,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,114.73309022612025,111.77604821630186,120.52454243240867,114.69883330697621,103.48067526320544,0.0030887833575859807,0.012224369282486183,0.006097419010125408,-0.0008370261364684041,-0.009640344843197632,0.00892448343017671,0.02069711779016714,0.023699026514100385,-0.009641383216516974,-0.004012096225847417,4171.333151472976,4425.806238262556,3938.0385030765838,4186.952783808919,4628.405100861174,103.30600719549506,.,.,.,.,-0.002998592649488001,.,.,.,.,0.05983328335639082,.,.,.,.,17.025269068049134,.,.,.,.,0.003849507910022617,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,115.19746662120694,114.06280495579637,120.84279517217786,115.01707542659064,102.1089762417134,0.0040474495559344485,0.020458378838633877,0.0026405637668998204,0.0027745889861205573,-0.01325560562881031,0.015273992852510965,0.053154437191751835,0.025682814839168122,-0.003323550627341798,-0.022778599325287252,4188.216411984559,4516.35105895132,3948.437144860464,4198.569856888283,4567.052788153785,102.58207571435717,.,.,.,.,-0.007007641673421071,.,.,.,.,0.06462522199884346,.,.,.,.,16.90596208302667,.,.,.,.,0.0038070830304979078,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,115.54661516713436,115.92898746943388,121.31647038491349,115.12282915114713,100.47611123962186,0.003030870002336973,0.016361008431808488,0.003919763789481339,0.0009194610814459804,-0.01599139529345791,0.02333160925719646,0.08983611630430066,0.029604820563214673,0.0012301768947260427,-0.029933153031811655,4200.910351470939,4590.243116707829,3963.9140858059313,4202.430278469424,4494.019241692328,101.6635271347462,.,.,.,.,-0.00895427951924752,.,.,.,.,0.057210156940217693,.,.,.,.,16.75458137299345,.,.,.,.,0.0037541745039659756,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,115.9291782277188,118.31971376606002,122.08398026197656,114.60808708823573,99.38632121188364,0.00331089803047085,0.02062233397196267,0.006326510115468335,-0.004471242295788111,-0.01084626001437513,0.027121300441174556,0.13074332294713753,0.03330211545629136,-0.006815465229304762,-0.03710752372960868,4214.819137279808,4684.904643273081,3988.9918283666298,4183.640194463231,4445.275940487329,101.25058272645285,.,.,.,.,-0.004061873711562495,.,.,.,.,0.049741548528187574,.,.,.,.,16.68652637936625,.,.,.,.,0.003714857198747599,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,116.18967181748717,119.17284171954222,122.75029346184864,114.48288111647898,98.60195601255832,0.002247006264951544,0.007210361877387656,0.005457826640663791,-0.0010924706531430283,-0.007892084038940522,0.02733754800620769,0.15050169706183492,0.03745297995175245,-0.015453518506743369,-0.04562564994309104,4224.289862286914,4718.684501112133,4010.763054236879,4179.06969032747,4410.193449188722,101.70039511754102,.,.,.,.,0.004442565948518236,.,.,.,.,0.0416696064094344,.,.,.,.,16.760657373258276,.,.,.,.,0.0037255808803907347,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,116.39281609308689,120.03215504411284,122.9826109061774,114.26182899041777,99.10196892099827,0.0017483849676314164,0.007210647259657525,0.0018926019464137857,-0.00193087493872826,0.005071024233801974,0.025719614605026253,0.15766427772452962,0.03961332750057989,-0.02411413142581087,-0.04723209121740002,4231.675547181055,4752.709270579266,4018.353832199932,4171.000429395218,4432.557647045313,102.14160461172496,.,.,.,.,0.004338326254032954,.,.,.,.,0.04437406959179624,.,.,.,.,16.83337057317553,.,.,.,.,0.003737083288850073,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,116.83998361027803,120.16243084774456,123.51371095952862,114.68850771701318,99.83699803244018,0.003841882447740662,0.0010853408704011558,0.004318497139049883,0.003734219295852475,0.007416897155977335,0.024977336422677077,0.14871364579060264,0.03980083433940629,-0.02350268401796818,-0.04545133635261045,4247.933147190302,4757.86758019576,4035.707081727978,4186.575859681674,4465.433471251389,103.05135564956072,.,.,.,.,0.008906762736830201,.,.,.,.,0.05172422477192984,.,.,.,.,16.983301410931944,.,.,.,.,0.003759017024347868,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,117.65055885064096,120.48562327184928,124.00522662355128,116.03495753255551,100.64842051325606,0.006937481633570108,0.0026896295441478646,0.003979442121884835,0.011740058723796576,0.008127472748651998,0.03105928034277361,0.14737185036775102,0.0426893762158993,-0.011771300009492003,-0.03815652500596112,4277.403105379569,4770.664481406598,4051.7669444805956,4235.726506125966,4501.726160099904,103.35488595422878,.,.,.,.,0.0029454275759384085,.,.,.,.,0.050078028849513734,.,.,.,.,17.03332449523818,.,.,.,.,0.003806416147797635,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,118.76231880803938,121.00944869008957,125.79792175207032,116.93131374584763,101.26034272183371,0.00944967850777334,0.004347617616239585,0.014456609429546186,0.007724880780351384,0.006079799419177689,0.04035606440660833,0.14052570946865317,0.05526300004804696,0.0014705822470872931,-0.03204362899227864,4317.823189573557,4791.405506347129,4110.341756696497,4268.446988403963,4529.095752193376,103.45464350451378,.,.,.,.,0.0009651943337172231,.,.,.,.,0.03406718386744423,.,.,.,.,17.049764963525348,.,.,.,.,0.003778798861925758,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,119.0958194424735,121.78906193865453,126.46693093555915,117.04340187898241,100.59252988647684,0.0028081350867961152,0.006442581608330222,0.005318125881342839,0.0009585809783887456,-0.00659500864214313,0.04618100788773738,0.13928051411307152,0.0667256845409665,0.007178536485394904,-0.03732895789932189,4329.94822037078,4822.274527340373,4132.201071573949,4272.538640494307,4499.226326566567,103.41049431795983,.,.,.,.,-0.00042674920195362454,.,.,.,.,0.014813609445888387,.,.,.,.,17.042488989933666,.,.,.,.,0.003781695638117582,.,.,.,.,.,.,.,.,.,.,.,.,.
