Unnamed: 0,Blumenau,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2024-05-01 00:00:00,163.81211881820724,.,.,.,.,0.0007728061746761217,.,.,.,.,0.10456135572653036,.,.,.,.,6547.456487598305,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,164.4531061448106,.,.,.,.,0.003912942041331524,.,.,.,.,0.10075650279092718,.,.,.,.,6573.076305352418,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,166.74020765490724,.,.,.,.,0.013907317190364976,.,.,.,.,0.10504185400626143,.,.,.,.,6664.490162447426,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,169.7058778884839,.,.,.,.,0.017786173324880084,.,.,.,.,0.11431819621538497,.,.,.,.,6783.025939598674,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,172.6880639753442,.,.,.,.,0.017572674111028252,.,.,.,.,0.12084132626839739,.,.,.,.,6902.221843921893,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,174.9181658766639,.,.,.,.,0.012914047734289946,.,.,.,.,0.12818887994620232,.,.,.,.,6991.357466286959,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,175.95950798524441,.,.,.,.,0.005953310242886811,.,.,.,.,0.13067786115638214,.,.,.,.,7032.9791863026885,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,176.3205617624295,.,.,.,.,0.002051913996118593,.,.,.,.,0.1296077339136512,.,.,.,.,7047.410254729474,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,176.17849512661664,.,.,.,.,-0.0008057292603471655,.,.,.,.,0.11164463343984798,.,.,.,.,7041.7319500775675,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,177.26329536578342,.,.,.,.,0.006157393037028447,.,.,.,.,0.10167254560734729,.,.,.,.,7085.090661355596,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,178.73677055085838,.,.,.,.,0.00831235356442206,.,.,.,.,0.09614522721542529,.,.,.,.,7143.984439968768,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,180.57870902131515,.,.,.,.,0.010305313589251908,.,.,.,.,0.10320446781606218,.,.,.,.,7217.605439899383,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,182.35455458591633,.,.,.,.,0.009834191274407544,.,.,.,.,0.11319330890461665,.,.,.,.,7288.584752338557,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,184.01442119048411,.,.,.,.,0.0091024137474216,.,.,.,.,0.11894767757350011,.,.,.,.,7354.928466387491,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,185.52789829236062,.,.,.,.,0.008224774406728752,.,.,.,.,0.11267642581048709,.,.,.,.,7415.4210938011565,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,186.6693232681839,.,.,.,.,0.006152309093830022,.,.,.,.,0.09995791301257628,.,.,.,.,7461.043056431128,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,188.17143950054148,.,.,.,.,0.008046936722428288,.,.,.,.,0.08966094800511493,.,.,.,.,7521.081597789544,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,189.5622949145301,.,.,.,.,0.0073914267631705055,.,.,.,.,0.08371988675088149,.,.,.,.,7576.673121599434,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,190.8714277899939,.,.,.,.,0.006906082647153422,.,.,.,.,0.08474631451004044,.,.,.,.,7628.998252367665,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,191.52701428344437,.,.,.,.,0.003434702097852904,.,.,.,.,0.08624321729137718,.,.,.,.,7655.201588669589,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,192.45450248082975,.,.,.,.,0.00484259727462133,.,.,.,.,0.09238362118211874,.,.,.,.,7692.272647019558,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
