Unnamed: 0,São Bernardo do Campo,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2014-04-01 00:00:00,128.71947166938168,133.22101004623727,128.8027485896693,125.37618824679834,124.67094088800371,0.006632880009117461,0.0203987754424787,0.0032719243652898763,0.005292468975246129,-0.0010830419364535277,0.10308580035122805,0.11261331815781883,0.10661253113444547,0.08531452554390251,0.10819187859866264,4512.6634180382125,4470.083149321106,4419.689116589742,4720.241340292979,4829.572977960031,102.95220523524182,.,.,.,.,0.0019769062091805896,.,.,.,.,.,.,.,.,.,18.71945965632632,.,.,.,.,0.0042476597150629455,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-05-01 00:00:00,128.56119297085803,134.72955795553605,128.63459535806092,124.12572848923166,123.35346029570744,-0.0012296406788413704,0.011323648640520264,-0.0013055096529352409,-0.0099736622643622,-0.010567663826968393,0.08932800877703762,0.09907926213856877,0.09717766839008579,0.06448602538278858,0.08295324841363927,4507.114463529473,4520.700800297928,4413.919169785062,4673.163247358616,4778.535674301138,101.91677294961082,.,.,.,.,-0.010057407544258929,.,.,.,.,.,.,.,.,.,18.53119042155433,.,.,.,.,0.004209923457980497,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-06-01 00:00:00,128.24398191822397,135.47502828170417,128.36436815103423,123.18446070850783,121.43596054663212,-0.0024673935057989167,0.0055330867070322925,-0.0021007350804384956,-0.007583180313866211,-0.015544758488968339,0.07788844968491948,0.09770822904970844,0.08478606661740828,0.05060103267232985,0.053966088263138756,4495.9936385722685,4545.714229802527,4404.646694942875,4637.725807817763,4704.254491313208,100.4478102598059,.,.,.,.,-0.014413355596837815,.,.,.,.,.,.,.,.,.,18.264093784375756,.,.,.,.,0.004163061493574793,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-07-01 00:00:00,129.09041680490623,135.89402586610515,129.28428671770138,124.27040176979258,121.98621008538984,0.0066001918688237795,0.0030928030775511676,0.007166463559301546,0.0088155685793392,0.0045311910597225875,0.07835813445314099,0.10800744279141283,0.08192841414449115,0.05279885375264004,0.04162757333226219,4525.668059227857,4559.773228762128,4436.2124349737815,4678.609997728751,4725.570367206906,99.56996504512762,.,.,.,.,-0.0087393165904539,.,.,.,.,.,.,.,.,.,18.104478086556355,.,.,.,.,0.004096883737064987,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-08-01 00:00:00,130.93569984503858,137.42187504946958,130.78816468184556,127.17392462935591,124.16102452553419,0.014294500597369088,0.011242945917797531,0.01163233369131689,0.02336455679077954,0.017828363047118087,0.08271588088469484,0.1114585590209054,0.08220201153395257,0.06798822772629931,0.04761910979635653,4590.3602240039845,4611.0385125705225,4487.815938342965,4787.923646722594,4809.819551318174,99.3210170756379,.,.,.,.,-0.0025002315645776133,.,.,.,.,.,.,.,.,.,18.059212698984144,.,.,.,.,0.0040333354161253,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-09-01 00:00:00,132.88805503555065,139.35839760837365,132.32179406725874,130.14668788490977,126.3726455809154,0.014910793563731286,0.014091807131920927,0.011726056322786253,0.023375572187599735,0.017812522599846847,0.08839367828383149,0.12022672980665328,0.08150939798707957,0.08543767080945308,0.061065382277495805,4658.806137687271,4676.016377967526,4540.440320802272,4899.844101555273,4895.494570777213,99.30370167616798,.,.,.,.,-0.0001743377180354631,.,.,.,.,.,.,.,.,.,18.056064297052686,.,.,.,.,0.003974345245189998,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-10-01 00:00:00,133.69600810283492,140.9567056187592,132.82596603901456,131.1344320803043,126.91135870051683,0.006079952536502597,0.011469046988306567,0.0038101960097334775,0.007589468556188,0.0042628934222675345,0.08267882933999293,0.11228854230985874,0.07385648823788271,0.0874411352224782,0.056297390846965056,4687.131457881175,4729.645829524527,4557.740288395025,4937.031314294249,4916.363542381725,98.733305461543,.,.,.,.,-0.005743957224123018,.,.,.,.,.,.,.,.,.,17.952351036094402,.,.,.,.,0.003928490498197327,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-11-01 00:00:00,134.456976316535,142.4971102164908,133.3009306061674,132.14285062498408,126.97339469691002,0.0056917796162975634,0.010928210835870995,0.0035758412403593277,0.007689960056121907,0.0004888135863362159,0.08109210743707984,0.12040336239164895,0.0681583375294541,0.08994624266064877,0.0463546558996728,4713.80957717205,4781.332396328568,4574.038044081114,4974.996887896996,4918.766727676609,98.13802595194387,.,.,.,.,-0.006029166215153043,.,.,.,.,.,.,.,.,.,17.844113327745013,.,.,.,.,0.003897292866758449,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-12-01 00:00:00,134.9213973702672,143.95910903923638,133.49020165841458,132.59989697425536,126.92353528095597,0.0034540495142391563,0.010259848922721372,0.0014198779512377266,0.0034587293002203813,-0.00039267608834955186,0.07837995056106406,0.13138026550550497,0.06340338739797291,0.08247356508619408,0.03351958147046763,4730.091308852297,4830.388144364213,4580.532619848027,4992.20405540167,4916.8352455984805,97.93743953756916,.,.,.,.,-0.0020439214303426935,.,.,.,.,.,.,.,.,.,17.80764136210897,.,.,.,.,0.0038875317318350926,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-01-01 00:00:00,135.50248808962,145.24118772371307,133.84778820866165,133.23951472794602,127.16697222693584,0.004306883345998123,0.008905853148391103,0.0026787475470452377,0.004823667048661615,0.0019179811328214555,0.07524807042510684,0.1371501203159906,0.0573293264369068,0.07979864921318791,0.029129511891853754,4750.463260335443,4873.406871827651,4592.802710367606,5016.284785603907,4926.265642832729,98.68341532225877,.,.,.,.,0.00761686019373064,.,.,.,.,-0.013165846777412282,.,.,.,.,17.943279676744247,.,.,.,.,0.00391079075076329,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-02-01 00:00:00,136.1629839914256,145.93790781452657,134.4888173108912,133.87921882211467,127.98816511966034,0.004874418994939382,0.004796987009902735,0.00478923940999457,0.004801158991571167,0.006457595697560818,0.07331952143954212,0.13440228830687406,0.05497921241529835,0.07845616647154086,0.03214111458330704,4773.619008686384,4896.784541285779,4614.798742110428,5040.368766406591,4958.077474652928,99.65124757086214,.,.,.,.,0.009807445814910741,.,.,.,.,-0.019017457521245507,.,.,.,.,18.119257419915705,.,.,.,.,0.003927569683450951,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-03-01 00:00:00,136.60082170413025,146.20835913000056,134.99210597554438,134.21039981943977,128.75839234416662,0.0032155414039120953,0.0018531944134604892,0.00374223429662378,0.002473729681416345,0.006017956611739471,0.06826789125447585,0.11987463962273526,0.051482141640182943,0.07612702286859419,0.03166736923186031,4788.968778255317,4905.859235041609,4632.06840023517,5052.837276229336,4987.914969773033,101.49553272015571,.,.,.,.,0.018507396487756886,.,.,.,.,-0.012200082197147522,.,.,.,.,18.454597701049817,.,.,.,.,0.003983834274370208,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-04-01 00:00:00,137.69144935818787,147.22306275764277,136.36309665341207,134.7846741997366,129.2387838932234,0.007984049000963172,0.006940120480662813,0.010156080371959392,0.004278911180276876,0.0037309533018454128,0.06970179082035766,0.10510393748362801,0.05869710193707123,0.07504204813132476,0.03663919573145069,4827.20413964499,4939.90648919397,4679.112059196372,5074.4579181427125,5006.5246475988315,101.59167460907317,.,.,.,.,0.0009472524193016024,.,.,.,.,-0.01321516739791917,.,.,.,.,18.472078863369372,.,.,.,.,0.0039892597292580535,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-05-01 00:00:00,137.62510025335584,147.9112120638448,136.17643771563544,134.3312595075289,129.44229456491783,-0.000481868010986013,0.004674195016135977,-0.0013688376280500739,-0.0033639929383648113,0.0015746873002345947,0.07050266937513872,0.09783787840125635,0.05862996915084495,0.08221930410811318,0.04936087122820898,4824.878064387595,4962.996575485938,4672.70711454388,5057.387477540052,5014.408358379717,102.17374728463551,.,.,.,.,0.005729531261318121,.,.,.,.,0.002521413576857867,.,.,.,.,18.57791521667858,.,.,.,.,0.003959644783827793,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-06-01 00:00:00,137.79113715497155,147.82247108375645,136.4698653831227,134.43808556512838,129.3744568000001,0.0012064434562447717,-0.0005999611445956077,0.002154760929346665,0.0007952434749077622,-0.0005240772743232939,0.07444524954656684,0.09114183594320613,0.06314444848551348,0.09135588037561071,0.06537187351780815,4830.699006955555,4960.018970379885,4682.77568126858,5061.409331931645,5011.780420914914,102.27323887649769,.,.,.,.,0.0009737490745545938,.,.,.,.,0.018172906029214175,.,.,.,.,18.596005444427973,.,.,.,.,0.0039499086706625535,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-07-01 00:00:00,137.89787178970042,146.4227613253232,136.8255031776452,135.0461542523987,130.00268922181962,0.0007746117561162403,-0.009468856447678923,0.002605980401051015,0.0045230388748414415,0.004855923165657665,0.06822702414932058,0.07747754466846013,0.058330495154530704,0.08671214005220573,0.06571627342810538,4834.440923196602,4913.053262771594,4694.978902916485,5084.302283101458,5036.117241562025,102.57262851446089,.,.,.,.,0.002927350705346769,.,.,.,.,0.030156317399251842,.,.,.,.,18.65044247408235,.,.,.,.,0.003938355060035811,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-08-01 00:00:00,137.91738976522367,145.2303979721982,136.92675369038574,135.68765499453218,130.8999644784772,0.00014153935278286758,-0.008143292356546766,0.0007399973717552246,0.00475023332344964,0.006901974582437829,0.053321515281530285,0.05682154256676886,0.04693535553062378,0.0669455660033238,0.05427580819903044,4835.125186835939,4873.044833689558,4698.45317496509,5108.453905233137,5070.876394757463,103.31662285395346,.,.,.,.,0.007253341854135036,.,.,.,.,0.04022920723085943,.,.,.,.,18.78572050907775,.,.,.,.,0.004006561426012347,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-09-01 00:00:00,138.01178333466945,144.8693309371051,137.0063052760224,136.08869526067372,131.51564793407715,0.0006844210842915809,-0.0024861670844021117,0.0005809791256465937,0.002955613509259285,0.004703465413859641,0.03855672579260849,0.03954503943291843,0.035402416070496656,0.045656231997379226,0.04069711708194568,4838.434448458998,4860.929630023223,4701.1828781825725,5123.552520606872,5094.727086498162,102.86134109970055,.,.,.,.,-0.004406665081344036,.,.,.,.,0.035825849021561496,.,.,.,.,18.702938130482504,.,.,.,.,0.0039241119017573,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-10-01 00:00:00,138.31436337785254,145.16530049155963,137.23673154195401,136.52285718472535,132.066407854824,0.002192421805385752,0.0020430104325049976,0.001681866140886019,0.003190286476184008,0.004187790041706203,0.0345437035896039,0.029857358359262953,0.03320710275612737,0.04109084867291979,0.04061928898320266,4849.042337647729,4870.860559969034,4709.0896384874995,5139.898120923382,5116.062733856209,102.341942631487,.,.,.,.,-0.005049501228164192,.,.,.,.,0.036549340195539015,.,.,.,.,18.60849762142235,.,.,.,.,0.003906147665749906,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-11-01 00:00:00,138.69280338105986,145.89737253061614,137.48133158633811,136.8091194181169,133.0003366842127,0.0027360860720840835,0.005043023619126449,0.0017823219894255462,0.0020968081044788174,0.007071660724014905,0.031503215233347204,0.02386197382500921,0.031360628625478615,0.03531230612222447,0.047466179837825084,4862.3097348507135,4895.424424818428,4717.482752500351,5150.675500959529,5152.241793752816,100.84313952252542,.,.,.,.,-0.01464505236487917,.,.,.,.,0.02756437725684613,.,.,.,.,18.335975199324892,.,.,.,.,0.003846387467917827,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-12-01 00:00:00,139.09346001963726,146.5758840604799,137.7894891724661,137.0932712134495,133.88706662915888,0.002888806259662857,0.004650608287831677,0.0022414504032821606,0.002076994549348668,0.006667125565640941,0.03092217195112945,0.01817721045029752,0.03220676469613015,0.03388670988233522,0.05486398824921279,4876.35600564917,4918.191126220942,4728.056756118421,5161.373425900485,5186.5924367363095,101.2068857767049,.,.,.,.,0.0036070500769981436,.,.,.,.,0.03338300709690856,.,.,.,.,18.402113980079456,.,.,.,.,0.0038482225138469894,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-01-01 00:00:00,139.29478293155682,146.90571868331682,137.92621289140442,137.24305367542422,134.48758149323456,0.0014473930829754116,0.0022502652803433752,0.0009922652283527289,0.0010925588152429222,0.004485234303765704,0.027986901904182293,0.011460460945624584,0.030470616939778816,0.03004768484524134,0.05756690702075318,4883.414009601872,4929.25836095437,4732.748242435196,5167.012529935712,5209.8555190532115,102.02552851548597,.,.,.,.,0.008088804753732557,.,.,.,.,0.03386701992744445,.,.,.,.,18.55096508712025,.,.,.,.,0.0038623482884977208,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-02-01 00:00:00,139.43521210286588,146.69935666282063,138.14656048902035,137.39630246416195,135.12381551342844,0.0010081437965845418,-0.0014047242159512918,0.001597575928438053,0.0011166232798941345,0.004730801261571508,0.024031700947787282,0.005217622067474004,0.027197377828624525,0.026270571885547378,0.05575242357054466,4888.337193141806,4922.334112368057,4740.309167102668,5172.782136414143,5234.502310115354,102.74789199595313,.,.,.,.,0.007080222871450431,.,.,.,.,0.03107481843505222,.,.,.,.,18.682310054417556,.,.,.,.,0.003885914905799141,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-03-01 00:00:00,139.493035100171,147.06958097559718,138.0522958430737,137.42993895189622,135.6608469132843,0.00041469436904128794,0.0025236941810691314,-0.0006823524640279569,0.00024481363130609353,0.003974365272437721,0.021172737908598416,0.005890373510250901,0.022669398669013407,0.023988745557630864,0.05360780329306736,4890.364359049777,4934.756578324717,4737.074605462241,5174.048503992913,5255.306134315172,103.18897094134508,.,.,.,.,0.004292827198920259,.,.,.,.,0.01668485474979997,.,.,.,.,18.76250998315782,.,.,.,.,0.0038966544060871034,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-04-01 00:00:00,139.45153601599537,146.68884422373324,138.07057469868425,137.5194082646791,135.7983642334195,-0.00029749932780386734,-0.0025888205388109264,0.0001324052997376808,0.0006510176273468123,0.0010136846648400853,0.01278283194789287,-0.003628633475646015,0.012521555224079384,0.02028965148433648,0.05075550962794262,4888.909478940243,4921.981379140718,4737.701819245257,5177.416900773759,5260.633357552567,103.37776343052633,.,.,.,.,0.0018295801136397824,.,.,.,.,0.017581055025680747,.,.,.,.,18.796837498304978,.,.,.,.,0.0039037692812220093,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-05-01 00:00:00,139.52582246386598,146.80312850144054,138.09981239680903,137.68727238487762,135.80295894880004,0.0005327044075160998,0.0007790931772085223,0.0002117590818216449,0.0012206576680103525,3.383483598243665e-05,0.013810868853218361,-0.007491545413920053,0.014124137137365711,0.024983111821121673,0.049138995915219974,4891.513822567622,4925.816061251553,4738.705070632444,5183.736754414174,5260.811350219384,103.2605746830987,.,.,.,.,-0.0011335972412132161,.,.,.,.,0.010637051369325912,.,.,.,.,18.775529455173366,.,.,.,.,0.0038964677679419937,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-06-01 00:00:00,139.61409345620416,146.1805149151025,138.33637224368562,138.0734939845659,135.9197674373943,0.0006326498620787425,-0.004241146579733349,0.0017129628402162882,0.002805063917663348,0.0008601321318654418,0.013229851635394807,-0.01110762224860673,0.013677062370677229,0.027041506907478086,0.05059198546056587,4894.608438112826,4904.9249533109805,4746.822296329183,5198.277467342647,5265.33634310139,102.68273287832672,.,.,.,.,-0.0055959576686973695,.,.,.,.,0.004003921322209392,.,.,.,.,18.670462387134837,.,.,.,.,0.0038705755986818916,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-07-01 00:00:00,139.7257148230907,145.83124685841375,138.48118652654497,138.54585335608152,136.0235338103361,0.0007994992777829728,-0.0023892928335324123,0.0010468272408088654,0.0034210720528909788,0.0007634384232563368,0.013255048897185429,-0.0040397712866185875,0.012100692564237292,0.025914837212927644,0.046313231092037555,4898.521674024127,4893.20565127102,4751.7913992162585,5216.061149109345,5269.356103177082,102.24408795041072,.,.,.,.,-0.004271847034260057,.,.,.,.,-0.003203004240101448,.,.,.,.,18.59070502775809,.,.,.,.,0.0038492961602669303,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,139.87873495642543,145.60829699230524,138.64654160747088,139.05073840026887,136.08701160047923,0.0010951465414112665,-0.0015288209551205015,0.0011940616994512375,0.003644172899853769,0.0004666677034845367,0.014221159453065013,0.0026020655825744754,0.012559911563914561,0.024785478132643757,0.03962603918700758,4903.886273093463,4885.724815933642,4757.465331329845,5235.069377792909,5271.815141488595,102.00487557131616,.,.,.,.,-0.0023396206459446018,.,.,.,.,-0.01269638172834553,.,.,.,.,18.54720983045248,.,.,.,.,0.0038363131417778903,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,139.68802744863635,145.00505512687243,138.50243141341875,139.00844249333656,136.44098250168568,-0.001363377412931879,-0.00414290859719813,-0.0010394070589955298,-0.00030417606852647445,0.0026010630775378176,0.012145659402879483,0.0009368731731511648,0.010920126153187937,0.021454737493589393,0.03745055926787799,4897.200425313141,4865.483704590166,4752.520388281534,5233.476994971108,5285.527465204726,102.3496540276128,.,.,.,.,0.003380019380108885,.,.,.,.,-0.004974532381332497,.,.,.,.,18.609899759126357,.,.,.,.,0.003856829754768209,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,139.53216565620164,144.72457331492117,138.34845512178987,138.8659431467834,136.7138699778927,-0.0011157849049877916,-0.0019342898887617869,-0.0011117226611660383,-0.0010251128924057334,0.0020000403925826515,0.00880459735784811,-0.003036036677815379,0.00810077278396859,0.017162591014980633,0.0351903424841955,4891.736203001877,4856.072448656442,4747.236903668228,5228.112090231454,5296.098733631239,102.55360772132573,.,.,.,.,0.0019927150282101564,.,.,.,.,0.0020682145012713704,.,.,.,.,18.646983986049854,.,.,.,.,0.0038367801184609456,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,139.44582987113958,144.6279681858932,138.2491297597463,138.7597012878737,136.8934969942913,-0.0006187518458990353,-0.0006675102010338676,-0.0007179361848032794,-0.0007650677804953301,0.0013138902177785234,0.005429456119729448,-0.008700666247135946,0.005584744958089027,0.014257688946856195,0.029271807930248084,4888.709432196618,4852.830970760005,4743.828690517251,5224.1122301184005,5303.057225949746,102.46010631929472,.,.,.,.,-0.0009117319625175155,.,.,.,.,0.016034474971974966,.,.,.,.,18.62998293474522,.,.,.,.,0.0037917255971068615,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,139.64745505914587,145.4995795918329,138.3136536029019,138.77476915474227,136.64466670537868,0.0014459033173858027,0.006026575750683508,0.0004667215140357684,0.00010858964619219022,-0.001817692544759865,0.0039828978258962255,-0.007342984663171959,0.0038040958971821137,0.012265357201045601,0.020596463464673587,4895.778033382366,4882.0769242105525,4746.042737426015,5224.679514617137,5293.417898365703,102.06374623211411,.,.,.,.,-0.00386843329974143,.,.,.,.,0.008466424481232693,.,.,.,.,18.557914088386838,.,.,.,.,0.0037399231087360003,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,139.6306239143881,145.97005180063175,138.15499028817152,138.63248405410232,137.27158338610127,-0.00012052596841553707,0.0032334953139979646,-0.0011471269147866551,-0.0010252951707763248,0.004587933768935758,0.002411009054059887,-0.006369165823299716,0.0016586941087639584,0.010123866683730665,0.020700810156265348,4895.1879649937455,4897.863097067564,4740.598424063186,5219.322675941947,5317.703749094704,101.49713144460662,.,.,.,.,-0.005551577405545171,.,.,.,.,-0.005179067225308698,.,.,.,.,18.454888391839702,.,.,.,.,0.003707281171752259,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,139.74288408459125,146.27657776252025,138.23282687112822,138.4950952871378,138.2359128118393,0.000803979578806104,0.0020999236357547445,0.0005634004446335999,-0.00099102867485885,0.007024974885192966,0.0022065587098500927,-0.0028819410658501576,0.0006244555188525958,0.007997251769293001,0.023031449242207014,4899.123596152019,4908.148235549787,4743.269279323133,5214.150177506747,5355.0604843789915,101.59622873108852,.,.,.,.,0.0009763555390329743,.,.,.,.,-0.01120863155917562,.,.,.,.,18.47290692434331,.,.,.,.,0.003707935097993708,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,139.85903167291488,147.04680002223913,138.20565428452483,138.44862884855934,138.67644919967645,0.0008311520767907477,0.005265520095564082,-0.00019657115620390125,-0.00033550963290156997,0.0031868447126092436,0.002623762343984204,-0.0001548991518636189,0.001110872083036174,0.007412430686007054,0.022228980247482655,4903.195512903415,4933.992188716082,4742.33688939671,5212.400779894799,5372.126230569338,101.95815576867163,.,.,.,.,0.0035624062241630377,.,.,.,.,-0.011927778341476736,.,.,.,.,18.538714922948973,.,.,.,.,0.003718779321131569,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,140.06741684148975,148.40319895404755,138.1400539245433,138.61527709236083,138.67344961006114,0.0014899657611115885,0.009224266910965069,-0.0004746575697002206,0.0012036828763669553,-2.1630129936345667e-05,0.004416450640054137,0.01168701505139369,0.0005032153013824203,0.007968830301920304,0.021171723185853253,4910.501106337677,4979.504649601416,4740.085903294089,5218.674857458319,5372.010030780936,102.86539189013264,.,.,.,.,0.008898122122955945,.,.,.,.,-0.004956303206714474,.,.,.,.,18.70367467233604,.,.,.,.,0.0037481872295512244,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,140.18544077359905,149.04460803248057,138.13330690337742,138.68084168532647,138.83345503882256,0.0008426223226695724,0.004322070433479212,-4.884188889622398e-05,0.0004729968755316419,0.001153828863501601,0.004727571556898846,0.015268608740978129,0.00024253839297161406,0.007216130316471947,0.022315390721089345,4914.638804185372,5001.026419420829,4739.854388545042,5221.143274360312,5378.208411009472,104.03236592520578,.,.,.,.,0.0113446710660427,.,.,.,.,0.007474210215037802,.,.,.,.,18.915861709219964,.,.,.,.,0.0037902790685385474,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,140.142545133104,148.59097875679967,138.16938371511094,138.5758961572462,139.39598637292391,-0.00030599212199458424,-0.003043580587511289,0.00026117388008938946,-0.0007567413552218486,0.004051842792099752,0.0037850883375580846,0.01648963846581819,-0.0012071194716637423,0.0036386576321190134,0.02557552150853093,4913.134963428843,4985.805392493048,4741.092314706757,5217.192219323065,5400.000065994031,104.85437351949417,.,.,.,.,0.007901460155961378,.,.,.,.,0.021149034314666304,.,.,.,.,19.06532463683104,.,.,.,.,0.003823696761771377,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,139.88984010295906,147.2923723233681,138.20794459818606,138.3830990029994,138.79301422283794,-0.0018031999483448485,-0.008739470217482084,0.0002790841359951986,-0.0013912748146911896,-0.004325606251480265,0.001174624728713436,0.010019289393945474,-0.0019731339340202103,-0.0011747327627614768,0.0203603033601778,4904.275598716576,4942.232094755194,4742.415478359081,5209.933671184919,5376.641791950573,104.96882167393365,.,.,.,.,0.0010914962399559546,.,.,.,.,0.026649303428130322,.,.,.,.,19.086134366985682,.,.,.,.,0.0038356301514109498,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,139.72986602121316,147.91061286842105,137.94374883494876,137.94005971001283,138.6836959026039,-0.0011435718392998335,0.004197369730019877,-0.001911581595438656,-0.0032015419236777346,-0.0007876356086519811,-0.0010642713866311215,0.015811708011649106,-0.005068952780025504,-0.00798757851295162,0.01908105903411217,4898.667207249719,4962.976470148453,4733.349964212726,5193.25385011704,5372.406957420267,105.06838806463486,.,.,.,.,0.0009485329940209687,.,.,.,.,0.030033000640022012,.,.,.,.,19.10423819516108,.,.,.,.,0.0038445679774203037,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,139.52707254798767,147.460376438936,137.96471888319283,137.61500179022136,137.29274915711943,-0.001451325181938416,-0.0030439764987355094,0.00015201883681682294,-0.00235651572483603,-0.010029634243821315,-0.001152245497258897,0.016932660105644537,-0.003882332784620135,-0.010024144419731873,0.006242747888620892,4891.557648173901,4947.869286409544,4734.069522568533,5181.015865756174,5318.523680628381,105.49680338655394,.,.,.,.,0.004077490192916438,.,.,.,.,0.030748998507528658,.,.,.,.,19.18213553904499,.,.,.,.,0.0038645002458713067,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,139.27407732549227,146.26972158010733,137.98894678849084,137.20438663602903,137.43994225671008,-0.0018132339328512258,-0.008074405393381898,0.00017560942749800788,-0.0029837964527898784,0.0010721112403554943,-0.0018496690673123206,0.010676474836266436,-0.0025985713608623895,-0.011965183637560939,0.005310889662729856,4882.688109861734,4907.9181839576095,4734.900869807127,5165.556768994083,5324.2257296484795,105.78481019453481,.,.,.,.,0.0027300050687373554,.,.,.,.,0.031507448104501456,.,.,.,.,19.234502866295788,.,.,.,.,0.0038816604960047953,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,139.44389214121924,146.0915583265054,138.29049169932094,137.352169703068,137.28379813550362,0.0012192851605119152,-0.001218046029467319,0.002185283081349465,0.0010771016194329173,-0.0011360898341677837,-1.38959330812094e-05,0.01011968956606668,0.00029918408634133087,-0.010143662545695431,0.002851129891353388,4888.641499017497,4901.94011370069,4745.247968569783,5171.120598555239,5318.176930922211,105.57621559084393,.,.,.,.,-0.001971876711857632,.,.,.,.,0.030412902967702715,.,.,.,.,19.19657479802958,.,.,.,.,0.00386808831433693,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,139.61082396471966,147.0120878764068,138.1514618720633,137.44336058853864,138.88491561343406,0.0011971253881193171,0.00630104545701456,-0.0010053462501234385,0.0006639202399770797,0.01166282911513035,-0.000262311220857514,0.010395275978232421,-0.0011726371664235735,-0.009594024723031835,0.016394704323774434,4894.493815869385,4932.827461184681,4740.477351318676,5174.553810183982,5380.2019196715855,105.18555845220207,.,.,.,.,-0.0037002381308668926,.,.,.,.,0.030586886483554343,.,.,.,.,19.125542899979873,.,.,.,.,0.0038514488196125522,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,139.8692573649081,148.30685536274154,137.94615532677727,137.41021296082891,141.30159226566414,0.0018510985957203869,0.008807217862406291,-0.0014860975229936825,-0.0002411730007749482,0.01740056968430297,0.0017090337622949203,0.016008787647081357,-0.0015115991174741161,-0.008816628379798797,0.02935792521768854,4903.554006498702,4976.2719473129955,4733.432539669074,5173.30584751391,5473.820498090451,104.84200626786642,.,.,.,.,-0.0032661535422827447,.,.,.,.,0.03295536312851666,.,.,.,.,19.06307594028902,.,.,.,.,0.003831604394729036,.,.,.,.,.,.,.,.,.,.,.,.,.
