Unnamed: 0,Pelotas,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2023-03-01 00:00:00,118.8719421360275,.,.,.,.,0.002596594934806795,.,.,.,.,0.027011075596316436,.,.,.,.,4093.0620135979175,.,.,.,.,106.83551012364775,.,.,.,.,0.005654889060128232,.,.,.,.,9.038589406262787e-05,.,.,.,.,16.30835196668302,.,.,.,.,0.003976409791633516,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,119.33059423950033,.,.,.,.,0.0038583714140716374,.,.,.,.,0.04031117435355802,.,.,.,.,4108.8545670672065,.,.,.,.,107.24593022745391,.,.,.,.,0.003841607564106342,.,.,.,.,0.03440208358678043,.,.,.,.,16.371002254956338,.,.,.,.,0.00397634338790661,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,119.51352582065677,.,.,.,.,0.001532981397790456,.,.,.,.,0.038986238987908095,.,.,.,.,4115.153364684747,.,.,.,.,107.74330365948006,.,.,.,.,0.004637690502299563,.,.,.,.,0.06413318077022656,.,.,.,.,16.446925896627274,.,.,.,.,0.00398866988114087,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,120.24248316547697,.,.,.,.,0.006099371094733463,.,.,.,.,0.04705777737720629,.,.,.,.,4140.253212167701,.,.,.,.,110.24615346381533,.,.,.,.,0.02322974810801659,.,.,.,.,0.10334826299615063,.,.,.,.,16.82898384235714,.,.,.,.,0.00405658307223165,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,120.18476001842357,.,.,.,.,-0.0004800561792619451,.,.,.,.,0.031751392639498555,.,.,.,.,4138.265658029491,.,.,.,.,114.50425159408984,.,.,.,.,0.038623552808779715,.,.,.,.,0.14371938893413638,.,.,.,.,17.478978988510523,.,.,.,.,0.0042152862969794145,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,120.75899975270755,.,.,.,.,0.004777974630027604,.,.,.,.,0.03251473478746569,.,.,.,.,4158.03818635587,.,.,.,.,118.00083324701014,.,.,.,.,0.030536697146543057,.,.,.,.,0.1705631106117902,.,.,.,.,18.01272927631346,.,.,.,.,0.004323350359680972,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,120.12294693753059,.,.,.,.,-0.00526712556811082,.,.,.,.,0.018079434070838563,.,.,.,.,4136.137277111334,.,.,.,.,118.26052863712451,.,.,.,.,0.002200792850087341,.,.,.,.,0.16715462249318347,.,.,.,.,18.052371562115333,.,.,.,.,0.004355807744582244,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,121.47175291462382,.,.,.,.,0.011228545515076904,.,.,.,.,0.019632188004233386,.,.,.,.,4182.580082783985,.,.,.,.,117.04026126189059,.,.,.,.,-0.010318467110680962,.,.,.,.,0.13999238223400767,.,.,.,.,17.86609875988185,.,.,.,.,0.004262995249440424,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,120.49220101637249,.,.,.,.,-0.008064030317729953,.,.,.,.,0.005646669020488826,.,.,.,.,4148.851630190081,.,.,.,.,115.98782551876302,.,.,.,.,-0.00899208299589005,.,.,.,.,0.11454464679763299,.,.,.,.,17.705445317020224,.,.,.,.,0.0042590068023237275,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,121.08919849732621,.,.,.,.,0.004954656616095843,.,.,.,.,0.01261213331077049,.,.,.,.,4169.407765368802,.,.,.,.,115.3682740716159,.,.,.,.,-0.005341521356884926,.,.,.,.,0.09740745929857231,.,.,.,.,17.610871302726203,.,.,.,.,0.004215371508197603,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,120.48272827795701,.,.,.,.,-0.005008458449599851,.,.,.,.,0.015509905541216007,.,.,.,.,4148.525459816513,.,.,.,.,114.36038050097864,.,.,.,.,-0.00873631489027571,.,.,.,.,0.07636791391911957,.,.,.,.,17.457017185533466,.,.,.,.,0.004232887341831922,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,120.93212216198818,.,.,.,.,0.0037299444530705106,.,.,.,.,0.019972684210922464,.,.,.,.,4163.999229343777,.,.,.,.,114.31344047838203,.,.,.,.,-0.0004104570340791591,.,.,.,.,0.07604550368429241,.,.,.,.,17.449851830035623,.,.,.,.,0.004214798343393977,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,120.36187709075435,.,.,.,.,-0.0047154144080097105,.,.,.,.,0.01253394979466127,.,.,.,.,4144.364247382789,.,.,.,.,114.32918243217654,.,.,.,.,0.00013770868699802818,.,.,.,.,0.07014214936453111,.,.,.,.,17.45225482621945,.,.,.,.,0.004239337314981394,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,120.69762050467479,.,.,.,.,0.002789449799518229,.,.,.,.,0.011455790309992109,.,.,.,.,4155.924743401781,.,.,.,.,115.52375073842028,.,.,.,.,0.010448498632030345,.,.,.,.,0.07718540455017964,.,.,.,.,17.634604686897045,.,.,.,.,0.004275736974980602,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-05-01 00:00:00,122.30134928206955,.,.,.,.,0.013287161508976464,.,.,.,.,0.023326426379523202,.,.,.,.,4211.145186686512,.,.,.,.,117.39946049279561,.,.,.,.,0.016236572500337942,.,.,.,.,0.08962187444923342,.,.,.,.,17.92093022441065,.,.,.,.,0.0042911816562907585,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,124.30371429267666,.,.,.,.,0.01637238691446452,.,.,.,.,0.033775343125695745,.,.,.,.,4280.091685035928,.,.,.,.,119.3099368867335,.,.,.,.,0.01627329790033505,.,.,.,.,0.08221405589350606,.,.,.,.,18.212562860603605,.,.,.,.,0.004299597577231051,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,125.55281137620253,.,.,.,.,0.01004875108224712,.,.,.,.,0.044664992108450985,.,.,.,.,4323.10126098805,.,.,.,.,121.00021328063322,.,.,.,.,0.01416710492022455,.,.,.,.,0.056731183306373056,.,.,.,.,18.47058214951596,.,.,.,.,0.004320576610118021,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,126.01807814682053,.,.,.,.,0.003705745538615579,.,.,.,.,0.0435501983693356,.,.,.,.,4339.12157419894,.,.,.,.,122.24502403080076,.,.,.,.,0.010287674016577819,.,.,.,.,0.0359674645254946,.,.,.,.,18.6606014775666,.,.,.,.,0.004350353299393799,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,126.03980982788784,.,.,.,.,0.00017244891674983442,.,.,.,.,0.04925672439117146,.,.,.,.,4339.869851014056,.,.,.,.,123.89396692288084,.,.,.,.,0.013488834454845389,.,.,.,.,0.047635828713756156,.,.,.,.,18.91231124172534,.,.,.,.,0.004401158617594416,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,125.3035524637442,.,.,.,.,-0.0058414667964751255,.,.,.,.,0.03154477857756399,.,.,.,.,4314.518645378334,.,.,.,.,123.40044169811453,.,.,.,.,-0.003983448403694245,.,.,.,.,0.054341816804324594,.,.,.,.,18.83697502569932,.,.,.,.,0.004402436636526471,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,124.75297609900356,.,.,.,.,-0.004393940586001621,.,.,.,.,0.03536141797303638,.,.,.,.,4295.560906793346,.,.,.,.,123.24180982272183,.,.,.,.,-0.0012855049237244787,.,.,.,.,0.06254091126818606,.,.,.,.,18.81276000155571,.,.,.,.,0.0044085353372054405,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,124.4624539023827,.,.,.,.,-0.0023287796869093658,.,.,.,.,0.027857607837176168,.,.,.,.,4285.557491809724,.,.,.,.,123.12557891024403,.,.,.,.,-0.0009431126713004279,.,.,.,.,0.06723949804270024,.,.,.,.,18.795017449216108,.,.,.,.,0.0044077304360228015,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,124.51914240177688,.,.,.,.,0.0004554666698008969,.,.,.,.,0.03350201461663249,.,.,.,.,4287.509420408759,.,.,.,.,124.6290874536227,.,.,.,.,0.012211179485902779,.,.,.,.,0.08979252174275687,.,.,.,.,19.024526780729158,.,.,.,.,0.004443360017951023,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,124.12702257597056,.,.,.,.,-0.00314907265054154,.,.,.,.,0.02641895599667743,.,.,.,.,4274.0077417540115,.,.,.,.,126.17148686632652,.,.,.,.,0.012375918368797922,.,.,.,.,0.10373273989760623,.,.,.,.,19.25997277117247,.,.,.,.,0.004512779556891501,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,124.64252872230088,.,.,.,.,0.0041530533451312746,.,.,.,.,0.035564846070976985,.,.,.,.,4291.75792390302,.,.,.,.,128.32168673291304,.,.,.,.,0.017041884184693545,.,.,.,.,0.12238786286289827,.,.,.,.,19.588198996539145,.,.,.,.,0.004570711688118808,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,126.1071564997894,.,.,.,.,0.011750626311117784,.,.,.,.,0.04481891169432872,.,.,.,.,4342.188767484583,.,.,.,.,130.51729010899882,.,.,.,.,0.017110150528613977,.,.,.,.,0.12978750494803726,.,.,.,.,19.923356029954373,.,.,.,.,0.004594390560937102,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,127.96693339906182,.,.,.,.,0.014747592054979997,.,.,.,.,0.04632478832204412,.,.,.,.,4406.225596053162,.,.,.,.,131.9961512182261,.,.,.,.,0.011330767808557907,.,.,.,.,0.12433354177403766,.,.,.,.,20.14910295109702,.,.,.,.,0.004578195653626267,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,128.22125995350856,.,.,.,.,0.0019874396274983663,.,.,.,.,0.03151591795244291,.,.,.,.,4414.982703410456,.,.,.,.,134.74852259081484,.,.,.,.,0.020851906265344944,.,.,.,.,0.12939899313447722,.,.,.,.,20.56925015716408,.,.,.,.,0.004663997912329404,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,128.1913376932792,.,.,.,.,-0.00023336426611486605,.,.,.,.,0.02101527069091813,.,.,.,.,4413.952404211966,.,.,.,.,136.52319751500468,.,.,.,.,0.013170273707407754,.,.,.,.,0.12828889977548497,.,.,.,.,20.84015281169007,.,.,.,.,0.004726241140923518,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,128.05195970704344,.,.,.,.,-0.0010872652454041454,.,.,.,.,0.016139601477283883,.,.,.,.,4409.153267167998,.,.,.,.,139.07897914050935,.,.,.,.,0.018720493454775555,.,.,.,.,0.13770666939757903,.,.,.,.,21.230290755997835,.,.,.,.,0.004820672686144831,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,128.3668109388566,.,.,.,.,0.002458777144320745,.,.,.,.,0.018462429562107197,.,.,.,.,4419.994392447117,.,.,.,.,140.5315176410523,.,.,.,.,0.010443983048476824,.,.,.,.,0.13428862705258027,.,.,.,.,21.452019552767712,.,.,.,.,0.004860264796439787,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,128.15834903280734,.,.,.,.,-0.0016239548565910589,.,.,.,.,0.022783045755140563,.,.,.,.,4412.8165210873985,.,.,.,.,142.0554130670283,.,.,.,.,0.01084379825647619,.,.,.,.,0.15117426738674955,.,.,.,.,21.68464092499191,.,.,.,.,0.004922908128748531,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,127.37237048901586,.,.,.,.,-0.0061328703882590485,.,.,.,.,0.02099664851228522,.,.,.,.,4385.753289316401,.,.,.,.,144.53658688962162,.,.,.,.,0.01746623918810175,.,.,.,.,0.17278857797959501,.,.,.,.,22.06339005009592,.,.,.,.,0.005041644781934757,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,126.42378792909167,.,.,.,.,-0.007447318097970057,.,.,.,.,0.015758439314134565,.,.,.,.,4353.091189471643,.,.,.,.,146.2900130681402,.,.,.,.,0.012131365602659816,.,.,.,.,0.18813665172516725,.,.,.,.,22.33104910122772,.,.,.,.,0.005142697779198133,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,125.86651090335775,.,.,.,.,-0.004408007661077851,.,.,.,.,0.010820573251568266,.,.,.,.,4333.902730159081,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
