Unnamed: 0,Santo André,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2015-10-01 00:00:00,139.01452512007157,.,.,.,.,0.002328126987975875,.,.,.,.,0.04474913003971803,.,.,.,.,5267.247308624179,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-11-01 00:00:00,139.48433924110068,.,.,.,.,0.0033796045458079843,.,.,.,.,0.04216992775323947,.,.,.,.,5285.0485215723,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-12-01 00:00:00,140.2521193739459,.,.,.,.,0.005504418180725552,.,.,.,.,0.04560425873228491,.,.,.,.,5314.13963874046,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-01-01 00:00:00,141.11193016115806,.,.,.,.,0.0061304655576697,.,.,.,.,0.05027594254823686,.,.,.,.,5346.717788764406,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-02-01 00:00:00,141.90311069249813,.,.,.,.,0.00560675862371452,.,.,.,.,0.05351165415750381,.,.,.,.,5376.695544835128,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-03-01 00:00:00,142.5247668436385,.,.,.,.,0.004380849356343425,.,.,.,.,0.055411577162551184,.,.,.,.,5400.250038051974,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-04-01 00:00:00,142.6983575873596,.,.,.,.,0.001217968971747461,.,.,.,.,0.047859945424724826,.,.,.,.,5406.827375037999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-05-01 00:00:00,143.02275206179505,.,.,.,.,0.0022732880736685696,.,.,.,.,0.04536512086227362,.,.,.,.,5419.118651226058,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-06-01 00:00:00,143.3007777354786,.,.,.,.,0.0019439261912916521,.,.,.,.,0.04379612856719084,.,.,.,.,5429.653017905894,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-07-01 00:00:00,143.64424156041795,.,.,.,.,0.0023968036347532724,.,.,.,.,0.04085408507318844,.,.,.,.,5442.66682999466,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,143.82264408097933,.,.,.,.,0.001241974746939896,.,.,.,.,0.03856090064375928,.,.,.,.,5449.4264847535205,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,143.3882364280071,.,.,.,.,-0.0030204399018531735,.,.,.,.,0.03386363638516032,.,.,.,.,5432.966819556756,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,143.0561534315488,.,.,.,.,-0.002315970994071324,.,.,.,.,0.029073424579096008,.,.,.,.,5420.384225990911,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,143.0309384296985,.,.,.,.,-0.00017625947046295934,.,.,.,.,0.02542650456598894,.,.,.,.,5419.428831937532,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,143.16758392535564,.,.,.,.,0.0009553562128399161,.,.,.,.,0.020787311909607586,.,.,.,.,5424.606316942167,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,142.9463137280093,.,.,.,.,-0.0015455328034433104,.,.,.,.,0.012999493131135464,.,.,.,.,5416.222409933568,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,142.95110233363968,.,.,.,.,3.349932926211539e-05,.,.,.,.,0.007385261929969467,.,.,.,.,5416.403849751436,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,143.1389331039359,.,.,.,.,0.0013139511849151937,.,.,.,.,0.004309189721188433,.,.,.,.,5423.520740007795,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,143.54895537088777,.,.,.,.,0.0028645055406003725,.,.,.,.,0.005960809906361053,.,.,.,.,5439.056445217109,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,143.51987544953533,.,.,.,.,-0.00020257842543891557,.,.,.,.,0.003475834303100944,.,.,.,.,5437.954609726564,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,143.4356272802819,.,.,.,.,-0.0005870139518275565,.,.,.,.,0.0009410245145509144,.,.,.,.,5434.7624545012495,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,143.6672812944119,.,.,.,.,0.0016150381779092213,.,.,.,.,0.0001603944143091507,.,.,.,.,5443.539803353137,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,143.26629351094059,.,.,.,.,-0.00279108632013144,.,.,.,.,-0.0038683099841043678,.,.,.,.,5428.346413874907,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,142.6750895390008,.,.,.,.,-0.0041266089702715215,.,.,.,.,-0.004973538323447935,.,.,.,.,5405.94575086967,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,142.37613005301787,.,.,.,.,-0.0020953867065995517,.,.,.,.,-0.004753541614386569,.,.,.,.,5394.6182040067,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,142.28610537643755,.,.,.,.,-0.0006323017527362479,.,.,.,.,-0.005207496094469355,.,.,.,.,5391.207177460963,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,142.55880694054775,.,.,.,.,0.0019165719898561677,.,.,.,.,-0.004252198494355319,.,.,.,.,5401.539814128797,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,142.42924751648087,.,.,.,.,-0.00090881389124494,.,.,.,.,-0.003617205635062959,.,.,.,.,5396.630819711603,.,.,.,.,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21.294361342495407,.,.,.,.,0.003796962032515621,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,142.38743099858465,.,.,.,.,-0.00029359502086383736,.,.,.,.,-0.003943105900222177,.,.,.,.,5395.0463957734955,.,.,.,.,100.19643974712795,.,.,.,.,0.001964397471279522,.,.,.,.,.,.,.,.,.,21.336191932069116,.,.,.,.,0.0038018405324541965,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,142.227401792787,.,.,.,.,-0.00112389980404405,.,.,.,.,-0.006368157784765849,.,.,.,.,5388.982904186477,.,.,.,.,100.03072308189914,.,.,.,.,-0.0016539177005394645,.,.,.,.,.,.,.,.,.,21.30090362657056,.,.,.,.,0.0037910254781286334,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,142.21195098471767,.,.,.,.,-0.00010863453789191886,.,.,.,.,-0.009313926267980666,.,.,.,.,5388.3974745189735,.,.,.,.,99.52262253475594,.,.,.,.,-0.005079444909412478,.,.,.,.,.,.,.,.,.,21.19270686007869,.,.,.,.,0.003767309759504902,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,142.41693856687567,.,.,.,.,0.001441423036099245,.,.,.,.,-0.007684906910663258,.,.,.,.,5396.164434766404,.,.,.,.,99.07107213150792,.,.,.,.,-0.004537163428247948,.,.,.,.,.,.,.,.,.,21.09655208556756,.,.,.,.,0.003752735531204373,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,142.66980147084388,.,.,.,.,0.0017755114420569542,.,.,.,.,-0.005339160318527769,.,.,.,.,5405.745386463553,.,.,.,.,99.09645043814248,.,.,.,.,0.00025616263242689286,.,.,.,.,.,.,.,.,.,21.10195623388493,.,.,.,.,0.0037583950126849524,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,142.66479046311034,.,.,.,.,-3.512311422510829e-05,.,.,.,.,-0.006977864565051561,.,.,.,.,5405.555519850871,.,.,.,.,99.42484413746058,.,.,.,.,0.003313879537220066,.,.,.,.,.,.,.,.,.,21.171885574843714,.,.,.,.,0.003777908182794123,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,142.89452913199162,.,.,.,.,0.0016103389500344953,.,.,.,.,-0.002594918663967327,.,.,.,.,5414.260296451062,.,.,.,.,99.79594263367342,.,.,.,.,0.0037324523808131005,.,.,.,.,.,.,.,.,.,21.250908629563842,.,.,.,.,0.0037910394315766646,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,142.98343363267,.,.,.,.,0.000622168680763502,.,.,.,.,0.0021611627836750635,.,.,.,.,5417.628879637015,.,.,.,.,100.16092791470035,.,.,.,.,0.0036573158326356214,.,.,.,.,.,.,.,.,.,21.32862991415264,.,.,.,.,0.0037979574164902544,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,143.33238196161633,.,.,.,.,0.0024404808311066883,.,.,.,.,0.006716378006919932,.,.,.,.,5430.850499067819,.,.,.,.,100.83852899567965,.,.,.,.,0.006765123837075171,.,.,.,.,.,.,.,.,.,21.47292073679703,.,.,.,.,0.003810420468918727,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,143.43049849904665,.,.,.,.,0.0006845385256808459,.,.,.,.,0.008042901445516781,.,.,.,.,5434.568125461644,.,.,.,.,101.06334399788328,.,.,.,.,0.0022294553921275995,.,.,.,.,.,.,.,.,.,21.520793655718407,.,.,.,.,0.003806601798276745,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,143.69532878903993,.,.,.,.,0.001846401516864629,.,.,.,.,0.007972301907423818,.,.,.,.,5444.602520292,.,.,.,.,101.19093449146995,.,.,.,.,0.0012624804260319422,.,.,.,.,.,.,.,.,.,21.547963236461424,.,.,.,.,0.0038071584705949685,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,143.64411618728855,.,.,.,.,-0.0003563971228778273,.,.,.,.,0.00852962921584699,.,.,.,.,5442.662079618554,.,.,.,.,101.65567968026546,.,.,.,.,0.004592755182379449,.,.,.,.,0.01655679680265454,.,.,.,.,21.646927756285404,.,.,.,.,0.0038281564026792425,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,144.12000721143312,.,.,.,.,0.003312986544635743,.,.,.,.,0.012168041804656804,.,.,.,.,5460.69354585533,.,.,.,.,102.907045315539,.,.,.,.,0.012309844754463395,.,.,.,.,0.027052913010202406,.,.,.,.,21.91339807637636,.,.,.,.,0.003870338324501965,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,144.2187760895986,.,.,.,.,0.0006853238497315228,.,.,.,.,0.0140013406116557,.,.,.,.,5464.43588937838,.,.,.,.,104.23371671124104,.,.,.,.,0.012891939435576427,.,.,.,.,0.0420170273676892,.,.,.,.,22.195904277204683,.,.,.,.,0.003920276129347264,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,144.00326122830023,.,.,.,.,-0.0014943606314096192,.,.,.,.,0.012596059833080098,.,.,.,.,5456.270051512432,.,.,.,.,104.9469464245226,.,.,.,.,0.006842600799292331,.,.,.,.,0.05450342597103819,.,.,.,.,22.3477819895529,.,.,.,.,0.003946377596119792,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,143.15330364972985,.,.,.,.,-0.005902349511535565,.,.,.,.,0.00517048807721987,.,.,.,.,5424.065238639081,.,.,.,.,105.84647751991166,.,.,.,.,0.008571293649177303,.,.,.,.,0.06838934153664966,.,.,.,.,22.539331391393155,.,.,.,.,0.003972346183350976,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,142.9433855744698,.,.,.,.,-0.0014663865234550988,.,.,.,.,0.0019176034508032735,.,.,.,.,5416.111462470799,.,.,.,.,106.6219213010902,.,.,.,.,0.007326117971499402,.,.,.,.,0.07594087204612054,.,.,.,.,22.704457192165222,.,.,.,.,0.003987322889478307,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,143.06878951716445,.,.,.,.,0.0008772979749336329,.,.,.,.,0.002831806311442975,.,.,.,.,5420.86300608884,.,.,.,.,106.8172391346698,.,.,.,.,0.001831873138245621,.,.,.,.,0.07435158748641135,.,.,.,.,22.746048877413998,.,.,.,.,0.003988219540079149,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,143.72840367959455,.,.,.,.,0.004610468605040996,.,.,.,.,0.005835594635205998,.,.,.,.,5445.85572479064,.,.,.,.,106.58057084672295,.,.,.,.,-0.0022156375680939533,.,.,.,.,0.0679850105525257,.,.,.,.,22.695651876995495,.,.,.,.,0.003963540649926572,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,144.17966337991155,.,.,.,.,0.003139669604366846,.,.,.,.,0.00836621220269973,.,.,.,.,5462.953912479533,.,.,.,.,106.81445476164726,.,.,.,.,0.0021944329352547864,.,.,.,.,0.06642836668419472,.,.,.,.,22.74545596296145,.,.,.,.,0.003958751174539174,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,144.66960074666318,.,.,.,.,0.0033981031392802397,.,.,.,.,0.009329495308359137,.,.,.,.,5481.517593319272,.,.,.,.,106.82766045481075,.,.,.,.,0.00012363207950616406,.,.,.,.,0.05939328467780114,.,.,.,.,22.748268030981468,.,.,.,.,0.004045150918235283,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,144.78532755273895,.,.,.,.,0.0007999386566250877,.,.,.,.,0.009445892385999688,.,.,.,.,5485.9024711391385,.,.,.,.,106.95726135891175,.,.,.,.,0.0012131774069490397,.,.,.,.,0.05831904158199941,.,.,.,.,22.775865715803874,.,.,.,.,0.004051379546945431,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,144.28188795402218,.,.,.,.,-0.0034771451446514723,.,.,.,.,0.004081964041039665,.,.,.,.,5466.827191997586,.,.,.,.,106.36915254521014,.,.,.,.,-0.005498540316286826,.,.,.,.,0.05117274664734617,.,.,.,.,22.65063169992719,.,.,.,.,0.004047032182031211,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,144.09392200538406,.,.,.,.,-0.0013027688457890596,.,.,.,.,0.0031313904811043347,.,.,.,.,5459.705179846539,.,.,.,.,106.74872519626732,.,.,.,.,0.0035684466969485573,.,.,.,.,0.05010094401041676,.,.,.,.,22.731459271800592,.,.,.,.,0.0040756169979952695,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,143.90856325396936,.,.,.,.,-0.0012863745315210284,.,.,.,.,-0.0014671381271411654,.,.,.,.,5452.6819541535715,.,.,.,.,106.92230444205715,.,.,.,.,0.0016260545076365318,.,.,.,.,0.039018311275057505,.,.,.,.,22.76842186361466,.,.,.,.,0.004087985331610919,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,143.6085770035956,.,.,.,.,-0.0020845614992650585,.,.,.,.,-0.004231065486396179,.,.,.,.,5441.315503284206,.,.,.,.,107.53931278488193,.,.,.,.,0.005770623314232282,.,.,.,.,0.03171330907059944,.,.,.,.,22.89980984964911,.,.,.,.,0.004117196378921721,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,143.4994968256753,.,.,.,.,-0.0007595658991703669,.,.,.,.,-0.003498284679999575,.,.,.,.,5437.182465581285,.,.,.,.,107.87637720311427,.,.,.,.,0.00313433673234087,.,.,.,.,0.0279134446346041,.,.,.,.,22.971585564824487,.,.,.,.,0.004130815904411746,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,143.62543655540884,.,.,.,.,0.000877631855995542,.,.,.,.,0.0032980929789383495,.,.,.,.,5441.95431011994,.,.,.,.,108.37648313245467,.,.,.,.,0.00463591698485355,.,.,.,.,0.02390259621126334,.,.,.,.,23.078079928513475,.,.,.,.,0.0041433229523294346,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,144.07540166783176,.,.,.,.,0.0031329068388894488,.,.,.,.,0.007919331760700477,.,.,.,.,5459.0034459950375,.,.,.,.,108.15197253565223,.,.,.,.,-0.0020715803863836646,.,.,.,.,0.014350250078886795,.,.,.,.,23.030271830778172,.,.,.,.,0.0041186951975114286,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,144.7794071301445,.,.,.,.,0.004886368208334657,.,.,.,.,0.01195660925596087,.,.,.,.,5485.678146882738,.,.,.,.,108.22053182876859,.,.,.,.,0.0006339162523711916,.,.,.,.,0.013137324138565054,.,.,.,.,23.04487109438823,.,.,.,.,0.004098568722953688,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,145.30249899061477,.,.,.,.,0.0036130266785803222,.,.,.,.,0.010951873608290086,.,.,.,.,5505.49804837753,.,.,.,.,108.61285901595052,.,.,.,.,0.0036252565068031206,.,.,.,.,0.019068092365073452,.,.,.,.,23.1284146632716,.,.,.,.,0.004097605685876016,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,145.8151988330486,.,.,.,.,0.0035284998261932987,.,.,.,.,0.011343731943855628,.,.,.,.,5524.924197284337,.,.,.,.,109.78596439868491,.,.,.,.,0.010800796455989747,.,.,.,.,0.027819358753161882,.,.,.,.,23.378219962399324,.,.,.,.,0.004128956213933612,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,146.12963576312407,.,.,.,.,0.0021564071001642926,.,.,.,.,0.01009220326126159,.,.,.,.,5536.838183051232,.,.,.,.,111.7092089124832,.,.,.,.,0.017518127424869023,.,.,.,.,0.04569554773445028,.,.,.,.,23.787762598667253,.,.,.,.,0.004194063793275798,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,146.86452950183676,.,.,.,.,0.0050290533804104864,.,.,.,.,0.014360584627198802,.,.,.,.,5564.683237832491,.,.,.,.,113.54319171653594,.,.,.,.,0.01641747195156973,.,.,.,.,0.0615753458339221,.,.,.,.,24.178297523921472,.,.,.,.,0.004248977736230554,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,147.37756541058732,.,.,.,.,0.003493259471778476,.,.,.,.,0.02145575928110688,.,.,.,.,5584.122120260496,.,.,.,.,115.32551911203821,.,.,.,.,0.015697351541357873,.,.,.,.,0.08420078897424088,.,.,.,.,24.55783275982601,.,.,.,.,0.004301908768481182,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,147.32601042712446,.,.,.,.,-0.0003498156813708242,.,.,.,.,0.02243042854798305,.,.,.,.,5582.1687067761395,.,.,.,.,116.1423380174748,.,.,.,.,0.007082724723250999,.,.,.,.,0.08799742389369491,.,.,.,.,24.731769129063494,.,.,.,.,0.004290391745644039,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,147.00609986208798,.,.,.,.,-0.0021714466040925196,.,.,.,.,0.02152433835818446,.,.,.,.,5570.047325494339,.,.,.,.,117.81735386765484,.,.,.,.,0.014422095153001191,.,.,.,.,0.10189688187558543,.,.,.,.,25.088453056744903,.,.,.,.,0.004362290647362041,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,146.8660161835977,.,.,.,.,-0.0009529106521545261,.,.,.,.,0.02268276204645181,.,.,.,.,5564.7395680648715,.,.,.,.,119.28093461807943,.,.,.,.,0.012422454777490932,.,.,.,.,0.10918446035344354,.,.,.,.,25.400113230279523,.,.,.,.,0.0044190264927831445,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,147.14611981840142,.,.,.,.,0.001907205234283449,.,.,.,.,0.025412096023974762,.,.,.,.,5575.352668496509,.,.,.,.,120.92952900465424,.,.,.,.,0.01382110554258631,.,.,.,.,0.12100102116854483,.,.,.,.,25.75117087602886,.,.,.,.,0.004469231653274765,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,147.4752223352414,.,.,.,.,0.0022365694538608594,.,.,.,.,0.02680434519234587,.,.,.,.,5587.82233196937,.,.,.,.,120.96671944924076,.,.,.,.,0.00030753815790585115,.,.,.,.,0.11617129429637107,.,.,.,.,25.75909034368399,.,.,.,.,0.004459689179962634,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,147.9889770349172,.,.,.,.,0.003483667910721522,.,.,.,.,0.027163383351922032,.,.,.,.,5607.288449318065,.,.,.,.,121.04197567681598,.,.,.,.,0.0006221234064862635,.,.,.,.,0.11918417056068553,.,.,.,.,25.775115676716588,.,.,.,.,0.004449319856009302,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,148.9034741916975,.,.,.,.,0.0061794950887763545,.,.,.,.,0.028485177162286712,.,.,.,.,5641.938660751979,.,.,.,.,121.18988608471136,.,.,.,.,0.0012219761538783125,.,.,.,.,0.11984190094781155,.,.,.,.,25.80661225343699,.,.,.,.,0.004430381790485593,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,149.98516442577804,.,.,.,.,0.007264372036665634,.,.,.,.,0.03222701238927583,.,.,.,.,5682.923802191728,.,.,.,.,121.85241197895849,.,.,.,.,0.005466841463849681,.,.,.,.,0.12189673564401482,.,.,.,.,25.947692911345573,.,.,.,.,0.004425793669517246,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,150.8716302238951,.,.,.,.,0.005910356544335027,.,.,.,.,0.034676984507190145,.,.,.,.,5716.511908076969,.,.,.,.,122.34930079633764,.,.,.,.,0.004077792218548426,.,.,.,.,0.11443481383493892,.,.,.,.,26.053502211588743,.,.,.,.,0.004416704979731283,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,151.53632144642398,.,.,.,.,0.004405674025941719,.,.,.,.,0.036999241495846436,.,.,.,.,5741.69699610937,.,.,.,.,123.25378284408673,.,.,.,.,0.0073926213052470935,.,.,.,.,0.10334487231619316,.,.,.,.,26.246105887114435,.,.,.,.,0.004426444317013019,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,152.39919281229876,.,.,.,.,0.005694155418572988,.,.,.,.,0.03768550057141451,.,.,.,.,5774.391111171571,.,.,.,.,125.95102561497637,.,.,.,.,0.021883651021904926,.,.,.,.,0.10927853718800651,.,.,.,.,26.82046650903201,.,.,.,.,0.004495057891773706,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,153.57586009323296,.,.,.,.,0.007720954810984004,.,.,.,.,0.042057247080839355,.,.,.,.,5818.974924001874,.,.,.,.,128.5050478706751,.,.,.,.,0.020277899629862484,.,.,.,.,0.11428111366949967,.,.,.,.,27.36432923692825,.,.,.,.,0.004549387051327429,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,154.77067927903357,.,.,.,.,0.007779993451283662,.,.,.,.,0.05053193818474888,.,.,.,.,5864.246510803792,.,.,.,.,131.19766080698017,.,.,.,.,0.02095336316293861,.,.,.,.,0.12962820489492932,.,.,.,.,27.937703965139825,.,.,.,.,0.004639304024834425,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,156.00124308091196,.,.,.,.,0.00795088454486792,.,.,.,.,0.06118891139389904,.,.,.,.,5910.872457753839,.,.,.,.,133.15331334344472,.,.,.,.,0.014906154000273952,.,.,.,.,0.13016723744293968,.,.,.,.,28.354147682858265,.,.,.,.,0.004671169520529415,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,157.12919388541732,.,.,.,.,0.007230396259857663,.,.,.,.,0.06988122894944993,.,.,.,.,5953.610407864877,.,.,.,.,135.1116162530068,.,.,.,.,0.014707128650347512,.,.,.,.,0.13271761900269263,.,.,.,.,28.771155780601013,.,.,.,.,0.004704931017290712,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,158.37245627280944,.,.,.,.,0.007912357701642225,.,.,.,.,0.07629379876454023,.,.,.,.,6000.717503028124,.,.,.,.,137.408076853967,.,.,.,.,0.01699676655973037,.,.,.,.,0.13626570768069857,.,.,.,.,29.26017239905752,.,.,.,.,0.004745881285321085,.,.,.,.,.,.,.,.,.,.,.,.,.
