Unnamed: 0,Porto Alegre,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2014-07-01 00:00:00,123.91385054894506,129.1086535022759,124.18164668655606,118.02903005157788,107.7467153457046,0.01222214035440195,0.01578479605633521,0.011931592491992313,0.009507830359911167,-0.005730273166015083,0.07827448730881126,0.09957494444835824,0.07537194689607851,0.05501604784121028,0.07251991008863734,5449.2152775962895,5674.506669203676,5093.50194027476,5652.05811902541,6033.634009079999,106.36612206629817,.,.,.,.,-0.019530335545987088,.,.,.,.,.,.,.,.,.,24.510800433702464,.,.,.,.,0.00456074953386945,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-08-01 00:00:00,125.27096052443335,130.6669787585884,125.48261123880802,119.30971130946497,108.08680060508848,0.010952044258783248,0.012069874590435993,0.010476302955908576,0.010850561572245792,0.0031563399245418517,0.06772720427455714,0.08746693614455614,0.06389409778364175,0.0479440081245337,0.059117592605306024,5508.895324492161,5742.997253063557,5146.863009707587,5713.386123655807,6052.678208992931,102.00907925922347,.,.,.,.,-0.04096269303076552,.,.,.,.,.,.,.,.,.,23.506772039598356,.,.,.,.,0.0043248935368400375,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-09-01 00:00:00,126.73219705508316,132.25224496011955,126.78970378907403,120.65711339168361,111.17797830916592,0.011664607060826414,0.012132110320389081,0.010416523352215216,0.0112933144119656,0.028599030471551573,0.06534548318838307,0.08526149578350184,0.05928767226383869,0.046045509108467275,0.0842383439433334,5573.154423791586,5812.671929307416,5200.475428438859,5777.909189507212,6225.778937526416,103.57482803248722,.,.,.,.,0.015349111908802672,.,.,.,.,.,.,.,.,.,23.867580114248867,.,.,.,.,0.004342223275836059,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-10-01 00:00:00,127.70962536055528,132.96505163359876,127.6621301451742,121.86527889624979,114.5199481803616,0.00771254920363512,0.005389751029891038,0.006880892769901346,0.010013214062598747,0.030059638806367407,0.05813674968097016,0.08130750241355278,0.04980192433531583,0.037223647277891736,0.0875726248592048,5616.137651504535,5844.000783824819,5236.259342214454,5835.764631056005,6412.92360367675,104.10517846077869,.,.,.,.,0.005120456759292119,.,.,.,.,.,.,.,.,.,23.98979302617282,.,.,.,.,0.004334166147485238,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-11-01 00:00:00,129.04174277365817,133.94315482750028,129.03709707951745,123.30652169835453,118.45842782192334,0.010430830169159144,0.007356092310607972,0.010770358702143433,0.011826525283971488,0.03439121047591541,0.06200392309752445,0.0825262915561682,0.054517411014135986,0.04170399502416777,0.10905912361134806,5674.718629553999,5886.989793053901,5292.655733587553,5904.781449016496,6633.471809096763,103.4171412208202,.,.,.,.,-0.006609058743583136,.,.,.,.,.,.,.,.,.,23.83124307481644,.,.,.,.,0.004314885786963581,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-12-01 00:00:00,127.87947319433768,133.0881664586026,127.53256994471695,122.29761721556656,116.78136017652574,-0.009006927172079066,-0.006383218089784407,-0.011659648030312988,-0.008182085334107964,-0.014157436294179997,0.04348860463744364,0.0667063533765564,0.03526343899648121,0.022939066032358513,0.06614651707924613,5623.6068521355655,5849.411853312503,5230.945230588304,5856.468023321386,6539.558854550236,103.22260170752593,.,.,.,.,-0.0018811147842395528,.,.,.,.,.,.,.,.,.,23.786413771141596,.,.,.,.,0.004380671619677041,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-01-01 00:00:00,127.00736575780813,132.47829741684208,126.51202793915121,121.3535362207392,115.53413434755518,-0.0068197609416501565,-0.0045824437888712785,-0.008002206855928158,-0.007719537112185011,-0.01068000772627803,0.024411818394950435,0.04280172071692179,0.019226384039430666,0.006137005058128198,0.04115407287817652,5585.255197774175,5822.607252296741,5189.086124801106,5811.258801069032,6469.71631545719,102.42372052138639,.,.,.,.,-0.00773940176787174,.,.,.,.,0.024237205213863966,.,.,.,.,23.6023211583499,.,.,.,.,0.004426524815154997,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-02-01 00:00:00,126.58245844050596,132.00523007024591,125.95944293970956,121.20097165867763,114.80379917455906,-0.003345532873364498,-0.0035709044863981142,-0.0043678455593757345,-0.0012571909052906838,-0.0063213800589797305,0.02474587836258646,0.038980149208933,0.020923910035179016,0.011373574084680538,0.025369327233234484,5566.5695429038915,5801.815277936981,5166.420998013675,5803.952939356039,6428.818779753404,102.72797710055362,.,.,.,.,0.0029705675366839173,.,.,.,.,0.012014082960369432,.,.,.,.,23.672433447373287,.,.,.,.,0.004455658498972639,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-03-01 00:00:00,128.1052551337311,133.10873510231144,127.47268420149095,123.20394552691208,116.72413937221596,0.012030076773559035,0.008359555386391073,0.012013718276808324,0.016526054542492966,0.016727148504354018,0.048273528292301915,0.05380455220992886,0.04477294031239443,0.04497661390379393,0.05802123077619248,5633.535801870382,5850.3158740945055,5228.4889243831985,5899.869382193899,6536.354586189919,103.24706208192363,.,.,.,.,0.0050530049945588145,.,.,.,.,0.020869690316490885,.,.,.,.,23.792050371816224,.,.,.,.,0.004417923541190988,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-04-01 00:00:00,129.0325225974771,134.32287452185832,128.34847907689263,123.93123189948733,116.75893012654555,0.0072383249444218905,0.009121410541642208,0.006870451351109569,0.005903109429368019,0.00029805963459416393,0.07031253559655193,0.07645853132672031,0.06404295116436232,0.07057854626393922,0.07623375687236655,5674.313164590354,5903.679006980408,5264.411003177987,5934.696956775967,6538.302809649456,103.7468108027161,.,.,.,.,0.0048403190436151705,.,.,.,.,-0.0013836375073260632,.,.,.,.,23.907211486317582,.,.,.,.,0.004366954499186656,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-05-01 00:00:00,129.93020382724717,135.43782799686366,129.16396646252463,124.64054802746557,117.94413958961788,0.006957015267928982,0.008300548056123602,0.006353697305158013,0.005723465482482551,0.010150910613755853,0.0745642601629195,0.08049369987745592,0.06659273778605534,0.07635669306180137,0.09392647473427562,5713.78944791142,5952.682778285777,5297.8594771821245,5968.663989957068,6604.672537035876,104.13804558081583,.,.,.,.,0.003771053539599371,.,.,.,.,-0.041294999075679906,.,.,.,.,23.99736686081501,.,.,.,.,0.0040128179018527905,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-06-01 00:00:00,130.56338584214345,136.3522988494662,129.59128672353845,125.39554202634906,116.74718392193161,0.004873247299281782,0.006751960409640615,0.0033083550522412905,0.006057370661729711,-0.010148496329288,0.06654057866477303,0.0727754362040185,0.05601367550099989,0.07251395281742723,0.07732463392744604,5741.63415690712,5992.875056735912,5315.386677349524,6004.818400099557,6537.645042037619,104.1963756065097,.,.,.,.,0.0005601221471801689,.,.,.,.,-0.03953078815300315,.,.,.,.,24.010808317467763,.,.,.,.,0.0039984987813502385,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-07-01 00:00:00,131.0770976186278,136.75395131353181,130.06196357511303,126.17111426751356,116.62575919646817,0.003934577624277054,0.002945696313555057,0.003632010017608037,0.006185006489317886,-0.0010400655620493664,0.05780828404531979,0.05921599833833868,0.047352543998706365,0.0689837424943478,0.08240663135089754,5764.225062187671,6010.528246698135,5334.692215009116,6041.958240871349,6530.845462572493,104.48669118558766,.,.,.,.,0.0027862349087296252,.,.,.,.,-0.01766945004856968,.,.,.,.,24.077708069788706,.,.,.,.,0.0039951900817715635,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-08-01 00:00:00,131.53391354538408,137.0793184258961,130.6707132309107,126.66111199202038,116.2209688653145,0.003485093392023496,0.0023792154394012763,0.004680458752617021,0.0038835967119058823,-0.0034708484124141856,0.049995250253782375,0.04907391085512658,0.04134518672255805,0.061616113238991854,0.07525588892158486,5784.313924862037,6024.828588301637,5359.661021879373,6065.422770029069,6508.177887967001,104.06462362458183,.,.,.,.,-0.004039438479836266,.,.,.,.,0.020150602086455915,.,.,.,.,23.98044764930534,.,.,.,.,0.003954547613097505,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-09-01 00:00:00,129.87986959834933,134.7110334199098,128.90652234766083,125.93219403312996,115.96387897079633,-0.012575037892900926,-0.017276749207551574,-0.01350104273275346,-0.005754867831385712,-0.0022120783971100923,0.024837196990264987,0.018591657635238512,0.01669550835222644,0.043719599227623585,0.043047199943874404,5711.575958072463,5920.739135763063,5287.300009389907,6030.517063646075,6493.7812882564795,103.65795412544179,.,.,.,.,-0.00390785537847248,.,.,.,.,0.0008025704172880399,.,.,.,.,23.886735527980825,.,.,.,.,0.003941083452841296,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-10-01 00:00:00,131.14241204214431,136.25371538189603,129.99024558914388,127.15465001672109,116.60431136310042,0.009720847793421328,0.01145178626295233,0.008407047383997076,0.0097072555034619,0.005522688599140138,0.026879623770702077,0.024733294259604133,0.01823653922523616,0.0434034301515398,0.018200874309304504,5767.097318621451,5988.542174864519,5331.750591102256,6089.056833600875,6529.644420142444,103.4500088595847,.,.,.,.,-0.0020060714839639756,.,.,.,.,-0.00629334304864404,.,.,.,.,23.838817028993155,.,.,.,.,0.003922511686096401,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-11-01 00:00:00,131.73971425772123,136.80206218050245,130.5585752228474,127.74073374063907,118.29345687398171,0.0045546075161785205,0.004024453917234494,0.004372094468532877,0.004609219748085516,0.014486132554922091,0.020907742146627273,0.02134418408080685,0.011791013419903296,0.035960888209400466,-0.0013926484672718287,5793.364183415378,6012.642786878677,5355.061508369211,6117.122634605524,6624.233714749135,103.95974277432447,.,.,.,.,0.004927345298071878,.,.,.,.,0.005246727448650734,.,.,.,.,23.95627911199256,.,.,.,.,0.003936288856009967,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-12-01 00:00:00,131.6082695357631,137.0600545292162,130.14856673632406,127.35517062937647,119.78171501978115,-0.0009977607944479034,0.0018858805532721208,-0.0031404178991958852,-0.0030183254782725657,0.012581069022142944,0.02915867768518865,0.029844036297915766,0.020512381995760665,0.041354472220789695,0.025692069682354157,5787.583791765207,6023.9819129842235,5338.244377357033,6098.659167503777,6707.573656333199,104.21482904282773,.,.,.,.,0.0024537023822480734,.,.,.,.,0.009612500740033836,.,.,.,.,24.01506069111946,.,.,.,.,0.003964519069538015,.,.,.,.,100,.,.,8183.373691488996,100,.,.,29.34876981076641,.
,2016-01-01 00:00:00,131.67831182470974,136.95579578447723,130.3737624969208,127.33113912550962,120.74616561225805,0.0005322027954148048,-0.0007606792883387078,0.001730297660925955,-0.00018869672702011015,0.008051734710240413,0.03677696989486967,0.03379797638511861,0.030524643551101516,0.049257756229676763,0.045112479477483314,5790.663960037882,6019.399594709689,5347.481129116625,6097.508370479658,6761.581259963393,104.38390640364574,.,.,.,.,0.0016223925363685488,.,.,.,.,0.019138007019087633,.,.,.,.,24.054022546345166,.,.,.,.,0.003979961898669546,.,.,.,.,99.9113137737257,-0.000886862262743089,.,8176.116166180091,100.20910505148895,0.0020910505148893574,.,29.410139570990587,0.0038024090420439383
,2016-02-01 00:00:00,131.36203849218677,136.59303462948128,129.99780668203042,127.06851812687296,121.33841591803852,-0.002401863512223531,-0.002648746282828369,-0.0028836769583853394,-0.0020625041167487237,0.004904920191687903,0.03775862872759128,0.0347547181031691,0.03206082567587898,0.048411711456565865,0.056919864938821174,5776.755575560719,6003.455732408343,5332.060720999191,6084.932234363634,6794.746276413126,103.27374228072811,.,.,.,.,-0.010635395447116964,.,.,.,.,0.00531272196317345,.,.,.,.,23.798198504470918,.,.,.,.,0.003949049850754841,.,.,.,.,98.70364447234546,-0.012087412884143459,.,8077.288074290752,100.93133937409486,0.007207272455280609,.,29.622106459826544,0.0038855997757711812
,2016-03-01 00:00:00,131.74923118664728,136.86555057722563,130.3739223599924,127.54833049769626,122.35995772449677,0.002947523492363658,0.001995094028649301,0.0028932463367013555,0.0037760129566021205,0.008418947937710523,0.028445172285181952,0.02822365844004593,0.02275968515666915,0.035261735752084356,0.04828322900980253,5793.782698329327,6015.43319109133,5347.487686147291,6107.909017320637,6851.950891564201,102.59314211091451,.,.,.,.,-0.006590253773931472,.,.,.,.,-0.006333545553966924,.,.,.,.,23.641362336964058,.,.,.,.,0.003946049886246195,.,.,.,.,97.96227848567032,-0.007511029513027159,.,8016.61932517953,102.52092844006664,0.015749212046816053,.,30.088631295735713,0.003974650236045551
,2016-04-01 00:00:00,132.4281573743073,137.66627143042862,130.70737115397804,128.57537284333202,122.95631946675181,0.005153170015073604,0.0058504192605515395,0.002557634133802437,0.00805218180142566,0.004873830894889691,0.026316115568964182,0.02489074865670937,0.01837880817950488,0.03747353167288181,0.05307850400384284,5823.63904560421,6050.625997293051,5361.164603183471,6157.09101115467,6885.346141509773,102.02061318842249,.,.,.,.,-0.005580576934402245,.,.,.,.,-0.016638560751290332,.,.,.,.,23.509429895608548,.,.,.,.,0.003904612212872441,.,.,.,.,97.76021506509399,-0.0020626655861816913,.,8000.083720379963,103.25328094073171,0.007143443897830224,.,30.303567745359295,0.004012094297225903
,2016-05-01 00:00:00,133.29911260708602,138.7328418260488,131.15236699505104,130.07990494566275,121.13790556650422,0.0065768130437469565,0.00774750695677261,0.003404519861001313,0.011701557374941256,-0.014789104847427556,0.025928603824235452,0.02432860802567971,0.015394390455664153,0.04364034821957441,0.02707863220672868,5861.940030841414,6097.503264299908,5379.416794553106,6229.1385648844325,6783.518035512154,101.86433590533763,.,.,.,.,-0.0015318206605584568,.,.,.,.,-0.021833611940735964,.,.,.,.,23.473417665176505,.,.,.,.,0.003866456949429738,.,.,.,.,98.07048598142488,0.003173795353501373,.,8025.474348919327,103.82805930593678,0.005566683789302364,.,30.472258124685418,0.004018391244589883
,2016-06-01 00:00:00,133.2756508045021,139.02724054615476,130.95756232299058,130.04982351555213,119.69282091141515,-0.00017600869296909998,0.0021220549959979377,-0.0014853309667510592,-0.00023125347549402914,-0.011929252436147798,0.020773549528180224,0.0196178701735108,0.010542958820733528,0.037116801873427585,0.02523090399725003,5860.908278438323,6110.4425015650295,5371.426580205096,6227.698054941969,6702.595736461368,101.1818714440352,.,.,.,.,-0.0066997389737724275,.,.,.,.,-0.028930988673335212,.,.,.,.,23.316151893997485,.,.,.,.,0.0038408310355571695,.,.,.,.,98.81896556268498,0.007632057430630842,.,8086.725230058333,103.9177539478323,0.0008638767063075902,.,30.498582398667928,0.003992318881136232
,2016-07-01 00:00:00,133.45870996609605,139.35427994824428,131.21486104867645,130.0285133350567,119.05904031212904,0.0013735379305142583,0.0023523404536031026,0.0019647488936245816,-0.0001638616640866708,-0.005295059423448425,0.018169553573711417,0.019014650836309377,0.008864217038347277,0.030572758986375348,0.020864010939142252,5868.958458266022,6124.816342650876,5381.98008463574,6226.677573975256,6667.105093745453,100.92352247305233,.,.,.,.,-0.002553312834560093,.,.,.,.,-0.03410165134051846,.,.,.,.,23.256618464113988,.,.,.,.,0.0038237284255921776,.,.,.,.,99.32611453561357,0.005132101616737563,.,8128.2271256856275,104.09588497367604,0.001714153925354812,.,30.550861663404365,0.003977483780381817
,2016-08-01 00:00:00,134.24061270172928,140.40052796732124,131.8577406730349,130.66898328189907,119.91102102654663,0.00585876137894541,0.007507828388661795,0.004899442176141691,0.004925611547922794,0.007155951468985689,0.020577956539028053,0.024228377989933936,0.009084112367448105,0.0316424767384893,0.03175031319441546,5903.3432854159455,6170.800412663571,5408.348784853559,6257.34776893882,6714.8145742349225,101.00216843254503,.,.,.,.,0.0007792629266749858,.,.,.,.,-0.029428398291092117,.,.,.,.,23.274741484682895,.,.,.,.,0.003805616255150642,.,.,.,.,99.49238942730803,0.0016740299615247477,.,8141.834021428103,104.15841563107513,0.0006007024909284171,.,30.569213642105584,0.003971356930547385
,2016-09-01 00:00:00,134.87509986782243,140.84239395076233,132.53268806675095,131.44955554173177,120.8647062907518,0.004726491881431764,0.0031471817794298607,0.005118754426330779,0.005973661386411264,0.007953274486704829,0.038460388703197346,0.045514909767935485,0.028130195843080408,0.04381216059136017,0.042261671163911885,5931.245389527769,6190.221043286804,5436.032794135168,6294.727045687476,6768.219337671139,101.0160426030864,.,.,.,.,0.00013736507598472608,.,.,.,.,-0.025486819073799905,.,.,.,.,23.277938621315467,.,.,.,.,0.00378822829312104,.,.,.,.,99.7087000253487,0.002174142155855291,.,8159.535526000066,103.94332161786058,-0.002065066100625083,.,30.506086195290507,0.0039521938761411255
,2016-10-01 00:00:00,135.28666422573622,141.20519555802417,132.84738334432166,132.00877721108924,121.7679949404408,0.003051448030934816,0.002575940362023946,0.0023744729105036125,0.004254268240412083,0.007473551853227072,0.03160115876365066,0.03634014795303009,0.02197963195029451,0.03817498765267202,0.04428381349692034,5949.344276592633,6206.166683522057,5448.940506745451,6321.5065030400065,6818.801975845239,100.677223903899,.,.,.,.,-0.003354107827394176,.,.,.,.,-0.026803138890488354,.,.,.,.,23.19986190518011,.,.,.,.,0.00376434402825172,.,.,.,.,99.85004944032009,0.0014176236871553066,.,8171.102676837908,104.25715073538102,0.0030192331035389626,.,30.598191180590742,0.003957573510997665
,2016-11-01 00:00:00,135.72543161341875,141.57521585921722,133.11665176335958,132.67574699628636,123.17729689341763,0.0032432419721015074,0.002620443955555396,0.0020269004346137633,0.005052465444253015,0.01157366476853085,0.03025448611418957,0.03489094829884132,0.01959332457592966,0.038633042970202425,0.04128580014901995,5968.63943965696,6222.429595495062,5459.984966626759,6353.445696202237,6897.720504036668,100.47373756409489,.,.,.,.,-0.0020211755143184707,.,.,.,.,-0.033532260827126015,.,.,.,.,23.15297091236179,.,.,.,.,0.003746115416757606,.,.,.,.,100.05734901491306,0.002076108882818886,.,8188.066775687717,104.56200041846184,0.0029240170187900755,.,30.687660812346984,0.003956835066449672
,2016-12-01 00:00:00,135.8369367155567,141.7973165028257,133.11986753694197,132.74671947583664,123.85763827698906,0.000821549070151699,0.0015687819528337594,2.415756060408379e-05,0.0005349318255752726,0.005523269309604241,0.03213071028674608,0.03456340353782439,0.022830069320991075,0.04233474636181378,0.034027925351835187,5973.542969838682,6232.191230747254,5460.1168665444875,6356.844356507198,6935.818472002842,100.24836461012583,.,.,.,.,-0.0022431031176209757,.,.,.,.,-0.038060460964455034,.,.,.,.,23.101036411126085,.,.,.,.,0.00373803669036255,.,.,.,.,99.79647578679534,-0.0026072370564088443,-0.002035242132046644,8166.718544569794,104.52116480864663,-0.00039053967647699136,0.04521164808646638,30.675676063221495,0.003956835066449672
,2017-01-01 00:00:00,135.91891915568493,141.76351633398593,133.17015219848818,132.97421484696937,124.38962621677676,0.0006035356958902629,-0.00023836959452697555,0.0003777397204235153,0.0017137551272908306,0.004295156497316607,0.03220429600145769,0.03510417738782268,0.02144902201187482,0.04431811228750093,0.030174544972455974,5977.148216251915,6230.705665850567,5462.179369563135,6367.7384311165515,6965.608897777074,100.02773010784028,.,.,.,.,-0.0022008788187579736,.,.,.,.,-0.04173225975046768,.,.,.,.,23.050193829397482,.,.,.,.,0.0037286491535521308,.,.,.,.,99.44932106851422,-0.0034786270311066283,-0.004624027927985885,8138.309576685215,103.84511869317875,-0.006468030821370585,0.036284264187586235,30.477264844978198,0.00395142187685323
,2017-02-01 00:00:00,136.00365442496292,142.02679869498343,132.9604749626011,133.26680753638476,124.358587330132,0.0006234251258351165,0.001857194063790069,-0.0015745062420186033,0.0022003716265752322,-0.0002495295434899613,0.035334530325914715,0.039780681937711115,0.02279014051227235,0.04877911146585534,0.024890479979016167,5980.874520630767,6242.277295426408,5453.579134050732,6381.749822085832,6963.870772568682,99.7812847443246,.,.,.,.,-0.0024637704289599332,.,.,.,.,-0.033817478279328794,.,.,.,.,22.993403443458817,.,.,.,.,0.00371633806576196,.,.,.,.,98.97751767347988,-0.004744159034623272,0.0027747020142823153,8099.700141780422,102.98475367987044,-0.008285079011275905,0.0203446651804029,30.224758297689974,0.003937822324034105
,2017-03-01 00:00:00,135.96598414339311,141.70003007784314,132.77824766455942,133.70775784793904,125.23723674844364,-0.00027697992181959327,-0.0023007532391266525,-0.0013705373577594803,0.003308778229972112,0.007065450301225343,0.03200590180880836,0.03532283675642445,0.018441765508351526,0.04829092882837882,0.02351487428939203,5979.217938473629,6227.915355719429,5446.104800114018,6402.865616966278,7013.073655416421,99.76531433164047,.,.,.,.,-0.00016005418977159316,.,.,.,.,-0.027563516635613405,.,.,.,.,22.989723252900582,.,.,.,.,0.0037155925620614137,.,.,.,.,98.5985489265536,-0.0038288366472926014,0.006495055553208173,8068.687713045491,102.2651569095988,-0.006987410704583629,-0.0024948226119251293,30.01356549801724,0.003926625268108924
,2017-04-01 00:00:00,135.76202630345907,141.33648116260733,132.32511674102423,133.9247305049218,126.40875433304561,-0.0015000651907092996,-0.002565623416142556,-0.003412689439010676,0.001622737980764859,0.009354387041891631,0.025174924995208015,0.026660195660441754,0.012376850461940814,0.041604838806168054,0.02807854757906414,5970.248721776459,6211.936870249041,5427.518935778924,6413.255790188663,7078.6766607424815,99.96408519091456,.,.,.,.,0.001992384433464856,.,.,.,.,-0.020157965466348626,.,.,.,.,23.03552761963933,.,.,.,.,0.003728307687926004,.,.,.,.,98.66432229877827,0.0006670825579154518,0.009248212405039036,8074.07019388413,102.28681131946585,0.00021174768143360516,-0.009360183157962942,30.019920800923003,0.003928997064635482
,2017-05-01 00:00:00,135.54790674466824,140.787270093423,132.241712668482,133.87927661509417,126.8599161595499,-0.0015771682599391127,-0.003885840829392549,-0.0006302966103213436,-0.0003393987776286632,0.003569071057496615,0.0168702858826284,0.014808521474317882,0.008305955114573438,0.029207983131741333,0.047235508706267915,5960.832634988531,6187.798272329018,5424.097988991248,6411.0791390128525,7103.940960737716,100.1640287260385,.,.,.,.,0.0020001537026230333,.,.,.,.,-0.016691879097697426,.,.,.,.,23.081602215499625,.,.,.,.,0.0037400819477831065,.,.,.,.,98.8986540605058,0.0023750405036779363,0.00844462093557663,8093.246437624144,102.52141723343804,0.0022936086377692757,-0.012584672016729304,30.088774750577148,0.003933645565169237
,2017-06-01 00:00:00,135.6740586716402,141.16093252422488,132.092637580584,134.07063079607258,127.15741403385626,0.0009306814837769243,0.0026540924513554272,-0.001127292477462866,0.001429303965605917,0.0023450896336096178,0.017995844347113765,0.015347294312165971,0.008667504475945442,0.030917437423816363,0.06236458515724741,5966.380271549808,6204.221261014116,5417.983444131237,6420.242519850057,7120.600339042517,100.3636235370975,.,.,.,.,0.0019926795437204695,.,.,.,.,-0.008086902280615371,.,.,.,.,23.127596452070744,.,.,.,.,0.003744092747494835,.,.,.,.,99.11658009731039,0.002203528843489191,0.0030117147344213002,8111.080139586916,102.7158296667247,0.0018963104347648374,-0.011566111039226001,30.14583240810596,0.003935989331221222
,2017-07-01 00:00:00,135.52391857382923,141.0244518934771,131.8930836745443,134.05054508750405,126.24338393832194,-0.0011066234715831162,-0.0009668442132482111,-0.0015107117981346275,-0.00014981438104131158,-0.007188177759662167,0.015474513490036257,0.011985078218287315,0.005168794300031587,0.030931921386222472,0.06034269726480401,5959.777735100921,6198.222745590193,5409.798432620089,6419.28067519081,7069.416198049968,100.16565230807652,.,.,.,.,-0.0019725396716849327,.,.,.,.,-0.0075093511047256145,.,.,.,.,23.081976350558314,.,.,.,.,0.0037406871003346034,.,.,.,.,99.0056946982544,-0.0011187371370876063,-0.003225937497477349,8102.005973012865,102.70478625783137,-0.00010751418675346525,-0.013363628314379983,30.142591303450597,0.003940401846472318
,2017-08-01 00:00:00,135.310777838467,140.4527983507815,131.56485640496342,134.32326271202444,127.3357091934449,-0.001572716739636672,-0.004053577482629751,-0.002488585909408279,0.0020344387584725738,0.008652534660007384,0.007971992344191214,0.00037229477849565207,-0.0022212140643129707,0.02796592839665557,0.061918313290440175,5950.404692892414,6173.097769436345,5396.335684467932,6432.340308597933,7130.5845667296135,99.94501382865256,.,.,.,.,-0.002202735911361515,.,.,.,.,-0.010466652551113231,.,.,.,.,23.031132852345742,.,.,.,.,0.0037407251965256116,.,.,.,.,98.59387947494831,-0.004159510466152533,-0.009030941537655934,8068.305594371288,102.92419311718474,0.0021362866069608373,-0.011849474729550002,30.20698451755125,0.003965664563700339
,2017-09-01 00:00:00,134.9175414878694,139.77468704423273,131.04368828819022,134.31255975218815,128.55222718851735,-0.0029061716803301775,-0.004828036995426504,-0.003961301908535592,-7.968061242862701e-05,0.009553627986822938,0.0003146735022889757,-0.007580863095119295,-0.01123496248571354,0.021780250215813313,0.06360434847930274,5933.1117952874265,6143.29382502912,5374.95916962195,6431.827775782795,7198.70751900873,99.57302533970125,.,.,.,.,-0.00372193143711068,.,.,.,.,-0.014285030636718599,.,.,.,.,22.945412554950323,.,.,.,.,0.0037390245978962864,.,.,.,.,98.44737077196268,-0.0014859817238741062,-0.01265014239545148,8056.31623971542,103.21617487382458,0.00283686223614495,-0.006995608113326335,30.292677571196908,0.003982955243406878
,2017-10-01 00:00:00,135.52469055515405,140.74662764434646,131.4786692827809,134.6533439473902,129.68018807080134,0.0045001492066115804,0.006953623869006741,0.0033193586068341377,0.0025372474162565157,0.008774339480170057,0.0017594219709686776,-0.0032475286186567365,-0.010302905688350905,0.02003326439477693,0.06497760872411962,5959.811683625728,6186.011979605165,5392.800586603016,6448.146914188706,7261.871422598964,99.54502656995214,.,.,.,.,-0.0002811883002810201,.,.,.,.,-0.011245813998880139,.,.,.,.,22.938960573394752,.,.,.,.,0.0037228868657358336,.,.,.,.,97.84495867470484,-0.006119128347807621,-0.02008101925691763,8007.018606634075,102.90013307535651,-0.0030619406198148747,-0.013016063171233272,30.199923191258705,0.003995108328666568
,2017-11-01 00:00:00,135.48611651838826,141.14331754866637,131.3306108341451,134.26991145031414,129.19227013792525,-0.0002846273738592914,0.002818468271383999,-0.0011261024274391092,-0.002847552729369042,-0.003762470891927565,-0.0017632295744848259,-0.003050663267081477,-0.013417111274624971,0.012015492583376197,0.048831833432034344,5958.115358077522,6203.447058096085,5386.7277407717465,6429.785475843836,7234.548842750515,99.32557676459656,.,.,.,.,-0.002204528070534758,.,.,.,.,-0.01142747176858916,.,.,.,.,22.888390990901815,.,.,.,.,0.0037147235192812726,.,.,.,.,97.46156557124621,-0.003918373605054696,-0.025942956406729833,7975.644116270659,102.78212166149598,-0.001146853850753522,-0.017022233218977334,30.165288293054346,0.004006406104615555
