Unnamed: 0,São José dos Pinhais,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2024-05-01 00:00:00,141.39816817964464,.,.,.,.,0.005313503765730143,.,.,.,.,0.10873237122784274,.,.,.,.,5089.892091366875,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,142.09285162171625,.,.,.,.,0.004912959276735629,.,.,.,.,0.10589221404129123,.,.,.,.,5114.898523934739,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,143.3153008425981,.,.,.,.,0.008603171848055258,.,.,.,.,0.10745888502039458,.,.,.,.,5158.902874921514,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,145.34527565514492,.,.,.,.,0.014164396966771298,.,.,.,.,0.11797091230514156,.,.,.,.,5231.97562315492,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,146.53042603306517,.,.,.,.,0.008154034402412913,.,.,.,.,0.12060095929509895,.,.,.,.,5274.637332378711,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,147.77748606938587,.,.,.,.,0.008510587664839697,.,.,.,.,0.12052366578869234,.,.,.,.,5319.527595796156,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,149.04845945947622,.,.,.,.,0.008600588789916097,.,.,.,.,0.11554802690381649,.,.,.,.,5365.27866520421,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,151.87430668025308,.,.,.,.,0.01895925144764865,.,.,.,.,0.12051943610259919,.,.,.,.,5467.00033250452,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,154.245976410771,.,.,.,.,0.015616003670134049,.,.,.,.,0.12647674693031208,.,.,.,.,5552.373029761536,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,156.12294156702905,.,.,.,.,0.012168649062582526,.,.,.,.,0.1305492267205539,.,.,.,.,5619.937908625252,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,157.03372472123792,.,.,.,.,0.005833756045506178,.,.,.,.,0.1269632434496899,.,.,.,.,5652.723255375065,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,157.8109727304966,.,.,.,.,0.004949561061730057,.,.,.,.,0.12200535530850298,.,.,.,.,5680.701754292605,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,157.9879710520601,.,.,.,.,0.001121584377188789,.,.,.,.,0.11732685851586355,.,.,.,.,5687.073140631689,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,158.02373930597568,.,.,.,.,0.00022639859020534558,.,.,.,.,0.11211603893115685,.,.,.,.,5688.360685973123,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,158.41974751281745,.,.,.,.,0.002506004531857009,.,.,.,.,0.10539311979541122,.,.,.,.,5702.615743631009,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,159.38469962519648,.,.,.,.,0.006091110025919999,.,.,.,.,0.0965936037946109,.,.,.,.,5737.351003561008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,160.9274850519789,.,.,.,.,0.009679633179410452,.,.,.,.,0.09825303459955115,.,.,.,.,5792.8864566970005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,161.77061358527013,.,.,.,.,0.005239182933971298,.,.,.,.,0.09469052348957985,.,.,.,.,5823.236448559361,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,162.37885204341097,.,.,.,.,0.003759882247218238,.,.,.,.,0.08943663444947614,.,.,.,.,5845.131131903652,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,162.8900751251404,.,.,.,.,0.0031483353607695275,.,.,.,.,0.07253213980478779,.,.,.,.,5863.53356493456,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,164.51408428596594,.,.,.,.,0.009969969990976324,.,.,.,.,0.06656969675403412,.,.,.,.,5921.99281861804,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
