Unnamed: 0,Diadema,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2024-05-01 00:00:00,136.88463036717823,.,.,.,.,0.008610333227438316,.,.,.,.,0.06796225265260003,.,.,.,.,6351.79680852628,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,137.8026343810978,.,.,.,.,0.006706406785459418,.,.,.,.,0.07152008021066658,.,.,.,.,6394.39454174284,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,138.12186872342212,.,.,.,.,0.00231660551162971,.,.,.,.,0.06961429945863129,.,.,.,.,6409.2078313817765,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,137.61556171342218,.,.,.,.,-0.003665654213047098,.,.,.,.,0.06070957764385665,.,.,.,.,6385.713891692378,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,136.7277459463115,.,.,.,.,-0.0064514198543875745,.,.,.,.,0.0460174525375896,.,.,.,.,6344.516970307074,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,137.12374293451504,.,.,.,.,0.0028962445439495443,.,.,.,.,0.04009892688620553,.,.,.,.,6362.892242966322,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,137.61896025172248,.,.,.,.,0.003611462950248834,.,.,.,.,0.037477037364868515,.,.,.,.,6385.871592558221,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,139.01456840644042,.,.,.,.,0.010141103756089898,.,.,.,.,0.04583339262203756,.,.,.,.,6450.6313789514215,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,139.86143547182766,.,.,.,.,0.0060919303285627,.,.,.,.,0.04921330850206651,.,.,.,.,6489.928175887234,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,140.71486007405616,.,.,.,.,0.006101929379956905,.,.,.,.,0.04973918548943779,.,.,.,.,6529.529259297491,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,140.59901279158376,.,.,.,.,-0.0008232768196011486,.,.,.,.,0.041700446666926405,.,.,.,.,6524.153649215404,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,140.08361922256955,.,.,.,.,-0.0036656983486662575,.,.,.,.,0.03218152019541476,.,.,.,.,6500.23806995703,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,139.82554128293742,.,.,.,.,-0.001842313477224633,.,.,.,.,0.02148459551573123,.,.,.,.,6488.26259375558,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,140.31171103750512,.,.,.,.,0.0034769738783555493,.,.,.,.,0.01820775537184871,.,.,.,.,6510.82211330998,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,141.16982365192092,.,.,.,.,0.006115759034443169,.,.,.,.,0.022067142275652873,.,.,.,.,6550.640732471107,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,141.33994546164368,.,.,.,.,0.001205086223966756,.,.,.,.,0.027063681620377755,.,.,.,.,6558.534819375965,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,141.45484717625646,.,.,.,.,0.0008129457970107445,.,.,.,.,0.03457309412385934,.,.,.,.,6563.866552691925,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,142.10142381458908,.,.,.,.,0.004570904788628205,.,.,.,.,0.0363006491330331,.,.,.,.,6593.86936174954,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,142.84615782142757,.,.,.,.,0.005240862384392475,.,.,.,.,0.03798312064081788,.,.,.,.,6628.426923655131,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,143.8540682912138,.,.,.,.,0.007055915854917272,.,.,.,.,0.03481289723983472,.,.,.,.,6675.196546278909,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,144.00787886884595,.,.,.,.,0.0010692125670077601,.,.,.,.,0.02964679565192574,.,.,.,.,6682.333750313437,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
