Unnamed: 0,Praia Grande,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2014-10-01 00:00:00,115.8936608450799,117.85138516389348,114.42087246676272,114.05388186952176,119.93683975001976,0.0031832220249084987,0.006647855606700111,0.00015119275237825277,0.001389650397686982,0.011266027701223666,0.06543967668968098,0.07504605897632954,0.05527717334271198,0.06805562679004518,0.09955523110035158,3504.130407088519,3340.9172392898695,3499.2609522947178,4054.226631635738,3986.746266341922,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-11-01 00:00:00,115.93915633199423,118.34177008535671,114.18749672961894,113.51562131943459,119.6833785224827,0.00039256234191377534,0.0041610450380473755,-0.0020396255692908165,-0.0047193531799552884,-0.0021132891950907742,0.05840395831916401,0.07056270646190765,0.046798399413392255,0.05613216185454095,0.09906405206589741,3505.5059967274974,3354.818946390944,3492.1237701827963,4035.0933042894685,3978.3211185336927,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-12-01 00:00:00,116.03319570320133,118.56581610317474,114.19806667525096,113.38894219049456,120.56685745741817,0.0008111096732307354,0.0018932116500914387,9.256657633049665e-05,-0.001115962080527665,0.00738180143176279,0.05135620614846603,0.06307918869196438,0.040126307839076114,0.04829999564373977,0.10437117099736115,3508.349346551012,3361.1703287041983,3492.447024124325,4030.5902931704904,4007.6882950624968,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-01-01 00:00:00,116.22119886336488,119.09471913542035,114.19289977783089,113.2306821694999,118.8396285871512,0.0016202532303293802,0.004460839132464277,-4.5245051606346005e-05,-0.0013957271135732253,-0.014325901053504663,0.04520556064411885,0.061247702018007555,0.03115704466731417,0.03822187453181347,0.0848033732105955,3514.0337609128846,3376.1639688373602,3492.289008178486,4024.9646890146073,3950.274549094143,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-02-01 00:00:00,116.18289703105977,118.89167626416209,114.19880523334677,113.62603147629004,119.25032212113814,-0.00032955977635495406,-0.0017048855963746612,5.17147346935443e-05,0.0034915386820536846,0.003455863493260254,0.03745455753018123,0.05155582163403594,0.024193466043263,0.03540983620395344,0.06982322165959931,3512.8756767325344,3370.4079955158904,3492.4696109780166,4039.018008920202,3963.9261586967123,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-03-01 00:00:00,115.85022585173817,118.09259966993878,114.19462561648791,113.66314094155518,119.56499869884485,-0.0028633403695610187,-0.006721047421754369,-3.6599479743400394e-05,0.00032659298915051205,0.002638790169363557,0.02741846417756255,0.03683818205718237,0.017884326259278494,0.02806835817349551,0.057720413383817615,3502.817117994097,3347.755323547368,3492.341788407235,4040.337123884968,3974.3861280763645,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-04-01 00:00:00,116.82348747265941,118.73354086482627,115.3654184974448,114.97647477387932,122.03751166607582,0.008401033435763785,0.005427445891434963,0.010252609303075854,0.011554614991674763,0.02067923718594791,0.030584144957989556,0.036487702880988904,0.02300747778478529,0.03638655007078673,0.06792046677209007,3532.2444017217313,3365.925084423685,3528.14740431658,4087.0216637880294,4056.5734014873965,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-05-01 00:00:00,117.99238507913512,119.9016554297981,116.5268661278769,116.02139923597855,124.87514772198915,0.010005672932416762,0.00983811782638319,0.010067554433201528,0.009088158809480495,0.023252162529155743,0.04387664918767609,0.048828805869493674,0.03753670927090602,0.046825675735754135,0.09336543400108588,3567.586883922719,3399.0394519990236,3563.667220357896,4124.165165726322,4150.897505530232,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-06-01 00:00:00,118.77114616313928,121.11288607606404,117.07054751193107,116.24963907138856,123.79080172366794,0.006600096128931226,0.01010186758409784,0.004665717032650028,0.0019672218824544683,-0.008683441165853907,0.052930745313731764,0.06061561956050898,0.045712883355773615,0.050069192570872945,0.08312549710420392,3591.133300304923,3433.3760984562423,3580.294283206617,4132.278313687195,4114.85343125547,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-07-01 00:00:00,119.62832176368387,122.13437960927952,117.80383460643118,116.77763973935376,126.8060306178106,0.007217035687836314,0.008434226664980301,0.0062636342793680804,0.00454195533149959,0.024357455094873727,0.057246897814533515,0.06480844658790597,0.0508208174548177,0.04979839424744359,0.1016688743447065,3617.050637493001,3462.3339706967486,3602.719937209135,4151.046937205287,4215.080788929263,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-08-01 00:00:00,120.24981324432574,122.7010361460553,118.46985322862064,117.3234071616516,128.48805184384497,0.005195186820973461,0.004639615303967418,0.005653624301912985,0.004673560996060334,0.013264520763242851,0.05197907497755638,0.05986373151653579,0.04574343899262345,0.04200904499197522,0.09689068514033816,3635.841891295698,3478.3978683746395,3623.0883621991265,4170.447108263826,4270.991815572762,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-09-01 00:00:00,120.776941178621,123.28130749353397,119.08962438991823,117.35257651761232,127.57422879836147,0.0043836070932120885,0.004729147900495015,0.005231467283930587,0.00024862349863851417,-0.0071121246868470715,0.045453220774892555,0.053028470154777185,0.04096068584521717,0.03035209013471496,0.07566185554713867,3651.7799936001798,3494.8477263509494,3642.0424304327607,4171.483979414769,4240.6159892439055,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-10-01 00:00:00,121.13286075071743,123.57634288300456,119.59436091901448,117.2370462272464,128.45190844705832,0.0029469165937068614,0.002393188354901741,0.0042382913850131975,-0.000984471698826189,0.006879756648061328,0.04520695840854483,0.04857777200623903,0.04521455168727684,0.027909303090325244,0.07099627366192252,3662.5414846598865,3503.2115552318073,3657.4784674895163,4167.377271494928,4269.790395287782,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-11-01 00:00:00,121.5343327636449,123.97025804716287,120.05933166817232,117.32461105403823,129.44937376377123,0.00331431133087556,0.0031876260048515582,0.003887898606462739,0.0007469040683787357,0.007765282188267661,0.04825959243336886,0.04756129604742676,0.05142274860843221,0.033554762686671014,0.08159859256859114,3674.680287402296,3514.3784834857606,3671.6983729264366,4170.489902533476,4302.946522591947,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-12-01 00:00:00,121.68760012771018,123.98830246774612,120.10535747250715,118.40704549364004,130.7810948699035,0.0012611034312694242,0.0001455544327121931,0.0003833588251350731,0.009225979356567058,0.010287582453372761,0.04873092040808835,0.04573397748852659,0.051728465894742115,0.044255667318203074,0.08471845105602771,3679.3144393215575,3514.8900168522605,3673.1059509009324,4208.966756281022,4347.213439735566,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-01-01 00:00:00,121.72358903590803,123.83467901554853,120.11639651066618,119.34555050017441,130.85967869104988,0.00029574836022788526,-0.0012390156905128969,9.191128848328454e-05,0.007926090906345348,0.0006008805877068624,0.04734411816739237,0.039799916524749124,0.05187272364884166,0.05400363411677489,0.10114513354511012,3680.40259053375,3510.535012970953,3673.443550801615,4242.327409413091,4349.825595902121,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-02-01 00:00:00,121.81510657806957,123.95658003886561,120.04521010311238,120.0452677988062,131.16598174569373,0.0007518472211212285,0.0009843851842323652,-0.0005926452143232405,0.0058629525415844095,0.002340698507804082,0.04847709680973189,0.04260099557726771,0.051194974043900165,0.05649441628044216,0.09992140409022365,3683.1696909940497,3513.990731626451,3671.266502061146,4267.199973680343,4360.007226183657,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-03-01 00:00:00,122.65458817357337,124.66031992171804,121.00917711632361,120.93629194181457,131.0983548200064,0.0068914407997974795,0.005677309608185249,0.008030033121548475,0.007422401227024708,-0.0005155828118485552,0.058734130829777076,0.05561500271935427,0.05967488805227794,0.06398865049839864,0.09646097308302792,3708.552036875144,3533.9407449701876,3700.7468936707282,4298.872844000948,4357.7592813983,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-04-01 00:00:00,123.06445565410647,125.06222608937223,121.40132280526802,121.32178506692274,133.5360574879773,0.0033416400204537696,0.003224010398068673,0.0032406276803902045,0.0031875718935854176,0.018594456591905974,0.053422204014476504,0.05330157913635314,0.052319875283570516,0.0551879008773104,0.0942214050821053,3720.944682779502,3545.33420667813,3712.739636492476,4312.575810252583,4438.789447194237,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-05-01 00:00:00,123.47517616005914,125.0195020537223,122.02574534280667,122.36363792762934,137.9701183800845,0.003337442186451075,-0.0003416222226797293,0.005143457444366018,0.00858751674426734,0.03320497081851033,0.046467329881049624,0.042683702786077804,0.04718979749181007,0.05466438720283984,0.10486450584425988,3733.3631205372617,3544.1230417263023,3731.8359548147864,4349.610127234049,4586.179321257833,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-06-01 00:00:00,123.4408926054206,124.62735788697603,122.1101050455535,122.91236319846423,143.26537175742942,-0.00027765544220881413,-0.0031366639628573325,0.0006913270843774469,0.0044843817994314715,0.03837971177757045,0.039317179240378364,0.029018149304977703,0.04304718514371708,0.05731393387797201,0.15731839331030106,3732.326531949103,3533.006318701387,3734.4158740848034,4369.11543972324,4762.195561767962,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-07-01 00:00:00,123.0914389457691,123.83480367837761,121.96913571048213,123.34792301271904,144.43154968867253,-0.002830939182921496,-0.0063593918866288466,-0.001154444466481813,0.003543661539982799,0.008139984679742657,0.028948974047519727,0.013922566885244958,0.03535794159813843,0.05626319634503707,0.13899590567569042,3721.7605425263505,3510.5385469828293,3730.104698343424,4384.598106070733,4800.959760682692,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,122.8652366006375,123.63752915478887,121.72270020834563,123.12228298925406,143.80453735121787,-0.0018376773158956497,-0.0015930458782904824,-0.002020474283932514,-0.0018292973075980752,-0.004341242192624865,0.021749916159933713,0.007632315407824386,0.02745717067318143,0.0494264185458968,0.1192055236854821,3714.9211476021546,3504.9460980199788,3722.568117724045,4376.577372560398,4780.117631604522,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,123.19065876146932,124.12055235367774,122.04394757269914,123.09867638271686,139.86976286330705,0.002648610541398048,0.0039067684560741625,0.0026391738254544933,-0.00019173301504859218,-0.027361963401063148,0.01998492062552404,0.006807559695842569,0.024807561514410326,0.048964411652624884,0.0963794504639286,3724.7605269141563,3518.6391108759635,3732.3926220638136,4375.738238185163,4649.324227915783,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,123.30099552670421,124.41082213149663,122.16895967136023,122.6266928956657,136.51142964373116,0.0008956585372964992,0.0023386117150992064,0.0010243203464604944,-0.0038341881563677275,-0.024010430494959475,0.01789881591625786,0.006752742709679627,0.021527760444233435,0.045972214772217024,0.0627434912731919,3728.096640479472,3526.867841521864,3736.215787767573,4358.960834456948,4537.691951692881,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,123.53186145312468,124.53917291442339,122.50307458870677,122.82613395957917,136.48391058017944,0.001872376824163381,0.0010316689555437905,0.002734859314881022,0.001626408241174427,-0.0002015879814865212,0.016435920978514762,0.00458912384488297,0.02035446047033318,0.04689146510792197,0.05434199186815181,3735.0770422273467,3530.506401584268,3746.433812317155,4366.050284281066,4536.777207531732,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,123.62772703349914,124.4485208068965,122.75798746996291,122.84044735251275,138.4320481317441,0.0007760393087806376,-0.0007279003497894212,0.0020808692525634887,0.00011653377397929877,0.014273752439267918,0.0159435053674557,0.0037117883702786347,0.02208585905972571,0.037442044435699096,0.0585019820292183,3737.975608833439,3527.936544739621,3754.2296512439707,4366.559076598076,4601.534042264153,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,124.04279276510474,124.77750600435913,123.10394920667544,123.66147009082626,142.71017236941142,0.0033573838293824727,0.0026435444578172206,0.0028182421677219447,0.006683651484575266,0.030904146080363425,0.019053034400033475,0.0076135941588075795,0.024872147207179784,0.03616322160787666,0.09055878630376046,3750.5254276971627,3537.2628018399982,3764.8099795544185,4395.743635652866,4743.74052250005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,124.29679595430113,124.95021974094952,123.33865762949425,124.24971768989917,144.37329530966468,0.0020477061466794445,0.0013841736553410794,0.0019065872730432481,0.004756919019649825,0.011653849985887425,0.020372591265116036,0.008016030304904831,0.027435059870801748,0.035023870313151795,0.10069160759668216,3758.205401668736,3542.1589878223235,3771.9879183468634,4416.653832158809,4799.023362921242,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,124.57062748714469,125.28478145702783,123.41555649206174,125.1700940644897,144.34095220347396,0.002203045788438872,0.0026775600456881176,0.0006234773755888215,0.00740747256172923,-0.00022402415987904302,0.015621423887216102,0.005009304770771772,0.019885924630533847,0.0350085326306524,0.10101268930223584,3766.4849002509704,3551.6433312035915,3774.339667474947,4449.370074235182,4797.948265744123,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,124.68309366451291,125.52443010574426,123.32884037790181,125.50383428316476,146.3138621762984,0.0009028306241760714,0.0019128312787026933,-0.0007026351995220916,0.0026662935836982583,0.013668400704765203,0.013152766180966946,0.003695792333343828,0.01587723698633492,0.03447071945022184,0.09568804807249531,3769.885398164414,3558.4370256583134,3771.6876835696266,4461.233401115615,4863.528545201047,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,124.82830495002966,125.77787958527601,123.51276614566353,125.13790546926946,144.6825403895517,0.0011646429459593742,0.0020191247179393726,0.001491344337610936,-0.002915678361425193,-0.011149468426860688,0.010958711151920042,0.006066073845245601,0.012186123499425383,0.022672319887064196,0.04865127382855183,3774.2759686004606,3565.6219538140504,3777.3125686397557,4448.2258794227155,4809.302787243191,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,125.10876878902481,126.09664723611432,123.98372660085931,124.35654363317661,145.56832671387428,0.002246796823103618,0.0025343697309047506,0.0038130508278016832,-0.00624400602809131,0.006122275168362768,0.01351153696640539,0.011789460789747075,0.015343706031592186,0.011749675924630054,0.016074749454069837,3782.7559998562288,3574.6585581656464,3791.7156534564724,4420.451130217288,4838.746662274668,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,125.83571048775559,126.50288011401926,125.25802308723503,124.07729011608305,145.08694301330013,0.005810477600947732,0.0032215993589763147,0.01027793341361694,-0.0022455876380522515,-0.003306926111202372,0.02229457682427083,0.02154544890765231,0.02696491499750997,0.005913087837634778,0.004537743491919377,3804.7356188632443,3586.1746758851928,3830.686654466067,4410.524619804658,4822.745284591699,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,126.55558689306692,126.7937327780556,126.45364960860414,124.31961622875343,148.2324931097665,0.005720764022557667,0.002299178198742825,0.009545308890404785,0.001953025508887767,0.021680449192302692,0.030035756203559583,0.025527876890157675,0.038866615612049626,0.009724748521791726,0.030791488503134623,3826.5016135069804,3594.419930516872,3867.2517418452967,4419.138486894713,4927.304568701707,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,127.21567070297228,126.99303713767299,127.56061251608978,124.83265558817806,150.38810523485898,0.005215761912297904,0.001571878635091902,0.008753902405441617,0.004126777213345079,0.014542102611040037,0.03267302879917611,0.02314270062068524,0.04520228207223842,0.014086091389563071,0.07520097379325219,3846.459734880056,3600.0699224112004,3901.105286170685,4437.375286905047,4998.957937335612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,127.38026420193368,127.01797885335947,127.79737402593311,125.17689709185746,151.86079077512196,0.001293814653901539,0.0001964022299856535,0.0018560706567121925,0.0027576238129152163,0.009792566625951469,0.03308382594807191,0.020956028400062943,0.046070739815690986,0.02079648513689869,0.11244011707627499,3851.436340850686,3600.776984172066,3908.3460132210907,4449.611898663057,5047.9105659973,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,127.48659719918703,127.01752463855303,127.93315766941878,125.50360985466551,153.43176415378537,0.0008347682266129031,-3.575988301402107e-06,0.0010624916554084888,0.002610008479186948,0.010344825485531145,0.03201389260666976,0.019900178121727397,0.04432609629548501,0.021798910449851716,0.12417473606641471,3854.6513975348507,3600.7641078356946,3912.498598246587,4461.225423447659,5100.130319869111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,127.52707000845325,127.07502784433547,127.90433855213755,125.70353892708914,154.59847962735873,0.00031746717031734854,0.000452718677568941,-0.00022526698946719514,0.0015930145169142358,0.0076041325602172,0.03154100676701366,0.021105168791153872,0.04192273910839295,0.023307401074177392,0.11678243379184305,3855.8751228065858,3602.3942410008317,3911.617241466065,4468.332220310438,5138.912386895779,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,128.0152647985617,127.50792313744526,128.42122265791136,126.25675650251819,155.5481639472714,0.003828165973515128,0.003406611829667089,0.004041177270645144,0.00440097057052559,0.006142908534429096,0.032025012859711266,0.021882286483516866,0.04319336207735236,0.020987025382972924,0.08995848974681553,3870.6360527498377,3614.6661998373497,3927.4247801537417,4487.997218911356,5170.480255654925,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21.85451918929767,.,.,.,.,0.0057811776606344865,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,128.5746656580093,128.00211702100688,129.1723810253275,126.83664979708097,149.87163080902022,0.004369798088750219,0.0038757896090026883,0.005849176264402057,0.004592968413149654,-0.036493732836187405,0.03441657261447806,0.024424905265350016,0.0472984180949787,0.020820426438619588,0.03808415876053961,3887.5499507753916,3628.6758855346925,3950.3969799580414,4508.610448376119,4981.790130570273,99.85125636969182,.,.,.,.,-0.0014874363030817905,.,.,.,.,.,.,.,.,.,21.82201198406911,.,.,.,.,0.005753577669987554,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,129.16923750276212,128.42177258599153,130.1263962044569,127.41066843293085,141.74617481014124,0.004624331253050142,0.0032785048775073825,0.007385597227183956,0.004525652772824045,-0.05421610450901922,0.03691568476759888,0.025038884152419394,0.054375962829506186,0.01790023715478517,-0.017976723540488515,3905.527269510556,3640.572517124312,3979.5730209394956,4529.014853753396,4711.696876209274,100.46442723955548,.,.,.,.,0.006140842811165337,.,.,.,.,.,.,.,.,.,21.956017529486648,.,.,.,.,0.005757791270854336,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,129.40191821191058,128.44749062269545,130.57648384757266,127.84516250276415,138.9451601872131,0.0018013631855919466,0.00020026227785255573,0.0034588496741933122,0.003410185937938328,-0.019760777507258194,0.03784654686299893,0.023286785803279475,0.05876681761916158,0.018655431787979015,-0.05036229568054518,3912.562542554178,3641.3015864692784,3993.3377657864007,4544.45963652038,4618.590082556859,100.69222790784687,.,.,.,.,0.0022674759071508177,.,.,.,.,.,.,.,.,.,22.00580227025174,.,.,.,.,0.005753691390444764,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,129.4741330749243,128.5813612823123,130.61224643269136,127.8119437453735,139.086756891609,0.0005580664028137826,0.0010422209026260169,0.0002738822800623182,-0.00025983585722253404,0.00101908338660455,0.03721774582098525,0.022289147394439546,0.05747972868371454,0.021368731289503007,-0.03867628728992634,3914.746012258085,3645.0966270954623,3994.4314702387537,4543.2788229551115,4623.29681097953,101.10926674879181,.,.,.,.,0.0041417182796532614,.,.,.,.,.,.,.,.,.,22.096944103772877,.,.,.,.,0.005769602590707564,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,129.3044534344254,128.34906165365052,130.2995294058143,127.53800680635423,149.5070526118549,-0.0013105292653375947,-0.0018066353190314775,-0.002394239708894645,-0.002143281222332473,0.07491939529775993,0.03353629554516613,0.017862603541857647,0.05094057888167414,0.0255833997972974,0.027057574864637113,3909.6156230426573,3638.5112667876697,3984.8678437982503,4533.541298766051,4969.671412340178,101.29292450214643,.,.,.,.,0.0018164284962221,.,.,.,.,.,.,.,.,.,22.137081622722395,.,.,.,.,0.005798661867431987,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,129.05929474692056,128.11918327791417,129.90277134821338,127.13980753820152,157.2815599510471,-0.0018959802310998146,-0.0017910405637141754,-0.003044969229053942,-0.003122200809969603,0.05200094044644239,0.025617404206404792,0.012776809211285212,0.037081443140321246,0.024682336463451637,0.08405040925446383,3902.2030691101695,3631.994545517322,3972.734043832038,4519.386672451013,5228.098999491666,101.47079432969397,.,.,.,.,0.0017559945911500563,.,.,.,.,.,.,.,.,.,22.17595421831574,.,.,.,.,0.005832773016218668,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,128.41343389431157,127.57302239341165,129.10840020181115,126.87055897907342,155.07195358060164,-0.005004373019978877,-0.004262912629701978,-0.006115120856604808,-0.002117736091799582,-0.01404873127614692,0.014680086804973902,0.006146120934227506,0.020993862980024147,0.02051922960915631,0.04614008931071889,3882.6749893526357,3616.511670098227,3948.440295022857,4509.815804181965,5154.650841562716,101.03307725093437,.,.,.,.,-0.0043137247683051605,.,.,.,.,.,.,.,.,.,22.08029325534339,.,.,.,.,0.005830186450243936,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,128.25117264845633,127.50933045678104,128.82410850909423,127.01237442202456,152.95151292671503,-0.0012635846650497814,-0.0004992586632790214,-0.002201961237785742,0.001117796312180916,-0.013673914624313367,0.00813973577124627,0.004065524620443073,0.009905063703304906,0.017461126846787467,0.01704528219072121,3877.7689007767176,3614.706095316081,3939.745982543505,4514.8568596564955,5084.166586037043,100.61268976799974,.,.,.,.,-0.00416088962519201,.,.,.,.,.,.,.,.,.,21.988419592216033,.,.,.,.,0.005799349471611951,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,128.21471013355878,127.42747990760749,128.83853111398562,127.23964350393588,149.75766887004218,-0.0002843055088275142,-0.0006419181159554091,0.00011195579040521758,0.0017893459825904375,-0.02088141526395462,0.006550825882275291,0.00322396134739944,0.00814693647649789,0.016478651092978858,-0.01384901194274768,3876.6664297162665,3612.385749989643,3940.187059918977,4522.935500640293,4978.0019922828815,100.45853070150991,.,.,.,.,-0.0015322030138076315,.,.,.,.,.,.,.,.,.,21.954728869447973,.,.,.,.,0.005784629310468145,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,128.70971112180493,127.61233769714349,129.44131994027845,127.82920570467897,158.11233823712772,0.003860719161869443,0.0014506901468194563,0.004678637835132761,0.004633478878969462,0.055787923450755735,0.009594058901006619,0.00468292119755187,0.011788673853863507,0.01853011122713144,0.030505900190595403,3891.6331500856477,3617.626202403664,3958.6217681750145,4543.89242675345,5255.714386366068,100.78935746805729,.,.,.,.,0.003293167481518866,.,.,.,.,.,.,.,.,.,22.027029468626402,.,.,.,.,0.005791576498793137,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,128.90761716124925,127.57628170483086,129.80397593150386,128.1925123421341,159.33188103728253,0.0015376154426842788,-0.0002825431534543816,0.0028017018938986922,0.00284212543958444,0.00771314126242199,0.010825522398534515,0.003944550467535057,0.01485201675619452,0.01980034481359061,0.030617386544376846,3897.6169853144816,3616.604066888418,3969.7126462801384,4556.806739014261,5296.252453863052,101.35335158412387,.,.,.,.,0.0055957705281068915,.,.,.,.,.,.,.,.,.,22.150287670948682,.,.,.,.,0.005820816972914295,.,.,.,.,.,.,.,.,.,.,.,.,.
