Unnamed: 0,Londrina,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2024-05-01 00:00:00,120.66355561685953,.,.,.,.,0.01734352459193822,.,.,.,.,0.0662651437211843,.,.,.,.,4876.34819256763,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,122.61146845783126,.,.,.,.,0.01614334030696818,.,.,.,.,0.07770368364641711,.,.,.,.,4955.068740895517,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,124.88342983267312,.,.,.,.,0.018529762373926895,.,.,.,.,0.09286422178340903,.,.,.,.,5046.884987210785,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,125.85513682426375,.,.,.,.,0.0077809121105385515,.,.,.,.,0.09079166178395637,.,.,.,.,5086.1543557282685,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,126.80430190909311,.,.,.,.,0.007541727010751398,.,.,.,.,0.0941348822981447,.,.,.,.,5124.512743413715,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,126.94187580818074,.,.,.,.,0.0010849308502660637,.,.,.,.,0.08542705074504542,.,.,.,.,5130.072485381626,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,127.32639270418065,.,.,.,.,0.0030290784152342543,.,.,.,.,0.0855695487382393,.,.,.,.,5145.611877215682,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,127.83295030577446,.,.,.,.,0.003978417913485632,.,.,.,.,0.08536896094650692,.,.,.,.,5166.083271683841,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,128.45227890596433,.,.,.,.,0.004844827555872344,.,.,.,.,0.09002280894007808,.,.,.,.,5191.112054274427,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,129.61196105430966,.,.,.,.,0.00902811657545044,.,.,.,.,0.10035095245611059,.,.,.,.,5237.978019056642,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,130.4737647234114,.,.,.,.,0.006649106009133154,.,.,.,.,0.10481182261716393,.,.,.,.,5272.805890178858,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,132.2272271683148,.,.,.,.,0.01343919560089768,.,.,.,.,0.11483962698374706,.,.,.,.,5343.668159902537,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,132.76377256490036,.,.,.,.,0.004057752764508704,.,.,.,.,0.10028062645909763,.,.,.,.,5365.351444150998,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,134.02310168877645,.,.,.,.,0.009485487641295087,.,.,.,.,0.09307149954630778,.,.,.,.,5416.244418965697,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,135.38564186750762,.,.,.,.,0.010166457585015554,.,.,.,.,0.08409612106991338,.,.,.,.,5471.308438121188,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,136.62803314786507,.,.,.,.,0.00917668419796902,.,.,.,.,0.08559758938281492,.,.,.,.,5521.51690780751,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,137.5796517314993,.,.,.,.,0.006965031712081737,.,.,.,.,0.08497621658081522,.,.,.,.,5559.974448169184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,138.79034182163582,.,.,.,.,0.008799921172204295,.,.,.,.,0.09333772593181977,.,.,.,.,5608.901785032544,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,140.45709747342485,.,.,.,.,0.01200916166004573,.,.,.,.,0.10312633924806902,.,.,.,.,5676.259993304318,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,141.70596235866296,.,.,.,.,0.008891433097386825,.,.,.,.,0.1085245394063461,.,.,.,.,5726.730079278158,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,141.8192561257038,.,.,.,.,0.0007994989424233712,.,.,.,.,0.10406181450097107,.,.,.,.,5731.308593920085,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
