Unnamed: 0,Manaus,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2023-12-01 00:00:00,139.9893203855432,.,.,.,.,0.011937967732432053,.,.,.,.,0.10912462513582821,.,.,.,.,6383.951324044465,.,.,.,.,124.77329753022123,.,.,.,.,0.0221429878112165,.,.,.,.,0.035872493516626136,.,.,.,.,42.668337483204375,.,.,.,.,0.00660144956283213,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,140.2192739395911,.,.,.,.,0.0016426506923139517,.,.,.,.,0.10523327851627196,.,.,.,.,6394.437926106605,.,.,.,.,126.7617362518162,.,.,.,.,0.0159364123651005,.,.,.,.,0.07816275687549146,.,.,.,.,43.348317704269995,.,.,.,.,0.00671175596956605,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,140.95481008371408,.,.,.,.,0.005245613698155793,.,.,.,.,0.09801528170185692,.,.,.,.,6427.980677283797,.,.,.,.,129.2137150207167,.,.,.,.,0.0193432090897647,.,.,.,.,0.11516839618990837,.,.,.,.,44.18681327731324,.,.,.,.,0.0068128905586988,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,141.83715099519236,.,.,.,.,0.0062597431826147965,.,.,.,.,0.0858323475531515,.,.,.,.,6468.218185506404,.,.,.,.,129.06088984030094,.,.,.,.,-0.0011827318825347,.,.,.,.,0.11382352034690402,.,.,.,.,44.13455212446255,.,.,.,.,0.00676538920142998,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,142.81506250542625,.,.,.,.,0.006894607677695452,.,.,.,.,0.0857180821684913,.,.,.,.,6512.814012269206,.,.,.,.,128.79602809872392,.,.,.,.,-0.00205222311658282,.,.,.,.,0.09824392538119553,.,.,.,.,44.0439781763527,.,.,.,.,0.00670141992681399,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-05-01 00:00:00,143.358149674097,.,.,.,.,0.003802730322301384,.,.,.,.,0.09751414925135093,.,.,.,.,6537.580487597172,.,.,.,.,127.69633685246211,.,.,.,.,-0.008538238814467802,.,.,.,.,0.0689854764758715,.,.,.,.,43.66792017234379,.,.,.,.,0.006615700102047921,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,143.22971431577193,.,.,.,.,-0.0008959055248485281,.,.,.,.,0.09886541163841556,.,.,.,.,6531.723433119192,.,.,.,.,128.75887462741716,.,.,.,.,0.008320816408247333,.,.,.,.,0.06733250401149182,.,.,.,.,44.03127291902786,.,.,.,.,0.006670902773248408,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,143.62010648539226,.,.,.,.,0.002725636726186975,.,.,.,.,0.09197656111658392,.,.,.,.,6549.526538393798,.,.,.,.,129.95583249417766,.,.,.,.,0.00929611935661967,.,.,.,.,0.07513831694766582,.,.,.,.,44.440592887507044,.,.,.,.,0.006716240577031769,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,143.44967937327903,.,.,.,.,-0.0011866521776362493,.,.,.,.,0.07396329971963089,.,.,.,.,6541.754528464527,.,.,.,.,132.93583479401119,.,.,.,.,0.022930885383440014,.,.,.,.,0.10617656548601317,.,.,.,.,45.45965502938259,.,.,.,.,0.006883479746915772,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,145.16453612343238,.,.,.,.,0.011954413266348496,.,.,.,.,0.0774529725872577,.,.,.,.,6619.957365584798,.,.,.,.,134.29052105132934,.,.,.,.,0.010190527327844201,.,.,.,.,0.11277948467161125,.,.,.,.,45.922912886273885,.,.,.,.,0.006877188379397814,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,147.47648633984758,.,.,.,.,0.01592641204356804,.,.,.,.,0.0808002543401587,.,.,.,.,6725.389534299954,.,.,.,.,135.7120960308169,.,.,.,.,0.01058581773574474,.,.,.,.,0.12269549999955864,.,.,.,.,46.40904447198246,.,.,.,.,0.006839835841838545,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,150.11628901659935,.,.,.,.,0.017899820793591203,.,.,.,.,0.0851425809670523,.,.,.,.,6845.772801731016,.,.,.,.,136.28053345449268,.,.,.,.,0.004188553859979516,.,.,.,.,0.11641027690193329,.,.,.,.,46.60343125434354,.,.,.,.,0.0067378467506481925,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,151.81870846500988,.,.,.,.,0.011340671019533843,.,.,.,.,0.08450207520750497,.,.,.,.,6923.408458949921,.,.,.,.,138.31011376625403,.,.,.,.,0.014892664860598481,.,.,.,.,0.10849129183873707,.,.,.,.,47.29748053736843,.,.,.,.,0.006753152890901042,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,152.67963298825472,.,.,.,.,0.0056707406613412115,.,.,.,.,0.08886338303271901,.,.,.,.,6962.669312813162,.,.,.,.,140.58449684322733,.,.,.,.,0.01644408362512828,.,.,.,.,0.10904521348580909,.,.,.,.,48.07524426258279,.,.,.,.,0.006793883018873948,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,153.73842067641576,.,.,.,.,0.0069347015540865975,.,.,.,.,0.09069297163473466,.,.,.,.,7010.953346517318,.,.,.,.,145.4865393625769,.,.,.,.,0.03486901208471149,.,.,.,.,0.12593728412847804,.,.,.,.,49.75158053575025,.,.,.,.,0.006992432405583073,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,155.15347263023696,.,.,.,.,0.0092042831427257,.,.,.,.,0.09388458201262062,.,.,.,.,7075.484146219103,.,.,.,.,146.30351017668983,.,.,.,.,0.00561543918559293,.,.,.,.,0.13360066211944432,.,.,.,.,50.03095751063588,.,.,.,.,0.006987859220738472,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,155.88090250853529,.,.,.,.,0.004688453735302023,.,.,.,.,0.091487828901889,.,.,.,.,7108.657226293515,.,.,.,.,149.51526936935971,.,.,.,.,0.021952714523329364,.,.,.,.,0.16086863528706186,.,.,.,.,51.129272838195696,.,.,.,.,0.007088514640867902,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,155.88056470898587,.,.,.,.,-2.1670361408654415e-06,.,.,.,.,0.08735056265274532,.,.,.,.,7108.641821576392,.,.,.,.,147.44199305229955,.,.,.,.,-0.013866652722528183,.,.,.,.,0.1546297778506458,.,.,.,.,50.42028096779304,.,.,.,.,0.007012240824285085,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,155.27945466953702,.,.,.,.,-0.003856221848894781,.,.,.,.,0.08412877461446011,.,.,.,.,7081.229321668062,.,.,.,.,147.5206228316053,.,.,.,.,0.0005332929762951188,.,.,.,.,0.14571227232668837,.,.,.,.,50.44716974949599,.,.,.,.,0.007037484238889509,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,155.1663803571595,.,.,.,.,-0.0007281987988568828,.,.,.,.,0.08039455027796993,.,.,.,.,7076.072778981594,.,.,.,.,143.84595854270867,.,.,.,.,-0.02490949548858168,.,.,.,.,0.10688343710278136,.,.,.,.,49.19055620220921,.,.,.,.,0.006866835657441362,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,155.1654327269734,.,.,.,.,-6.107187548898274e-06,.,.,.,.,0.0816715199704845,.,.,.,.,7076.029564078022,.,.,.,.,142.00434696473764,.,.,.,.,-0.012802664715979795,.,.,.,.,0.06821721309967654,.,.,.,.,48.56078600395976,.,.,.,.,0.0067849615046941935,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,155.91282754992173,.,.,.,.,0.004816761116269053,.,.,.,.,0.07404212980331604,.,.,.,.,7110.113108139843,.,.,.,.,141.10099199034187,.,.,.,.,-0.006361460009531084,.,.,.,.,0.05071445762288307,.,.,.,.,48.25186850576417,.,.,.,.,0.0067138928330633535,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,156.29368688986384,.,.,.,.,0.0024427710402479264,.,.,.,.,0.059787161796747146,.,.,.,.,7127.481486533293,.,.,.,.,139.9742409026217,.,.,.,.,-0.007985422865044778,.,.,.,.,0.03140578471971267,.,.,.,.,47.866556931717106,.,.,.,.,0.006651637518131728,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,157.9683841215747,.,.,.,.,0.010715066392227302,.,.,.,.,0.05230674936353563,.,.,.,.,7203.852923870868,.,.,.,.,139.23041317156395,.,.,.,.,-0.005314032969646276,.,.,.,.,0.02164564257488988,.,.,.,.,47.612192470038515,.,.,.,.,0.006516996177451248,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,158.33266491572905,.,.,.,.,0.002306036085511831,.,.,.,.,0.042906151136310466,.,.,.,.,7220.465268668035,.,.,.,.,139.77284964412266,.,.,.,.,0.00389596252860569,.,.,.,.,0.01057576946499128,.,.,.,.,47.797687787806545,.,.,.,.,0.006512087235306743,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,160.02880230212168,.,.,.,.,0.010712491874594443,.,.,.,.,0.0481345754507565,.,.,.,.,7297.814444189432,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
