Unnamed: 0,Itapema,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2024-05-01 00:00:00,218.57806963045633,.,.,.,.,0.002735222115033409,.,.,.,.,0.13097026437768156,.,.,.,.,12646.366471775395,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,220.6326231156267,.,.,.,.,0.009399632308236372,.,.,.,.,0.1253254207436536,.,.,.,.,12765.237666645293,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,224.10323366816968,.,.,.,.,0.01573026918473497,.,.,.,.,0.12500240573609145,.,.,.,.,12966.038291348741,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,228.4792244860316,.,.,.,.,0.01952667414135334,.,.,.,.,0.1328434611929119,.,.,.,.,13219.221895968218,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,231.03044351934005,.,.,.,.,0.011166087590884777,.,.,.,.,0.13758020255216752,.,.,.,.,13366.828885541941,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,232.54493626230308,.,.,.,.,0.00655538170594494,.,.,.,.,0.1356316463184717,.,.,.,.,13454.45355108472,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,232.3120187654236,.,.,.,.,-0.0010016021016117094,.,.,.,.,0.11164901326509336,.,.,.,.,13440.977542131915,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,233.5539789874636,.,.,.,.,0.005346086821681251,.,.,.,.,0.0991809327591957,.,.,.,.,13512.83417504042,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,235.18319736895984,.,.,.,.,0.006975768036834307,.,.,.,.,0.09135060956903218,.,.,.,.,13607.096571765709,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,237.66458646470764,.,.,.,.,0.010550877458541219,.,.,.,.,0.09857442638234248,.,.,.,.,13750.663380260945,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,239.61062535878364,.,.,.,.,0.008188173606440863,.,.,.,.,0.10265951379358951,.,.,.,.,13863.256199222249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,242.69297033780333,.,.,.,.,0.012863974518677157,.,.,.,.,0.11336324787235408,.,.,.,.,14041.592773714938,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,247.45333229986346,.,.,.,.,0.01961475009117164,.,.,.,.,0.13210503102267168,.,.,.,.,14317.015106853358,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,251.7063891265175,.,.,.,.,0.017187308762931508,.,.,.,.,0.14083939887079167,.,.,.,.,14563.086066058402,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,253.88035685012753,.,.,.,.,0.008636919114982433,.,.,.,.,0.13287234947287252,.,.,.,.,14688.866262475476,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,253.90233395914066,.,.,.,.,8.656482638436103e-05,.,.,.,.,0.11127098986920503,.,.,.,.,14690.137801633271,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,254.02718334950433,.,.,.,.,0.0004917221059643762,.,.,.,.,0.09953986790593317,.,.,.,.,14697.361267129996,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,254.39889051008612,.,.,.,.,0.001463257418677033,.,.,.,.,0.09397733874167224,.,.,.,.,14718.867290039101,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,255.82176832594908,.,.,.,.,0.0055930975681930395,.,.,.,.,0.10119902399136893,.,.,.,.,14801.191350885574,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,256.83183334183855,.,.,.,.,0.00394831535447171,.,.,.,.,0.09966798448603797,.,.,.,.,14859.63112196075,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,258.29176851510283,.,.,.,.,0.005684401167362907,.,.,.,.,0.09825774717183489,.,.,.,.,14944.099226457005,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
