Unnamed: 0,Brasília,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2013-08-01 00:00:00,130.7580313996751,155.23761539198688,139.31009145285023,120.88708614680738,100.11769050989766,0.005789681253725896,0.007849300260652633,0.003606427220748091,0.004842215282894996,0.008224764252714057,0.004983594717560491,0.14852503286552654,0.030870173982372462,0.007006786908531293,-0.28156024482365805,7771.160173111957,8675.074446939627,6951.130659139533,7582.893947450783,9193.300059805191,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-09-01 00:00:00,131.75289098402453,156.7785122670317,140.40063208345504,121.45619143699379,100.88642202825292,0.007608401363190714,0.00992605349646682,0.007828152427664638,0.004707742640891342,0.007678278578342397,0.030173895465904765,0.16942025084569368,0.03711380605508885,0.02098025393592673,-0.20943970027801917,7830.286278766636,8761.183699985782,7005.54516948389,7618.592260628553,9263.888778718669,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-10-01 00:00:00,132.4419263509825,158.81382083716912,140.37077167415967,121.6546147755857,101.58919833385764,0.0052297552016639165,0.01298206329876889,-0.00021268002039780907,0.0016337029528448676,0.006966014766664116,0.046776168380408434,0.15488993815283858,0.04366590712016749,0.021927274831085253,-0.10395176663924066,7871.236759163534,8874.921941351142,7004.0552299943465,7631.0387773012635,9328.421164747957,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-11-01 00:00:00,133.43968054568003,161.11803138545997,140.9388803427166,122.601681039529,101.26763329747591,0.00753352221752943,0.014508879240764069,0.004047200580158325,0.007784877422778559,-0.0031653467263808113,0.05629465178350057,0.127422743371443,0.03406898913142742,0.03389892854538257,0.0044016226244694145,7930.5348961681275,9003.687112069416,7032.402046384641,7690.445478791025,9298.893477351821,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-12-01 00:00:00,133.59030464462873,162.29155093697742,139.8542233488672,123.48982962543488,100.49402872507365,0.0011287804222309542,0.0072836016020446995,-0.0076959387729763256,0.007244179511857795,-0.007639208572493952,0.04196142578125728,0.0794990300567111,0.025425467098947552,0.04023790708260955,-0.010265564382315961,7939.48672869674,9069.266381943196,6978.281110808711,7746.156446365542,9227.857290584925,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-01-01 00:00:00,133.17138180487515,160.43012187735627,139.51680525343352,123.75755077369757,100.94878828949952,-0.0031358775688697708,-0.01146966092118982,-0.002412641444455924,0.0021679611112487896,0.0045252396604576915,0.03939088429502613,0.07269882198762412,0.01712061010596222,0.04393909235160609,-0.0021869074314160297,7914.58947035588,8965.244971738362,6961.445020589709,7762.9498123029125,9269.615556377323,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25.62846879073731,.,.,.,.,0.0032307738085299163,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-02-01 00:00:00,132.7274373449263,158.51579455899338,139.4352279332106,123.64797562189791,101.57461779249897,-0.0033336326013296727,-0.011932468142275318,-0.0005847132184164795,-0.0008854017481327505,0.006199475135894585,0.034732156513427315,0.06689366068303837,0.0062796685852342105,0.041070033494684965,0.0078051909811305276,7888.20513687136,8858.2674717254,6957.374571666891,7756.076482968433,9327.082307538387,100.29080616891248,.,.,.,.,0.002908061689124811,.,.,.,.,.,.,.,.,.,25.70299795897858,.,.,.,.,0.0032554152043082012,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-03-01 00:00:00,132.62979921253745,157.33035038548195,140.24367319270965,123.0572120142436,102.49505029884662,-0.0007356288521952093,-0.0074783978265980326,0.005797998622602606,-0.004777786329966285,0.009061638885296631,0.03476802029369841,0.06294404208775961,0.011607669683011412,0.03586272332596541,0.015485196854212901,7882.402345580644,8792.021823517425,6997.713419850346,7719.0196067739325,9411.60095926274,101.38269192833414,.,.,.,.,0.010887196953852991,.,.,.,.,.,.,.,.,.,25.982831560062465,.,.,.,.,0.003286257542092097,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-04-01 00:00:00,133.3255006157812,158.41048764505567,141.30000295236752,123.40514304987926,102.52992630328855,0.005245438109492391,0.0068654093563463555,0.007532102772339435,0.0028273924781863774,0.00034027013343797003,0.03845322009307406,0.06317123846678596,0.020369635251239027,0.03650478114881239,0.021076059272324033,7923.7489992385035,8852.382652405802,7050.4209165000375,7740.844304749097,9414.803445977013,103.25736709541145,.,.,.,.,0.018491077041064213,.,.,.,.,.,.,.,.,.,26.46328210018458,.,.,.,.,0.0033295630436046,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-05-01 00:00:00,133.02265428479618,157.63095485319946,141.23194945278593,123.0303975384595,102.69555668200806,-0.0022714809214012593,-0.004920967061239467,-0.0004816241907973017,-0.0030367090232883845,0.001615434485240563,0.03441351590944075,0.04769478153959983,0.02359556158711862,0.0326021482244101,0.026689829222130035,7905.750354560761,8808.820368959825,7047.025263231348,7717.337613000996,9430.012444135406,105.14928381696258,.,.,.,.,0.018322341298930733,.,.,.,.,.,.,.,.,.,26.94815138671405,.,.,.,.,0.0033955606267531964,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-06-01 00:00:00,132.77914082202946,157.23445504298024,140.66396482574342,123.0777265823347,102.78051800587296,-0.0018306164771404565,-0.002515367686432333,-0.004021644034817842,0.00038469390347549133,0.000827312559665941,0.028158631155298375,0.03048393790566628,0.02019183051069051,0.029841815049523435,0.03407040564560715,7891.277957697542,8786.662946848157,7018.6846361182625,7720.306425731779,9437.814011868244,106.3638528165259,.,.,.,.,0.011550901304069603,.,.,.,.,.,.,.,.,.,27.259426823709106,.,.,.,.,0.003440110598211231,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-07-01 00:00:00,132.18912600594223,156.53619788943547,139.4420294633542,122.89321037955015,102.83096650225023,-0.004443580613901196,-0.004440866051616287,-0.008686911135364168,-0.0014991843602270621,0.0004908371484796777,0.016797648966865752,0.016280088495060463,0.004556924302155263,0.02151759709922807,0.03554852725413671,7856.21242794581,8747.642553660504,6957.713946397158,7708.732263082161,9442.446441585711,106.71332190109197,.,.,.,.,0.0032856000916860304,.,.,.,.,.,.,.,.,.,27.348990398980398,.,.,.,.,0.003461174222224529,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-08-01 00:00:00,132.15788341915206,157.0846220345844,138.63769031054733,123.03712520725877,103.06119472955619,-0.0002363476311112347,0.00350349729036026,-0.005768269121601232,0.0011710559701724028,0.002238899770536778,0.010705667594506307,0.011897932327378902,-0.004826650641676422,0.0177855148054471,0.02940044066805103,7854.355630748959,8778.289895644293,6917.579979883221,7717.759620021303,9463.587132757082,107.0683449068133,.,.,.,.,0.0033268855227876278,.,.,.,.,.,.,.,.,.,27.439977359201624,.,.,.,.,0.003465684734461161,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-09-01 00:00:00,132.26906606723878,157.33425707588745,138.35431875659748,123.18675554416787,103.70086227269732,0.0008412865370589231,0.0015891755543587327,-0.0020439719769934296,0.0012161397355232237,0.006206676963329235,0.003917751476715914,0.003544776645853176,-0.014574815629328608,0.014248463472295025,0.027897116260662047,7860.96339439838,8792.240139355525,6903.44064025573,7727.145494164428,9522.324561004425,107.65354011876381,.,.,.,.,0.005465623032277574,.,.,.,.,.,.,.,.,.,27.589953931461253,.,.,.,.,0.0034797531586576213,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-10-01 00:00:00,132.2433593537535,157.41848715975902,138.23385137482302,122.98316947017146,104.06236565779638,-0.00019435166701957222,0.0005353575593580868,-0.0008707164536468198,-0.0016526620341373395,0.0034860210144485072,-0.0014992759672097788,-0.00878597133457748,-0.015223399243662006,0.010920709395500827,0.024344786301109034,7859.435603058299,8796.947131577821,6897.429700903485,7714.375134173966,9555.519584530486,107.91444722574532,.,.,.,.,0.002423581302516249,.,.,.,.,.,.,.,.,.,27.656820427946823,.,.,.,.,0.0034851864062436792,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-11-01 00:00:00,132.61793768058428,157.67152511415404,139.01873677183434,123.20667936823946,104.11923684694561,0.002832492524851568,0.0016074220948282235,0.005677953621382542,0.0018174023244881454,0.0005465106312905783,-0.006158159714826694,-0.021391189065986582,-0.013623945118714675,0.004934665851077602,0.02815908160007119,7881.697395653515,8811.087538764154,6936.5929868519615,7728.395257474787,9560.741777570936,108.35647756090505,.,.,.,.,0.004096118235541211,.,.,.,.,.,.,.,.,.,27.770106034438825,.,.,.,.,0.003505963747502073,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-12-01 00:00:00,133.12709259270028,158.34538937699904,140.04269096928454,123.3023988259334,104.15098585161873,0.003839261272048442,0.004273848828170664,0.007365584102024744,0.0007769015298907233,0.0003049292871765359,-0.0034674077071735754,-0.02431526186788857,0.0013476004936026076,-0.0015177832868503716,0.036389795224048616,7911.957291222653,8848.744794916609,6987.685045878135,7734.399459573919,9563.657127746052,108.91801890469375,.,.,.,.,0.005182351405554569,.,.,.,.,.,.,.,.,.,27.9140204824788,.,.,.,.,0.003526520071699083,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-01-01 00:00:00,133.66260581917237,159.85009098713135,140.01702067302827,123.71284934956512,104.38243678814153,0.0040225713342248925,0.009502655025526718,-0.0001833033632714567,0.003328812152399093,0.0022222635208901977,0.0036886604887600427,-0.0036154737242444224,0.003585341699059885,-0.000361201590149407,0.03401376635443154,7943.783703819937,8932.831364111627,6986.404179707743,7760.145822486457,9584.910094107343,109.61201513212588,.,.,.,.,0.006371730172942287,.,.,.,.,0.09612015132125884,.,.,.,.,28.091881089035134,.,.,.,.,0.0035414599417227756,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-02-01 00:00:00,132.96166680374265,158.59848137374658,138.86153494571096,123.73386035969838,104.0768269579609,-0.005244092101406553,-0.007829896158679957,-0.008252466177063213,0.00016983692675201533,-0.0029277897660207127,0.0017647403091769487,0.0005216313931570848,-0.004114404917632708,0.0006945907312150279,0.024634197202430652,7902.125770443453,8862.888222127634,6928.749115515413,7761.463781804096,9556.847492425586,110.0166537357331,.,.,.,.,0.0036915533677532703,.,.,.,.,0.09697646213392774,.,.,.,.,28.195583767275888,.,.,.,.,0.0035622963461152774,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-03-01 00:00:00,131.65779699555972,156.1271024249253,137.10127478742763,123.51735984032327,103.46883704332211,-0.009806358776379417,-0.015582614205474797,-0.012676369730260578,-0.00174972734824368,-0.0058417414558994355,-0.007328686484853297,-0.007647907461011183,-0.022406703516414828,0.003739299944699015,0.009500817274943563,7824.6346900424105,8724.781254215974,6840.917729958924,7747.883336362671,9501.018860241375,109.91893368373536,.,.,.,.,-0.0008882296332377619,.,.,.,.,0.0841982156227945,.,.,.,.,28.170539614247353,.,.,.,.,0.003584332791386574,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-04-01 00:00:00,131.5392039572971,155.10801798352082,137.30167342379158,123.93200438398334,103.13533656521015,-0.0009007672995366138,-0.006527274416653848,0.0014616832460140898,0.003356973822919326,-0.0032231973185541407,-0.013398012009959492,-0.02084754431748581,-0.0282967405876402,0.0042693628570336095,0.0059047176151358904,7817.586514982801,8667.83221274443,6850.916984792166,7773.892777905873,9470.395201727511,110.05908212640776,.,.,.,.,0.001275016395952647,.,.,.,.,0.0658714745719926,.,.,.,.,28.206457514138354,.,.,.,.,0.003606679468737773,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-05-01 00:00:00,131.4828221275562,155.6591645582193,136.8172030143944,123.77687861969896,103.11824727066637,-0.0004286313741049711,0.0035533080872518835,-0.0035285105950735,-0.0012517006003046013,-0.0001656977628900964,-0.01157571366711152,-0.01250890281554462,-0.03125883665485607,0.0060674524034283195,0.004115957908161105,7814.2356521327,8698.631691044919,6826.743451625358,7764.162191649065,9468.825978428898,110.61932952084275,.,.,.,.,0.005090424012363924,.,.,.,.,0.05202171146883039,.,.,.,.,28.350040342772047,.,.,.,.,0.003555792110836137,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-06-01 00:00:00,131.8595848486729,156.091028072748,137.00328231459025,124.0330503453864,104.11398693683687,0.0028654900695026684,0.0027744175279007044,0.001360057771216424,0.0020696250264521095,0.009656289672543216,-0.006925455065182828,-0.007272114562420051,-0.026024309180308403,0.007761954901016388,0.01297394639407945,7836.6272667946405,8722.765327277308,6836.028217108843,7780.231096030334,9560.25970493551,111.29794498328462,.,.,.,.,0.006134691517127572,.,.,.,.,0.04638880631063502,.,.,.,.,28.52395909477308,.,.,.,.,0.0035563231467490883,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-07-01 00:00:00,132.14682214483156,155.9906203964964,137.52082019448997,124.33730940723387,104.59395284652302,0.0021783573525451256,-0.0006432635974746425,0.003777558253760272,0.002453048288341206,0.004610004129198716,-0.000320025272795621,-0.003485312025557241,-0.013777834963088598,0.011750844682335781,0.017144508159749883,7853.6982414204185,8717.154289872957,6861.85171192332,7799.316378603349,9604.332541651474,111.8663933754788,.,.,.,.,0.005107447332289392,.,.,.,.,0.04828892384366945,.,.,.,.,28.66964371355801,.,.,.,.,0.00356565778127199,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-08-01 00:00:00,131.87410008944366,154.5222228543608,138.0112748467736,124.39124284513554,104.1534636668708,-0.002063780656707775,-0.00941337074244114,0.0035664029024112904,0.0004337671303872798,-0.004211421097150525,-0.0021473053469565073,-0.016312221699584795,-0.004518363385675017,0.011005764606379698,0.010598256115513127,7837.489930906155,8635.09648472332,6886.32383978464,7802.699465687879,9563.884652961515,111.27275745886881,.,.,.,.,-0.005306651074531857,.,.,.,.,0.0392684929958973,.,.,.,.,28.517503917939013,.,.,.,.,0.00357594072111888,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-09-01 00:00:00,131.66247505638538,153.39528199776078,138.20291212374823,124.50105094738343,104.05380253004566,-0.001604750537935522,-0.007293066562096824,0.001388562472069049,0.0008827639288452061,-0.0009568681954151086,-0.00458603836020921,-0.025035711556617768,-0.0010943397662606102,0.010669129139815103,0.003403445734329935,7824.91271472347,8572.120151290104,6895.885930639079,7809.587407323807,9554.733275912477,110.05986070329101,.,.,.,.,-0.010900212983633016,.,.,.,.,0.022352451966489273,.,.,.,.,28.20665705147189,.,.,.,.,0.0035495500192841245,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-10-01 00:00:00,131.48685751202882,152.5736844009474,138.17562285005238,124.51298130826297,104.34020655778454,-0.0013338465973798037,-0.005356081269992193,-0.00019745802224054574,9.582538290837288e-05,0.002752460945924382,-0.005720528013062887,-0.030776580605140658,-0.0004212320223412336,0.01243919671839766,0.00266994602930537,7814.475481524142,8526.207179103658,6894.524282641617,7810.335764027471,9581.03230610315,108.93867412529232,.,.,.,.,-0.01018706157571178,.,.,.,.,0.009491100829200683,.,.,.,.,27.91931409924356,.,.,.,.,0.003561830221606336,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-11-01 00:00:00,131.39895635213404,152.19611151582382,138.25256597432053,124.39382647895518,104.4918133714021,-0.0006685166986118696,-0.0024746920585031755,0.0005568502075915529,-0.0009569671214665796,0.0014530047296159652,-0.009191677609903803,-0.03472671171516872,-0.005511277222805533,0.009635411950090544,0.00357836395789346,7809.25137417385,8505.107441908378,6898.363499919651,7802.861529493682,9594.95359135852,108.415816335052,.,.,.,.,-0.004799560802796025,.,.,.,.,0.0005476255364023075,.,.,.,.,27.785313653651883,.,.,.,.,0.0035738261924006523,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-12-01 00:00:00,131.16746844223812,151.8611623874861,138.20481754056897,124.07248034611246,104.22287553578727,-0.0017617180251838466,-0.0022007732326518076,-0.0003453710491016797,-0.002583296470079208,-0.0025737694364526705,-0.014719950028936557,-0.040949894499768824,-0.013123665476541535,0.0062454707086938566,0.0006902448745993439,7795.493675264775,8486.389629109399,6895.981004880598,7782.704424848024,9570.2583930609,109.72900295065821,.,.,.,.,0.012112500371236302,.,.,.,.,0.007445820756931898,.,.,.,.,28.12186327559666,.,.,.,.,0.003621833486445896,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-01-01 00:00:00,130.8203422484119,151.0232320075754,137.9952392033681,123.88176839869676,104.14975172246601,-0.0026464351103877405,-0.005517739800862798,-0.0015164329357719476,-0.0015371011112512028,-0.0007016100155109069,-0.021264463260619704,-0.05521960560076611,-0.014439540706850829,0.0013654123239401628,-0.0022291591654235443,7774.863407099749,8439.563939287233,6885.5237121603395,7770.741621228051,9563.5438039213,109.67944439891453,.,.,.,.,-0.00045164496542426144,.,.,.,.,0.0006151630978352696,.,.,.,.,28.109162177629887,.,.,.,.,0.003575759658329014,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-02-01 00:00:00,130.56954089482932,150.5165073342857,137.8339302350477,123.91796261019276,103.59094097988373,-0.001917143383605698,-0.0033552763144697817,-0.0011689458944499091,0.0002921673783304339,-0.005365454389861327,-0.017991094474200664,-0.05095871013049125,-0.007400211376498267,0.001487889005961529,-0.004668531817110799,7759.957879160389,8411.24687029729,6877.474907485872,7773.011978435209,9512.231045835919,109.71506250788431,.,.,.,.,0.00032474735047197177,.,.,.,.,-0.002741323405211271,.,.,.,.,28.11829055357106,.,.,.,.,0.003582612058421433,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-03-01 00:00:00,130.58919200825687,150.40686647162295,137.92269923497983,124.09130622884132,103.40211538333702,0.00015050304452983844,-0.0007284308186826342,0.0006440286494100055,0.001398857881434389,-0.0018228002831191424,-0.00811653401232959,-0.03663832777562104,0.005991369874757124,0.004646686014500467,-0.0006448478777929534,7761.125776446627,8405.119858853417,6881.904198361891,7783.885317503727,9494.892148392475,109.72076138599836,.,.,.,.,5.19425317159752e-05,.,.,.,.,-0.0018028950163144764,.,.,.,.,28.11975108876994,.,.,.,.,0.003583796243819408,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-04-01 00:00:00,130.8402823216359,150.66785213735022,138.29087874226474,124.29203662017441,103.52918046956297,0.0019227495745830494,0.0017351978127709325,0.0026694627449076924,0.0016176023722637293,0.0012288441658557733,-0.005313409345917175,-0.028626281889839733,0.007204612251300757,0.002905078780744752,0.00381870964374853,7776.048477731576,8419.704404448576,6900.275185233443,7796.476548858751,9506.559891214456,109.8815152324011,.,.,.,.,0.001465117853468141,.,.,.,.,-0.0016133779291628292,.,.,.,.,28.160949838125177,.,.,.,.,0.0035828599291364044,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-05-01 00:00:00,131.02107943876962,150.8882581776904,138.65062968729984,124.50460066641072,103.2481161108083,0.0013818154006216242,0.001462860439128483,0.002601407614927196,0.00171019843279161,-0.002714832257725706,-0.0035118099939978054,-0.03064969797357786,0.013400556600419167,0.005879305204873342,0.0012594166753148173,7786.793541274085,8432.021256930999,6918.2256136454025,7809.810070833906,9480.751175761785,109.62524410922627,.,.,.,.,-0.0023322496293649853,.,.,.,.,-0.00898654345422678,.,.,.,.,28.095271473302645,.,.,.,.,0.0035706174069931496,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-06-01 00:00:00,130.89496875030596,150.34570209311025,138.9841469683448,124.57931736221562,102.57534384690092,-0.0009625221300560825,-0.0035957475494296605,0.0024054508933507267,0.0006001119268282707,-0.006516073021471227,-0.0073154795646745985,-0.0368075350042546,0.01445851968134626,0.004404205292928509,-0.014778447499752323,7779.298580168432,8401.70183715965,6934.867065628147,7814.496831003677,9418.973908802122,107.81199417713445,.,.,.,.,-0.0165404414542071,.,.,.,.,-0.03132089102520008,.,.,.,.,27.630563280358427,.,.,.,.,0.003515479581610772,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-07-01 00:00:00,130.80330790729158,149.8446200218534,139.26511714709426,124.61914501576524,102.23010678917257,-0.0007002625378919694,-0.003332865950145583,0.002021598756968101,0.00031969715674250144,-0.0033656924245230547,-0.0101668297105737,-0.03939980723854508,0.012683875431642955,0.00226670184416089,-0.022600217249835408,7773.851028801664,8373.700091183306,6948.88658426776,7816.995103421922,9387.272539670486,106.46299297928537,.,.,.,.,-0.012512533583533169,.,.,.,.,-0.04830226695569728,.,.,.,.,27.284834929381002,.,.,.,.,0.0034743539510954328,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,130.62330684529027,149.2816341817238,139.38525140506462,124.60140904851824,101.82117194410175,-0.0013761201064492463,-0.003757130820228856,0.000862629927948622,-0.0001423213683962265,-0.004000141033933896,-0.009484752830957954,-0.033914789574159276,0.00995553848637698,0.0016895578705997671,-0.022392838803986015,7763.153276096388,8342.239004491368,6954.88090180127,7815.882577982057,9349.722125587828,105.13841214630071,.,.,.,.,-0.012441702002895901,.,.,.,.,-0.0551289053372801,.,.,.,.,26.94536514399144,.,.,.,.,0.0034360360913289877,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,130.3695507067444,149.09709474341844,139.17593635861263,124.160291491053,101.71334102506678,-0.0019426559063184287,-0.0012361831334235136,-0.00150170153830492,-0.0035402292866003305,-0.0010590225684513877,-0.009819991224434,-0.028020335425994913,0.00704054798782483,-0.002737000641660825,-0.022492801301548404,7748.072140532923,8331.926469339029,6944.436746452308,7788.2125615788555,9339.820558848083,105.34061373137084,.,.,.,.,0.0019231942060220636,.,.,.,.,-0.0428789110013752,.,.,.,.,26.997186314115513,.,.,.,.,0.0034491720229624908,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,130.0418743179172,148.6463117377272,138.7889948292448,123.78485271306513,101.78828643876476,-0.002513442648615792,-0.0030234191113315176,-0.0027802329877685936,-0.0030238232649037137,0.0007368297309151997,-0.010989563683042824,-0.025740826005744788,0.004439075189536679,-0.005847812714364076,-0.024457687052847676,7728.597805570357,8306.735563617422,6925.1295943283485,7764.662383243138,9346.702416317254,105.12419979835536,.,.,.,.,-0.002054420658373587,.,.,.,.,-0.0350148774763851,.,.,.,.,26.941722736833835,.,.,.,.,0.003429435346327677,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,129.81143482168412,147.87811794086753,138.55042289190993,123.654414814739,102.31038905285615,-0.0017720407172056086,-0.005167930424099971,-0.0017189542847283593,-0.0010537468475928376,0.005129299572259681,-0.012081690559212266,-0.02837124767479593,0.0021544404292990205,-0.005944118652393637,-0.020876509347123373,7714.90241557198,8263.80693217325,6913.225613139878,7756.4803947341725,9394.644453023308,106.05640822595112,.,.,.,.,0.008867686311847046,.,.,.,.,-0.02176258214769411,.,.,.,.,27.180633482764836,.,.,.,.,0.0034212176511230863,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,129.66238294487485,147.01548146712602,138.42016474389936,123.92312220217396,102.55049999528622,-0.0011482183908838987,-0.0058334288111946235,-0.0009401497685228434,0.002173051304617985,0.0023468871993637852,-0.011474533397936693,-0.0319086252480798,0.0015581743615209476,-0.0012037975183687433,-0.01604614660556747,7706.044022734547,8215.600602724959,6906.726145679939,7773.335624575195,9416.692623832681,107.0736995544942,.,.,.,.,0.009591983601554416,.,.,.,.,-0.024198738025151156,.,.,.,.,27.441349673411377,.,.,.,.,0.003409334679789325,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,129.09344859851836,145.8449233068377,137.72299576834172,123.68150678582822,102.60673318629658,-0.004387813438523368,-0.007962142140452518,-0.005036614259544644,-0.0019497202140497947,0.0005483463368091182,-0.01320049787527966,-0.034288159721531764,-0.0019728465749834223,-0.001616554360315825,-0.014815383720560349,7672.231339213739,8150.186822956875,6871.939630287838,7758.179794977367,9421.856232737819,107.56287472683124,.,.,.,.,0.004568583829384609,.,.,.,.,-0.01929777893827689,.,.,.,.,27.56671777978581,.,.,.,.,0.0035002250916896607,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,129.01963179375105,145.20352173346308,138.2864642486839,123.55201729688004,102.4249994561819,-0.0005718090698536831,-0.0043978327036122535,0.004091317337374775,-0.001046959180182208,-0.001771167685308889,-0.011870372603413615,-0.03529835826593353,0.0032831829787085542,-0.002953125645422938,-0.011255245996155683,7667.844287747961,8114.343664806326,6900.054916038625,7750.057297419512,9405.168545442766,107.79992745303024,.,.,.,.,0.002203852647123921,.,.,.,.,-0.017455534464253297,.,.,.,.,27.627470763737314,.,.,.,.,0.0035082013438044843,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,129.15017052930162,144.90187736624455,139.42720683654915,123.31566632567217,102.12580044781336,0.0010117742062638775,-0.0020773901598076304,0.008249126869089888,-0.0019129673183721117,-0.002921152159698369,-0.011019453117255384,-0.03660065018651937,0.010908339308282278,-0.006250557970102766,-0.01234321880932554,7675.602414815951,8097.487007123759,6956.974344444715,7735.231691094037,9377.694617033918,107.941475513047,.,.,.,.,0.0013130626648932325,.,.,.,.,-0.016216492216015732,.,.,.,.,27.663747364122603,.,.,.,.,0.0035091637380682784,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,129.2904110154546,144.58881762165723,139.94431836300845,123.6665996046142,101.9362651571383,0.0010858714748746092,-0.0021604947449787243,0.00370882798409279,0.0028458126156918058,-0.0018559001725711572,-0.011845520956392908,-0.04034725676019657,0.011956244951087935,-0.0050319958749367455,-0.01538614818739914,7683.93713253068,8079.992428997335,6982.776565578008,7757.244711025852,9360.290551975846,107.85460436664471,.,.,.,.,-0.000804798581725829,.,.,.,.,-0.018446331591527865,.,.,.,.,27.641483619478738,.,.,.,.,0.003503344295052019,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,129.14626196326103,144.206897325003,139.6979109650345,123.86298738254689,101.72009869105733,-0.0011149245412818902,-0.0026414234719974537,-0.0017607531399364057,0.0015880421921568542,-0.002120604141693192,-0.014309281251073447,-0.0442801907410133,0.007553382772920836,-0.0051533299205780425,-0.01479947022094874,7675.370122447954,8058.649747341819,6970.481619814691,7769.5635429218455,9340.441081063875,107.9764794700832,.,.,.,.,0.0011299944416298337,.,.,.,.,-0.015040008827714058,.,.,.,.,27.67271834232715,.,.,.,.,0.0035126599041249477,.,.,.,.,.,.,.,.,.,.,.,.,.
