Unnamed: 0,Contagem,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2016-02-01 00:00:00,109.6905807077478,.,.,.,.,0.001909551429085846,.,.,.,.,0.02832955840678264,.,.,.,.,3740.13091159731,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-03-01 00:00:00,109.42761455143614,.,.,.,.,-0.002397344918906876,.,.,.,.,0.02002415397116586,.,.,.,.,3731.1645277603457,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-04-01 00:00:00,109.47129594624354,.,.,.,.,0.00039918072770261665,.,.,.,.,0.00920423178478047,.,.,.,.,3732.653936731715,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-05-01 00:00:00,109.73284927494304,.,.,.,.,0.002389241183624306,.,.,.,.,0.004415650992156239,.,.,.,.,3741.5721472415717,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-06-01 00:00:00,111.35680760612368,.,.,.,.,0.014799199527861582,.,.,.,.,0.01676599187316219,.,.,.,.,3796.944419996489,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-07-01 00:00:00,112.06592033316596,.,.,.,.,0.0063679333332765445,.,.,.,.,0.018108751390463862,.,.,.,.,3821.1231089331823,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,112.49173080685446,.,.,.,.,0.0037996428568344695,.,.,.,.,0.019913343860400223,.,.,.,.,3835.6420120591256,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,111.62225469764502,.,.,.,.,-0.007729244656234516,.,.,.,.,0.014263039317932158,.,.,.,.,3805.9953965341892,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,111.58005833721924,.,.,.,.,-0.00037802820360575295,.,.,.,.,0.017073867400401177,.,.,.,.,3804.556622931506,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,111.49989371792122,.,.,.,.,-0.000718449340255218,.,.,.,.,0.017841691412072924,.,.,.,.,3801.8232417357967,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,111.3290592229646,.,.,.,.,-0.0015321493972792577,.,.,.,.,0.01763937646885716,.,.,.,.,3795.9982805474087,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,110.98196589491064,.,.,.,.,-0.003117724433104298,.,.,.,.,0.013705014131938587,.,.,.,.,3784.163403960124,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,110.92115217435729,.,.,.,.,-0.0005479603831395513,.,.,.,.,0.011218570078392887,.,.,.,.,3782.0898323314277,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,110.31638651036508,.,.,.,.,-0.005452212243897114,.,.,.,.,0.008122007982831247,.,.,.,.,3761.469075840071,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,110.07227930523511,.,.,.,.,-0.0022127918875137933,.,.,.,.,0.005489871603298502,.,.,.,.,3753.1457275839184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,110.06479935722551,.,.,.,.,-6.795487525847063e-05,.,.,.,.,0.0030250748474665023,.,.,.,.,3752.8906830341734,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,110.28272141949448,.,.,.,.,0.001979943301960475,.,.,.,.,-0.009645447006960906,.,.,.,.,3760.321193805037,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,110.37547270850308,.,.,.,.,0.0008410319206377012,.,.,.,.,-0.015084404068937962,.,.,.,.,3763.483743960878,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,110.42655273932675,.,.,.,.,0.0004627842542389171,.,.,.,.,-0.01835848779919269,.,.,.,.,3765.2254249786674,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,110.50637603847782,.,.,.,.,0.0007228632712958686,.,.,.,.,-0.009996919182378217,.,.,.,.,3767.947168146534,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,110.6755044804981,.,.,.,.,0.0015304858242875374,.,.,.,.,-0.008106769885236842,.,.,.,.,3773.713957874046,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,110.31955101535748,.,.,.,.,-0.0032161901299790387,.,.,.,.,-0.010586043297492687,.,.,.,.,3761.576976289368,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,110.13823354558575,.,.,.,.,-0.0016435660597139386,.,.,.,.,-0.010696449657352503,.,.,.,.,3755.394576040137,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,109.73902579253335,.,.,.,.,-0.0036246064622706183,.,.,.,.,-0.011199478152641773,.,.,.,.,3741.7827485914463,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,109.7743114666255,.,.,.,.,0.0003215417107753915,.,.,.,.,-0.010339242653457648,.,.,.,.,3742.985887817778,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,109.65567200418022,.,.,.,.,-0.0010807579738849717,.,.,.,.,-0.005989268929895375,.,.,.,.,3738.94062597338,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,109.51218319075491,.,.,.,.,-0.0013085398210850316,.,.,.,.,-0.005088439323828631,.,.,.,.,3734.0480732756214,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,109.40663420150753,.,.,.,.,-0.0009638104745253039,.,.,.,.,-0.005979796988334507,.,.,.,.,3730.4491586302174,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,109.41244505930658,.,.,.,.,5.31124811713209e-05,.,.,.,.,-0.007891321042736488,.,.,.,.,3730.647292040916,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,109.83329371962739,.,.,.,.,0.0038464423319732647,.,.,.,.,-0.004912132882162745,.,.,.,.,3744.9970117106836,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,109.80434388046785,.,.,.,.,-0.00026357981427243426,.,.,.,.,-0.0056345946099366495,.,.,.,.,3744.0099060938865,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,110.01462986118169,.,.,.,.,0.0019150971016479858,.,.,.,.,-0.004449934880905948,.,.,.,.,3751.180048613588,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,110.05170124174586,.,.,.,.,0.00033696773429981396,.,.,.,.,-0.005636326138112713,.,.,.,.,3752.4440752555206,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,110.63319550103118,.,.,.,.,0.005283827989246493,.,.,.,.,0.002843054406829859,.,.,.,.,3772.2713442884374,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,111.11423701007053,.,.,.,.,0.004348075700614324,.,.,.,.,0.008861622645153666,.,.,.,.,3788.6734656566614,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,111.73437374868372,.,.,.,.,0.005581073634668421,.,.,.,.,0.0181826651160788,.,.,.,.,3809.818331246205,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,112.00486464837154,.,.,.,.,0.0024208387321900116,.,.,.,.,0.02031944588806822,.,.,.,.,3819.0412870250934,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,112.42829447036092,.,.,.,.,0.0037804592087915534,.,.,.,.,0.025284806663489423,.,.,.,.,3833.4790168273826,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,112.67605095875858,.,.,.,.,0.0022036844867638905,.,.,.,.,0.028890555149399644,.,.,.,.,3841.9267950671,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,112.13622701223343,.,.,.,.,-0.004790937754134861,.,.,.,.,0.02494906118488638,.,.,.,.,3823.5203629359908,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,111.77584635674927,.,.,.,.,-0.0032137754683403408,.,.,.,.,0.02160084528009243,.,.,.,.,3811.2324269908872,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,111.50588482387265,.,.,.,.,-0.002415204551571848,.,.,.,.,0.01522845257208516,.,.,.,.,3802.0275210861205,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,112.81836333602936,.,.,.,.,0.011770486501495592,.,.,.,.,0.02744900018566243,.,.,.,.,3846.7792347013797,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,113.02224892693444,.,.,.,.,0.001807202168833122,.,.,.,.,0.027338355540057035,.,.,.,.,3853.7311424773543,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,113.13790909082044,.,.,.,.,0.0010233397847247971,.,.,.,.,0.02804325434547561,.,.,.,.,3857.6748188750844,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,113.0863791847133,.,.,.,.,-0.0004554610079083865,.,.,.,.,0.022174028984449423,.,.,.,.,3855.917798413897,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,113.1767120509564,.,.,.,.,0.00079879528281257,.,.,.,.,0.018561753168488515,.,.,.,.,3858.997887362183,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,114.4368757519405,.,.,.,.,0.01113447879999141,.,.,.,.,0.02418684521681147,.,.,.,.,3901.9658175282293,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,115.01148062057993,.,.,.,.,0.0050211513103954886,.,.,.,.,0.02684361953069958,.,.,.,.,3921.5581783060297,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,115.99043856799383,.,.,.,.,0.008511828055178805,.,.,.,.,0.031683697724081306,.,.,.,.,3954.937807228151,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,115.97242731557115,.,.,.,.,-0.00015528221675031872,.,.,.,.,0.02925534156339138,.,.,.,.,3954.3236757183354,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,117.74440938092302,.,.,.,.,0.01527933929096914,.,.,.,.,0.050012226361760614,.,.,.,.,4014.743128825948,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,118.36012739151876,.,.,.,.,0.0052292759701548786,.,.,.,.,0.058906116566138866,.,.,.,.,4035.7373285958624,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,117.84681588332577,.,.,.,.,-0.004336861741412457,.,.,.,.,0.05686633552541953,.,.,.,.,4018.234893777085,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,116.5295606717072,.,.,.,.,-0.01117769030707394,.,.,.,.,0.03289533038716441,.,.,.,.,3973.3203085533664,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,115.08582004937114,.,.,.,.,-0.012389479665193659,.,.,.,.,0.018258096454714323,.,.,.,.,3924.092937387243,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,114.95524366236931,.,.,.,.,-0.0011346001353234048,.,.,.,.,0.0160630029859401,.,.,.,.,3919.640661009462,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,113.92685564783997,.,.,.,.,-0.008945986122649408,.,.,.,.,0.007432163530091129,.,.,.,.,3884.5756100502986,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,114.33881452001076,.,.,.,.,0.0036159944012164047,.,.,.,.,0.010268035252085639,.,.,.,.,3898.6222137073423,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,115.04087768230062,.,.,.,.,0.006140199767131538,.,.,.,.,0.00527803582884756,.,.,.,.,3922.560532916082,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,114.71847073962479,.,.,.,.,-0.002802542445531353,.,.,.,.,-0.00254765767186127,.,.,.,.,3911.567390527419,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,116.04897418903631,.,.,.,.,0.011597988020877192,.,.,.,.,0.0005046590198740653,.,.,.,.,3956.93370226561,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,117.09278417488048,.,.,.,.,0.008994564520181436,.,.,.,.,0.009660545055772074,.,.,.,.,3992.5245977527184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,119.8612284836513,.,.,.,.,0.023643167495582817,.,.,.,.,0.0179780858714067,.,.,.,.,4086.9205255476204,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,120.65753441585571,.,.,.,.,0.0066435655822851825,.,.,.,.,0.019410312196922908,.,.,.,.,4114.072250088683,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,122.25287382672455,.,.,.,.,0.013222045507497171,.,.,.,.,0.03738801010763826,.,.,.,.,4168.468700600487,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,123.50828909081048,.,.,.,.,0.010269004112453795,.,.,.,.,0.05988805225795102,.,.,.,.,4211.274722829588,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,124.94822174937006,.,.,.,.,0.011658591250510053,.,.,.,.,0.08569606312722122,.,.,.,.,4260.372253466664,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,125.56514780512231,.,.,.,.,0.0049374536677258,.,.,.,.,0.092295956275948,.,.,.,.,4281.407644075421,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,126.03091216891882,.,.,.,.,0.0037093442881090954,.,.,.,.,0.10624410243089444,.,.,.,.,4297.288859065038,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,126.54607990074926,.,.,.,.,0.0040876299549428285,.,.,.,.,0.10676396665457877,.,.,.,.,4314.854585730394,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,127.17707684907538,.,.,.,.,0.004986301818444394,.,.,.,.,0.10549466773271976,.,.,.,.,4336.369752997545,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,128.41745970407115,.,.,.,.,0.009753195196236186,.,.,.,.,0.11941397820355193,.,.,.,.,4378.663213641586,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,130.24491465039392,.,.,.,.,0.014230580098173684,.,.,.,.,0.12232715162335972,.,.,.,.,4440.974131226239,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,131.22396000882074,.,.,.,.,0.0075169565050181575,.,.,.,.,0.12068357528193241,.,.,.,.,4474.356740610578,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,131.79711060263307,.,.,.,.,0.004367728224127676,.,.,.,.,0.09958084252915689,.,.,.,.,4493.899514831359,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,131.97096875332116,.,.,.,.,0.0013191347662564468,.,.,.,.,0.09376483940466418,.,.,.,.,4499.827573917436,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,131.9384059499608,.,.,.,.,-0.0002467421711604967,.,.,.,.,0.07922539421825014,.,.,.,.,4498.717276691999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,130.39261964645522,.,.,.,.,-0.011715969223486278,.,.,.,.,0.05573982609849759,.,.,.,.,4446.0104435331095,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,129.47831353062782,.,.,.,.,-0.0070119468287885844,.,.,.,.,0.036255752325507595,.,.,.,.,4414.835254702817,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,128.48243403556523,.,.,.,.,-0.0076914771895527645,.,.,.,.,0.023233248090230862,.,.,.,.,4380.878650045637,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,129.01551549001647,.,.,.,.,0.0041490609860619365,.,.,.,.,0.023681518047710348,.,.,.,.,4399.055182737213,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,129.90478076448622,.,.,.,.,0.00689270023913191,.,.,.,.,0.02654132681447896,.,.,.,.,4429.37655144722,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,132.3634158662576,.,.,.,.,0.01892644048434855,.,.,.,.,0.04078045466744773,.,.,.,.,4513.208883130955,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,132.99253341558995,.,.,.,.,0.004752956435998934,.,.,.,.,0.03562657073315201,.,.,.,.,4534.65996833904,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,132.9785073751134,.,.,.,.,-0.00010546487172113927,.,.,.,.,0.020988095635495974,.,.,.,.,4534.1817210071795,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,132.6577155296417,.,.,.,.,-0.0024123585969180183,.,.,.,.,0.01092601930870396,.,.,.,.,4523.243648752519,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,133.41154488177412,.,.,.,.,0.005682514199213395,.,.,.,.,0.01224939053488483,.,.,.,.,4548.9470450130575,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,134.70023698939528,.,.,.,.,0.009659524659302754,.,.,.,.,0.02068082292534834,.,.,.,.,4592.887711168223,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,136.50707318980582,.,.,.,.,0.01341375665547484,.,.,.,.,0.03462727328673143,.,.,.,.,4654.495589271754,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
