Unnamed: 0,São Leopoldo,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2024-05-01 00:00:00,117.05453930473357,.,.,.,.,0.011931345016138684,.,.,.,.,0.02285427356204872,.,.,.,.,4590.284070752979,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,119.45795240191558,.,.,.,.,0.02053242113853515,.,.,.,.,0.04040469886576337,.,.,.,.,4684.5337164391885,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,122.17244797823034,.,.,.,.,0.022723439685135904,.,.,.,.,0.08270809877420748,.,.,.,.,4790.9824357976795,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,125.66454821415296,.,.,.,.,0.028583369603471187,.,.,.,.,0.12436090395124366,.,.,.,.,4927.924857523823,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,128.04832942167093,.,.,.,.,0.018969401007638442,.,.,.,.,0.15409983332708932,.,.,.,.,5021.404640281701,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,129.6627203290096,.,.,.,.,0.012607668640661318,.,.,.,.,0.1605503537602817,.,.,.,.,5084.7128460970525,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,130.3452841788204,.,.,.,.,0.005264148770586008,.,.,.,.,0.16186932479690763,.,.,.,.,5111.479530974618,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,130.34534432160072,.,.,.,.,4.6141124854237603e-07,.,.,.,.,0.15739408021117884,.,.,.,.,5111.48188946877,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,130.28996134166107,.,.,.,.,-0.00042489419340530077,.,.,.,.,0.15426881516613067,.,.,.,.,5109.310050494239,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,130.86409594397216,.,.,.,.,0.00440659124002285,.,.,.,.,0.1545485820723238,.,.,.,.,5131.824691405307,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,131.64827683513417,.,.,.,.,0.005992330329456896,.,.,.,.,0.1493642129023991,.,.,.,.,5162.57628014907,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,132.63068173728834,.,.,.,.,0.007462345317170049,.,.,.,.,0.14658641141133577,.,.,.,.,5201.101207077774,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,132.50939579424474,.,.,.,.,-0.000914463693128309,.,.,.,.,0.13203124442083203,.,.,.,.,5196.344988859616,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,132.4253146432602,.,.,.,.,-0.0006345297288584684,.,.,.,.,0.1085516868539318,.,.,.,.,5193.04775348278,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,132.3601143316614,.,.,.,.,-0.0004923553459128538,.,.,.,.,0.08338759288220521,.,.,.,.,5190.490928659772,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,132.3571006692225,.,.,.,.,-2.2768659985961115e-05,.,.,.,.,0.0532572833800693,.,.,.,.,5190.372748136658,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,132.4471147693784,.,.,.,.,0.0006800851612855929,.,.,.,.,0.034352539916565394,.,.,.,.,5193.902643624206,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,132.62052635490943,.,.,.,.,0.0013092892648736143,.,.,.,.,0.022811537644703117,.,.,.,.,5200.702964598301,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,132.56858294158425,.,.,.,.,-0.0003916694855076175,.,.,.,.,0.01705699425008511,.,.,.,.,5198.666007943879,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,131.66843886052246,.,.,.,.,-0.006790025668890531,.,.,.,.,0.010150685057513487,.,.,.,.,5163.366932305951,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,130.5561118075414,.,.,.,.,-0.008447939860207088,.,.,.,.,0.00204275496853068,.,.,.,.,5119.747118985649,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
