Unnamed: 0,Canoas,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2024-05-01 00:00:00,109.67199684765559,.,.,.,.,-0.0019671828638413436,.,.,.,.,0.033891076508833384,.,.,.,.,5053.948715144817,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,109.76737087046259,.,.,.,.,0.0008696296734660436,.,.,.,.,0.03421361285023572,.,.,.,.,5058.3437789156815,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,111.65672832132408,.,.,.,.,0.017212377739202145,.,.,.,.,0.052641869034757205,.,.,.,.,5145.409902773122,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,114.85090214788954,.,.,.,.,0.028607087764324524,.,.,.,.,0.07079620104956974,.,.,.,.,5292.6050954451775,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,117.70345275619974,.,.,.,.,0.024836989130804232,.,.,.,.,0.09131990293008685,.,.,.,.,5424.057470674389,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,119.56373846390468,.,.,.,.,0.015804852484303744,.,.,.,.,0.0954306164383012,.,.,.,.,5509.783898864784,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,120.495088971678,.,.,.,.,0.0077895733249799815,.,.,.,.,0.10430332797977848,.,.,.,.,5552.702764549786,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,121.01661608033172,.,.,.,.,0.004328202195662101,.,.,.,.,0.10199889469394252,.,.,.,.,5576.735984847169,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,121.5452139554571,.,.,.,.,0.004367977656675626,.,.,.,.,0.10541834187833943,.,.,.,.,5601.09504302616,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,122.03167754102904,.,.,.,.,0.004002326128202949,.,.,.,.,0.10961880638433419,.,.,.,.,5623.512452063412,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,122.39104986989135,.,.,.,.,0.002944910174995208,.,.,.,.,0.11136031738574803,.,.,.,.,5640.073191102706,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,122.88066589476324,.,.,.,.,0.004000423441030909,.,.,.,.,0.118233830691296,.,.,.,.,5662.635872105523,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,123.81957876638542,.,.,.,.,0.007640851103673851,.,.,.,.,0.12899903644849386,.,.,.,.,5705.903229658604,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,124.98413546212122,.,.,.,.,0.009405271018834593,.,.,.,.,0.13862739419727976,.,.,.,.,5759.568795940787,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,125.7685454800836,.,.,.,.,0.0062760766801488455,.,.,.,.,0.12638573036233636,.,.,.,.,5795.716291348704,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,125.82314012131833,.,.,.,.,0.00043408819769941154,.,.,.,.,0.0955346259213552,.,.,.,.,5798.232143387992,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,125.90803139857657,.,.,.,.,0.0006746873204435122,.,.,.,.,0.06970550523586638,.,.,.,.,5802.144137096124,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,125.9727597221065,.,.,.,.,0.0005140920941335558,.,.,.,.,0.053603386282009335,.,.,.,.,5805.126973526029,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,126.00246284244393,.,.,.,.,0.0002357900263751933,.,.,.,.,0.045706210251111656,.,.,.,.,5806.495764568229,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,125.98404365811457,.,.,.,.,-0.00014618114530340343,.,.,.,.,0.04104748371484335,.,.,.,.,5805.646964367165,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,126.02014896486455,.,.,.,.,0.0002865863461880558,.,.,.,.,0.03681704004443476,.,.,.,.,5807.310783517942,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
