Unnamed: 0,Itajaí,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2024-05-01 00:00:00,197.1660292394175,.,.,.,.,0.011256337874395284,.,.,.,.,0.12525157150651767,.,.,.,.,11140.474553413766,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,200.3110106022174,.,.,.,.,0.015950929148047965,.,.,.,.,0.12346508665012235,.,.,.,.,11318.1754736909,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,203.03676998424274,.,.,.,.,0.013607636314302285,.,.,.,.,0.12169692899540374,.,.,.,.,11472.189089278343,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,205.45836646045547,.,.,.,.,0.011926886329016506,.,.,.,.,0.1161546578137973,.,.,.,.,11609.016584491148,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,206.04696995041286,.,.,.,.,0.002864830963555276,.,.,.,.,0.11009366387761044,.,.,.,.,11642.274454658824,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,206.40226799353053,.,.,.,.,0.0017243546129466214,.,.,.,.,0.10471329724663558,.,.,.,.,11662.349864319905,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,208.0084444858869,.,.,.,.,0.0077817773417427905,.,.,.,.,0.10999337111826835,.,.,.,.,11753.103674245547,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,210.47487974667166,.,.,.,.,0.011857380438956566,.,.,.,.,0.12013616996118515,.,.,.,.,11892.464695849576,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,214.02449890059472,.,.,.,.,0.016864811412152347,.,.,.,.,0.134861077664171,.,.,.,.,12093.028870170758,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,217.31389670928206,.,.,.,.,0.01536925831194269,.,.,.,.,0.14363811900563728,.,.,.,.,12278.889754650192,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,220.59359198451378,.,.,.,.,0.015091972142118548,.,.,.,.,0.14914258347546827,.,.,.,.,12464.202416763519,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,222.2875653126565,.,.,.,.,0.007679159276130054,.,.,.,.,0.14010364828178234,.,.,.,.,12559.91701237177,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,223.37613928392034,.,.,.,.,0.004897142895657236,.,.,.,.,0.13293420852268656,.,.,.,.,12621.42472073895,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,223.8586444688945,.,.,.,.,0.0021600569627577837,.,.,.,.,0.11755536450983506,.,.,.,.,12648.687717086905,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,224.85301952670503,.,.,.,.,0.004441977481681292,.,.,.,.,0.10744974688158893,.,.,.,.,12704.872903099022,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,225.26986524846845,.,.,.,.,0.0018538586790644018,.,.,.,.,0.09642585565784745,.,.,.,.,12728.425941996842,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,226.20943118812116,.,.,.,.,0.004170846103256576,.,.,.,.,0.09785371385252883,.,.,.,.,12781.51424773761,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,226.5826639674588,.,.,.,.,0.001649943494297812,.,.,.,.,0.09777216195396088,.,.,.,.,12802.603024017939,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,227.7990241895864,.,.,.,.,0.005368284584659433,.,.,.,.,0.09514315513783012,.,.,.,.,12871.331040475288,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,229.00953944151726,.,.,.,.,0.005313961533581546,.,.,.,.,0.08806114875634563,.,.,.,.,12939.728798510369,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,230.48398528274268,.,.,.,.,0.006438359925185377,.,.,.,.,0.07690468365396197,.,.,.,.,13023.039429849465,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
