Unnamed: 0,Salvador,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2013-07-01 00:00:00,129.0952410297186,125.56779095937878,134.75098497675816,126.47328640308454,127.7349286960115,0.017990196696296742,0.002979435765948477,0.022419032223608883,0.025824371732667634,0.011742793475942186,0.12075270834876117,0.1388321649681734,0.1916245939863528,0.07846777678753925,0.12531752165965582,4324.436657004985,5218.67168690441,3840.1663992222507,4164.189338647294,5137.029221649707,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-08-01 00:00:00,131.15482098692627,126.20300057420381,137.27582277710027,128.80340240583507,130.0552038257056,0.01595395725496597,0.005058698651714947,0.01873706378307807,0.01842377998563419,0.018164766312399824,0.12669994630155457,0.10619736526838208,0.1975690286460674,0.09028120254529748,0.1301722570433954,4393.428534582651,5245.071374330696,3912.1198419821117,4240.909446841055,5230.342157000943,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-09-01 00:00:00,132.22945832775744,125.73983391796047,139.67247698428892,129.6652341112611,130.93174098510497,0.008193654893847139,-0.003670013027709392,0.017458676689777988,0.0066910631965337395,0.00673973154180036,0.13783540084494605,0.10462512408051916,0.20070999065490147,0.11353946303083684,0.13322361772338698,4429.426771795802,5225.821894055636,3980.420277474942,4269.285639960646,5265.59325901089,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-10-01 00:00:00,132.45604057978522,125.91462932302461,140.5907857359476,129.67080271742043,130.40711168701475,0.0017135535068604584,0.0013901354854515796,0.006574729477748116,4.2946023253699725e-05,-0.004006891637910155,0.13566888355700435,0.10756675456156128,0.18523443032679054,0.12245192592041843,0.12166682693024122,4437.016831573994,5233.0864945112135,4006.5904640070826,4269.468988801017,5244.494597412724,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-11-01 00:00:00,132.60922626218,127.33552208734267,141.42792400829023,129.75994010026142,128.00134677870057,0.0011565020494665563,0.011284572507241093,0.005954431991829906,0.0006874129023110303,-0.0184481112816006,0.12304815576569883,0.09738044217926967,0.1619323068978551,0.11383205093144877,0.10120793408814244,4442.148250633228,5292.139638495189,4030.447434444127,4272.4038768699365,5147.7435774639,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2013-12-01 00:00:00,133.36539864552802,128.29033743946732,141.97979626147966,131.31168972454353,127.33341951982248,0.005702260729981188,0.007498420994180314,0.003902144905677089,0.011958618531136205,-0.005218126806375307,0.10657214395250492,0.08396260464601224,0.1415310242611183,0.1133900176030267,0.0542043031671835,4467.478538159568,5331.822329464616,4046.1748243680427,4323.495925044372,5120.881998709989,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-01-01 00:00:00,134.27345697304287,128.68933969476691,143.76323508919737,132.32446836656635,127.00807032817866,0.006808800009126691,0.003110150485712461,0.012561215572060589,0.007712783562128924,-0.0025550966342592733,0.09834409131984456,0.06790323381948715,0.14018005178464654,0.10244980004838622,0.04661195056065903,4497.896706070962,5348.405099272333,4096.999698579175,4356.842113345985,5107.797650350646,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24.265477505924625,.,.,.,.,0.00477903724001447,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-02-01 00:00:00,135.07645007351118,129.55043899756643,144.57340244105174,133.11294775468386,127.74673228225696,0.005980281721871025,0.006691302518467554,0.005635427940611694,0.005958681699995754,0.0058158662844783665,0.09059365998119806,0.04559890824322399,0.13117886954519165,0.10364083405303814,0.041168900363898864,4524.795395529142,5384.192895782879,4120.088045153226,4382.80314871655,5137.5039184932575,101.76206243566016,.,.,.,.,0.017620624356601472,.,.,.,.,.,.,.,.,.,24.693050369890088,.,.,.,.,0.004833728971784697,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-03-01 00:00:00,136.17249609957122,131.46021781673193,145.61855149777287,133.8211230904469,128.62633751307854,0.008114264370018352,0.014741585084102905,0.0072291931923457306,0.005320108582285695,0.006885539967300937,0.09939960592347719,0.053565467459067095,0.1392816763090765,0.11421259416571572,0.04827422455831254,4561.510781588708,5463.564433465284,4149.872957601113,4406.1201373625045,5172.878407056208,104.81391081216027,.,.,.,.,0.02999004052644539,.,.,.,.,.,.,.,.,.,25.433595951204648,.,.,.,.,0.004873060594082162,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-04-01 00:00:00,136.78852219320498,133.20448653706825,145.896661845409,134.11030313864944,129.03930668444247,0.004523865767895548,0.013268414957048166,0.0019098551989125332,0.0021609447113001765,0.0032106112896352268,0.1002281542775516,0.05619049270680465,0.13837421060259225,0.12229291720733748,0.036558904275718174,4582.1464440634245,5536.057273513071,4157.798614044013,4415.641519370691,5189.486508869813,104.82971712989848,.,.,.,.,0.00015080362535592744,.,.,.,.,.,.,.,.,.,25.43743142967993,.,.,.,.,0.00485758730652546,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-05-01 00:00:00,137.84209184244892,134.3427457979811,147.25307715551043,134.30328103420462,131.1232072218307,0.007702178752657733,0.008545202121222256,0.009297096266250764,0.001438949066841355,0.016149346977539992,0.10475754686257588,0.08694708099026816,0.1372524428712647,0.11127227589157673,0.04928489030253003,4617.438955046456,5583.3640018699025,4196.4540680144655,4421.995402614495,5273.293327136815,103.80676791761785,.,.,.,.,-0.00975819872730423,.,.,.,.,.,.,.,.,.,25.18920791867694,.,.,.,.,0.004772904837962006,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-06-01 00:00:00,138.62084103685083,134.28568851651207,148.41902360560368,134.73273052607692,132.9769599271902,0.005649574698068273,-0.000424714271917861,0.007917976809828812,0.003197609831757824,0.014137487517547995,0.0931050293389537,0.07261410805024093,0.1261248628689986,0.09281669334694231,0.053263052464323835,4643.525521336761,5580.992667492996,4229.681494008515,4436.135218589883,5347.84444572558,102.81222665505454,.,.,.,.,-0.009580697699330986,.,.,.,.,.,.,.,.,.,24.9478777323225,.,.,.,.,0.004705405996699718,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-07-01 00:00:00,139.55151928900767,134.47868965274276,149.9218218065424,135.1659803511986,134.78856016353436,0.006713840755802443,0.0014372427796500078,0.010125374527002287,0.0032156241726121314,0.013623414442141567,0.08099662060262891,0.07096484397218283,0.11258423700873799,0.06873146255098872,0.055220851019609274,4674.701412232522,5589.01390890763,4272.508603265282,4450.400162231757,5420.700346981805,102.58630543059115,.,.,.,.,-0.0021974159281791914,.,.,.,.,.,.,.,.,.,24.893056868419226,.,.,.,.,0.004659563150298929,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-08-01 00:00:00,140.2151873545438,135.05968968974886,150.5844450216117,136.02201309112942,135.17638732982826,0.004755720818500465,0.0043203874049218055,0.004419791642636013,0.006333196694216979,0.002877300312603439,0.06908145883955474,0.07017811839059696,0.09694804208983787,0.05604363355674313,0.039376998024514664,4696.93298705895,5613.160614205608,4291.392201083084,4478.585421827146,5436.297329784705,102.11463932436789,.,.,.,.,-0.004597749224358124,.,.,.,.,.,.,.,.,.,24.77860483551055,.,.,.,.,0.004616237756433715,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-09-01 00:00:00,141.44758479191387,136.59586369511266,151.97030018799126,137.00962434520847,136.19218093370344,0.008789329177686565,0.01137403772282175,0.009203176106141853,0.007260672237054604,0.0075145787214793485,0.06971310765947059,0.08633723648971303,0.08804757722658318,0.0566411674207552,0.040176964798756654,4738.2158772077455,5677.00491477584,4330.886639250176,4511.102962660683,5477.14881402274,101.0270137067147,.,.,.,.,-0.010651025404872075,.,.,.,.,.,.,.,.,.,24.51468728591024,.,.,.,.,0.0045192543511372585,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-10-01 00:00:00,142.1238653924404,137.28230895983947,152.42057484053132,137.84887940640743,136.96537342440354,0.0047811392574953525,0.005025373727706687,0.0029629121741751715,0.006125519029848495,0.005677216455447449,0.07298893104714033,0.09028084900009459,0.0841434169576516,0.06306798845696004,0.05029067550494504,4760.869947148751,5705.533986126616,4343.718675998583,4538.735809704067,5508.243773398644,99.07126945426994,.,.,.,.,-0.01935862677404643,.,.,.,.,.,.,.,.,.,24.040116604259843,.,.,.,.,0.004406853137228601,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-11-01 00:00:00,142.96112896516664,137.8218941699965,153.169171532633,138.76000193369165,138.2261964681981,0.0058910836010148,0.0039304788376985375,0.00491138872087888,0.00660957514640394,0.009205414567722725,0.07806321622388501,0.08235229188804816,0.08301930192834117,0.06935932481531792,0.07988079771672352,4788.916630020964,5727.959466716856,4365.052366910554,4568.73492510798,5558.949440872856,98.32243502934155,.,.,.,.,-0.0075585427445647065,.,.,.,.,.,.,.,.,.,23.858408355322222,.,.,.,.,0.004366253470850795,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-12-01 00:00:00,142.82541287690523,136.95959160114103,152.26445013327086,139.21059077244874,139.38587426072732,-0.0009493216040177563,-0.0062566443020431,-0.005906680765517905,0.003247253044666297,0.00838971064935599,0.07093304805784739,0.06757526977247386,0.07243744633109817,0.06015382990253926,0.09465272185695595,4784.370408004244,5692.121661757089,4339.269396054445,4583.570763503811,5605.587418196178,98.36487667354186,.,.,.,.,0.00043165778174270454,.,.,.,.,.,.,.,.,.,23.86870702294879,.,.,.,.,0.0043882614504220175,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-01-01 00:00:00,144.05389419055822,137.26480770819754,153.44464155353964,140.66089112450032,141.55251790888292,0.008601279624598447,0.00222851209972478,0.0077509321396807595,0.010418031731667825,0.015544212493891622,0.07283969176036709,0.06663697267986946,0.06734271427834448,0.06299985830920063,0.11451593227991386,4825.522115711144,5704.80662375342,4372.902778679057,4631.322549162338,5692.721860177705,100.86945508876026,.,.,.,.,0.025462121235923525,.,.,.,.,0.008694550887602626,.,.,.,.,24.476454934911857,.,.,.,.,0.004463644819377285,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-02-01 00:00:00,143.68432740570768,135.85836892636584,152.33776028375516,141.01787102693012,142.60357778188563,-0.0025654758375478243,-0.010246171654001544,-0.007213554403581247,0.0025378760192401135,0.007425229084792853,0.0637259664990597,0.04869091897803535,0.05370529925702794,0.05938508165873069,0.11629922139066862,4813.142355319735,5646.354195833558,4341.358606583484,4643.076271597222,5734.991624105533,100.95577541987565,.,.,.,.,0.0008557628376145648,.,.,.,.,-0.00792325741525024,.,.,.,.,24.4974009754417,.,.,.,.,0.004477490595548365,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-03-01 00:00:00,143.4598993322356,134.22605492399765,151.88274697556398,141.44718673886823,143.4922552674756,-0.001561952354332893,-0.012014821135184333,-0.00298687145815746,0.0030444064203473276,0.006231803573324225,0.053515970121717826,0.02103934675600172,0.04301783950849769,0.056986994820444226,0.11557444643003634,4805.624456286104,5578.514260104719,4328.3915264718535,4657.2116828086355,5770.730965401619,103.04753113451532,.,.,.,.,0.020719525019148716,.,.,.,.,-0.016852530966147472,.,.,.,.,25.004975487856484,.,.,.,.,0.004571734926617529,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-04-01 00:00:00,144.76658316270075,135.48280522008747,153.3217949438577,142.76374435170038,144.5832818102865,0.009108355969489465,0.00936293849060401,0.009474729664490712,0.00930776810190455,0.007603382780326429,0.05832405264403162,0.017103918510922078,0.05089309792650587,0.0645248054066705,0.12045922692266053,4849.395794489643,5630.745545991036,4369.401866067247,4700.559929153698,5814.608041853849,104.1063785588843,.,.,.,.,0.010275330352037001,.,.,.,.,-0.006900128997943122,.,.,.,.,25.2619098714388,.,.,.,.,0.0046312314034657786,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-05-01 00:00:00,145.01622105772614,134.4415323827745,153.75710543140457,143.64953490891583,145.07629669183527,0.0017244165716395034,-0.007685645684863407,0.0028391950909930647,0.006204590396797865,0.003409902413168758,0.052045997847138814,0.0007353324826482321,0.04416904829109547,0.06959065931033281,0.10641205142579446,4857.7581729601,5587.469630782926,4381.807450395962,4729.724978149698,5834.4352878473965,106.97534157261474,.,.,.,.,0.02755799455753524,.,.,.,.,0.030523767559274217,.,.,.,.,25.958077446188856,.,.,.,.,0.004578638732231485,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-06-01 00:00:00,145.36445284339237,135.19652688043385,153.73270486831365,144.34623912018353,144.8578558158277,0.0024013298865896157,0.005615783190493278,-0.00015869551538743053,0.004850027615539796,-0.0015056965265083017,0.048647892741819465,0.006782840181884131,0.035801888016930405,0.07135243646120526,0.08934552192457046,4869.423252842655,5618.847648812868,4381.112077204293,4752.664274907632,5825.650398900348,106.65471682818122,.,.,.,.,-0.002997183647372313,.,.,.,.,0.03737386396676956,.,.,.,.,25.880276320949914,.,.,.,.,0.004542059869723508,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-07-01 00:00:00,145.8917216555622,136.1241060550068,153.99882589869625,144.99420049810604,145.06579482481942,0.0036272197353356505,0.0068609689610835455,0.0017310632152771036,0.004488938415520697,0.001435469328333057,0.04543270040238068,0.012235517809646268,0.02719420057084676,0.07271223218572453,0.07624708394255442,4887.085720965068,5657.398388128429,4388.696059163149,4773.998692147336,5834.01294136556,105.86870496285104,.,.,.,.,-0.007369686861542522,.,.,.,.,0.031996468909592624,.,.,.,.,25.689546788574322,.,.,.,.,0.0044836440885861455,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-08-01 00:00:00,146.45293020387922,137.03367403229277,154.63694194510074,145.21998314429692,145.63893628673577,0.0038467470391637397,0.006681902299644177,0.004143642282209582,0.0015571839798779624,0.003950906984023745,0.04448692732237958,0.0146156439947287,0.026911789746327575,0.06762118751326818,0.07739923490764,4905.885103492329,5695.2005714280685,4406.881245717664,4781.432686430707,5857.062583840487,105.20436176816867,.,.,.,.,-0.006275161247277836,.,.,.,.,0.030257389775292243,.,.,.,.,25.52834074010653,.,.,.,.,0.004463236639301473,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-09-01 00:00:00,146.52006002264605,137.362783225146,154.76924988367165,145.10061614760295,145.57108422764304,0.00045837129153627305,0.0024016665624513253,0.0008556036927959401,-0.0008219736300021932,-0.00046589230066297865,0.03586116537934814,0.005614515032059231,0.01841774144170283,0.05905418572646015,0.06886521112768684,4908.133820383346,5708.878544206922,4410.651789585213,4777.50247484883,5854.333823478175,103.87600538423328,.,.,.,.,-0.012626438311204087,.,.,.,.,0.028200295871253944,.,.,.,.,25.206008720564174,.,.,.,.,0.0044021990643895535,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-10-01 00:00:00,146.37757056904672,137.46531929779914,154.50780411808944,144.85586965677678,145.51489604135995,-0.0009724910949211452,0.0007464618162627869,-0.0016892616962266602,-0.0016867363993629742,-0.0003859845283231637,0.029929562954545075,0.0013330948419085775,0.013693881418186837,0.050830955467626726,0.0624210514176069,4903.360703950342,5713.140004053855,4403.2010444616735,4769.444087526455,5852.074141198673,102.33569368375953,.,.,.,.,-0.01482836863793714,.,.,.,.,0.03295026143776636,.,.,.,.,24.832244731364593,.,.,.,.,0.004372702057061391,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-11-01 00:00:00,146.2197831043607,137.34287578190307,154.200889768342,144.81694825517167,145.36281823384178,-0.0010779483774231633,-0.0008907229584998837,-0.001986400308381062,-0.0002686905383766086,-0.001045101303408559,0.02279398716827452,-0.0034756334686750767,0.006735808683859146,0.04365052059003571,0.0516300234542415,4898.075134235599,5708.05117908712,4394.454524549092,4768.16258302682,5845.958130886063,100.04132419886835,.,.,.,.,-0.02242003158723193,.,.,.,.,0.017482166394819698,.,.,.,.,24.275505020105527,.,.,.,.,0.004334787768734474,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-12-01 00:00:00,146.2540770285264,138.57219080206286,154.81196625731,144.79785972668736,142.6217887297852,0.0002345368283115986,0.008950701033171367,0.00396285968184771,-0.00013181142617818656,-0.018856469194530445,0.024005981026473222,0.011774269929324177,0.01673086608075236,0.04013537277039125,0.023215512233362823,4899.223913242415,5759.142238673169,4411.869131208141,4767.534084716502,5735.724001478496,100.50938530644152,.,.,.,.,0.004678677649675306,.,.,.,.,0.02180156886707607,.,.,.,.,24.389082282877673,.,.,.,.,0.00435351447817902,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-01-01 00:00:00,145.31059484028896,138.3584401003818,154.46789073948574,144.12431824422328,138.9384085658591,-0.006450980426709167,-0.001542522352023417,-0.0022225382581367967,-0.004651598329805555,-0.025826209282122592,0.00872382282195261,0.007967318138157875,0.006668523420474637,0.024622530769106588,-0.018467416769700318,4867.619115672022,5750.258633041533,4402.063583274138,4745.357431130743,5587.591993031819,100.94535668449089,.,.,.,.,0.004337618588753144,.,.,.,.,0.000752473537839915,.,.,.,.,24.494872819550515,.,.,.,.,0.004383027850601445,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-02-01 00:00:00,144.6499996989571,138.00815714115885,154.71393288303793,143.59547295072812,135.78785407329156,-0.0045460906829121375,-0.002531706478974758,0.0015928368178935433,-0.0036693689166253343,-0.02267590744048389,0.006720790713121705,0.015823745211884344,0.01559805392213165,0.018278547995564054,-0.047794899781678946,4845.4904777623005,5735.700666004483,4409.075352224285,4727.944964074675,5460.88827418264,101.67122563932728,.,.,.,.,0.007190711674882883,.,.,.,.,0.007086768602153404,.,.,.,.,24.671008387508827,.,.,.,.,0.004431524437787758,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-03-01 00:00:00,144.8158458747672,138.04872888441713,155.25453271233698,143.6413748395233,135.62802911540555,0.0011465342285190074,0.0002939807624327233,0.003494189690774262,0.00031966111362674305,-0.0011770195425559811,0.009451746089625956,0.02847937356561636,0.022199925955483923,0.015512419520268494,-0.05480592759108005,4851.045998449018,5737.386851659359,4424.481497865874,4729.456304227057,5454.460701964213,101.34369702694667,.,.,.,.,-0.0032214484513298186,.,.,.,.,-0.016534448606483565,.,.,.,.,24.591532005746142,.,.,.,.,0.004402547687213144,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-04-01 00:00:00,145.4900679594832,137.96415837490684,155.98733011067733,144.3909554037539,137.1060077984837,0.0046557203781348935,-0.0006126134604333263,0.0047199742612224855,0.005218416804127717,0.010897295291525189,0.004997595308092295,0.018314893545261945,0.017385233246165033,0.011397929211248936,-0.051716034649248344,4873.631112159268,5733.87205124632,4445.364936655056,4754.136578479424,5513.899570889535,100.34088334919952,.,.,.,.,-0.009895175597161354,.,.,.,.,-0.03616968779252039,.,.,.,.,24.34819447834607,.,.,.,.,0.004335431004115466,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-05-01 00:00:00,146.3729918164395,137.99016457215586,156.88161986982007,145.36174628783533,138.9997843217487,0.006068619455193002,0.00018849966219750046,0.005733092287099289,0.006723349681888541,0.013812498472338586,0.009355993066274104,0.026395356602139097,0.02032110600449255,0.011919365976403418,-0.04188494267257192,4903.207324743952,5734.952884191063,4470.8506240867355,4786.100301131999,5590.060300289077,99.6686474623348,.,.,.,.,-0.00669952131600478,.,.,.,.,-0.06830260135528676,.,.,.,.,24.18507323043216,.,.,.,.,0.004279237384626623,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-06-01 00:00:00,147.0665128231043,138.40166583648758,157.4937897764191,146.07098783157818,140.2209023736755,0.004738039429668018,0.002982105758099506,0.003902113626229908,0.004879148482011641,0.008785035587538915,0.011708914706579865,0.023707258093163208,0.02446509291127863,0.011948691714500637,-0.03201036917216016,4926.4389143804265,5752.055120209438,4488.296391227823,4809.452395151023,5639.169178963604,99.08527811257613,.,.,.,.,-0.00585308785271844,.,.,.,.,-0.07097143887034374,.,.,.,.,24.043515872090012,.,.,.,.,0.004235163697496956,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-07-01 00:00:00,147.49154031017116,139.53503624499092,157.81895192273046,146.432786318007,139.968602527394,0.0028900358001830804,0.008188993981057609,0.0020646029711582398,0.0024768675272189775,-0.001799302686051243,0.010965794607496582,0.02505750295693976,0.02480620226641972,0.00992167834960922,-0.03513710660449454,4940.676499210402,5799.1586649675455,4497.56294129259,4821.364771612278,5629.022606712798,98.10551547085784,.,.,.,.,-0.009888074801638457,.,.,.,.,-0.0733284637298367,.,.,.,.,23.805771788652404,.,.,.,.,0.004185022399792563,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,147.6123671575225,140.22801219353272,158.03068099875443,146.34169666447647,139.52535298612307,0.00081921205173707,0.0049663222025836205,0.0013415947415976197,-0.0006220577769565919,-0.003166778357912012,0.00791678904634563,0.023310607292680308,0.021946496166863838,0.007724236677985052,-0.04197767064554914,4944.723960942289,5827.959155401678,4503.596848084632,4818.365604160552,5611.196739745663,96.78698740994069,.,.,.,.,-0.013439897385879503,.,.,.,.,-0.08000974690361928,.,.,.,.,23.485824658621247,.,.,.,.,0.004116001895867489,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,148.16936474220617,141.0505659850504,158.2914067820873,146.57286521564987,140.95089465507954,0.003773380207969074,0.00586583078980304,0.0016498428133390995,0.0015796492485898013,0.010217079824182587,0.01125651135622796,0.02684702998380506,0.022757472179150584,0.010146401215479939,-0.03173837439678939,4963.382284470379,5862.144977657147,4511.027074978621,4825.976931766595,5668.526784744838,96.00334807026788,.,.,.,.,-0.008096536121676214,.,.,.,.,-0.07578898788844213,.,.,.,.,23.295670830925364,.,.,.,.,0.004083526041671739,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,148.5949155567466,141.1431953378306,158.97672638740536,146.86562797500176,141.5969542447665,0.002872056685137462,0.000656710252335966,0.0043294807927349134,0.001997387162495219,0.004583579205140387,0.015148119886673195,0.026754937600398376,0.0289236022401842,0.013874193175512417,-0.02692467852555691,4977.637399741386,5865.994708364656,4530.5574800552495,4835.616276136603,5694.508926239176,95.8591254803927,.,.,.,.,-0.0015022662518978194,.,.,.,.,-0.06328748035246512,.,.,.,.,23.26067453082074,.,.,.,.,0.003988413792746893,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,149.45078100274736,142.02598467136093,159.7507442130103,147.3764579931645,143.27027990315702,0.005759722281170161,0.006254565311613736,0.004868749301823913,0.0034782135562019317,0.011817525788711503,0.022096858781965434,0.03409793819152673,0.03599106628376747,0.017674103541271302,-0.014395279041154452,5006.307208780261,5902.683955385703,4552.615628623142,4852.435582220852,5761.803932329055,96.00244046196723,.,.,.,.,0.0014950583041135257,.,.,.,.,-0.040372153899846275,.,.,.,.,23.295450595437327,.,.,.,.,0.003885108676901896,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,149.866057784576,142.8418714644245,160.2394474657493,147.61634124097958,143.32472324820074,0.0027786859261778804,0.005744630427674717,0.0030591610395714593,0.0016276904132557506,0.0003800044578717664,0.024696615844391534,0.03081195900597722,0.035058538042326726,0.019464939050979346,0.0049286614946846274,5020.2181641634215,5936.592693240758,4566.5428129823695,4860.333845098974,5763.9934435087225,96.02192642283602,.,.,.,.,0.00020297359916083494,.,.,.,.,-0.044647162749267166,.,.,.,.,23.300178956888757,.,.,.,.,0.0037649543001148306,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,149.96300443099486,141.8231191583085,161.7299341221213,147.70559484633696,142.46190623703663,0.000646888614086413,-0.007132028554874578,0.009301621292039144,0.0006046322826255493,-0.006020015190749381,0.032017001897345354,0.025041327839580907,0.04701328766690538,0.02484852414736216,0.025360141285246662,5023.465686134049,5894.252744633905,4609.019064842615,4863.272559846059,5729.29411541942,96.44611793903371,.,.,.,.,0.0044176526341468715,.,.,.,.,-0.04457103222211345,.,.,.,.,23.403111053833747,.,.,.,.,0.0037763334517692693,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,150.4721839014161,141.34111079865542,163.86540956364018,147.95388980572673,141.9011547458705,0.003395367226425155,-0.003398658572126295,0.013203959137869812,0.0016810125550631807,-0.003936150413662759,0.040250150118050554,0.024150410573829495,0.059150953699306896,0.03035204916588219,0.04502096829131208,5040.5221968878195,5874.220192017077,4669.87636424046,4871.447782077855,5706.742752017016,97.0280568446837,.,.,.,.,0.0060338240468927875,.,.,.,.,-0.045668464852729684,.,.,.,.,23.54432130808247,.,.,.,.,0.0037950497429857714,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,150.6408909761118,141.09066832974398,164.3457795086667,148.17166547311342,141.9754832390815,0.0011211844629453768,-0.0017719010944254481,0.0029314908271716534,0.0014719157953376604,0.000523804710004661,0.040223810220201495,0.022035258635910715,0.05855704588782884,0.03153889774900431,0.04680045979489189,5046.1735520601005,5863.811654829947,4683.5660639662565,4878.618143014458,5709.731970749308,97.00469337139569,.,.,.,.,-0.0002407909015989158,.,.,.,.,-0.042814736217855476,.,.,.,.,23.538652049727165,.,.,.,.,0.0037951003178860014,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,150.59148111755687,140.9327764054176,164.22592392883675,147.82329399280073,142.70364890676683,-0.00032799765212985365,-0.0011190812701897773,-0.0007292890647285911,-0.0023511342684874098,0.005128812743388389,0.035063652314014426,0.0215173133767379,0.05281578838687673,0.023771146741491833,0.040827103043584057,5044.518418982785,5857.249573035106,4680.150390451872,4867.147856715552,5739.016116842219,97.09629391085177,.,.,.,.,0.0009442897685928303,.,.,.,.,-0.032335667477195185,.,.,.,.,23.560879358024184,.,.,.,.,0.003799909939031556,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,150.31884012949,141.06969139918402,163.43425939718753,147.42160753022492,143.02928997105326,-0.001810467538027728,0.0009714914958645614,-0.004820581992842219,-0.002717342116563743,0.0022819392971455184,0.02695748897446082,0.022317002349959925,0.04176805117645288,0.01417058679462202,0.0289892942565817,5035.385482140234,5862.939841184465,4657.589341755867,4853.922150856955,5752.1122032461935,97.03403833712909,.,.,.,.,-0.0006411735321209588,.,.,.,.,-0.026433679921274544,.,.,.,.,23.545772745786323,.,.,.,.,0.0038021815850284623,.,.,.,.,.,.,.,.,.,.,.,.,.
