Unnamed: 0,Caxias do Sul,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2024-05-01 00:00:00,136.0515377202623,.,.,.,.,0.015809996506610968,.,.,.,.,0.08410743228434248,.,.,.,.,5375.38906491978,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,136.9605101077407,.,.,.,.,0.006681088672054303,.,.,.,.,0.08466454464129569,.,.,.,.,5411.3025159092995,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,137.3423412853144,.,.,.,.,0.002787892490129673,.,.,.,.,0.08127586428533595,.,.,.,.,5426.388645555223,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,137.96942641619216,.,.,.,.,0.004565854382626577,.,.,.,.,0.08122514510704382,.,.,.,.,5451.164745934367,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,139.1883467294647,.,.,.,.,0.00883471320374718,.,.,.,.,0.09312954162123765,.,.,.,.,5499.324223091074,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,140.41868839455793,.,.,.,.,0.00883940138670214,.,.,.,.,0.09638059370926455,.,.,.,.,5547.93495725459,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,141.6322468975102,.,.,.,.,0.008642428702526628,.,.,.,.,0.10095084606467375,.,.,.,.,5595.882589568919,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,143.31480810010626,.,.,.,.,0.01187978895663222,.,.,.,.,0.10711516158885614,.,.,.,.,5662.36049375909,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,144.58068360057084,.,.,.,.,0.00883283114456912,.,.,.,.,0.1158587621223015,.,.,.,.,5712.375167880144,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,146.53989549267874,.,.,.,.,0.013550993419844115,.,.,.,.,0.12631765804815887,.,.,.,.,5789.783526191768,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,147.56597243224326,.,.,.,.,0.0070020313315686256,.,.,.,.,0.12216651109305543,.,.,.,.,5830.323771845163,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,149.34283371414014,.,.,.,.,0.012041131519753057,.,.,.,.,0.1150476204493105,.,.,.,.,5900.527467184693,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,150.95810384003943,.,.,.,.,0.010815852931993497,.,.,.,.,0.10956558352487522,.,.,.,.,5964.346704490949,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,152.65603559222313,.,.,.,.,0.01124770190531077,.,.,.,.,0.11459891228599739,.,.,.,.,6031.431898282986,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,153.4555779373575,.,.,.,.,0.005237541653905664,.,.,.,.,0.11732169774628742,.,.,.,.,6063.0217740829385,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,153.79607013834584,.,.,.,.,0.0022188323524305886,.,.,.,.,0.11471123808554329,.,.,.,.,6076.474602948765,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,154.5174102871183,.,.,.,.,0.004690237846282974,.,.,.,.,0.11013180282576474,.,.,.,.,6104.974714103493,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,155.39138819392466,.,.,.,.,0.005656177547775032,.,.,.,.,0.10662896777169295,.,.,.,.,6139.50553501114,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,155.4983053381459,.,.,.,.,0.0006880506407975773,.,.,.,.,0.097901846114675,.,.,.,.,6143.729825728685,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,155.94695214109788,.,.,.,.,0.002885219886971324,.,.,.,.,0.08814262956112673,.,.,.,.,6161.4558372020565,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,156.30950676599483,.,.,.,.,0.0023248586773847446,.,.,.,.,0.08112303022322753,.,.,.,.,6175.780351270499,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
