Unnamed: 0,Jaboatão dos Guararapes,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2024-05-01 00:00:00,110.58394768721891,.,.,.,.,0.008950584387441562,.,.,.,.,0.03625068829676459,.,.,.,.,5333.88260093612,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,111.21317353209778,.,.,.,.,0.005690028779390399,.,.,.,.,0.04138042038109169,.,.,.,.,5364.232546441335,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,112.5724971448916,.,.,.,.,0.01222268522354053,.,.,.,.,0.0482555452055915,.,.,.,.,5429.797872322359,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,113.55060873022047,.,.,.,.,0.00868872602221793,.,.,.,.,0.051745020490717275,.,.,.,.,5476.97589839099,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,114.2274391073786,.,.,.,.,0.005960605449206957,.,.,.,.,0.0601788585616847,.,.,.,.,5509.621990776115,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,114.45697918744943,.,.,.,.,0.0020095003605486994,.,.,.,.,0.06117316621604241,.,.,.,.,5520.6935781530665,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,113.56493546067026,.,.,.,.,-0.007793703215932757,.,.,.,.,0.05433257103203193,.,.,.,.,5477.666930858836,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,112.86201554110887,.,.,.,.,-0.006189585867416025,.,.,.,.,0.04208186255290092,.,.,.,.,5443.76244103718,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,111.99320336295935,.,.,.,.,-0.007698003389218888,.,.,.,.,0.03127300462249516,.,.,.,.,5401.856339315974,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,113.10656946736529,.,.,.,.,0.009941372074139476,.,.,.,.,0.040238596847500974,.,.,.,.,5455.5582030761625,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,114.33494501017783,.,.,.,.,0.010860337720409508,.,.,.,.,0.047724873255968525,.,.,.,.,5514.80740761492,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,114.96758927473364,.,.,.,.,0.005533253761564216,.,.,.,.,0.048946242292311704,.,.,.,.,5545.322236447407,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,115.940209158146,.,.,.,.,0.008459948491118974,.,.,.,.,0.048436157172440764,.,.,.,.,5592.235376934409,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,116.62271419479123,.,.,.,.,0.005886698338746887,.,.,.,.,0.048641186029388495,.,.,.,.,5625.15517963769,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,118.1198936651673,.,.,.,.,0.012837803344855958,.,.,.,.,0.04927843532808618,.,.,.,.,5697.369815618176,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,118.26434863406878,.,.,.,.,0.0012229520736868338,.,.,.,.,0.04151223808097293,.,.,.,.,5704.3374258487465,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,119.65306160547911,.,.,.,.,0.011742448061902833,.,.,.,.,0.04749841667202381,.,.,.,.,5771.320311799344,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,120.79465827953707,.,.,.,.,0.009540889792039264,.,.,.,.,0.055371713783466614,.,.,.,.,5826.38384284878,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,121.81014968045093,.,.,.,.,0.008406757512106733,.,.,.,.,0.07260352138038373,.,.,.,.,5875.364838988066,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,122.48831066447389,.,.,.,.,0.005567360238879937,.,.,.,.,0.0852926033370256,.,.,.,.,5908.075111581561,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,123.03359786261589,.,.,.,.,0.004451748866352467,.,.,.,.,0.09858093320070216,.,.,.,.,5934.37637826187,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
