Unnamed: 0,Barueri,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2023-04-01 00:00:00,137.16313828426678,.,.,.,.,0.005176510722356253,.,.,.,.,0.08694202368369353,.,.,.,.,9249.366234886113,.,.,.,.,155.9986698711866,.,.,.,.,0.0007575421299634844,.,.,.,.,0.16014813891872115,.,.,.,.,49.29772074414805,.,.,.,.,0.005609329430978259,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,137.98334714149397,.,.,.,.,0.005979805270475369,.,.,.,.,0.0793425124761098,.,.,.,.,9304.67564384604,.,.,.,.,157.38655427407164,.,.,.,.,0.008896770748308747,.,.,.,.,0.14973413877736075,.,.,.,.,49.73631126402289,.,.,.,.,0.0056263491227670475,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,139.20420771199562,.,.,.,.,0.008847883427916425,.,.,.,.,0.0740492250940028,.,.,.,.,9387.002329277362,.,.,.,.,159.72626878212654,.,.,.,.,0.014866038073243049,.,.,.,.,0.1468065260946141,.,.,.,.,50.47569316089652,.,.,.,.,0.005659108624553049,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,140.40731568133705,.,.,.,.,0.008642755769499244,.,.,.,.,0.08404022512859122,.,.,.,.,9468.131897817027,.,.,.,.,161.70554216167244,.,.,.,.,0.012391658520776616,.,.,.,.,0.15401364965103537,.,.,.,.,51.10117071414585,.,.,.,.,0.005682307836527058,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,141.44134507387184,.,.,.,.,0.007364497978734841,.,.,.,.,0.08610183320606013,.,.,.,.,9537.859936040895,.,.,.,.,162.94710017462006,.,.,.,.,0.007677894006294039,.,.,.,.,0.15281183361540096,.,.,.,.,51.4935200864866,.,.,.,.,0.005680302929228931,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,142.52299335531626,.,.,.,.,0.00764732745492136,.,.,.,.,0.09218911397618079,.,.,.,.,9610.799074190974,.,.,.,.,165.30551360935928,.,.,.,.,0.014473491287736007,.,.,.,.,0.15671736106469636,.,.,.,.,52.238811100833225,.,.,.,.,0.005721481269967828,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,143.8883255984748,.,.,.,.,0.00957973314351257,.,.,.,.,0.09063189132348848,.,.,.,.,9702.86796461764,.,.,.,.,169.74051157302125,.,.,.,.,0.026829098841448795,.,.,.,.,0.15460385019177547,.,.,.,.,53.640331327217254,.,.,.,.,0.005832415560938237,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,144.92654536702935,.,.,.,.,0.007215455209700128,.,.,.,.,0.0914466048230822,.,.,.,.,9772.878573821974,.,.,.,.,174.3254635981378,.,.,.,.,0.027011536507265177,.,.,.,.,0.1548825320356404,.,.,.,.,55.089239095124185,.,.,.,.,0.005957407964302814,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,145.92917851516822,.,.,.,.,0.0069182160217762245,.,.,.,.,0.09136767999965101,.,.,.,.,9840.489458950264,.,.,.,.,177.54279675515198,.,.,.,.,0.018455899044278024,.,.,.,.,0.15888362297902425,.,.,.,.,56.10596053028989,.,.,.,.,0.006031631799607683,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,147.1802787698559,.,.,.,.,0.008573338570241118,.,.,.,.,0.0947058702453154,.,.,.,.,9924.855306778732,.,.,.,.,179.3180159714247,.,.,.,.,0.009998824219948022,.,.,.,.,0.16023623841589996,.,.,.,.,56.6669541673236,.,.,.,.,0.006051566233812937,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,148.50538872090343,.,.,.,.,0.009003311871148112,.,.,.,.,0.09546099586430312,.,.,.,.,10014.21187438168,.,.,.,.,180.21231797241296,.,.,.,.,0.004987240106040236,.,.,.,.,0.16253409098408733,.,.,.,.,56.949565873834025,.,.,.,.,0.006028862100119912,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,149.49637992170727,.,.,.,.,0.006673099268244664,.,.,.,.,0.09555855468904872,.,.,.,.,10081.037704312663,.,.,.,.,180.81263108863573,.,.,.,.,0.003331143636444711,.,.,.,.,0.159943250950352,.,.,.,.,57.139273057792934,.,.,.,.,0.005989881843775924,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,150.7118386303407,.,.,.,.,0.008130355459242455,.,.,.,.,0.09877799907140239,.,.,.,.,10163.00012424675,.,.,.,.,180.19952810389384,.,.,.,.,-0.003390819441377091,.,.,.,.,0.15513502937358847,.,.,.,.,56.94552409984242,.,.,.,.,0.005916983416770051,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-05-01 00:00:00,152.15922102324976,.,.,.,.,0.009603641001680874,.,.,.,.,0.10273612124526332,.,.,.,.,10260.601928940054,.,.,.,.,180.6945881047232,.,.,.,.,0.0027472879981347287,.,.,.,.,0.14809418719507095,.,.,.,.,57.101969854749406,.,.,.,.,0.005869713354169253,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,153.9028508404883,.,.,.,.,0.011459245161173026,.,.,.,.,0.10559050886524357,.,.,.,.,10378.180681944985,.,.,.,.,182.01771484436784,.,.,.,.,0.007322448079506438,.,.,.,.,0.13956030045782764,.,.,.,.,57.52009606424835,.,.,.,.,0.005865422302309115,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,155.34999508277946,.,.,.,.,0.009402972293158118,.,.,.,.,0.10642379514864975,.,.,.,.,10475.766427350702,.,.,.,.,183.15888660491512,.,.,.,.,0.006269564264791638,.,.,.,.,0.13266919708783842,.,.,.,.,57.88072200304015,.,.,.,.,0.00585995273811089,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,156.80306951199307,.,.,.,.,0.009353553107223078,.,.,.,.,0.10860844422893545,.,.,.,.,10573.75206496779,.,.,.,.,183.88619860128824,.,.,.,.,0.003970934797949299,.,.,.,.,0.12850243056936317,.,.,.,.,58.11056257617245,.,.,.,.,0.005827249720724255,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,157.81240582226553,.,.,.,.,0.006436967805628635,.,.,.,.,0.10727681272334832,.,.,.,.,10641.814966594688,.,.,.,.,184.66999790128884,.,.,.,.,0.004262415047798562,.,.,.,.,0.11714360803288515,.,.,.,.,58.358253912533165,.,.,.,.,0.005789627045783552,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,159.0656425656672,.,.,.,.,0.007941306875538734,.,.,.,.,0.10547983586622034,.,.,.,.,10726.324884957116,.,.,.,.,188.77386177371332,.,.,.,.,0.022222688682858482,.,.,.,.,0.11213204216427752,.,.,.,.,59.6551312213066,.,.,.,.,0.005849289032831745,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,159.90002504287736,.,.,.,.,0.0052455229410444115,.,.,.,.,0.10331771614321839,.,.,.,.,10782.590068214253,.,.,.,.,193.04028761755617,.,.,.,.,0.02260072344632702,.,.,.,.,0.10735565323124896,.,.,.,.,61.0033803441937,.,.,.,.,0.005934455653039652,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,161.019022207052,.,.,.,.,0.0069981049963849795,.,.,.,.,0.10340525346214635,.,.,.,.,10858.047765644593,.,.,.,.,196.62456561025564,.,.,.,.,0.01856751270387913,.,.,.,.,0.1074770095089761,.,.,.,.,62.136061383714086,.,.,.,.,0.006005608879743056,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,161.7435201013412,.,.,.,.,0.004499455308811795,.,.,.,.,0.09894832006846288,.,.,.,.,10906.903066307055,.,.,.,.,198.87934750763182,.,.,.,.,0.011467447571355649,.,.,.,.,0.10908737435129967,.,.,.,.,62.84860340992236,.,.,.,.,0.005744804986239301,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,162.2188776993324,.,.,.,.,0.0029389591477504418,.,.,.,.,0.09234337620031896,.,.,.,.,10938.958008847407,.,.,.,.,202.49077298952236,.,.,.,.,0.018158876359708254,.,.,.,.,0.12362337529291301,.,.,.,.,63.98986342862348,.,.,.,.,0.0058044369085938265,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,163.2209158000053,.,.,.,.,0.006177074548192385,.,.,.,.,0.09180513859590245,.,.,.,.,11006.528767947602,.,.,.,.,206.54820750036373,.,.,.,.,0.02003762665793829,.,.,.,.,0.14233284619984454,.,.,.,.,65.2720684218987,.,.,.,.,0.0058722380132497955,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,164.44766772666276,.,.,.,.,0.007515899054019615,.,.,.,.,0.09113968233121139,.,.,.,.,11089.25272710266,.,.,.,.,210.15625957438417,.,.,.,.,0.017468329150298167,.,.,.,.,0.1662420084320022,.,.,.,.,66.4122623974132,.,.,.,.,0.005911067693757189,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,166.0498238584612,.,.,.,.,0.009742650375932804,.,.,.,.,0.09128991816466359,.,.,.,.,11197.29143935318,.,.,.,.,213.38278860260928,.,.,.,.,0.015352999880943852,.,.,.,.,0.18090304109684419,.,.,.,.,67.4318898540939,.,.,.,.,0.005956468511221752,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,167.99820951562916,.,.,.,.,0.01173374118619197,.,.,.,.,0.09158607912825412,.,.,.,.,11328.677559088914,.,.,.,.,217.57238720174007,.,.,.,.,0.019634191804162926,.,.,.,.,0.19533632969611148,.,.,.,.,68.75586051320637,.,.,.,.,0.006022775310159678,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,169.6759716574181,.,.,.,.,0.009986785851029412,.,.,.,.,0.09221742534980404,.,.,.,.,11441.814635846897,.,.,.,.,220.59550413528075,.,.,.,.,0.013894763818248501,.,.,.,.,0.2043942187261636,.,.,.,.,69.71120695615781,.,.,.,.,0.006073916678234156,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,171.7525545203363,.,.,.,.,0.0122385205320108,.,.,.,.,0.09533923701155489,.,.,.,.,11581.84551919117,.,.,.,.,222.92725265587123,.,.,.,.,0.010570244981785937,.,.,.,.,0.2123109529238454,.,.,.,.,70.44807149166037,.,.,.,.,0.00609321834104754,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,172.7136826628861,.,.,.,.,0.005596004934156573,.,.,.,.,0.09442398880480263,.,.,.,.,11646.657583863203,.,.,.,.,223.17511667080495,.,.,.,.,0.0011118605373761081,.,.,.,.,0.20850771217368047,.,.,.,.,70.52639992228619,.,.,.,.,0.006059005609248627,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,173.18793500563604,.,.,.,.,0.0027458875025878626,.,.,.,.,0.08878279565707436,.,.,.,.,11678.637995369652,.,.,.,.,223.6341145579828,.,.,.,.,0.0020566714337373337,.,.,.,.,0.1846667354088305,.,.,.,.,70.67144955433069,.,.,.,.,0.006035418412424801,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,172.91345686231182,.,.,.,.,-0.0015848571860117566,.,.,.,.,0.08138480163430173,.,.,.,.,11660.12902201986,.,.,.,.,223.7359321128088,.,.,.,.,0.00045528632797031676,.,.,.,.,0.15901159739290094,.,.,.,.,70.70362529909063,.,.,.,.,0.006006138852125607,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,172.84421724839714,.,.,.,.,-0.0004004292966613976,.,.,.,.,0.07343973947462756,.,.,.,.,11655.459964756592,.,.,.,.,224.09982680421857,.,.,.,.,0.0016264472495473026,.,.,.,.,0.13973463137064823,.,.,.,.,70.81862101599137,.,.,.,.,0.005991404759861394,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,173.09589274145821,.,.,.,.,0.0014560828072101017,.,.,.,.,0.07018749581438644,.,.,.,.,11672.4312796214,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
