Unnamed: 0,Vitória,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2015-11-01 00:00:00,143.41080858776297,.,.,.,.,0.006504181382652627,.,.,.,.,0.08190071754224926,.,.,.,.,6159.286173977376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-12-01 00:00:00,144.06573427301944,.,.,.,.,0.004566780507730422,.,.,.,.,0.07824754833109937,.,.,.,.,6187.41428201823,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-01-01 00:00:00,143.53735373048846,.,.,.,.,-0.0036676350916980765,.,.,.,.,0.06445718249673371,.,.,.,.,6164.721104270626,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-02-01 00:00:00,143.3799893412729,.,.,.,.,-0.0010963305726747843,.,.,.,.,0.05147273424887078,.,.,.,.,6157.962532052001,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-03-01 00:00:00,144.07645763174833,.,.,.,.,0.004857499945949173,.,.,.,.,0.04971605013601943,.,.,.,.,6187.8748347186,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-04-01 00:00:00,145.2228394535768,.,.,.,.,0.007956760186029446,.,.,.,.,0.06094144107402988,.,.,.,.,6237.110270839624,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-05-01 00:00:00,147.13813785404545,.,.,.,.,0.013188685799528973,.,.,.,.,0.06642124051285303,.,.,.,.,6319.369558498742,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-06-01 00:00:00,147.9199190707019,.,.,.,.,0.005313246640595151,.,.,.,.,0.07070029313153214,.,.,.,.,6352.945927576115,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-07-01 00:00:00,148.79694560596573,.,.,.,.,0.005929063109104736,.,.,.,.,0.06863455153257436,.,.,.,.,6390.612944909442,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,148.81941827829306,.,.,.,.,0.0001510291238559124,.,.,.,.,0.0643155100846915,.,.,.,.,6391.578113583415,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,148.8982567204147,.,.,.,.,0.0005297591069345722,.,.,.,.,0.05860957731977856,.,.,.,.,6394.964110296771,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,148.75241279129278,.,.,.,.,-0.00097948715004627,.,.,.,.,0.04399331500575565,.,.,.,.,6388.700325125728,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,148.7467282487146,.,.,.,.,-3.821479242941902e-05,.,.,.,.,0.037207235029891095,.,.,.,.,6388.45618226891,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,148.61825446445386,.,.,.,.,-0.0008637083031897885,.,.,.,.,0.0316002983943906,.,.,.,.,6382.938419619721,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,148.2085592622029,.,.,.,.,-0.002756695021935897,.,.,.,.,0.03254348370170801,.,.,.,.,6365.342605053032,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,147.81375030321877,.,.,.,.,-0.002663874211783249,.,.,.,.,0.030923150310693925,.,.,.,.,6348.386133038266,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,147.528670753839,.,.,.,.,-0.0019286402570461404,.,.,.,.,0.02396098001600211,.,.,.,.,6336.142379974815,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,147.2077583867806,.,.,.,.,-0.002175254243250756,.,.,.,.,0.0136680906438158,.,.,.,.,6322.359659376935,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,146.69950943155027,.,.,.,.,-0.003452596254437444,.,.,.,.,-0.0029810654728434915,.,.,.,.,6300.531104097764,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,146.63512260308016,.,.,.,.,-0.00043890282059977365,.,.,.,.,-0.008685756966968272,.,.,.,.,6297.7657832249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,146.91420346799123,.,.,.,.,0.001903233413365091,.,.,.,.,-0.012653096676864983,.,.,.,.,6309.75190149308,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,146.96400416542525,.,.,.,.,0.000338978099179375,.,.,.,.,-0.01246755386046583,.,.,.,.,6311.890769198942,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,146.7746746053,.,.,.,.,-0.001288271649921505,.,.,.,.,-0.014261967613913407,.,.,.,.,6303.759339263582,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,147.26961995553017,.,.,.,.,0.0033721440811310273,.,.,.,.,-0.009968193509862888,.,.,.,.,6325.016524008353,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,147.8926368699082,.,.,.,.,0.004230451022866233,.,.,.,.,-0.005741917075166247,.,.,.,.,6351.774196631991,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,148.79867669675266,.,.,.,.,0.0061263349279617055,.,.,.,.,0.0012139977888245834,.,.,.,.,6390.687292747343,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,149.15642046203442,.,.,.,.,0.002404213352050232,.,.,.,.,0.006395455191994692,.,.,.,.,6406.051868465345,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,149.36769881768217,.,.,.,.,0.001416488509132054,.,.,.,.,0.010512881996943335,.,.,.,.,6415.125967325931,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,149.6511962294323,.,.,.,.,0.0018979833926219512,.,.,.,.,0.014387206668016628,.,.,.,.,6427.301769873493,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,149.59181354811236,.,.,.,.,-0.000396807261259056,.,.,.,.,0.016195173321420953,.,.,.,.,6424.751369860904,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,149.99444624230455,.,.,.,.,0.0026915423019634862,.,.,.,.,0.022460448733072846,.,.,.,.,6442.043859952482,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,149.86692706826977,.,.,.,.,-0.0008501593040904279,.,.,.,.,0.022039770607602982,.,.,.,.,6436.567096427585,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,150.2576814041457,.,.,.,.,0.0026073420168141537,.,.,.,.,0.022758030586762956,.,.,.,.,6453.349428262144,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,150.45067262480336,.,.,.,.,0.0012844016948363067,.,.,.,.,0.023724642501258053,.,.,.,.,6461.638121205175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,150.7930719097134,.,.,.,.,0.0022758242215635827,.,.,.,.,0.027378001792335738,.,.,.,.,6476.343673752391,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,151.34629059703,.,.,.,.,0.003668727484030761,.,.,.,.,0.02768168100610846,.,.,.,.,6500.103613784315,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,151.79535503278836,.,.,.,.,0.0029671320914896855,.,.,.,.,0.026388860496910027,.,.,.,.,6519.390279814782,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,152.4534177568732,.,.,.,.,0.004335196712328151,.,.,.,.,0.02456165028650603,.,.,.,.,6547.653119122219,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,153.2797623992143,.,.,.,.,0.005420309065546247,.,.,.,.,0.027644414664868,.,.,.,.,6583.14342268185,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,153.8722110638731,.,.,.,.,0.0038651460270129334,.,.,.,.,0.0301572045485492,.,.,.,.,6608.588233327285,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,154.07705167391083,.,.,.,.,0.0013312384908326091,.,.,.,.,0.029574474217320734,.,.,.,.,6617.385840353553,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,154.01373696365985,.,.,.,.,-0.0004109288798241906,.,.,.,.,0.029559929187737977,.,.,.,.,6614.666565402812,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,154.0604589303271,.,.,.,.,0.0003033623337005409,.,.,.,.,0.027107754919500238,.,.,.,.,6616.673206088743,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,154.7634450976506,.,.,.,.,0.004563053830973107,.,.,.,.,0.03267243897748218,.,.,.,.,6646.865442110084,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,155.68828299438093,.,.,.,.,0.005975816163479752,.,.,.,.,0.03614192325801047,.,.,.,.,6686.58588805552,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,156.74660468324092,.,.,.,.,0.006797696451557478,.,.,.,.,0.04184715128617911,.,.,.,.,6732.039269219789,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,156.86438348856808,.,.,.,.,0.0007513962140690555,.,.,.,.,0.04026253661368373,.,.,.,.,6737.097698039645,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,156.8751319325761,.,.,.,.,6.852061487117034e-05,.,.,.,.,0.036531066032315485,.,.,.,.,6737.559328116363,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,156.9661569985566,.,.,.,.,0.0005802389764339999,.,.,.,.,0.0340642963986042,.,.,.,.,6741.468722644572,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,157.89757067735522,.,.,.,.,0.0059338503063890435,.,.,.,.,0.03571027137721594,.,.,.,.,6781.471588889949,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,158.84864140735283,.,.,.,.,0.0060233398520170844,.,.,.,.,0.03633146947106103,.,.,.,.,6822.318696966632,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,159.373482857398,.,.,.,.,0.003304034868634842,.,.,.,.,0.03575221123742267,.,.,.,.,6844.859875826349,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,159.91884740743748,.,.,.,.,0.003421927790380641,.,.,.,.,0.03791476842307606,.,.,.,.,6868.2824920567,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,160.04884894852253,.,.,.,.,0.000812921948804668,.,.,.,.,0.03918554347062364,.,.,.,.,6873.865869645084,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,160.61078661336617,.,.,.,.,0.0035110384644152504,.,.,.,.,0.04251790322136739,.,.,.,.,6898.000277112639,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,160.51955888844836,.,.,.,.,-0.0005680049692889932,.,.,.,.,0.03719298046877828,.,.,.,.,6894.082178677082,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,161.31363167785608,.,.,.,.,0.00494689117579461,.,.,.,.,0.03613212616442163,.,.,.,.,6928.186452971983,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,162.21123458856815,.,.,.,.,0.005564333908894881,.,.,.,.,0.0348628279149672,.,.,.,.,6966.7371957794,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,163.28432587353558,.,.,.,.,0.006615394351009218,.,.,.,.,0.040926705235388106,.,.,.,.,7012.824909669324,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,165.1787775447314,.,.,.,.,0.011602164880559762,.,.,.,.,0.0529315609801313,.,.,.,.,7094.188860549804,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,166.9119402090831,.,.,.,.,0.010492647361325602,.,.,.,.,0.06336259612075446,.,.,.,.,7168.6256825781975,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,169.6799190070361,.,.,.,.,0.01658346787225451,.,.,.,.,0.07462020016607274,.,.,.,.,7287.506356273452,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,171.20766086174746,.,.,.,.,0.009003669165165151,.,.,.,.,0.07780374666662127,.,.,.,.,7353.120652544376,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,172.67921718219915,.,.,.,.,0.008595154638786795,.,.,.,.,0.08348775521651053,.,.,.,.,7416.321861630652,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,174.58756220326015,.,.,.,.,0.011051387956243941,.,.,.,.,0.0917259912363555,.,.,.,.,7498.282511731906,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,176.1180928298731,.,.,.,.,0.008766550190047573,.,.,.,.,0.10040212089572109,.,.,.,.,7564.016581710161,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,178.99185990167342,.,.,.,.,0.016317273402320698,.,.,.,.,0.11444482450954863,.,.,.,.,7687.440708293613,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,181.8628369719703,.,.,.,.,0.01603970745861849,.,.,.,.,0.13296372249785615,.,.,.,.,7810.745008360118,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,186.84516131956073,.,.,.,.,0.027396055348891002,.,.,.,.,0.15827261079021038,.,.,.,.,8024.728610925226,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,191.95198913247103,.,.,.,.,0.02733187082204447,.,.,.,.,0.1833458367993881,.,.,.,.,8244.059456701,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,196.58397688316802,.,.,.,.,0.024130970309978572,.,.,.,.,0.20393660464032015,.,.,.,.,8442.99661068435,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,199.45548357822426,.,.,.,.,0.014607023118485385,.,.,.,.,0.20751277217928643,.,.,.,.,8566.32365736591,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,201.15918812727833,.,.,.,.,0.00854177843842474,.,.,.,.,0.205181533899224,.,.,.,.,8639.495296078967,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,203.37594441422436,.,.,.,.,0.011019910686572487,.,.,.,.,0.19858581736941416,.,.,.,.,8734.701762618819,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,206.5681744167577,.,.,.,.,0.01569620247727821,.,.,.,.,0.20653581374237895,.,.,.,.,8871.803410063521,.,.,.,.,100,.,.,.,.,0.0194386635708068,.,.,.,.,.,.,.,.,.,31.72377013342048,.,.,.,.,0.00316798663025872,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,211.44991346891146,.,.,.,.,0.02363258070095875,.,.,.,.,0.22452439221915244,.,.,.,.,9081.46702011489,.,.,.,.,99.32671221430748,.,.,.,.,-0.00673287785692522,.,.,.,.,.,.,.,.,.,31.51017786395099,.,.,.,.,0.00306225369931319,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,215.5959730175345,.,.,.,.,0.019607761860033213,.,.,.,.,0.23488735564410423,.,.,.,.,9259.534262785048,.,.,.,.,101.28539616373493,.,.,.,.,0.019719609214502,.,.,.,.,.,.,.,.,.,32.131546257707555,.,.,.,.,0.00306585777048279,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,218.55125931084504,.,.,.,.,0.01370752084070781,.,.,.,.,0.2409358731925495,.,.,.,.,9386.459521667422,.,.,.,.,102.4854121930754,.,.,.,.,0.0118478682494421,.,.,.,.,.,.,.,.,.,32.512236584419725,.,.,.,.,0.0030627819304004,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,219.54789890489315,.,.,.,.,0.004560209797878967,.,.,.,.,0.2265803541317386,.,.,.,.,9429.263746345525,.,.,.,.,105.36540243485167,.,.,.,.,0.0281014651758493,.,.,.,.,.,.,.,.,.,33.42587806858577,.,.,.,.,0.00317122247712475,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,223.60004464277097,.,.,.,.,0.01845677302351767,.,.,.,.,0.22949827664479594,.,.,.,.,9603.297527090708,.,.,.,.,106.26592132160067,.,.,.,.,0.00854662788675631,.,.,.,.,.,.,.,.,.,33.711556610226054,.,.,.,.,0.00317380614516945,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,227.84039741581054,.,.,.,.,0.0189640068266268,.,.,.,.,0.21940753406043934,.,.,.,.,9785.414526952585,.,.,.,.,107.62383922571904,.,.,.,.,0.0127784889758664,.,.,.,.,.,.,.,.,.,34.142339364729125,.,.,.,.,0.00320837616003337,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,232.12260408062193,.,.,.,.,0.018794764727329438,.,.,.,.,0.20927428327105346,.,.,.,.,9969.32909074605,.,.,.,.,110.50624713949715,.,.,.,.,0.0267822439202605,.,.,.,.,.,.,.,.,.,35.056747825603615,.,.,.,.,0.00325749778693343,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,234.18112570220296,.,.,.,.,0.00886825145588177,.,.,.,.,0.1912523564490678,.,.,.,.,10057.739607969223,.,.,.,.,115.53152022911296,.,.,.,.,0.0454750135824644,.,.,.,.,.,.,.,.,.,36.650953909129974,.,.,.,.,0.00339656309502243,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,241.31471906859724,.,.,.,.,0.03046186299174991,.,.,.,.,0.2098675591135415,.,.,.,.,10364.117093913877,.,.,.,.,118.50303394043995,.,.,.,.,0.0257203722883081,.,.,.,.,.,.,.,.,.,37.59363008839443,.,.,.,.,0.00334799193945633,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,247.71972626378744,.,.,.,.,0.026542132282322495,.,.,.,.,0.2314611555652586,.,.,.,.,10639.202860810019,.,.,.,.,120.37018336682401,.,.,.,.,0.0157561318415063,.,.,.,.,.,.,.,.,.,38.18596028046798,.,.,.,.,0.00327042812508115,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,250.628199352048,.,.,.,.,0.011740982973489356,.,.,.,.,0.23233944935780104,.,.,.,.,10764.117560450288,.,.,.,.,118.28701177506557,.,.,.,.,-0.0173063754950846,.,.,.,.,0.20586353201757124,.,.,.,.,37.52509971321382,.,.,.,.,0.00315541268648294,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,245.0193029205229,.,.,.,.,-0.022379350951033605,.,.,.,.,0.1861425585636869,.,.,.,.,10523.223595886786,.,.,.,.,121.15857787224832,.,.,.,.,0.024276258687161,.,.,.,.,0.21158577872248308,.,.,.,.,38.43606874111331,.,.,.,.,0.00341525800909063,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,240.1958827796542,.,.,.,.,-0.019685878146642577,.,.,.,.,0.13594694289136755,.,.,.,.,10316.064698468286,.,.,.,.,124.99670822032812,.,.,.,.,0.0316785688267718,.,.,.,.,0.2584400050475346,.,.,.,.,39.6536683901592,.,.,.,.,0.00361648586089905,.,.,.,.,.,.,.,.,.,.,.,.,.
