Unnamed: 0,Campinas,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2014-07-01 00:00:00,120.90208766569594,119.80343526769288,123.31034781137461,118.92748831567846,117.99142056394889,0.010655031904573876,0.01708842142879792,0.007071098810244958,0.009108338270502692,0.0077109250899189555,0.11923328120988708,0.13295703540607362,0.12906460454906954,0.09121036696464113,0.12475368210168747,4935.923036383608,5313.839061069237,4561.949882484596,5125.740964823332,5994.973211161804,102.3859994050409,107.76077231172262,100.98200932955594,98.91882993512105,99.77229606359045,-0.0023181207525395653,0.007076965752572943,-0.007478930766836089,-0.004754933561483616,-0.015531728852786664,.,.,.,.,.,21.90035315471874,26.46388690751278,20.09090028712617,20.101879546990464,20.918372265818665,0.004509457727038538,0.004867693341878012,0.004492749093364754,0.004224170921902254,0.0037300859139807554,.,.,.,.,.,.,.,.,.
,2014-08-01 00:00:00,122.32248025776688,122.3156627773477,124.29485276709147,119.82789501409673,118.69558696017197,0.01174828838355922,0.02096957824323992,0.007983960577443511,0.007571056205511019,0.005967945744338483,0.12403526430212186,0.1592152983565991,0.12417754606348486,0.08857351818898085,0.11337529362231957,4993.911683654094,5425.268025032313,4598.372310502626,5164.5482377629005,6030.75088602478,102.94519371592811,109.06593787621968,100.84622610678433,99.76474887868238,98.49085143421762,0.005461628681036875,0.012111694603687245,-0.0013446278567153525,0.00855164728612484,-0.01284369188573242,.,.,.,.,.,22.01996475163339,26.78440942376309,20.063885502933612,20.273783730664494,20.649703137685442,0.004426558973816223,0.004750357592997246,0.004394697800693061,0.004188872802297332,0.0036428696484064253,.,.,.,.,.,.,.,.,.
,2014-09-01 00:00:00,124.09684431842547,125.2582273976949,125.68780356637146,120.92048011464865,119.85060560454602,0.014505625269529452,0.024057136702954868,0.011206826093516009,0.009117952880866304,0.009730931654279766,0.1302646807174126,0.18433625407712384,0.12088890865954038,0.08996574841750249,0.10408065570838354,5066.3514951663055,5555.784439560686,4649.905469299668,5211.638345245784,6089.435710720673,103.87836859415987,110.38772063753655,101.69298984813,100.50189345196776,97.50689882007339,0.009064773638746113,0.012119116078357842,0.008396583333213092,0.007388828033655234,-0.009990294528029478,.,.,.,.,.,22.219570747640113,27.109012790659936,20.232353589547042,20.42358323224189,20.44340652142359,0.004344409153706042,0.0046144311374819785,0.004329942022973916,0.004131129946400196,0.00355472413562569,.,.,.,.,.,.,.,.,.
,2014-10-01 00:00:00,125.10607212825114,126.77743393351156,126.56158947963738,121.62043378250749,120.05559613887836,0.008132582382482278,0.012128596798621237,0.006952034234606521,0.005788545225715213,0.001710383800718582,0.12880148434927574,0.1918962664920647,0.11401218251293388,0.0880764760776902,0.08612350891534648,5107.554016079358,5623.168308928172,4682.231771309924,5241.80614950731,6099.850982915808,103.99726193192585,109.24376530795448,102.47436426749415,100.97355390128186,98.11041900085444,0.0011445437522269752,-0.010363066860836028,0.007683660599723415,0.004693050380583312,0.0061895126199707235,.,.,.,.,.,22.245002018516487,26.828080278579073,20.387812127662716,20.519432137302836,20.569941244083132,0.004224731500220205,0.004368798800358958,0.004260922254439382,0.004061420387038473,0.0035242309735712537,.,.,.,.,.,.,.,.,.
,2014-11-01 00:00:00,126.19612145307559,128.61488326965835,127.38245366914508,122.29397233228394,121.00575390621928,0.008713000946165152,0.01449350471244306,0.0064858871706868215,0.005538037719721876,0.00791431468335553,0.11863770891661995,0.17757099383791064,0.10308986629079908,0.0826912486811584,0.07061051677789854,5152.056139054047,5704.6677253124835,4712.600198285644,5270.835469682751,6148.12712311618,103.80583847293659,108.39020528148828,102.62635030058493,100.91332220895023,99.52391712973021,-0.0018406586426723821,-0.007813352314066093,0.0014831615124154492,-0.0005965095810187108,0.014407217329929618,.,.,.,.,.,22.204056563294838,26.618463035452486,20.41805054593282,20.507192099435873,20.86629685805052,0.004209891187000524,0.004331208645484201,0.00425734508871416,0.004051789553579503,0.003569104340841351,.,.,.,.,.,.,.,.,.
,2014-12-01 00:00:00,126.49879435437077,128.96577251924674,127.61502513218724,122.63899894633339,121.35633371552726,0.0023984326761398948,0.0027282165225988734,0.0018257731449123024,0.0028212887967362594,0.0028972160247824333,0.10675670875581145,0.1590618102433612,0.09167093486203304,0.0765109944613791,0.05902275444768379,5164.412998847261,5720.231294056617,4721.204337170383,5285.706018742807,6165.939575539671,103.15545881830347,107.71639891540735,101.88198945183272,100.34114825103623,100.65277856058823,-0.006265347539220315,-0.006216487590655082,-0.0072531162471629485,-0.005669954624318702,0.011342614553510173,.,.,.,.,.,22.064940432145292,26.452989690310286,20.26995605178272,20.390917250759884,21.10297522047051,0.00419918161137338,0.004345776324210264,0.004226041307318776,0.0040417870334252,0.0036053411942855236,.,.,.,.,.,.,.,.,.
,2015-01-01 00:00:00,126.86833781102808,129.41727567355426,128.10182791419442,122.80025292287061,121.10591970397029,0.0029213199899920236,0.0035009533575284814,0.0038146196461030756,0.001314867031879509,-0.0020634605866058312,0.0924379193895506,0.13436810947358446,0.08046545199737043,0.06773416171503799,0.04926940474077601,5179.499901777369,5740.257557011384,4739.213935988219,5292.656019327058,6153.216402246151,103.57678540265351,110.34090402814175,100.65597937064354,100.84983773248115,101.3543843463355,0.004084384764282491,0.024364954075335166,-0.01203362918005068,0.005069599962841381,0.006970555565189149,0.03576785402653515,0.1034090402814174,0.006559793706435446,0.008498377324811512,0.013543843463355021,22.155062138671145,27.097515569270012,20.026034917159645,20.494291044096638,21.250074681835606,0.004240721141475227,0.0045379528599572925,0.004168506384682065,0.004074719495049368,0.003640929842323112,.,.,.,.,.,.,.,.,.
,2015-02-01 00:00:00,127.5621066838637,131.03154635671206,128.4871322239175,123.07107767842278,120.96281821407521,0.005468416192769782,0.012473378648687437,0.0030077971251211504,0.0022054087764970106,-0.00118162258496425,0.08560164829936223,0.13132216913399275,0.07180100875514284,0.059943028640830676,0.04266039836639335,5207.8235629106985,5811.857963060976,4753.46853004022,5304.328489363062,6145.945622775085,104.01097656614294,112.36081862922383,99.94654728077064,101.33497183493655,100.9220280681488,0.004191973730421469,0.01830612698774804,-0.007048086902622691,0.0048104599210393156,-0.004265787622065711,0.024061684889456147,0.10260859620588136,-0.01611194284634665,0.0009607759790679626,0.0031175274121799657,22.24793557715231,27.59356613033355,19.884889682748547,20.592878009774378,21.15942637628986,0.004236712523829463,0.004569623059538295,0.004126467990315051,0.004085207026447726,0.003628556621744875,.,.,.,.,.,.,.,.,.
,2015-03-01 00:00:00,128.4335246294874,132.9588877917391,128.5312505219527,124.04916334794018,122.0606112250394,0.006831322939682523,0.014708987939287536,0.00034336744288363885,0.007947323513921538,0.009075458286870758,0.08017789962308108,0.13058440368852087,0.060060001012673725,0.05874908961592595,0.043933506187498805,5243.399887481829,5897.344511744491,4755.100716374208,5346.483703892141,6201.7228959079575,105.23705303830005,114.69401561443088,100.52231808362572,102.3996058778877,101.23484684311536,0.011787952701101886,0.020765218816234395,0.0057607873260255085,0.010506087125433062,0.003099608489390604,0.0335557194834355,0.12213040297666322,-0.015520244431666663,0.013619073649076663,-0.0035187908188132333,22.510193189432943,28.166552568950156,19.99944230321234,20.809228580308478,21.225012313916448,0.004252528592670264,0.00459899145011721,0.004135309032458895,0.004095344431959039,0.0036198241873990383,.,.,.,.,.,.,.,.,.
,2015-04-01 00:00:00,129.75191504244344,135.05658746821638,129.4574545136856,125.15929941638667,123.06724275675599,0.010265157923209015,0.01577705493267228,0.007206060689300725,0.008949162078044281,0.008246980918854323,0.08669404368876132,0.14266111272804993,0.06201293848212752,0.06643839043935196,0.04794643742197224,5297.224215381366,5990.387240063177,4789.366260720138,5394.330253105894,6252.868386294533,105.77068728295062,115.43177341854114,101.19080870384572,102.54038089216357,101.64409362333878,0.005070782858736524,0.0064324001575670545,0.006650171155661978,0.0013747612900360932,0.004042548519460096,0.028552220036663245,0.10078235742487673,-0.014494448042193131,0.015292614461174914,-0.002751368849301161,22.62433749120477,28.34773110613279,20.132442017546488,20.837836302236198,21.310815456021594,0.004242971910929254,0.004561236998422989,0.004154304536020893,0.0040724042986953245,0.003601526608961077,.,.,.,.,.,.,.,.,.
,2015-05-01 00:00:00,128.9092440806435,133.60108924478772,128.84860190929814,124.58702411490357,122.41865433723044,-0.006494478031590455,-0.010776950985609574,-0.004703109656177523,-0.004572375398005642,-0.005270195423224833,0.07821189515253257,0.13102108539679458,0.05380274589745415,0.060432341584119253,0.043943488819009335,5262.821509086163,5925.829130392195,4766.841346012375,5369.665350167876,6219.914547943056,106.38416327578051,115.46461735168793,102.48979303327623,102.7991402385089,101.62274103412824,0.005800056788784607,0.0002845311318895095,0.012836979425989487,0.002523487274905459,-0.00021007210994141904,0.03504144347421523,0.0845292123435748,0.003061563600758932,0.029399468956186947,-0.003325100639259171,22.755559933462386,28.35579691815092,20.39088176152066,20.89042031698145,21.306338648054172,0.00419177748795936,0.004461902270073546,0.004133862270896077,0.004024882859974716,0.003572004432155429,.,.,.,.,.,.,.,.,.
,2015-06-01 00:00:00,129.28874147391247,134.2781799025179,129.1933931533815,124.74461292790946,122.37647685087563,0.0029439114004232675,0.0050680025257100435,0.002675940902533647,0.0012648894547842885,-0.00034453479809221825,0.08076146294944198,0.13997383901572769,0.05511771486543737,0.05846706125453949,0.04516169147911908,5278.314789325155,5955.861247391948,4779.597131746057,5376.457383245023,6217.77157094013,106.45127562657844,116.00268617168233,102.5394586184763,102.46735087641078,100.48718152620525,0.0006308490731270427,0.004660032071604334,0.00048459055024087914,-0.0032275499710242668,-0.011174265684701812,0.037295229157916054,0.08410166986356393,0.007828758630301413,0.03094755060951493,-0.00847784633012616,22.7699152573549,28.487935841205402,20.400762990133373,20.822995441492694,21.068255959232584,0.004174651675935748,0.0044462251007423795,0.004116584980922022,0.004006581567322216,0.0035209060910239964,.,.,.,.,.,.,.,.,.
,2015-07-01 00:00:00,129.5743647934861,134.6459199672361,129.46338607064664,124.95206173885164,122.97622752973096,0.0022091894183320117,0.00273864350101519,0.0020898353288438644,0.0016629881328989876,0.004900865707926682,0.07172975500447687,0.1238903097092221,0.04989879899361083,0.05065753517960192,0.04224719849932157,5289.975586504357,5972.172228090068,4789.58570268962,5385.398368070397,6248.244034411871,106.78452332653656,116.36482758536032,103.24324328503435,102.29609392464441,99.70347544932758,0.0031305186151749324,0.0031218364473218677,0.006863549662151647,-0.0016713318954925073,-0.0077990651640806215,0.042960208886519746,0.07984403868922274,0.022392443668840523,0.0341417704974718,-0.0006897767915353681,22.841196900934005,28.576870517623444,20.540784640061936,20.78819330505163,20.903943258113003,0.004164346145970581,0.004422812781290235,0.004123795788215978,0.003986936025687174,0.003463297436341386,.,.,.,.,.,.,.,.,.
,2015-08-01 00:00:00,129.81028624618506,134.34817769150996,129.9219450723221,125.37911409997156,123.79632036000113,0.0018207417267680284,-0.0022112981648354227,0.00354199759169922,0.0034177296090756597,0.006668710260053278,0.061213654044941945,0.09837264207172836,0.045272126560018444,0.04632660104078257,0.04297323540377884,5299.60726578829,5958.965974602011,4806.550403713784,5403.8042035296185,6289.911763511471,107.50294529698012,117.05231692010913,104.38536437118042,102.49918626172895,99.12257503575125,0.006727772415546579,0.005908050989415185,0.011062429363952535,0.0019853381423746985,-0.005826280487800627,0.04427357331153203,0.07322523603064135,0.035094404629961495,0.02740885346558386,0.006414033306997746,22.994867275382173,28.745704125759477,20.768015619222783,20.82946489813121,20.782151021390167,0.004173357081236157,0.004468015798878997,0.004148170651518191,0.00394102131015433,0.0034142383791365746,.,.,.,.,.,.,.,.,.
,2015-09-01 00:00:00,130.2523591364749,134.73810862408342,130.41038909758302,125.7911986854564,124.53706109711311,0.0034055305097429093,0.002902390931336855,0.0037595190326699993,0.003286708383951763,0.0059835440581586284,0.04960250884587136,0.07568270303147351,0.03757393635029782,0.040280344290641645,0.039102476528406704,5317.655240021586,5976.261223406839,4824.620721438035,5421.564932110594,6327.547727670371,107.26430474872258,117.05189100219125,104.2443625994571,101.88523107140374,98.67731747557728,-0.002219851257082165,-3.6386970295655035e-06,-0.0013507810464877656,-0.005989854287793991,-0.004491989438464142,0.03259519956258794,0.06037057678305402,0.025088973734938458,0.013764294103544517,0.012003444573328359,22.94382209035448,28.745599528851265,20.739962577351175,20.704699438498682,20.688797818493512,0.004120274060559685,0.004407184095197338,0.004103966079961482,0.0038830732404840427,0.003349210638041713,.,.,.,.,.,.,.,.,.
,2015-10-01 00:00:00,130.50571319385796,134.40836965295313,131.0392201402565,126.104782906369,124.84801205796028,0.001945101486550504,-0.002447258422264522,0.004821939778148664,0.002492894766800931,0.0024968548166131423,0.04316050351314238,0.06019159311462019,0.035379064683282335,0.03687167513216427,0.03991830512871819,5327.998619133915,5961.635767794203,4847.884752009217,5435.080322957725,6343.3466956915545,106.71481984809562,116.10884201305885,103.84383047947249,101.56172318413172,97.37582821057276,-0.005122719080818081,-0.008056674531766025,-0.003842242496350594,-0.0031752186638835398,-0.013189345822322644,0.026131052545870004,0.06284181697465252,0.013363988366920099,0.005824983474632228,-0.007487388166951714,22.826287335145327,28.514005589226823,20.660274611763757,20.63895749041146,20.415926109417285,0.004075921251152444,0.004354073439510472,0.004050634646951884,0.0038609109528210165,0.0033053980526757706,.,.,.,.,.,.,.,.,.
,2015-11-01 00:00:00,130.7988431803497,134.45120337919832,131.63764485205493,126.22756369737934,125.07603166159248,0.0022461084600666017,0.00031868347451728153,0.004566760326854305,0.0009736410323272081,0.0018263775279524536,0.03647276694621371,0.04537826386160404,0.033404845489646506,0.03216504697719258,0.03363705959410579,5339.965881907575,5963.535642594489,4870.023879763854,5440.37214017415,6354.932041548578,105.60673343197061,114.79499455743272,102.82322389381113,100.5518614155272,96.01405963710395,-0.01038362260932756,-0.011315653768025308,-0.009828283307240934,-0.009943330390068712,-0.013984667432291377,0.01734868660112543,0.059090111134223466,0.0019183532557629501,-0.0035818937035350107,-0.03526647256107418,22.589267781885102,28.19135097443959,20.457219579673946,20.433737517177715,20.130416172454847,0.004009239719899567,0.004261761988380119,0.003989102662515081,0.003812351928123635,0.003256012184481558,.,.,.,.,.,.,.,.,.
,2015-12-01 00:00:00,130.89580791166858,133.65698282328822,132.18450089542915,126.56852801648678,125.62437547692555,0.0007413271322681317,-0.005907128652988758,0.004154252713870969,0.002701187514993909,0.004384083889203339,0.034759331737029164,0.03637562286800833,0.0358067222766969,0.032041431387359376,0.035169501506225886,5343.924543501219,5928.308270326998,4890.255189682979,5455.067605476109,6382.792596728914,106.50524498090579,116.00220505527615,103.80153034731902,101.06007384107708,96.00146182657204,0.008508089586105513,0.010516229409632089,0.009514450300821427,0.005054231899792526,-0.00013120797703515774,0.03247318368776364,0.07692242057196763,0.0188408265858786,0.0071648132652639696,-0.046211508520018874,22.781459295857907,28.487817688654253,20.65185877865774,20.537014365169025,20.127774901271984,0.004040449768723422,0.004352129385212474,0.004002922621858807,0.0038124764532326346,0.003224774868005959,.,.,.,.,.,.,.,.,.
,2016-01-01 00:00:00,130.79907235584926,133.16003766061525,132.157093228567,126.7607885045879,125.95324372585578,-0.0007390271496288038,-0.0037180635996399273,-0.0002073440280554194,0.001519022865432102,0.0026178697221911655,0.030982785875827146,0.028920111071583987,0.03165657649388809,0.032251851990930724,0.040025492013389785,5339.975238178004,5906.266443139651,4889.241224473732,5463.3539779013045,6399.5019162109165,107.63547031118813,117.94380265246117,104.84861992297004,101.50326614241666,96.26294435869637,0.010611921793006308,0.016737592154044183,0.01008741944504555,0.004385434172911077,0.0027237349010029496,0.03918527585845166,0.06890371880930357,0.04165316932527219,0.006479221232549959,-0.05023403793013326,23.023214360236107,28.964635162485717,20.860182740477907,20.627078089775605,20.18259762425011,0.004107289402124221,0.004429863252813384,0.004093607970975101,0.0038357395884824957,0.003279014379845782,.,.,.,.,.,.,.,.,.
,2016-02-01 00:00:00,130.76632491057183,132.72063896429984,132.20324034142376,127.00621910649774,126.40872601117857,-0.0002503645070841376,-0.003299779003031843,0.0003491837761365351,0.0019361713097972568,0.0036162807074200183,0.025118887654067334,0.012890732457583098,0.028922025522603256,0.03197454269765343,0.04502133694889121,5338.638297909656,5886.777069144268,4890.948468186935,5473.931967128583,6422.644311527608,108.7438991057302,119.99148687666359,105.66155533119094,102.07795034658274,97.07054453608212,0.010297988119877682,0.0173615245409392,0.007753420205417539,0.00566173115414573,0.008389522913162407,0.04550406789592509,0.06791218095891582,0.057180645113889206,0.007331906233283503,-0.0381629620984818,23.260307148199214,29.467505386678567,21.021920502826628,20.743863060415485,20.35191998946589,0.004152583295659904,0.004533744184383471,0.0041211262593466875,0.0038500019900605913,0.003294968116985604,.,.,.,.,.,.,.,.,.
,2016-03-01 00:00:00,131.19061880734162,132.97958884612197,132.81930394027643,127.33191408528951,126.8377323936217,0.003244672487813357,0.0019510897765627976,0.0046599735170003405,0.0025644018149902983,0.003393803544900773,0.02146709113378331,0.0001556951530408135,0.03336195206154424,0.02646330413484277,0.03913728696454655,5355.96043071727,5898.262699700781,4913.740158521699,5487.969328200221,6444.441504559707,108.61509880286489,119.4655401668508,105.96033372840104,101.66926625051178,98.21600723529849,-0.0011844370481885465,-0.004383200204472821,0.0028276925914404675,-0.004003647160658747,0.011800311873089265,0.03209939528937045,0.041602210253588456,0.054097594926644677,-0.007132250374545901,-0.029820162739962464,23.232756778660644,29.338343411042377,21.081364031690324,20.660811951972562,20.59207899255775,0.004136495887187104,0.004522948795380572,0.004106692651642225,0.0038252192717643137,0.0033237031660087717,.,.,.,.,.,.,.,.,.
,2016-04-01 00:00:00,131.42228624240505,132.85877578254065,133.40433129911918,127.40834757569895,127.43047398005955,0.0017658841552050195,-0.0009085083254478021,0.004404686227732396,0.0006002697042490081,0.00467322755817136,0.012873576466406744,-0.01627326535399809,0.030487829381940612,0.017969485046652744,0.035454042241992445,5365.4184363777795,5892.904078932425,4935.383642124596,5491.2635899257875,6474.5578461958385,108.03346143722666,118.4104181348453,105.91974353328266,100.75026653815367,98.27324694802579,-0.005355032330209439,-0.008832019932541794,-0.00038306971760225766,-0.009039110305898372,0.0005827941324285134,0.02139320649607601,0.025804374550358666,0.04673284945549816,-0.0174576526675132,-0.03316323216776662,23.108344614991026,29.079226577248292,21.07328839952403,20.47405659372926,20.604079935369118,0.00410613366401138,0.004483964761465117,0.004086712088465228,0.0037884848293185946,0.003310381579115379,.,.,.,.,.,.,.,.,.
,2016-05-01 00:00:00,131.77455519970934,132.7427655379025,134.13069411904291,127.71505259800367,127.79631438910438,0.0026804354678060553,-0.0008731846575797059,0.005444821864854331,0.0024072600276247675,0.002870902050494396,0.022227351804757545,-0.006424526264996011,0.04099456363106735,0.025107177134395586,0.043928436241914115,5379.800094254267,5887.758485502112,4962.255926890681,5504.482489266967,6493.145667592527,106.63634603483658,116.36329312632827,105.03490891336426,99.2072728932578,98.26266976632847,-0.01293224695204164,-0.017288385944096308,-0.008353821397238908,-0.015315032881938249,-0.00010763032692830658,0.0023704915401960847,0.007783126946180552,0.024832871691541802,-0.03494063604926512,-0.033064166874532064,22.809501795777077,28.576493685225,20.8972459119819,20.160495743769626,20.601862311509617,0.0040394970994790235,0.004400225735019937,0.00403055346015651,0.0037215386359878895,0.0033016006372316334,.,.,.,.,.,.,.,.,.
,2016-06-01 00:00:00,131.84488807714578,132.35226348057438,134.5471169335228,127.79037309084494,127.55547218365493,0.0005337364055591274,-0.0029417954021503,0.0031046049318905417,0.0005897542326381407,-0.0018845786484589365,0.019770836765002464,-0.014342735531131634,0.04143960963843751,0.02441596547897129,0.042320186575482754,5382.6714894192,5870.437904660491,4977.661771114608,5507.728781113494,6480.908823906049,105.23731219625647,114.28611846226231,103.91375748629173,98.09033178346687,97.23039894018339,-0.013119671581048556,-0.017850772423662047,-0.010674083870509103,-0.011258661559951415,-0.010505218600307151,-0.011403935022633704,-0.014797654830850382,0.013402634325668128,-0.042716231614333244,-0.03240993066536102,22.510248623289144,28.06638119978383,20.674186956454754,19.93351554530968,20.38543524435378,0.0039812154538347915,0.0043343333627844476,0.0039688444907631055,0.003675764961650449,0.0032746372616278955,.,.,.,.,.,.,.,.,.
,2016-07-01 00:00:00,132.09403639371115,132.06977667595504,135.14001276095837,128.10319365142752,127.78427829220549,0.0018897078240877824,-0.0021343556747014133,0.004406603730710299,0.0024479196125376354,0.0017937772847654795,0.01944575691527306,-0.01913272449627823,0.04384735223296321,0.025218726835910088,0.03909740003458895,5392.84316584725,5857.908302205697,4999.596354045416,5521.21125841732,6492.534130939007,104.04269159243518,112.42249971274694,102.95021900332478,97.2643116914548,95.86242053745377,-0.01135168296196558,-0.01630660638921552,-0.009272482357247674,-0.008421014354763239,-0.01406945171099422,-0.02567630260161513,-0.03387903333351694,-0.0028381933033679863,-0.04918841023290921,-0.0385247845630613,22.254719417522544,27.60871376878928,20.482485922650586,19.765655124761732,20.098623347575742,0.0039246933308020315,0.0042736990744970975,0.003907844834615662,0.0036318546157703404,0.003222018992572271,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,132.11617342292587,131.7579136735701,135.255184882474,128.33676352654618,127.8041737916561,0.00016758537946969757,-0.0023613502667618777,0.0008522429379916119,0.0018232947084379997,0.0001556959879297628,0.017763516616608577,-0.01928023187547523,0.041049568702062667,0.0235896500609849,0.032374576400979294,5393.746927515618,5844.075728873618,5003.857224730959,5531.27805368896,6493.544992454692,103.31919366842533,111.12885030399359,102.43097486490898,96.86131688689784,94.64151971074253,-0.006953856277036674,-0.011507032952111697,-0.005043642873640056,-0.004143295701668605,-0.012735969109336607,-0.03891755353304083,-0.05060529147969317,-0.018722830715251382,-0.05500404032901263,-0.04520721261924954,22.099963297207314,27.291019389686397,20.379179578492376,19.683760170842646,19.842647901480827,0.0038965093122876227,0.004244394950898723,0.0038799580634964227,0.0036073606439144244,0.0031824256652544375,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,132.04199108433397,131.20154459948208,135.13416955634185,128.80449891768126,128.0153754516175,-0.0005614932424240387,-0.004222661535658695,-0.0008947185739112665,0.003644593943950562,0.001652541178394609,0.013739727707994476,-0.026247689393268048,0.03622242439000867,0.023954777947220895,0.02792995373314633,5390.718375064473,5819.398175081827,4999.380180730793,5551.437316185743,6504.275842948481,102.84104512507078,110.14500028624958,101.91061436336896,97.00561280052668,93.59350615588636,-0.0046278772256880575,-0.008853236716232431,-0.0050801088462380005,0.0014897166202822096,-0.011073507251989021,-0.04123701387906942,-0.059007083583232034,-0.02238728481707164,-0.04789328364439105,-0.05151955332540503,21.997687380375627,27.04940553480222,20.275651128036603,19.7130833955188,19.622920196045115,0.0038875839244191853,0.004212280278954576,0.003882239337428976,0.0036081317379204315,0.0031396690784308455,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,131.7180697142202,130.51863875123715,134.6734770148724,129.04735883470903,127.54944674379135,-0.002453169385387966,-0.005205013784934012,-0.003409149166209751,0.001885492502734449,-0.0036396308348308065,0.009289681583222187,-0.02893964796804982,0.027734115562699335,0.023334372103275935,0.021637786948317084,5377.494029781516,5789.108127360507,4982.336547956089,5561.904509624812,6480.602680032241,102.30758431672855,109.7848039446509,100.8994017746899,97.0164886636118,92.71763379323517,-0.0051872363577543995,-0.0032702014677251693,-0.00992254432961721,0.00011211581238574546,-0.009358259975776186,-0.041299189162672945,-0.05446646404152988,-0.028354392275279472,-0.044753420659074505,-0.04783727648779912,21.883580176609627,26.960948529121215,20.074465080906805,19.715293543878317,19.439283807366614,0.003879320496923942,0.004229905756828889,0.00386117055675675,0.00359506990874502,0.003120988643544867,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,131.74243172995364,130.098221262839,134.6455762975283,129.59060108943874,127.72877001559223,0.00018495576033175892,-0.003221129889344461,-0.00020717306750034099,0.004209634816513416,0.0014059117963959556,0.0072140435393825975,-0.03237592529449096,0.022850085542429177,0.026642654690872458,0.021209006384029117,5378.488628278474,5770.460658138819,4981.30434201013,5585.318096494652,6489.713835787854,102.1223111196583,110.22849661872279,100.02761117380867,97.2285129898343,91.74368355457841,-0.001810942935537086,0.004041476216467674,-0.008640195933252017,0.0021854463003465364,-0.010504476859587521,-0.03299431957676158,-0.03977959105547302,-0.027188534011436838,-0.03305108805454404,-0.044476570396730586,21.843950261684537,27.06991056137507,19.901017769352542,19.758380259214032,19.235084300445177,0.0038720533828569687,0.004259998565327346,0.0038419732845635665,0.003571794395878816,0.003086004444842612,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,131.8114773987576,129.75385021715482,134.6533739135656,130.15101435129088,128.09011513037277,0.0005240959036302731,-0.002647008101582234,5.791215910463097e-05,0.00432449002582657,0.0028290033227160206,0.006995407276197296,-0.029202608974750244,0.018677477324588576,0.028304716748680514,0.019627875912506365,5381.307472136277,5755.1862020268645,4981.592820099734,5609.471748894012,6508.073257792773,101.49413537674525,109.51601907345264,99.3878258277447,96.71668287432793,90.90212364985344,-0.0061512096233017855,-0.006463642044711886,-0.006396087425823466,-0.0052641977108082195,-0.009172946541047902,-0.04705035517320233,-0.05591433351402919,-0.04252061125501805,-0.04297830786844059,-0.05311729717127256,21.70958354462394,26.89494034932398,19.773729119836897,19.6543682390842,19.05864190044464,0.0038016344286401177,0.004143923128553727,0.0037744256567154477,0.0035339001583410603,0.0030552254334752908,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,131.69758190760496,129.1970811962404,134.35776684847136,130.76898739268387,127.89647601700207,-0.0008640787084730692,-0.0042909633893917585,-0.002195318665271409,0.004748123128145727,-0.0015117412703829494,0.006869387798953408,-0.02976085418716412,0.016651952355658084,0.03162017951593055,0.01542820362273356,5376.657598925857,5730.490908734835,4970.656636398987,5636.106211441615,6498.234734858292,101.31381633338184,108.83340810470393,99.25312775144054,96.98918946153334,91.2005567089866,-0.0017766449528740305,-0.006232978285038603,-0.0013552774213777892,0.0028175758215311496,0.0032830152602672394,-0.058732070009352544,-0.07724352058244521,-0.053367342132308315,-0.04447223082013674,-0.05258916277115144,21.671013322590383,26.727304770149235,19.746930231224344,19.709745911822115,19.12121171264377,0.003793437311397248,0.004162179741542699,0.0037695611971842275,0.003495654047096105,0.003001506105410942,.,.,.,.,.,.,.,.,.
