Unnamed: 0,São Vicente,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2015-12-01 00:00:00,123.102352170022,.,.,.,.,0.0076609199163063975,.,.,.,.,0.05776260078374129,.,.,.,.,4172.728165960113,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-01-01 00:00:00,123.94455011087665,.,.,.,.,0.006841444749093425,.,.,.,.,0.061393551100747734,.,.,.,.,4201.275655160515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-02-01 00:00:00,124.60346736479478,.,.,.,.,0.005316226113441024,.,.,.,.,0.06566742938753078,.,.,.,.,4223.610586508244,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-03-01 00:00:00,124.93109859213172,.,.,.,.,0.0026293909332212907,.,.,.,.,0.06514655289571492,.,.,.,.,4234.716109889866,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-04-01 00:00:00,125.1144328482744,.,.,.,.,0.0014674829422674064,.,.,.,.,0.062233226920743734,.,.,.,.,4240.9304835464745,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-05-01 00:00:00,125.48155040533334,.,.,.,.,0.002934254255894977,.,.,.,.,0.05923938442662169,.,.,.,.,4253.374451866775,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-06-01 00:00:00,125.8674820067764,.,.,.,.,0.0030756043433987166,.,.,.,.,0.056878704236098754,.,.,.,.,4266.4561488050385,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-07-01 00:00:00,125.98854797789198,.,.,.,.,0.000961852649988404,.,.,.,.,0.052944174886284445,.,.,.,.,4270.559850957826,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,125.91137193681672,.,.,.,.,-0.0006125639378652915,.,.,.,.,0.04932804589968254,.,.,.,.,4267.943859998633,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,125.85066961792681,.,.,.,.,-0.00048210354597961894,.,.,.,.,0.04470954173023545,.,.,.,.,4265.886269129686,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,125.6903253073606,.,.,.,.,-0.0012740838888899444,.,.,.,.,0.03691332154008764,.,.,.,.,4260.451172162351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,125.6491752666591,.,.,.,.,-0.00032739226826622263,.,.,.,.,0.028508077254754127,.,.,.,.,4259.05633338926,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,125.53736292640653,.,.,.,.,-0.0008898772317070633,.,.,.,.,0.019780375544907747,.,.,.,.,4255.266296129619,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,124.72814007549793,.,.,.,.,-0.006446071767358843,.,.,.,.,0.006322101003394698,.,.,.,.,4227.836544195544,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,124.74758127292375,.,.,.,.,0.00015586857475834083,.,.,.,.,0.0011565802395134828,.,.,.,.,4228.495531051998,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,125.40070113132732,.,.,.,.,0.005235531236270447,.,.,.,.,0.0037588922573132955,.,.,.,.,4250.633951487251,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,125.73420066277207,.,.,.,.,0.0026594710271633957,.,.,.,.,0.004953607672499638,.,.,.,.,4261.9383893283075,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,125.26893643891216,.,.,.,.,-0.003700379223849907,.,.,.,.,-0.0016943842798752273,.,.,.,.,4246.167601059108,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,125.6825896078659,.,.,.,.,0.0033021208666161555,.,.,.,.,-0.0014689449249531972,.,.,.,.,4260.188959697714,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,125.63655857982457,.,.,.,.,-0.000366248246355746,.,.,.,.,-0.0027938205790670745,.,.,.,.,4258.628672962081,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,124.99846846197367,.,.,.,.,-0.0050788570226991845,.,.,.,.,-0.0072503655611119155,.,.,.,.,4236.999706819339,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,124.13118907288407,.,.,.,.,-0.0069383201231256585,.,.,.,.,-0.013662863696021321,.,.,.,.,4207.6020464918365,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,123.81595515611657,.,.,.,.,-0.0025395222515946754,.,.,.,.,-0.014912604821894382,.,.,.,.,4196.916747468915,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,123.24033722093924,.,.,.,.,-0.004648980290557449,.,.,.,.,-0.019171140921599328,.,.,.,.,4177.405364228821,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,122.17743717806205,.,.,.,.,-0.008624611607250539,.,.,.,.,-0.026764348637099866,.,.,.,.,4141.376865436302,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,121.29778562620658,.,.,.,.,-0.007199787228909274,.,.,.,.,-0.027502650542331253,.,.,.,.,4111.559833170433,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,120.46764845738006,.,.,.,.,-0.006843794917944221,.,.,.,.,-0.034308743880011705,.,.,.,.,4083.4211608793585,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,119.70888160027235,.,.,.,.,-0.006298511399732084,.,.,.,.,-0.04538905667755522,.,.,.,.,4057.7016861476527,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,119.88651017926644,.,.,.,.,0.0014838379293127283,.,.,.,.,-0.046508352164178035,.,.,.,.,4063.722657815395,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,119.78943230285009,.,.,.,.,-0.0008097481215459042,.,.,.,.,-0.04374192271309152,.,.,.,.,4060.432066026746,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,119.84714515409073,.,.,.,.,0.0004817858314475128,.,.,.,.,-0.046430014467254144,.,.,.,.,4062.388324665712,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,118.35649206729221,.,.,.,.,-0.012437952400801412,.,.,.,.,-0.057945446730036654,.,.,.,.,4011.8605320499487,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,117.31877195664842,.,.,.,.,-0.008767749808382116,.,.,.,.,-0.06143832480364775,.,.,.,.,3976.6855426388115,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,115.92266706827995,.,.,.,.,-0.011900098041295222,.,.,.,.,-0.06612779645399558,.,.,.,.,3929.3625948020085,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,115.71419171245896,.,.,.,.,-0.0017984002705717188,.,.,.,.,-0.06543392112464264,.,.,.,.,3922.296028048342,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,115.94236135353367,.,.,.,.,0.001971838006194582,.,.,.,.,-0.05921742857877865,.,.,.,.,3930.0301604279944,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,117.03623942631924,.,.,.,.,0.009434671331646383,.,.,.,.,-0.04207976423871129,.,.,.,.,3967.10870331509,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,117.08120572355126,.,.,.,.,0.0003842083225882309,.,.,.,.,-0.03476221664630552,.,.,.,.,3968.632899495516,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,117.86196157567966,.,.,.,.,0.006668498563056291,.,.,.,.,-0.021629764630312853,.,.,.,.,3995.0977222830998,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,117.85894935577369,.,.,.,.,-2.555718457164513e-05,.,.,.,.,-0.015453592246195136,.,.,.,.,3994.99561883323,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,117.88671969658047,.,.,.,.,0.00023562352251205176,.,.,.,.,-0.016680696432781916,.,.,.,.,3995.9369337733597,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,117.61380163220865,.,.,.,.,-0.0023150874422009915,.,.,.,.,-0.018162125229386206,.,.,.,.,3986.685990358154,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,117.79195755849017,.,.,.,.,0.0015147535732127348,.,.,.,.,-0.017148406772294345,.,.,.,.,3992.724837207326,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,118.30753739681228,.,.,.,.,0.00437703769432729,.,.,.,.,-0.00041362049199711315,.,.,.,.,4010.2011443228594,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,118.4258296344608,.,.,.,.,0.0009998706781610966,.,.,.,.,0.00943632173563369,.,.,.,.,4014.210826860596,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,118.45937111033486,.,.,.,.,0.0002832277044424458,.,.,.,.,0.021882726702282973,.,.,.,.,4015.347762578236,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,118.12727967894787,.,.,.,.,-0.0028034205168763204,.,.,.,.,0.020853863564853414,.,.,.,.,4004.091054278231,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,117.76622560556773,.,.,.,.,-0.003056483433474755,.,.,.,.,0.015730784078760385,.,.,.,.,3991.852616304705,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,117.4173901862126,.,.,.,.,-0.002962100700445891,.,.,.,.,0.0032566900795998333,.,.,.,.,3980.028346873872,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,117.60924837876055,.,.,.,.,0.0016339844740518306,.,.,.,.,0.004510054811496245,.,.,.,.,3986.53165139895,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,117.90151966419391,.,.,.,.,0.002485104610923994,.,.,.,.,0.00033563066476594017,.,.,.,.,3996.438599587436,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,117.88661155067787,.,.,.,.,-0.00012644547380313842,.,.,.,.,0.00023470593497898484,.,.,.,.,3995.933268015186,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,117.76303400512901,.,.,.,.,-0.0010482746422457723,.,.,.,.,-0.0010491910519675463,.,.,.,.,3991.7444324982193,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,117.93816024143943,.,.,.,.,0.0014871070348170257,.,.,.,.,0.0027578277781130645,.,.,.,.,3997.680583724979,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,117.88562302319242,.,.,.,.,-0.0004454641155963168,.,.,.,.,0.0007951770786707169,.,.,.,.,3995.899760479313,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,117.59693543332783,.,.,.,.,-0.002448878688182332,.,.,.,.,-0.006006396372709832,.,.,.,.,3986.1142867157623,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,117.12393838372472,.,.,.,.,-0.00402218857030745,.,.,.,.,-0.010993304879134524,.,.,.,.,3970.081383391795,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,117.1244078195097,.,.,.,.,4.0080259549046815e-06,.,.,.,.,-0.011269376819346366,.,.,.,.,3970.097295581023,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,117.29102760944838,.,.,.,.,0.0014225881098621773,.,.,.,.,-0.007079245977493986,.,.,.,.,3975.7451087887125,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,117.43241919943316,.,.,.,.,0.0012054766069198308,.,.,.,.,-0.002834483353933548,.,.,.,.,3980.537776512433,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,117.65182307652488,.,.,.,.,0.001868341626507064,.,.,.,.,0.001996577252658227,.,.,.,.,3987.974780936175,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,117.83107318586485,.,.,.,.,0.0015235642309034958,.,.,.,.,0.001886117037241064,.,.,.,.,3994.0507166661546,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,117.90986210290964,.,.,.,.,0.0006686599291216844,.,.,.,.,7.075768607123223e-05,.,.,.,.,3996.721378335269,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,117.71499996347977,.,.,.,.,-0.0016526364797186943,.,.,.,.,-0.0014557343275943824,.,.,.,.,3990.1162507861604,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,117.76510327237405,.,.,.,.,0.0004256323230669157,.,.,.,.,1.7571449840048103e-05,.,.,.,.,3991.8145732352896,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,117.90179898919666,.,.,.,.,0.001160748923273669,.,.,.,.,-0.00030830777899482076,.,.,.,.,3996.4480677030806,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,118.24886895087718,.,.,.,.,0.0029437206612286104,.,.,.,.,0.0030813420531636826,.,.,.,.,4008.2124944515053,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,118.44821792798365,.,.,.,.,0.0016858425697863222,.,.,.,.,0.00723898536572376,.,.,.,.,4014.969709703401,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,118.42879013878878,.,.,.,.,-0.00016401926119880006,.,.,.,.,0.01114077765033028,.,.,.,.,4014.3111773378796,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,118.58965064712469,.,.,.,.,0.0013582888767789125,.,.,.,.,0.012510140754546706,.,.,.,.,4019.763771557987,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,118.67289863094837,.,.,.,.,0.000701983548896612,.,.,.,.,0.011781557802539755,.,.,.,.,4022.585579596072,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,119.05656905771693,.,.,.,.,0.003233007967233581,.,.,.,.,0.013830506680829746,.,.,.,.,4035.590630823785,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,119.3312801167872,.,.,.,.,0.0023073994257056807,.,.,.,.,0.014274806767507142,.,.,.,.,4044.9023503277313,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,119.58045679266274,.,.,.,.,0.0020881086302910745,.,.,.,.,0.014846538858544145,.,.,.,.,4053.348545834135,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,119.71508785051016,.,.,.,.,0.0011258617123435233,.,.,.,.,0.015310218461836111,.,.,.,.,4057.9120557686733,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,119.74673250704262,.,.,.,.,0.00026433306862694295,.,.,.,.,0.017259759114753193,.,.,.,.,4058.9846961145927,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,119.8943065593066,.,.,.,.,0.0012323847939257337,.,.,.,.,0.018080086780954074,.,.,.,.,4063.9869271328616,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,120.50891474523347,.,.,.,.,0.005126249974370944,.,.,.,.,0.022112603695518596,.,.,.,.,4084.81994001392,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,120.8918794276303,.,.,.,.,0.0031778950396030847,.,.,.,.,0.02235125375999214,.,.,.,.,4097.801069038962,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,121.36635277170579,.,.,.,.,0.003924774321665936,.,.,.,.,0.02463637608711311,.,.,.,.,4113.8840134500215,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,121.62502942876073,.,.,.,.,0.002131370442856717,.,.,.,.,0.026988701701893714,.,.,.,.,4122.6522242416295,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,122.19130145869676,.,.,.,.,0.0046558840116681655,.,.,.,.,0.0303707009162979,.,.,.,.,4141.846814818144,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,122.68384899754928,.,.,.,.,0.004030954192095315,.,.,.,.,0.03379836856495988,.,.,.,.,4158.542409599351,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,123.00162793400837,.,.,.,.,0.0025902263342376664,.,.,.,.,0.03313600339330236,.,.,.,.,4169.31397566074,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,123.21711463762827,.,.,.,.,0.0017519012328479633,.,.,.,.,0.032563419390440496,.,.,.,.,4176.6182019548305,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,123.1274575224787,.,.,.,.,-0.0007276352429875788,.,.,.,.,0.029662043656230486,.,.,.,.,4173.579147354585,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,122.90478395607956,.,.,.,.,-0.001808480178830063,.,.,.,.,0.026644061018878507,.,.,.,.,4166.031312191816,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,122.61005520103025,.,.,.,.,-0.002398025085456612,.,.,.,.,0.02391148914079322,.,.,.,.,4156.041064598382,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,122.54294299069832,.,.,.,.,-0.0005473630219143821,.,.,.,.,0.022091427920153617,.,.,.,.,4153.766201402063,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
