Unnamed: 0,Vila Velha,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2015-11-01 00:00:00,126.35223854652662,.,.,.,.,0.003005777732693982,.,.,.,.,0.04723139597989601,.,.,.,.,4173.295918608653,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-12-01 00:00:00,127.01073132887102,.,.,.,.,0.005211564036532074,.,.,.,.,0.04484664086118517,.,.,.,.,4195.04531753188,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-01-01 00:00:00,127.68759478381698,.,.,.,.,0.005329183194712516,.,.,.,.,0.042511152354007375,.,.,.,.,4217.401482539128,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-02-01 00:00:00,128.20596985495123,.,.,.,.,0.004059713647296014,.,.,.,.,0.04225840900092703,.,.,.,.,4234.522924893919,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-03-01 00:00:00,128.40468290256433,.,.,.,.,0.001549951596153389,.,.,.,.,0.04256568281540618,.,.,.,.,4241.086230460307,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-04-01 00:00:00,128.5109646239901,.,.,.,.,0.0008277090758941375,.,.,.,.,0.03497934666830149,.,.,.,.,4244.596616024909,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-05-01 00:00:00,128.55461410750306,.,.,.,.,0.0003396557145194832,.,.,.,.,0.03154117543014756,.,.,.,.,4246.038317521373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-06-01 00:00:00,128.65426566212753,.,.,.,.,0.0007751690230360878,.,.,.,.,0.04039270887520163,.,.,.,.,4249.329714895739,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-07-01 00:00:00,128.78424957151938,.,.,.,.,0.001010335014722265,.,.,.,.,0.04664737590412238,.,.,.,.,4253.622961495798,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,128.91248344916556,.,.,.,.,0.0009957264034447222,.,.,.,.,0.04022244608131986,.,.,.,.,4257.858406188859,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,129.11796909564603,.,.,.,.,0.0015939933897982986,.,.,.,.,0.030890330729252957,.,.,.,.,4264.645404343021,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,129.35102966212324,.,.,.,.,0.0018050203864695932,.,.,.,.,0.026810696820449786,.,.,.,.,4272.343176238925,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,129.6605398368401,.,.,.,.,0.0023927925083033854,.,.,.,.,0.026183163261450648,.,.,.,.,4282.56600698393,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,129.95134991241935,.,.,.,.,0.0022428572019307143,.,.,.,.,0.023152520679013522,.,.,.,.,4292.1711909954365,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,130.2568243389774,.,.,.,.,0.002350682980699351,.,.,.,.,0.020121215060165287,.,.,.,.,4302.260724764358,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,130.6493776516972,.,.,.,.,0.0030136871116882074,.,.,.,.,0.01905845569836062,.,.,.,.,4315.226392461703,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,131.00247046318776,.,.,.,.,0.0027025984955847933,.,.,.,.,0.020231252489402385,.,.,.,.,4326.888716818077,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,131.52256851236243,.,.,.,.,0.003970139244975675,.,.,.,.,0.02343460651146745,.,.,.,.,4344.06706752136,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,131.87478753646604,.,.,.,.,0.0026780120559348765,.,.,.,.,0.025826948740918176,.,.,.,.,4355.700531499971,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,132.15151925371157,.,.,.,.,0.002098442942848431,.,.,.,.,0.02718334735024297,.,.,.,.,4364.840720541457,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,132.0667398058975,.,.,.,.,-0.0006415321465303378,.,.,.,.,0.025488289486481186,.,.,.,.,4362.040534904745,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,131.800937473728,.,.,.,.,-0.00201263643336822,.,.,.,.,0.022406317427756672,.,.,.,.,4353.2613332003675,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,131.46371352092177,.,.,.,.,-0.0025585853884646337,.,.,.,.,0.018167451375711297,.,.,.,.,4342.123142361073,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,131.41886221852653,.,.,.,.,-0.0003411686859744324,.,.,.,.,0.015986208705138782,.,.,.,.,4340.641745914256,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,131.4600765084671,.,.,.,.,0.00031361015644814716,.,.,.,.,0.013878830628743843,.,.,.,.,4342.003015251276,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,131.70649560573042,.,.,.,.,0.0018744785778931393,.,.,.,.,0.013506175153193523,.,.,.,.,4350.142006888513,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,132.04461744731412,.,.,.,.,0.0025672374018352595,.,.,.,.,0.013725139680084819,.,.,.,.,4361.309854151892,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,132.7164428943611,.,.,.,.,0.005087866965232699,.,.,.,.,0.015821470257398218,.,.,.,.,4383.499618483976,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,133.4495734823059,.,.,.,.,0.005524037353294331,.,.,.,.,0.018679823445053145,.,.,.,.,4407.714234114633,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,133.85285107578653,.,.,.,.,0.003021947413972791,.,.,.,.,0.017717739166605906,.,.,.,.,4421.034114745947,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,133.8675865551727,.,.,.,.,0.00011008715367446717,.,.,.,.,0.015111296525543993,.,.,.,.,4421.520813807937,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,133.67583738958803,.,.,.,.,-0.0014323793422961462,.,.,.,.,0.011534624380291847,.,.,.,.,4415.187518732706,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,133.5510176683871,.,.,.,.,-0.000933749312055218,.,.,.,.,0.011238846848730333,.,.,.,.,4411.064840424494,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,133.2212155690977,.,.,.,.,-0.0024694839848268075,.,.,.,.,0.010775933180693809,.,.,.,.,4400.171786445033,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,133.031957096662,.,.,.,.,-0.001420633129844976,.,.,.,.,0.011929098408517635,.,.,.,.,4393.920756628199,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,132.82862262114404,.,.,.,.,-0.0015284633854573397,.,.,.,.,0.010727230313966052,.,.,.,.,4387.204809633093,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,133.51042185511773,.,.,.,.,0.005132924068017572,.,.,.,.,0.015596714995967487,.,.,.,.,4409.723998791781,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,134.22103506726415,.,.,.,.,0.0053225298989585295,.,.,.,.,0.01909199276747242,.,.,.,.,4433.194886621505,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,135.07723997093603,.,.,.,.,0.006379066464826444,.,.,.,.,0.022966650078197537,.,.,.,.,4461.474531454793,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,135.58790974180323,.,.,.,.,0.003780575994720259,.,.,.,.,0.02163610465153698,.,.,.,.,4478.341474969467,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,136.11378829635416,.,.,.,.,0.003878506244047397,.,.,.,.,0.019964206288014097,.,.,.,.,4495.7107503431125,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,136.8198439348839,.,.,.,.,0.005187245519847394,.,.,.,.,0.022166078908677722,.,.,.,.,4519.03110579136,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,137.52332280289616,.,.,.,.,0.005141643549506414,.,.,.,.,0.027308599055207328,.,.,.,.,4542.266352926471,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,138.25023241081217,.,.,.,.,0.005285718764648006,.,.,.,.,0.0342200588419912,.,.,.,.,4566.275495422164,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,138.44514122248168,.,.,.,.,0.001409826285791116,.,.,.,.,0.03664609704620081,.,.,.,.,4572.7131506437745,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,139.1204198155585,.,.,.,.,0.004877589687251271,.,.,.,.,0.04428126722354575,.,.,.,.,4595.016969150113,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,139.65533677101845,.,.,.,.,0.0038449923898240534,.,.,.,.,0.04978788419645541,.,.,.,.,4612.684774427607,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,140.66772574579903,.,.,.,.,0.0072491964731753455,.,.,.,.,0.059016671030413415,.,.,.,.,4646.123032626258,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,141.3583223977834,.,.,.,.,0.004909417908926406,.,.,.,.,0.05878118302391422,.,.,.,.,4668.932792249709,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,142.1844036153466,.,.,.,.,0.005843881022007391,.,.,.,.,0.05933025731839758,.,.,.,.,4696.217479987364,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,141.89784375872705,.,.,.,.,-0.002015409913697641,.,.,.,.,0.05049410092520823,.,.,.,.,4686.752676721317,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,142.1605366995099,.,.,.,.,0.0018512821183491734,.,.,.,.,0.048475022369050214,.,.,.,.,4695.429178144856,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,142.85846045971007,.,.,.,.,0.004909405777465681,.,.,.,.,0.04955171880655507,.,.,.,.,4718.480945279721,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,144.92389374567085,.,.,.,.,0.014457899653365525,.,.,.,.,0.059231538187135335,.,.,.,.,4786.700269302893,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,146.71290637984956,.,.,.,.,0.012344497431998835,.,.,.,.,0.06682200073164513,.,.,.,.,4845.78967848505,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,148.0246849810613,.,.,.,.,0.00894112613252629,.,.,.,.,0.07070116555901507,.,.,.,.,4889.116495212079,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,148.9380437502823,.,.,.,.,0.006170313886078249,.,.,.,.,0.07579104932934055,.,.,.,.,4919.283878613141,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,149.7563354896215,.,.,.,.,0.005494175421769221,.,.,.,.,0.0764511470578062,.,.,.,.,4946.311287191723,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,150.7724280694882,.,.,.,.,0.006784972245378551,.,.,.,.,0.07960376993467522,.,.,.,.,4979.871871992322,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,151.61576433660474,.,.,.,.,0.005593438256017658,.,.,.,.,0.07782907225350288,.,.,.,.,5007.72647783119,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,152.71753885457892,.,.,.,.,0.007266886281878326,.,.,.,.,0.08035760657112623,.,.,.,.,5044.11705667634,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,153.92557570330845,.,.,.,.,0.007910269231616196,.,.,.,.,0.08257707448508489,.,.,.,.,5084.017380630438,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,154.98799518622576,.,.,.,.,0.006902163451804277,.,.,.,.,0.09225053095067648,.,.,.,.,5119.108099583364,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,156.10070061832104,.,.,.,.,0.007179300762993446,.,.,.,.,0.09805930845827482,.,.,.,.,5155.859716268547,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,157.18492753689856,.,.,.,.,0.006945688996159882,.,.,.,.,0.10028434459595004,.,.,.,.,5191.670714365578,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,158.59731775075852,.,.,.,.,0.008985532111712269,.,.,.,.,0.09434899692305643,.,.,.,.,5238.320638282946,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,161.0480330133848,.,.,.,.,0.015452438271860824,.,.,.,.,0.09770869507840474,.,.,.,.,5319.2654645942275,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,163.6076776920893,.,.,.,.,0.015893672408229698,.,.,.,.,0.10527293277483918,.,.,.,.,5403.808127340898,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,165.98567397842422,.,.,.,.,0.014534747512340518,.,.,.,.,0.11446122024218952,.,.,.,.,5482.3511140769315,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,169.33769567835355,.,.,.,.,0.020194644631590597,.,.,.,.,0.13075480329237288,.,.,.,.,5593.06524657132,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,172.89007357300403,.,.,.,.,0.02097806917957601,.,.,.,.,0.14669555824439073,.,.,.,.,5710.396956239775,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,177.17747082025932,.,.,.,.,0.024798400270475307,.,.,.,.,0.1685953079846274,.,.,.,.,5852.0056656639135,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,180.81901897826683,.,.,.,.,0.020553110624892845,.,.,.,.,0.18400951412952482,.,.,.,.,5972.282585487803,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,185.08038788089786,.,.,.,.,0.0235670391682814,.,.,.,.,0.20240179083455434,.,.,.,.,6113.031603104038,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,188.91887382617404,.,.,.,.,0.020739560734799767,.,.,.,.,0.218925850348465,.,.,.,.,6239.813193310364,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,192.99204889388275,.,.,.,.,0.021560445418791208,.,.,.,.,0.2363304464966116,.,.,.,.,6374.3463450881845,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,196.77974203926237,.,.,.,.,0.019626161632504857,.,.,.,.,0.25189956265411695,.,.,.,.,6499.450296758452,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,200.92687401260744,.,.,.,.,0.021074994460139163,.,.,.,.,0.2668995722132663,.,.,.,.,6636.426175756586,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,203.51199344631772,.,.,.,.,0.012865971495421125,.,.,.,.,0.26367264249296163,.,.,.,.,6721.810245765337,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,206.20232917983154,.,.,.,.,0.013219543909698261,.,.,.,.,0.26034628746400057,.,.,.,.,6810.6695114618915,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,209.29392613770136,.,.,.,.,0.01499302636476818,.,.,.,.,0.2609156026616286,.,.,.,.,6912.782059008963,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,213.2808678118645,.,.,.,.,0.019049485800844534,.,.,.,.,0.2595002368343211,.,.,.,.,7044.467002686388,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,217.37849540556383,.,.,.,.,0.01921235428071233,.,.,.,.,0.25732201342244343,.,.,.,.,7179.807798460786,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,221.67192699308066,.,.,.,.,0.019750949050901134,.,.,.,.,0.2511293110056836,.,.,.,.,7321.615816483447,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,224.53221107818894,.,.,.,.,0.012903231022111106,.,.,.,.,0.2417510743445419,.,.,.,.,7416.0883168186765,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,224.80679617955838,.,.,.,.,0.0012229207562286515,.,.,.,.,0.2146440730620529,.,.,.,.,7425.157605151339,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,224.09421397012235,.,.,.,.,-0.0031697538577386553,.,.,.,.,0.18619283204235848,.,.,.,.,7401.621683188094,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,224.86815491920086,.,.,.,.,0.0034536409279255498,.,.,.,.,0.165167975613572,.,.,.,.,7427.184226766173,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,227.81629088168253,.,.,.,.,0.013110508971539314,.,.,.,.,0.1577222762911621,.,.,.,.,7524.558392204466,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,230.5604754878467,.,.,.,.,0.012045603040694575,.,.,.,.,0.14748450958023596,.,.,.,.,7615.196235653489,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
