Unnamed: 0,São José do Rio Preto,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2023-03-01 00:00:00,110.86852619402526,.,.,.,.,-0.0031075756369147722,.,.,.,.,0.03423356476874684,.,.,.,.,4738.478251833071,.,.,.,.,151.22524320654543,.,.,.,.,0.026927689665556365,.,.,.,.,0.18562486383444665,.,.,.,.,20.006115118417387,.,.,.,.,0.004612364490986424,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,110.26129790143115,.,.,.,.,-0.00547701239873466,.,.,.,.,0.025401956448162677,.,.,.,.,4712.525547696647,.,.,.,.,151.78472916888546,.,.,.,.,0.003699686312131689,.,.,.,.,0.16432452256284558,.,.,.,.,20.080131468679927,.,.,.,.,0.004629559784132436,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,110.22877885647986,.,.,.,.,-0.0002949271010790344,.,.,.,.,0.021572880373736725,.,.,.,.,4711.135696198104,.,.,.,.,153.7463820200043,.,.,.,.,0.012923914427097394,.,.,.,.,0.16568165579021943,.,.,.,.,20.33964536946601,.,.,.,.,0.004668558957691859,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,110.39017221569289,.,.,.,.,0.0014641671702011472,.,.,.,.,0.024004068453989946,.,.,.,.,4718.03358641884,.,.,.,.,154.4806913471323,.,.,.,.,0.004776108012951363,.,.,.,.,0.145634464791927,.,.,.,.,20.436789712695706,.,.,.,.,0.004659866113865198,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,110.9950415199114,.,.,.,.,0.005479376398078717,.,.,.,.,0.024191526604862457,.,.,.,.,4743.885468297606,.,.,.,.,156.44316329634566,.,.,.,.,0.012703671456282484,.,.,.,.,0.14297058587081457,.,.,.,.,20.696411974826926,.,.,.,.,0.004690032634948891,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,110.98731215118059,.,.,.,.,-6.963706328644292e-05,.,.,.,.,0.018992945036898412,.,.,.,.,4743.555118045027,.,.,.,.,158.54565590017663,.,.,.,.,0.01343933834838329,.,.,.,.,0.14127972754655982,.,.,.,.,20.974558057954155,.,.,.,.,0.004746065894646156,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,112.12564387210874,.,.,.,.,0.010256413087809335,.,.,.,.,0.020362622864422475,.,.,.,.,4792.206978840489,.,.,.,.,160.9096107080402,.,.,.,.,0.014910246480370093,.,.,.,.,0.15749882379520397,.,.,.,.,21.287293888415082,.,.,.,.,0.0047828263008236884,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,112.70947678625201,.,.,.,.,0.005206952611208182,.,.,.,.,0.023254328804574786,.,.,.,.,4817.159773482412,.,.,.,.,161.34102990358707,.,.,.,.,0.002681127582426779,.,.,.,.,0.14518316503060547,.,.,.,.,21.344367839214538,.,.,.,.,0.004775952313157767,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,114.20777805759083,.,.,.,.,0.013293480850596673,.,.,.,.,0.033387998791290174,.,.,.,.,4881.196594685465,.,.,.,.,161.89003923941405,.,.,.,.,0.003402788095223208,.,.,.,.,0.13501954100268176,.,.,.,.,21.41699819999788,.,.,.,.,0.004763516962320979,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,113.63649682055836,.,.,.,.,-0.005002121981082519,.,.,.,.,0.024921609101917763,.,.,.,.,4856.780253905204,.,.,.,.,162.20878832612337,.,.,.,.,0.0019689234013831047,.,.,.,.,0.13038793178285668,.,.,.,.,21.45916662894124,.,.,.,.,0.004762680733880266,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,113.65577373114573,.,.,.,.,0.00016963661435109856,.,.,.,.,0.021568511650078337,.,.,.,.,4857.604141664124,.,.,.,.,165.60023861154326,.,.,.,.,0.02090793181070638,.,.,.,.,0.14045086915164773,.,.,.,.,21.907833421533727,.,.,.,.,0.004842117250750514,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,114.28003316055982,.,.,.,.,0.0054925448036700075,.,.,.,.,0.027567545313538222,.,.,.,.,4884.284750050707,.,.,.,.,170.9940880783049,.,.,.,.,0.03257150781898499,.,.,.,.,0.1611723022781817,.,.,.,.,22.62140458912023,.,.,.,.,0.004950638459512785,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,116.35999474540624,.,.,.,.,0.018200568614852752,.,.,.,.,0.04953135700361555,.,.,.,.,4973.181509778484,.,.,.,.,175.5211337314157,.,.,.,.,0.026474866493850113,.,.,.,.,0.16066028402207033,.,.,.,.,23.22030325552056,.,.,.,.,0.005037306566374443,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,118.68272190144953,.,.,.,.,0.019961561197431976,.,.,.,.,0.07637697143331978,.,.,.,.,5072.453976831864,.,.,.,.,176.61062474617594,.,.,.,.,0.006207178540832636,.,.,.,.,0.16355990298383438,.,.,.,.,23.36443582359985,.,.,.,.,0.005027323260654981,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-05-01 00:00:00,120.82482313722616,.,.,.,.,0.018048972937740437,.,.,.,.,0.09612774804066881,.,.,.,.,5164.006561387636,.,.,.,.,175.1423882761763,.,.,.,.,-0.008313409638348812,.,.,.,.,0.13916429105556527,.,.,.,.,23.17019769762936,.,.,.,.,0.004961394737507516,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,120.85499506864002,.,.,.,.,0.0002497163300589911,.,.,.,.,0.0947985010160124,.,.,.,.,5165.296098154547,.,.,.,.,174.46571736936775,.,.,.,.,-0.003863547331223627,.,.,.,.,0.12936908715230477,.,.,.,.,23.08067854215076,.,.,.,.,0.004931738608734839,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,120.14410141055652,.,.,.,.,-0.005882203360148663,.,.,.,.,0.08242764510344247,.,.,.,.,5134.912776089819,.,.,.,.,176.2579104121162,.,.,.,.,0.010272465386160112,.,.,.,.,0.1266578014549351,.,.,.,.,23.317774013564094,.,.,.,.,0.004990734539866087,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,119.14876202458665,.,.,.,.,-0.008284546426200246,.,.,.,.,0.07353498084798193,.,.,.,.,5092.3723528018145,.,.,.,.,176.30680793366597,.,.,.,.,0.00027742029526756085,.,.,.,.,0.11202547261636808,.,.,.,.,23.324242837315918,.,.,.,.,0.004973754927482813,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,119.95840629900174,.,.,.,.,0.006795238663478642,.,.,.,.,0.06985701179854176,.,.,.,.,5126.9762383024035,.,.,.,.,178.93359150379078,.,.,.,.,0.014898934425227273,.,.,.,.,0.11201307812778127,.,.,.,.,23.671749201867165,.,.,.,.,0.005032526825404193,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,122.34661239396065,.,.,.,.,0.019908618067217443,.,.,.,.,0.08550421741363423,.,.,.,.,5229.047250070465,.,.,.,.,180.99519980950637,.,.,.,.,0.011521639332164879,.,.,.,.,0.12181755575543374,.,.,.,.,23.94448655853254,.,.,.,.,0.005044165950177669,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,124.19821568331253,.,.,.,.,0.015134078934606165,.,.,.,.,0.08747598277136492,.,.,.,.,5308.184063905817,.,.,.,.,184.52659254878733,.,.,.,.,0.019510974561743444,.,.,.,.,0.13982672075270064,.,.,.,.,24.411666826670075,.,.,.,.,0.005137754286767762,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,123.8464157086905,.,.,.,.,-0.0028325686700609864,.,.,.,.,0.08984718091278765,.,.,.,.,5293.14826803148,.,.,.,.,185.9886259787036,.,.,.,.,0.007923158444112621,.,.,.,.,0.14660018053257673,.,.,.,.,24.605084330822674,.,.,.,.,0.0051608761810208546,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,122.18605690888666,.,.,.,.,-0.013406595502201024,.,.,.,.,0.07505367213388947,.,.,.,.,5222.185170268806,.,.,.,.,185.11630756463015,.,.,.,.,-0.004690170753631651,.,.,.,.,0.11785048811956544,.,.,.,.,24.48968228390361,.,.,.,.,0.005149052973469652,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,121.67904003449642,.,.,.,.,-0.004149547724322633,.,.,.,.,0.0647445285874324,.,.,.,.,5200.515463679526,.,.,.,.,190.5656550930782,.,.,.,.,0.029437425584698973,.,.,.,.,0.11445756537390173,.,.,.,.,25.21059548372894,.,.,.,.,0.005291022012833764,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,121.71453815227231,.,.,.,.,0.00029173568238061165,.,.,.,.,0.04601704751346647,.,.,.,.,5202.032639607054,.,.,.,.,194.10773701086785,.,.,.,.,0.018587199860644388,.,.,.,.,0.10589381964620626,.,.,.,.,25.679189860590867,.,.,.,.,0.005400392675653179,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,123.57731062850019,.,.,.,.,0.015304436959678869,.,.,.,.,0.04124095444250919,.,.,.,.,5281.646820202112,.,.,.,.,198.37038535201225,.,.,.,.,0.02196021862284514,.,.,.,.,0.12320753996034695,.,.,.,.,26.243110483986992,.,.,.,.,0.0054577522173619355,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,125.23188120918175,.,.,.,.,0.01338895119392558,.,.,.,.,0.036474773622886314,.,.,.,.,5352.36253170135,.,.,.,.,198.15860276166268,.,.,.,.,-0.0010676119319613653,.,.,.,.,0.1314143007413653,.,.,.,.,26.215093026102508,.,.,.,.,0.005408114124400235,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,128.33488706318354,.,.,.,.,0.024778082258611667,.,.,.,.,0.06189145918458139,.,.,.,.,5484.983810789758,.,.,.,.,203.06723860274704,.,.,.,.,0.024771247741327107,.,.,.,.,0.1639377733610894,.,.,.,.,26.86447359001403,.,.,.,.,0.005429215914861496,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,129.6424504014141,.,.,.,.,0.010188681878738004,.,.,.,.,0.07905797187994956,.,.,.,.,5540.868565947923,.,.,.,.,205.9899406255533,.,.,.,.,0.014392779667053102,.,.,.,.,0.16868479913281265,.,.,.,.,27.25112803926647,.,.,.,.,0.00545886654977373,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,130.385488465594,.,.,.,.,0.005731441066403997,.,.,.,.,0.09430837761191868,.,.,.,.,5572.625727590344,.,.,.,.,208.19862224324007,.,.,.,.,0.010722279015079161,.,.,.,.,0.18088816128741403,.,.,.,.,27.543322237579133,.,.,.,.,0.005501940866549823,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,131.33381388907907,.,.,.,.,0.007273243630446791,.,.,.,.,0.094827931956045,.,.,.,.,5613.1567921684045,.,.,.,.,209.25169190418282,.,.,.,.,0.005058004945452721,.,.,.,.,0.16943772349055952,.,.,.,.,27.682636497671005,.,.,.,.,0.005515469351253432,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,132.59565747960758,.,.,.,.,0.009607910964911426,.,.,.,.,0.08377056695811591,.,.,.,.,5667.087502859646,.,.,.,.,210.554145363624,.,.,.,.,0.006224338965142406,.,.,.,.,0.16331342259478587,.,.,.,.,27.854942610681334,.,.,.,.,0.005519656050383751,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,133.56276237745436,.,.,.,.,0.007293639295808063,.,.,.,.,0.07540000991656814,.,.,.,.,5708.421194963285,.,.,.,.,212.32952052184376,.,.,.,.,0.008431917382361265,.,.,.,.,0.15067165978099095,.,.,.,.,28.08981318546501,.,.,.,.,0.005521902931964984,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,134.50771767348832,.,.,.,.,0.007074990657676583,.,.,.,.,0.08608486490133993,.,.,.,.,5748.808221587733,.,.,.,.,214.6434665070415,.,.,.,.,0.010897900487462753,.,.,.,.,0.15406770375097545,.,.,.,.,28.39593317427163,.,.,.,.,0.005519688422629288,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,135.23761927148445,.,.,.,.,0.005426466307070443,.,.,.,.,0.10681711721272968,.,.,.,.,5780.003935707989,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
