Unnamed: 0,São José dos Campos,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2023-04-01 00:00:00,154.59082694184022,.,.,.,.,0.01558795829831805,.,.,.,.,0.1579967049672335,.,.,.,.,7089.723987563252,.,.,.,.,187.5121967545921,.,.,.,.,0.014770177491301162,.,.,.,.,0.21033046312587023,.,.,.,.,35.686725122982786,.,.,.,.,0.004961154181748535,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,156.9229511243162,.,.,.,.,0.015085786321288985,.,.,.,.,0.16241723563507837,.,.,.,.,7196.678048716549,.,.,.,.,191.06659928992585,.,.,.,.,0.018955580473442923,.,.,.,.,0.23164297340640938,.,.,.,.,36.36318771288512,.,.,.,.,0.004986183000521683,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-06-01 00:00:00,158.71428822078173,.,.,.,.,0.011415392609118058,.,.,.,.,0.16461121790839517,.,.,.,.,7278.8309541240715,.,.,.,.,193.26645702475813,.,.,.,.,0.011513565128639769,.,.,.,.,0.22799154412528244,.,.,.,.,36.781857642902374,.,.,.,.,0.004986471417400234,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-07-01 00:00:00,159.24440122302877,.,.,.,.,0.0033400458660006738,.,.,.,.,0.1594303283917844,.,.,.,.,7303.142583361711,.,.,.,.,197.59124733843632,.,.,.,.,0.02237734566181948,.,.,.,.,0.23640657430245926,.,.,.,.,37.60493798546144,.,.,.,.,0.005074653370895682,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-08-01 00:00:00,159.53505482126957,.,.,.,.,0.0018252045033202435,.,.,.,.,0.15104635549475365,.,.,.,.,7316.472312093253,.,.,.,.,199.91029758259003,.,.,.,.,0.01173660410261812,.,.,.,.,0.21309317340117162,.,.,.,.,38.0462922549003,.,.,.,.,0.0051191983272947834,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-09-01 00:00:00,159.23900350893703,.,.,.,.,-0.0018557132328327341,.,.,.,.,0.14060330203889126,.,.,.,.,7302.8950376060475,.,.,.,.,199.78035892452047,.,.,.,.,-0.0006499848163943334,.,.,.,.,0.19943823577035147,.,.,.,.,38.02156274261451,.,.,.,.,0.005125359185654464,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-10-01 00:00:00,160.1111756227366,.,.,.,.,0.005477126172487079,.,.,.,.,0.13289070336551956,.,.,.,.,7342.893915151445,.,.,.,.,199.1113075805968,.,.,.,.,-0.0033489345375361523,.,.,.,.,0.1805131938637552,.,.,.,.,37.894231017974676,.,.,.,.,0.005088107820704433,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-11-01 00:00:00,160.13477989306875,.,.,.,.,0.0001474242521819491,.,.,.,.,0.11597397394217923,.,.,.,.,7343.976435795738,.,.,.,.,198.19441762977397,.,.,.,.,-0.004604911503841569,.,.,.,.,0.15745407847959192,.,.,.,.,37.71973143763077,.,.,.,.,0.0050786799295569245,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-12-01 00:00:00,160.14794223582442,.,.,.,.,8.219540292531136e-05,.,.,.,.,0.09518384512849676,.,.,.,.,7344.5800768979525,.,.,.,.,200.16888894749064,.,.,.,.,0.009962295312499592,.,.,.,.,0.1539377808437068,.,.,.,.,38.095506541320624,.,.,.,.,0.005138722873697186,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,162.16643648416385,.,.,.,.,0.01260393496263057,.,.,.,.,0.09744158530649161,.,.,.,.,7437.150686515007,.,.,.,.,202.51343325810447,.,.,.,.,0.011712830714811329,.,.,.,.,0.14821564529481535,.,.,.,.,38.5417127604341,.,.,.,.,0.005127837714354023,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,166.09627324992684,.,.,.,.,0.0242333546383795,.,.,.,.,0.11032042882151893,.,.,.,.,7617.377796600392,.,.,.,.,206.21123268198127,.,.,.,.,0.01825952661206398,.,.,.,.,0.15142570019266177,.,.,.,.,39.24546619025778,.,.,.,.,0.0050759654297616195,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,170.37469115124708,.,.,.,.,0.02575866283816297,.,.,.,.,0.11928041368909059,.,.,.,.,7813.591262973929,.,.,.,.,210.23040570310752,.,.,.,.,0.019490562996268057,.,.,.,.,0.13771557158287173,.,.,.,.,40.01038242135691,.,.,.,.,0.005029228611226355,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,173.1351685576705,.,.,.,.,0.016202391257589266,.,.,.,.,0.11995758081303887,.,.,.,.,7940.190125743514,.,.,.,.,215.1985645476989,.,.,.,.,0.023631970970020122,.,.,.,.,0.14765102362563387,.,.,.,.,40.955906617237815,.,.,.,.,0.005059187798470557,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-05-01 00:00:00,174.49571935755546,.,.,.,.,0.00785831562252337,.,.,.,.,0.1119834167490128,.,.,.,.,8002.586645854449,.,.,.,.,218.83191115709226,.,.,.,.,0.016883693518262355,.,.,.,.,0.14531745459621193,.,.,.,.,41.647393592325834,.,.,.,.,0.005102781617553714,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,175.7790903951343,.,.,.,.,0.007354742238399048,.,.,.,.,0.10751900390098679,.,.,.,.,8061.443607875162,.,.,.,.,220.64349310032597,.,.,.,.,0.008278417593004628,.,.,.,.,0.1416543589457986,.,.,.,.,41.99216810814333,.,.,.,.,0.0051068143971179005,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,176.9666930559288,.,.,.,.,0.006756222586684846,.,.,.,.,0.11128988960860964,.,.,.,.,8115.908515259975,.,.,.,.,219.86757167380577,.,.,.,.,-0.003516629543964811,.,.,.,.,0.11273942867122222,.,.,.,.,41.8444972091591,.,.,.,.,0.005052363853076677,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,178.4583882146433,.,.,.,.,0.008429242435145978,.,.,.,.,0.11861551942031756,.,.,.,.,8184.319475716567,.,.,.,.,219.73655746039643,.,.,.,.,-0.0005958778387006314,.,.,.,.,0.0991757809255196,.,.,.,.,41.81956300060059,.,.,.,.,0.005013922764588859,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,179.89913190296755,.,.,.,.,0.0080732752477366,.,.,.,.,0.1297428892342385,.,.,.,.,8250.393739559438,.,.,.,.,220.07852570351616,.,.,.,.,0.0015562646792688373,.,.,.,.,0.10160241421262328,.,.,.,.,41.88464530940088,.,.,.,.,0.004992100705797129,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,180.01161974966988,.,.,.,.,0.0006252828766455387,.,.,.,.,0.12429141219863293,.,.,.,.,8255.552569490368,.,.,.,.,221.42479959759368,.,.,.,.,0.006117243332914635,.,.,.,.,0.11206541852458463,.,.,.,.,42.14086387667131,.,.,.,.,0.0050358866722754435,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,179.8262369564145,.,.,.,.,-0.0010298379266470148,.,.,.,.,0.12296802154094744,.,.,.,.,8247.050688348878,.,.,.,.,222.2413304235213,.,.,.,.,0.0036876213839260874,.,.,.,.,0.12132991978950103,.,.,.,.,42.296263427440046,.,.,.,.,0.005075625150657772,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,179.78913330815084,.,.,.,.,-0.0002063305604991239,.,.,.,.,0.12264404274020557,.,.,.,.,8245.349069757887,.,.,.,.,222.05516995281707,.,.,.,.,-0.0008376500912296025,.,.,.,.,0.10933907422080846,.,.,.,.,42.26083395852138,.,.,.,.,0.0050719456032283766,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,181.08153580994772,.,.,.,.,0.007188435018382178,.,.,.,.,0.11664003807366763,.,.,.,.,8304.62022574972,.,.,.,.,223.22008976733792,.,.,.,.,0.005246082830534293,.,.,.,.,0.10224831101867049,.,.,.,.,42.482537793955245,.,.,.,.,0.005063068837570197,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,182.11266486377824,.,.,.,.,0.005694280475468938,.,.,.,.,0.09642836230137064,.,.,.,.,8351.909062557392,.,.,.,.,224.93962977501042,.,.,.,.,0.00770333893093933,.,.,.,.,0.09082142058629783,.,.,.,.,42.80979518122852,.,.,.,.,0.005064395009902854,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,183.27892513706914,.,.,.,.,0.006404059125505013,.,.,.,.,0.07574032210198722,.,.,.,.,8405.39518200485,.,.,.,.,229.53306610204731,.,.,.,.,0.020420751699606443,.,.,.,.,0.09181669194987663,.,.,.,.,43.6840033789354,.,.,.,.,0.005120587773644508,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,184.3209918784564,.,.,.,.,0.005685687760379032,.,.,.,.,0.06460745909667653,.,.,.,.,8453.185634512323,.,.,.,.,233.97072298056509,.,.,.,.,0.019333410013112617,.,.,.,.,0.08723180134737984,.,.,.,.,44.52856412727456,.,.,.,.,0.005183635159200769,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,185.95124419693525,.,.,.,.,0.008844637292066304,.,.,.,.,0.06564931725291512,.,.,.,.,8527.950995412091,.,.,.,.,234.81292700840328,.,.,.,.,0.0035996128793778226,.,.,.,.,0.07302872678308225,.,.,.,.,44.6888497202073,.,.,.,.,0.005169647513727718,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,187.20717589386814,.,.,.,.,0.006754091387540129,.,.,.,.,0.06501390735976975,.,.,.,.,8585.549555783567,.,.,.,.,235.4533160632208,.,.,.,.,0.0027272308342487506,.,.,.,.,0.06712105013747593,.,.,.,.,44.810726529111356,.,.,.,.,0.005158594317141021,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,189.0425805304784,.,.,.,.,0.009804136128044538,.,.,.,.,0.06823819367372774,.,.,.,.,8669.723452362541,.,.,.,.,234.3417239731194,.,.,.,.,-0.004721072137301885,.,.,.,.,0.06583122826674681,.,.,.,.,44.59917185664251,.,.,.,.,0.005081678257854545,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,190.8961061912121,.,.,.,.,0.009804805116035098,.,.,.,.,0.06969533963071095,.,.,.,.,8754.728401222874,.,.,.,.,231.39008926378156,.,.,.,.,-0.012595429696832028,.,.,.,.,0.05303410564937727,.,.,.,.,44.037426122985245,.,.,.,.,0.004963869990252377,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,192.16788978733624,.,.,.,.,0.0066621767279539945,.,.,.,.,0.06819798269502542,.,.,.,.,8813.053949037057,.,.,.,.,229.24388199037318,.,.,.,.,-0.009275277434037887,.,.,.,.,0.041645845534263204,.,.,.,.,43.62896677821361,.,.,.,.,0.004886031704810619,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,193.78921122199714,.,.,.,.,0.008437004935919035,.,.,.,.,0.07653723404904,.,.,.,.,8887.409728705603,.,.,.,.,229.94732124754827,.,.,.,.,0.003068519216598453,.,.,.,.,0.038489463083823505,.,.,.,.,43.76284310117289,.,.,.,.,0.004861457130071092,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,194.75784616282039,.,.,.,.,0.004998394568589415,.,.,.,.,0.08303354092887427,.,.,.,.,8931.832509222393,.,.,.,.,235.101499479194,.,.,.,.,0.022414604369741742,.,.,.,.,0.05786578505071627,.,.,.,.,44.74376991538077,.,.,.,.,0.0049328867387514385,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,196.74709758778096,.,.,.,.,0.0102139732193256,.,.,.,.,0.09432140846112702,.,.,.,.,9023.062007271092,.,.,.,.,238.55607921456925,.,.,.,.,0.014693992777706555,.,.,.,.,0.07430995308624588,.,.,.,.,45.40123454736474,.,.,.,.,0.004939506574585292,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,198.11546045718575,.,.,.,.,0.0069549329376727975,.,.,.,.,0.09406770585994928,.,.,.,.,9085.816798424126,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
