Unnamed: 0,Guarujá,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2014-10-01 00:00:00,116.94874742439866,122.98400482469818,113.23208828871104,116.85796363794684,113.84286812500629,0.003371921067522042,0.003137479758023974,0.0067712935254504,0.0004750070872892259,0.0009428728540531383,0.057664656988912766,0.09927643339639292,0.03470229903943367,0.052331009300211395,0.04291861995403812,4270.748528001249,4409.072182967363,3733.015017222867,4920.33033668847,4562.038786959803,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-11-01 00:00:00,117.70187981603766,124.03974556561431,113.7423952568455,117.53959579689213,115.14563250846255,0.0064398500046001965,0.00858437438609172,0.0045067345824560245,0.005832997065199087,0.011443530937974566,0.05901524868089014,0.09800151470552776,0.03776099834464275,0.05369120584688991,0.04431727759184079,4298.251507928944,4446.921309281258,3749.838725097813,4949.030609102184,4614.244618958617,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-12-01 00:00:00,118.21778169397932,124.46466839829637,114.19819787062869,118.1160791649653,116.07024684522825,0.004383123521459327,0.0034256990027223353,0.004007323854521797,0.004904588655122799,0.008029955775332984,0.05778435406242166,0.09011861801796472,0.040728587653047876,0.053347306922035154,0.0412606023027664,4317.091275214496,4462.1551231756475,3764.865543271507,4973.303568481442,4651.296799185423,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-01-01 00:00:00,118.40886046684432,124.32493287833475,114.61070579303541,118.29208571910878,116.39396334140037,0.0016163285262756767,-0.0011226922608627609,0.003612210438504848,0.0014901151086945165,0.0027889705154479968,0.05743613530781899,0.08434633826448557,0.04753892874859922,0.04979165023958121,0.03978687891861732,4324.06911299316,4457.145496152089,3778.465029886479,4980.714363268961,4664.269128816948,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-02-01 00:00:00,118.59493870264122,123.62202912774347,115.24019780553041,118.60869585499397,116.91367282544326,0.0015714891188317428,-0.005653763362809459,0.0054924364014627145,0.0026765115684661347,0.004465089675815191,0.051776500800154945,0.06779106426468196,0.048788814748960796,0.045139577794258035,0.034874706634466346,4330.864340553305,4431.9458502432335,3799.218008758282,4994.045302881476,4685.095508749252,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-03-01 00:00:00,119.76667471557431,123.39314529323205,116.40658034663213,120.77143843551114,118.538035336475,0.009880151933558132,-0.0018514809708786643,0.010121316722052196,0.01823426659341464,0.013893691574098468,0.055599526191371096,0.058698626236346474,0.05428986789776591,0.05650655808946925,0.04288655879502268,4373.6539382415995,4423.740186837544,3837.6710975210485,5085.108056313807,4750.188780743008,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-04-01 00:00:00,121.19469603304866,124.99580801791815,117.88205657888875,122.14178218092641,119.24702013992564,0.011923361159234386,0.012988263820307983,0.012675196091689999,0.011346587928130038,0.005981074356750988,0.06269640933888554,0.06467646342719058,0.06348191192453334,0.06257513582818408,0.04831670822015899,4425.802593732762,4481.196891456689,3886.314331217539,5142.806681998814,4778.600013049236,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-05-01 00:00:00,121.36673306089571,125.94919310027322,118.23117244151574,121.57058162889844,119.15301745507185,0.0014195095452044161,0.0076273364481023054,0.0029615691544483936,-0.004676536905134294,-0.0007883021709346244,0.05861810953278512,0.06119879432525677,0.0636544331497213,0.05256288242647522,0.05009465089027687,4432.085062759756,4515.37648783802,3897.8239198653637,5118.756156754476,4774.833032284921,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-06-01 00:00:00,120.55925218374057,126.58879462630868,117.61935767726034,119.5590684205416,117.71045554806572,-0.006653230723035064,0.0050782502872111085,-0.005174733123432791,-0.016546052354155055,-0.012106801303207092,0.047200613649988066,0.0528401339151261,0.057787942554257565,0.03211861166166785,0.04368365196334323,4402.597378253098,4538.306699784249,3877.653721317928,5034.060949396664,4717.025077507057,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-07-01 00:00:00,120.6444662999397,126.79619258122592,117.70378334331627,119.64857654866962,117.25835327450388,0.0007068235299704372,0.0016383595051164177,0.0007177871714584752,0.0007486519367411987,-0.003840799625290998,0.04105536882085903,0.043586648488157076,0.05614352997073713,0.02435187145347273,0.03500982946187592,4405.709237673034,4545.742077702974,3880.4370514144484,5037.829708876103,4698.90792935688,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-08-01 00:00:00,121.12021181897354,126.98636833888861,117.90702376170181,120.63445613109776,117.75301139949222,0.003943367927469374,0.0014998538504289545,0.0017267110080288741,0.008239793659618903,0.0042185320804424215,0.04331007343888138,0.041126116492111064,0.05461269826365189,0.03371541520006094,0.04019464267760231,4423.08257017863,4552.560026461273,3887.1374447870885,5079.340386169539,4718.730423199918,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-09-01 00:00:00,121.1310522715951,126.98553506555062,117.7983309950729,120.67486414276848,118.3747442702331,8.950159893839982e-05,-6.561911714588083e-06,-0.0009218514992675975,0.00033496243914598516,0.005279974272858042,0.03925436822014561,0.0357765612931058,0.04737075738337704,0.033153255455917074,0.04078857599674879,4423.478443140897,4552.530152964305,3883.5540813057523,5081.0417744145425,4743.645198434965,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-10-01 00:00:00,121.16048823488605,127.91171300853578,117.50171774361671,120.32041439029238,118.7441580415795,0.00024300922627956472,0.007293570425222575,-0.002517974991246692,-0.002937229347586119,0.003120714419480269,0.036013560668617384,0.04006787867138972,0.037706886090622005,0.02962956605228051,0.04305311344748697,4424.553389214829,4585.734352247899,3873.7753892518704,5066.117589398421,4758.448760406619,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-11-01 00:00:00,121.52222231923112,128.72340956008588,118.08078068715909,120.19583724298055,118.59059443951952,0.002985577968650875,0.00634575624435548,0.004928123219490865,-0.001035378310016008,-0.0012932307962991003,0.03245778664847543,0.03775938085904906,0.03814220212715713,0.02259869474690368,0.029918303074185415,4437.763238334789,4614.834304648631,3892.865831694735,5060.872241130367,4752.29498792705,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-12-01 00:00:00,122.04156985430134,129.4167176357086,118.70435888890572,120.5626517882533,118.58815328187293,0.0042736836535618985,0.005386029456430013,0.005280945790820288,0.0030518073977156127,-2.058474922161436e-05,0.03234528770147582,0.039786786894135284,0.03945912547045527,0.02071329018525092,0.021692953233761303,4456.728834544839,4639.689938150012,3913.423845122851,5076.3170484747425,4752.197163126496,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-01-01 00:00:00,122.1277647891083,129.15649930197804,119.16708064847782,120.57256869014428,118.34729736122252,0.0007062752053244167,-0.0020107010785349756,0.003898102512016155,8.22551739189934e-05,-0.002031028513260778,0.03140731451684986,0.038862409267266695,0.03975522900688122,0.019278406980249185,0.01678209044306489,4459.876511617532,4630.360908587306,3928.6787724441083,5076.7346018164335,4742.545315187549,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-02-01 00:00:00,122.20857988165909,129.03723933586915,119.24275604722462,120.90830022209532,117.96311603825555,0.000661725797490364,-0.0009233756470129783,0.0006350361050636084,0.0027844768971775334,-0.003246219656325209,0.030470450244748815,0.043804573071114294,0.03473230971408592,0.019388159953404704,0.008976223117882487,4462.827726958891,4626.085346087435,3931.173625309807,5090.870652028292,4727.149971364373,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-03-01 00:00:00,122.28549438420029,128.89377315045968,119.15537129958567,121.3938499204572,117.75032444878448,0.000629370725162517,-0.001111820015275106,-0.00073283066020672,0.004015850834640553,-0.0018038824050905645,0.021031056214992683,0.044578066667770866,0.0236137076165992,0.005153631462942343,-0.006645216326173875,4465.636500081682,4620.941971807284,3928.292740746584,5111.314829185288,4718.6227487048045,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-04-01 00:00:00,122.69629501755172,129.1993705110022,119.32818591934642,122.29153720499492,117.44060920468716,0.003359357014665721,0.0023709241577231322,0.0014503300847953549,0.0073948333060194745,-0.002630270834047951,0.012389972776478464,0.033629627743047674,0.012267595106723483,0.0012260753150521442,-0.015148478621258787,4480.638167383179,4631.897874759678,3933.990061890372,5149.112150321698,4706.211492912012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-05-01 00:00:00,122.89055081789164,129.4417367072326,119.36909361346639,122.41428396641132,118.62120373356012,0.0015832246630766785,0.0018759084914407185,0.0003428166933470588,0.0010037224506438552,0.010052694181918828,0.01255548137916307,0.027729781517368046,0.009624544428107784,0.006940020572479666,-0.004463283707542343,4487.732024236103,4640.586891314427,3935.338699355049,5154.280429787859,4753.521597805688,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-06-01 00:00:00,123.63312413315268,129.87938485455896,119.87162824635193,123.77923579708963,118.74629814738053,0.00604255827904498,0.003381043537110571,0.004209922498974602,0.011150266018407068,0.0010545704299325012,0.025496773526160643,0.025994324679085024,0.01914880861083823,0.035297760615730533,0.008799920062256827,4514.849406533285,4656.276917631705,3951.9061702865492,5211.752027713464,4758.534521120779,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-07-01 00:00:00,123.95664495815203,130.25579870960644,120.31924303432324,123.80849725793396,119.64877716677172,0.002616781119685308,0.002898180149751838,0.003734117860244589,0.00023640039992081283,0.007600060241634642,0.027454045426151374,0.02728477928202988,0.02222069347914024,0.03476782448449933,0.020385958232517654,4526.663779218524,4669.771646966134,3966.6630536990274,5212.984087977104,4794.699670143194,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,124.2295478084674,130.35315618240833,120.8526305347089,123.94205850604796,119.87969179648127,0.0022015991995224904,0.0007474329263370166,0.004433102194912338,0.0010787728715883128,0.0019299372310983757,0.025671487382643354,0.02651298629577914,0.024982453793086723,0.027418388419273132,0.018060518127846592,4536.629678571359,4673.261988053551,3984.2476763888585,5218.607713791236,4803.953139548539,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,124.18320586124266,130.0730833849235,121.07524042332768,123.53164093841382,121.07127065269125,-0.00037303482176559,-0.002148569361012701,0.0018419945650653782,-0.003311366396372273,0.009939789119853024,0.02519711942074232,0.024314173403916284,0.027817961430980143,0.02367333757480372,0.022779575145711606,4534.9373577277975,4663.2211605300345,3991.5866389546413,5201.326991571938,4851.703420697307,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,124.32775232919265,129.81881855014603,121.30606804593629,123.79853439715602,121.66841034240653,0.0011639775841469028,-0.0019547844039726316,0.0019064808114485211,0.00216052710637318,0.004932133663883397,0.02614106414102957,0.014909545785560585,0.03237697605936707,0.028907147839280167,0.024626494044474034,4540.215923157703,4654.105568533156,3999.196522289043,5212.56459952634,4875.632670465706,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,124.68835613898125,130.0032807476821,121.2050427916229,124.47453176669195,123.6140113200717,0.0029004289310548066,0.0014209203226173478,-0.000832812866996288,0.005460463428163585,0.01599101173582975,0.02605394930511462,0.009942800551742792,0.026458684353901418,0.03559769308035077,0.04235931950837868,4553.384496774465,4660.718681719091,3995.865939967634,5241.027617888994,4953.598969718717,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,125.08200705284047,130.26614505459156,121.15070888545736,124.98262209795297,126.33352211948969,0.0031570783836499233,0.0020219821022795033,-0.0004482809041117208,0.004081881844017415,0.02200002063177449,0.02491312756931041,0.006563506125027763,0.020608762975933947,0.036661190212227135,0.06531317524784064,4567.759888541679,4670.142571477289,3994.074669571356,5262.420873366448,5062.578249254066,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,125.29514112453813,130.93744741786367,121.03981134046664,125.13641532250931,126.85256143936897,0.001703954683167487,0.005153314109285987,-0.0009153685191851842,0.0012305168668633243,0.0041084845191632,0.025934940681992424,0.013789070821141003,0.015715167996043,0.037851450640431494,0.07186699035624344,4575.543144395344,4694.209283083259,3990.418619355555,5268.896371011659,5083.377773618178,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,125.38691777728555,130.80284029019504,121.12717330619034,125.15107770460766,128.40100189890015,0.0007324837333970327,-0.0010280262088739743,0.0007217622429859934,0.00011717118522665217,0.012206615632836704,0.02600748571584921,0.013682879170486828,0.015803201145564216,0.03509087031013447,0.08848431790543398,4578.894655320069,4689.38351291031,3993.2987528487142,5269.513733844286,5145.42861221724,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,125.08858869215318,130.594268747447,121.03562164394936,124.3856734114287,129.2024674470175,-0.0023792680322700737,-0.0015945490349087267,-0.0007558309150793479,-0.006115842605730713,0.006241894815964485,0.022922541402548013,0.013193000370951058,0.0157798202788213,0.0246455936024097,0.09725784665004578,4568.000237643534,4681.906060955482,3990.2804941981635,5237.286217239359,5177.545836397752,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,125.11448683446791,130.5444508806282,121.90556076898572,123.57873801675372,129.3565114676979,0.00020703840842309265,-0.00038147054458508505,0.007187463601380674,-0.006487366049029578,0.0011922684119292618,0.019708759882034466,0.010410889498192022,0.0215990449346255,0.010525673658031476,0.10146321910032441,4568.945989142413,4680.120051700712,4018.960490009512,5203.3100244445895,5183.718860749806,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,125.13754404268165,131.2818445097172,121.99876711517923,123.20787165196066,128.16635942738975,0.00018428887650902975,0.005648601867905197,0.0007645782981972019,-0.003001053180708034,-0.009200557643403738,0.018284507717112986,0.014215722450066526,0.022029768528092353,0.006482802985369629,0.08046753357240743,4569.787995065582,4706.55618656677,4022.0332999814846,5187.69461434552,5136.025756564279,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,125.40858991441559,132.41998601151687,121.99791371933608,123.31886536981601,127.24799150763792,0.002165983628714074,0.008669450875329724,-6.995118584650817e-06,0.0009008654752910621,-0.007165436576765023,0.014360761274225586,0.019561234908857195,0.017738021115508262,-0.003719286391687726,0.07159543912438959,4579.686081049588,4747.35944421819,4022.0051653815995,5192.368029319937,5099.223889748985,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,125.00820594802627,132.6378233373712,121.29610885017564,122.85051211950811,126.37757521356848,-0.0031926359004797534,0.0016450487000912355,-0.005752597300761928,-0.003797904310126125,-0.006840314599521147,0.008483296641573768,0.0182872828032421,0.00811894914908784,-0.007737636427571304,0.056237917395660864,4565.064810854301,4755.169081700767,3998.868189323575,5172.6479124016205,5064.3435941297075,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,124.6074216433158,132.7177527629375,120.92345786401965,121.98776466632462,126.4260854766463,-0.0032060639673294803,0.000602614122843174,-0.0030722418854860394,-0.00702274201628255,0.0003838518265272511,0.0030417387933423523,0.01813992579681223,0.0005860636131576058,-0.015767802013938348,0.05460802895021444,4550.428921055697,4758.034613745907,3986.582698977797,5136.321740571761,5066.287551668476,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,124.32579081951756,132.31672740297523,120.56551944455178,121.76915966517025,126.75213939211503,-0.0022601448620322958,-0.003021640674390871,-0.002960041217729552,-0.0017920239931629744,0.0025790082342535114,0.0011481822947478904,0.017249103040112734,-0.004209952232956282,-0.014267448079332556,0.04692169090816001,4540.14429250973,4743.6575428268525,3974.7822498709356,5127.117328776052,5079.353548981326,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,124.21815176354588,131.59669800050062,119.96131407953617,122.44647963167512,127.69102829558983,-0.0008657821942025333,-0.00544171108677535,-0.005011427544120463,0.005562327672846611,0.007407282496197394,-0.000881545460233002,0.013695082656046687,-0.0110856281805366,-0.010921411728053276,0.04950026006121133,4536.213516422165,4717.843928984185,3954.862916622051,5155.6360353758355,5116.977755616695,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,124.15336964553599,130.8319323819822,119.52870769021365,123.19279929973767,128.12686438899047,-0.0005215189333455685,-0.005811434710280605,-0.0036062158258427244,0.006095068394840902,0.00341320842363119,-0.004290589033421388,0.006374082481105825,-0.013830572250126849,-0.010297146321921358,0.03650761771037203,4533.847795187653,4690.4264870176,3940.6008273830903,5187.059989630357,5134.443067195699,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,124.00333261029164,130.06483611527653,119.19690420707971,123.44419940422716,129.39504457163562,-0.0012084813780948588,-0.005863218961453672,-0.0027759313184735042,0.0020407045372660953,0.009897847642590957,-0.008623737881765403,-0.0015453665204467892,-0.016127059398594934,-0.012309092799478116,0.024233650742755852,4528.368724556052,4662.925489501614,3929.6619901327545,5197.645246486268,5185.263002404359,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,123.96847227192832,129.04535915690988,119.34175968318202,123.51135992700078,131.40763550619675,-0.00028112420553144646,-0.007838221219631354,0.001215262066291939,0.0005440557198940834,0.015553848613166249,-0.010588350359820864,-0.014450321877098493,-0.014028869001689537,-0.012986270953345813,0.035908412216058894,4527.0956904960085,4626.376447984242,3934.4375592827123,5200.4730551125995,5265.913798163208,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,123.4124922448502,127.33813241463564,119.14797565844987,122.8933511538264,133.3584500416947,-0.004484850195286438,-0.01322966399898487,-0.0016237738177029277,-0.005003659368171837,0.014845518892286651,-0.01574666294886007,-0.02648801713993909,-0.01633983187849497,-0.018040008861211265,0.03860910794682071,4506.792344504407,4565.171042044593,3928.048922586562,5174.45165939146,5344.089020938994,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,125.23138872408876,125.33569193735283,124.93676799219391,123.43234671626571,135.35121443717736,0.014738349790634316,-0.015725379658957966,0.04858489875092984,0.004385880581648693,0.014942918089251897,0.0011415911989143268,-0.040266520579579024,0.03223139019123278,-0.007664280531807566,0.04759001210778946,4573.215026511466,4493.381994200362,4118.892781779129,5197.146186445066,5423.945305440556,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,124.80429883172977,124.0985913178373,124.1689652849127,123.47908413841435,137.1230009499686,-0.00341040610273803,-0.009870297920674304,-0.006145530412065598,0.00037864808854415105,0.013090288994884503,-0.0024792333053208493,-0.049376741173664196,0.01856686849762501,-0.0008063998705494235,0.06003941660261991,4557.618506075918,4449.030975246211,4093.580000924668,5199.114075914448,5494.946316981221,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,124.99699994239609,123.9397824385209,124.24745720121774,123.91664504788383,137.93139851709256,0.0015440262272225311,-0.0012796992909426764,0.0006321379591505413,0.0035436034574000993,0.005895419160341575,-0.001123116977888139,-0.05592595151763613,0.01843207221852916,0.005752663254547041,0.07619034459065688,4564.655588582974,4443.337553461807,4096.167708232072,5217.537674529276,5527.341328783399,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,125.10232822379223,124.25708307561376,124.48190297613709,124.25959766257404,135.60151858022485,0.0008426464750728064,0.002560119364823489,0.0018869261407875254,0.0027676073263416916,-0.016891584961193494,-0.0024421109497552163,-0.06164404016168046,0.020360915863820273,0.007628454007721386,0.06564761434435296,4568.501979524615,4454.713027976872,4103.896874157785,5231.977770022767,5433.975773118738,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,124.87674478881412,124.41827669446143,124.53556264543664,124.13506856639383,132.25870099076312,-0.0018031913408882892,0.0012972589960893715,0.0004310640182761397,-0.001002168834622887,-0.02465177104549936,-0.0010516202373691552,-0.06196985472238137,0.02670698859154963,0.010456256345403814,0.04653614984506538,4560.264096314305,4460.491944527412,4105.665916434949,5226.734444958211,5300.018646493025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,124.60909244448177,124.36704988672975,124.18530859064927,124.23026344458663,129.9643487116877,-0.002143332169532292,-0.00041173056798946223,-0.0028124822126879157,0.0007668653128579039,-0.017347458139904473,1.3408520487256936e-05,-0.06292076758656318,0.02697450754590247,0.018382981148936883,0.027986813177846903,4550.48993557511,4458.6554236455795,4094.118804073737,5230.742646303569,5208.076794882274,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,124.12783655655394,124.04987832203722,122.83475425744315,124.26731913478136,130.64840336172256,-0.0038621249740844505,-0.002550286148794309,-0.01087531487044036,0.0002982823119526474,0.005263402285440282,-0.0015922220293855815,-0.062477732356250315,0.018821590313265357,0.020515535103307947,0.03073923634183573,4532.915374750606,4447.28457647641,4049.5939729624442,5232.302884313337,5235.488998187206,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,124.53212178035473,124.75307738409359,122.42627107929225,125.13862841351393,131.73046916234168,0.0032570069294374352,0.005668679982344286,-0.003325469087476515,0.007011572188078946,0.008282273436003964,0.002527569540774488,-0.05200450102768539,0.020547932628695476,0.02198633059878019,0.03163449242025851,4547.679111536722,4472.494809530869,4036.1271733885264,5268.989553696593,5278.850749641382,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,125.3841774928032,125.70972778895677,123.2811458501797,126.16382728008809,131.41656383944445,0.00684205569026846,0.00766835115351756,0.006982772270616417,0.008192505220581726,-0.0023829363464148894,0.009913608070253987,-0.03915102757995226,0.031393614408442794,0.024116896419584366,0.025675329417775616,4578.794585279326,4506.791470262637,4064.310530295545,5312.155778122444,5266.2715843227625,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,126.96716922730391,127.26063707747386,125.01150847768808,128.1780448478804,130.4283400299994,0.012625131544939721,0.012337225732608172,0.014035906428151296,0.015965095631734875,-0.007519781225237418,0.023901265833933705,-0.021560009004411573,0.0487815040943238,0.03834805901370775,0.007985587560825902,4636.602469235736,4562.39277396106,4121.356812593723,5396.964853130842,5226.670374135971,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,127.47487691604788,128.05111544753618,125.49340468060339,128.6049911963583,130.2537484280204,0.003998732048873466,0.006211491535918379,0.0038548147189290116,0.0033308851682407603,-0.0013386017328660405,0.028284648345332286,-0.007704606472246578,0.05154645795195423,0.041240184484795606,-0.008780974360671268,4655.143000127355,4590.732038060054,4137.243879496867,5414.941523313652,5219.673944116033,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
