Unnamed: 0,Santa Maria,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2024-05-01 00:00:00,122.5087630551657,.,.,.,.,-5.400741964334266e-05,.,.,.,.,0.0602716457696022,.,.,.,.,4926.443659196484,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,122.3350480379315,.,.,.,.,-0.0014179803379124056,.,.,.,.,0.042642618732525506,.,.,.,.,4919.458058951909,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,121.86690689844133,.,.,.,.,-0.003826713170088536,.,.,.,.,0.025977537268385698,.,.,.,.,4900.632704008019,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,120.79567482426827,.,.,.,.,-0.008790180217388865,.,.,.,.,0.0069835813438599015,.,.,.,.,4857.555259360558,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,119.05353511353623,.,.,.,.,-0.01442220272593775,.,.,.,.,-0.008281922534132402,.,.,.,.,4787.498612657615,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,118.69556766990313,.,.,.,.,-0.003006777104868963,.,.,.,.,-0.013397096688532173,.,.,.,.,4773.103671439483,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,118.2177853711006,.,.,.,.,-0.004025274980201887,.,.,.,.,-0.02005730703649955,.,.,.,.,4753.890616652928,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,119.75388795200621,.,.,.,.,0.01299383655414954,.,.,.,.,-0.01495853841341499,.,.,.,.,4815.66189432202,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,121.20536345292328,.,.,.,.,0.012120487490967946,.,.,.,.,-0.013909831113336657,.,.,.,.,4874.030064072881,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,123.46567346591989,.,.,.,.,0.018648597294743663,.,.,.,.,0.0015850408776445502,.,.,.,.,4964.92388794025,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,124.7010730370342,.,.,.,.,0.010006016542365659,.,.,.,.,0.012488755047842304,.,.,.,.,5014.602998494566,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,124.28921477173253,.,.,.,.,-0.003302764405077374,.,.,.,.,0.014478467764700298,.,.,.,.,4998.040946205544,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,124.40159679984848,.,.,.,.,0.0009041977481500929,.,.,.,.,0.01545059877741517,.,.,.,.,5002.560163574265,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,124.91329135812872,.,.,.,.,0.0041132475100260635,.,.,.,.,0.021075263070954087,.,.,.,.,5023.136931710842,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,126.27773895468846,.,.,.,.,0.010923157829920926,.,.,.,.,0.03619384596281683,.,.,.,.,5078.005449217225,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,126.74581288631991,.,.,.,.,0.0037067018740286617,.,.,.,.,0.049257873435516686,.,.,.,.,5096.828101532166,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,128.02877333574583,.,.,.,.,0.010122310317080219,.,.,.,.,0.07538825465073584,.,.,.,.,5148.41977720869,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,130.30432237123148,.,.,.,.,0.017773731452680464,.,.,.,.,0.09780276491547468,.,.,.,.,5239.926407734467,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,133.35564592017138,.,.,.,.,0.02341690201378599,.,.,.,.,0.1280506186235102,.,.,.,.,5362.629250983835,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,134.79563998820942,.,.,.,.,0.010798148500589466,.,.,.,.,0.1256055422787734,.,.,.,.,5420.535717989563,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,135.54334371551872,.,.,.,.,0.005546942967700641,.,.,.,.,0.11829493228791299,.,.,.,.,5450.6031204716355,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
