Unnamed: 0,Curitiba,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2014-06-01 00:00:00,132.52553197940955,130.69481976283282,134.2044348210629,131.7606011805982,127.1198530550397,-0.005103534294449718,-0.004557972462767941,-0.0042601219365091805,-0.006602202835551135,-0.0038308577833983436,0.1911664635089816,0.2196210147321893,0.1982831351598049,0.1672404639576459,0.1885394441209891,5488.803490378083,6583.953573030885,5279.35347410988,4956.856017558206,5595.906304562124,96.78374663117461,.,.,.,.,-0.004349462108433649,.,.,.,.,.,.,.,.,.,16.847445478784113,.,.,.,.,0.0032287806494122576,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-07-01 00:00:00,132.88192917022616,130.02558903601167,134.98572254726122,132.298877353698,128.10398831416316,0.00268927191231325,-0.005120560463188862,0.005821623758112113,0.004085258933829682,0.007741790408594503,0.15168862936758254,0.14327739373405013,0.1637307960901666,0.14119403685273024,0.18145977772370836,5503.564375436964,6550.240040673352,5310.08788372223,4977.106057887643,5639.228638318177,98.15384574478315,.,.,.,.,0.01415629339944593,.,.,.,.,.,.,.,.,.,17.08594286001295,.,.,.,.,0.0032690844706456386,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-08-01 00:00:00,133.6578345752747,129.5112013311786,135.98595737806866,133.633749405341,129.65105912619902,0.005839058853928816,-0.003956049794864655,0.007409930561043181,0.010089821458380652,0.012076679519468166,0.10749153591554106,0.08099807454678043,0.13033773344195088,0.10186253885880059,0.11472069538629315,5535.7000117315265,6524.326964904132,5349.435266213648,5027.324169391154,5707.331795320153,99.2614039739089,.,.,.,.,0.011283900500501964,.,.,.,.,.,.,.,.,.,17.278738939202594,.,.,.,.,0.0032905366835428145,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-09-01 00:00:00,134.93963658778898,130.3637504571653,137.36752453866183,135.0304372507789,131.40768648497345,0.00959017491632626,0.006582821541486617,0.010159631091555387,0.010451610103383555,0.013548885528691192,0.07673369766602023,0.048954378364987505,0.09762300475067409,0.07328751322977345,0.08809928030321745,5588.788343128341,6567.275444992406,5403.783555066535,5079.867801472948,5784.659780489204,99.76312401733772,.,.,.,.,0.005054533014269063,.,.,.,.,.,.,.,.,.,17.36607489561573,.,.,.,.,0.003282905654388883,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-10-01 00:00:00,136.03237415137627,132.79375544320632,137.9968128920274,135.72089402754006,132.02245095465153,0.008097973221355007,0.018640189297403256,0.004581056224744634,0.005113341782925787,0.004678299162875791,0.04913784673641319,0.03697045960820189,0.05823604422295037,0.04836995386023579,0.048854467801295653,5634.046201470815,6689.690702455253,5428.538591358644,5105.842901753958,5811.7221494977875,100.02020916773765,.,.,.,.,0.0025769556931200025,.,.,.,.,.,.,.,.,.,17.410826501185134,.,.,.,.,0.00326544811343838,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-11-01 00:00:00,137.00712053859203,135.70060473571428,138.356252850236,136.04437221587358,132.41561420686998,0.007165547122856576,0.021889954710642742,0.002604697533774381,0.002383407438119824,0.0029780029788530936,0.034579780938101656,0.035584667561755046,0.03034996063819162,0.03608761714518449,0.04684708547489014,5674.417225019805,6836.127728960206,5442.678292439555,5118.012205703871,5829.029475371259,100.4644902141915,.,.,.,.,0.004441912790931867,.,.,.,.,.,.,.,.,.,17.488163874121444,.,.,.,.,0.003272608498788941,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-12-01 00:00:00,136.72455387773797,136.52268246120067,137.40777424367954,135.47035620576588,133.41350679370123,-0.0020624231773008466,0.006058025512026567,-0.006855336040237632,-0.004219329331733539,0.00753606432903199,0.023009597515861957,0.04089047099159093,0.012888186477554742,0.019809454339557275,0.0324480229124402,5662.714175417249,6877.54116514572,5405.3669037859745,5096.417626684175,5872.95741647348,99.85877986620592,.,.,.,.,-0.006029098905436096,.,.,.,.,.,.,.,.,.,17.382726004449893,.,.,.,.,0.0032635506904148425,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-01-01 00:00:00,136.65585507374487,135.72646770421312,137.1299681239506,135.9346250039115,134.91469055887654,-0.0005024613505379158,-0.005832106010763773,-0.0020217642069966513,0.003427087749296524,0.011252112332948429,0.01907490002617851,0.03875438041611656,0.0070285973226920095,0.016560246066927853,0.03183222269298902,5659.868880404959,6837.430615977199,5394.438526454215,5113.883497097883,5939.040593050263,96.32792300674984,.,.,.,.,-0.035358501918277364,.,.,.,.,-0.03672076993250162,.,.,.,.,16.768098853676662,.,.,.,.,0.0031252433762836906,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-02-01 00:00:00,135.9840519479797,133.4912707589599,136.58989501347637,136.2301232435807,135.2752600296322,-0.004916021530161563,-0.016468393991688864,-0.0039384032379127494,0.0021738261289992195,0.0026725738261861396,0.014822772833920528,0.01862749542576969,0.006115185310292981,0.018441023288179537,0.04330879173328772,5632.044843130997,6724.829114702449,5373.193052294908,5125.000190664532,5954.913117491906,94.90911768584661,.,.,.,.,-0.014728910129244852,.,.,.,.,-0.06167584814826421,.,.,.,.,16.521123032622565,.,.,.,.,0.003097166241563085,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-03-01 00:00:00,135.076803485566,130.42041957399906,136.19679899748706,136.40102812475342,135.31473791930833,-0.006671726937220373,-0.02300413478350786,-0.002877928970884075,0.0012545307682584792,0.0002918337740950561,0.001359486100019236,-0.01256132631257545,-0.002459762513401631,0.011469635282126633,0.044825637426287646,5594.469377839447,6570.130239351777,5357.7293843435555,5131.429661091052,5956.650962261391,93.73679300051383,.,.,.,.,-0.012352076532975743,.,.,.,.,-0.0785620784589347,.,.,.,.,16.317052856512902,.,.,.,.,0.003077580281867748,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-04-01 00:00:00,135.3576024846021,130.9804165920489,136.60389627407085,136.4311001927764,134.88973411376065,0.002078809919914374,0.004293783288529397,0.002989037037436587,0.00022046804511973242,-0.0031408537760396196,0.009232455878410928,-0.009293662221959487,0.0083390338856697,0.018823374270510174,0.05651591268955358,5606.099216278756,6598.340954776968,5373.74383590992,5132.560977357102,5937.941992594023,95.72771704853129,.,.,.,.,0.021239515288372812,.,.,.,.,-0.034523251754293605,.,.,.,.,16.663619150119995,.,.,.,.,0.0031441003081019384,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-05-01 00:00:00,135.87637782733273,130.7953083733753,137.58613008217293,136.93474933146933,136.0537053160203,0.0038326280401549677,-0.0014132511064623215,0.007190379153837781,0.003691600653965678,0.008629056984262433,0.0200519556811789,-0.003792597167830203,0.020830619896540004,0.032407845154687864,0.06617888286393869,5627.585309330957,6589.015842121814,5412.38309156571,5151.508342817633,5989.180832417362,95.68478491249462,.,.,.,.,-0.0004484817705920659,.,.,.,.,-0.015654891629525602,.,.,.,.,16.656145820699077,.,.,.,.,0.003045227068134977,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-06-01 00:00:00,135.84126549091036,129.89838350055436,137.82488565949794,136.97424940665354,138.07076514822882,-0.00025841383898974864,-0.006857469766885974,0.0017353171949993098,0.0002884591046250738,0.014825467836567659,0.025019582732299206,-0.006093862509039982,0.026977132635461976,0.03956909864815539,0.08614635582097185,5626.1310634069305,6543.831865190931,5421.775293010427,5152.99434230167,6077.973240215752,95.50807964196756,.,.,.,.,-0.00184674366659933,.,.,.,.,-0.013180591097267547,.,.,.,.,16.625386188894748,.,.,.,.,0.00303193735910942,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-07-01 00:00:00,135.65537951890838,128.60485769389416,138.1921814064179,137.05992825734202,138.37577350070882,-0.0013684057736816592,-0.00995798232281076,0.002664945050833474,0.0006255106420341684,0.002209072660331367,0.020871538861610972,-0.010926551862987743,0.02375405930826524,0.035987084689429905,0.08018318025630133,5618.432233176275,6478.668503153915,5436.224026244266,5156.217595101121,6091.399924730939,95.39846628568941,.,.,.,.,-0.0011476867369656638,.,.,.,.,-0.02807204789772788,.,.,.,.,16.60630545366882,.,.,.,.,0.0030277354597933303,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-08-01 00:00:00,135.3947885671851,127.72051773060926,137.7574910500088,137.40260711118046,138.80585222132856,-0.0019209776467947468,-0.006876411817894249,-0.003145549567168825,0.0025002118284714625,0.0031080492613653277,0.012995526954554526,-0.01382647664575598,0.013027328013104578,0.028202888286907646,0.07061101665369751,5607.639350446312,6434.118510494608,5419.12411411148,5169.109231322565,6110.33229576768,95.30757514853802,.,.,.,.,-0.0009527526037913213,.,.,.,.,-0.03983248943778939,.,.,.,.,16.590483752908483,.,.,.,.,0.003018445496882928,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-09-01 00:00:00,135.61393508342772,127.82917891365344,137.791333825941,137.86801339310173,139.27654296176092,0.0016185742343686966,0.0008507731175453228,0.00024566922404188586,0.003387172133820486,0.003391000688370444,0.004997038028926815,-0.019442303052984666,0.003085221843390551,0.021014344618116576,0.05988124962299879,5616.715731014577,6439.592485558438,5420.455426127579,5186.617894067575,6131.0524367888,95.89233657725978,.,.,.,.,0.006135518900889257,.,.,.,.,-0.038799781765106234,.,.,.,.,16.692274979549346,.,.,.,.,0.002985192634516791,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-10-01 00:00:00,136.16838994782987,128.19518811801404,137.68979929684778,139.0455844365738,141.14286096197907,0.004088480022801736,0.002863268054063186,-0.0007368716614751436,0.008541292606534136,0.013400088489635718,0.0009998781341729046,-0.03462939435551249,-0.002224787578390286,0.024496525998120022,0.06908226548877128,5639.679561074587,6458.030765003524,5416.461246131776,5230.9183151390935,6213.209081976366,96.55433896028839,.,.,.,.,0.0069036005029999474,.,.,.,.,-0.03465169925446632,.,.,.,.,16.807511777494376,.,.,.,.,0.002993536662928648,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-11-01 00:00:00,136.7781277303359,128.7687478584036,138.05202155106764,139.9995826096958,141.4495835478964,0.004477821781836959,0.004474112864997196,0.002630712340853625,0.006861046159701734,0.0021731356713815845,-0.0016713934820024035,-0.0510819895814828,-0.0021988980830354166,0.0290729438447197,0.06822435099619639,5664.933041055746,6486.924723531774,5430.710397575729,5266.807887156891,6226.711228266161,97.79881870845492,.,.,.,.,0.012888905476100648,.,.,.,.,-0.026533469687183397,.,.,.,.,17.024142208082946,.,.,.,.,0.0030061148554245617,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-12-01 00:00:00,136.5008247107428,128.85624538354273,138.0866256975786,139.53235290710424,138.63801495635892,-0.0020273930064302437,0.0006794934842058848,0.00025066019404982513,-0.003337364968395341,-0.01987682480935306,-0.001636349584985597,-0.05615504280643424,0.004940415181277746,0.029984395221996696,0.03916026411580953,5653.447995426413,6491.332546613948,5432.071660497813,5249.230627019026,6102.943980043483,99.87991048827243,.,.,.,.,0.02127931407864346,.,.,.,.,0.00021160504959927273,.,.,.,.,17.386404277048232,.,.,.,.,0.0030346851958694488,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-01-01 00:00:00,136.10488661404304,129.53598739046623,137.79857574149605,138.40483986633745,136.24709584818578,-0.002900627871947132,0.005275196440034717,-0.0020860090876099347,-0.00808065668839868,-0.017245768477900967,-0.004031795486585721,-0.04560997142604284,0.0048757221101451975,0.018172079868207902,0.009875909612139466,5637.049446598276,6525.575600954927,5420.740309649466,5206.8133964438575,5997.694021130053,100.33819990711838,.,.,.,.,0.004588404380876604,.,.,.,.,0.04163151010831534,.,.,.,.,17.466180130600733,.,.,.,.,0.0031367793772067655,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-02-01 00:00:00,135.90962554302436,130.13764264917907,137.5149158630496,137.8767978047434,134.3974213797699,-0.0014346367413858334,0.0046446958164547865,-0.0020585109600738715,-0.003815199396957561,-0.01357588179697342,-0.0005473171588078474,-0.025122452507298054,0.006772249509980011,0.012087448223315755,-0.006489277120369286,5628.9623283491765,6555.884914648642,5409.581656310338,5186.948365113675,5916.270036044777,101.39011749751187,.,.,.,.,0.0104837199727246,.,.,.,.,0.06828637721738873,.,.,.,.,17.649290672083115,.,.,.,.,0.0031770588975864184,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-03-01 00:00:00,136.85907301231785,130.81322221222504,138.13537906966485,139.36537692297787,135.62522986820642,0.006985873631098645,0.005191269407477779,0.004511970230437856,0.010796443940789477,0.009135655102839119,0.013194489955059563,0.0030118185442817857,0.014233668386094411,0.02173259863930954,0.0022945907716516167,5668.285547849237,6589.9182794450035,5433.9895277027335,5242.9489623613945,5970.319038589344,102.27557609480063,.,.,.,.,0.008733184447788816,.,.,.,.,0.09109318572740155,.,.,.,.,17.803425182895058,.,.,.,.,0.0031857440604911016,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-04-01 00:00:00,138.00493919880046,131.27917933738664,139.28738387438926,141.1165800853451,136.70529730306322,0.00837259935539299,0.0035620032691011266,0.008339679613456765,0.012565553949135222,0.007963617358704897,0.019558094008790716,0.00228097263019289,0.01964429766289011,0.03434319510689399,0.013459609815609674,5715.743831773343,6613.391589899496,5479.307259386655,5308.829520400509,6017.864374922061,101.99142824986042,.,.,.,.,-0.002778257095094051,.,.,.,.,0.06543257683825887,.,.,.,.,17.753962690563704,.,.,.,.,0.003149827629699328,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-05-01 00:00:00,139.14102656008507,131.3976791634712,140.5830633705991,143.04245650012484,137.5132697383343,0.008232222468849717,0.000902655140614698,0.009302202828206603,0.013647414170716137,0.005910322798098071,0.02402660995939221,0.004605446461247276,0.021782234056850536,0.04460304779082014,0.010727854996111619,5762.797106571457,6619.361201815016,5530.276886871534,5381.281315627139,6053.431895933025,100.96585033061669,.,.,.,.,-0.01005553051704756,.,.,.,.,0.05519232156869758,.,.,.,.,17.57543717693022,.,.,.,.,0.0030917358668398056,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-06-01 00:00:00,139.53738220349553,131.03944332905294,141.3853915914967,143.77474314225455,137.33644054396615,0.002848589328463113,-0.0027263482635226555,0.005707147089137823,0.005119365676784624,-0.0012859064052844948,0.02720908627601437,0.008784249639978814,0.025833548962958197,0.04964797226529405,-0.0053184655236343525,5779.212948911335,6601.314517896818,5561.83899050857,5408.830062491483,6045.647749084092,99.77614212551302,.,.,.,.,-0.011783273267227687,.,.,.,.,0.04468797299186833,.,.,.,.,17.368340997883458,.,.,.,.,0.003044783681879574,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-07-01 00:00:00,139.8145474029658,130.6438689377346,142.0763229200783,144.17636481539427,137.79566985056584,0.001986315029660406,-0.003018742916398257,0.004886865048815742,0.0027934090811927333,0.0033438270628013377,0.030659807954594775,0.015854854010986852,0.02810681092179368,0.051922079987452685,-0.004192234200157907,5790.692286451364,6581.3868464570005,5589.018947078426,5423.939137506674,6065.863349639642,99.26061240152534,.,.,.,.,-0.005166863671068596,.,.,.,.,0.04048436275977396,.,.,.,.,17.278601147754763,.,.,.,.,0.0030231436271295196,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,140.66025279885665,131.42606187412562,142.65171913543196,145.25421896513856,139.26674931738984,0.006048765393871351,0.005987215035432111,0.004049909256712425,0.007475942059743136,0.010675803299329592,0.03888971124659468,0.029012912015688563,0.03552785440645434,0.057143106808773325,0.003320444265753064,5825.71882556021,6620.791024738103,5611.653966648139,5464.488192234248,6130.621313601007,99.47220128085804,.,.,.,.,0.0021316499486904584,.,.,.,.,0.04369669594289238,.,.,.,.,17.31543307700482,.,.,.,.,0.0030152827105740295,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,141.71548661348027,132.7090145907955,143.24148210358092,146.50191460388464,140.86228985549548,0.007502004252278543,0.009761783153014474,0.004134285739585449,0.008589737686349344,0.011456722770698192,0.04499206903994746,0.0381746618308354,0.03955363611273688,0.06262439704679834,0.011385599182842432,5869.423392962142,6685.421751023021,5634.854147617941,5511.426712395693,6200.858142403067,99.90792703340239,.,.,.,.,0.004380377099669053,.,.,.,.,0.04187603096841075,.,.,.,.,17.391281203526184,.,.,.,.,0.0030107602804251704,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,142.7954804513853,134.15039329758534,143.9731820853305,147.65563832178876,141.73015193124522,0.0076208596795821,0.01086119666575997,0.005108157015720236,0.00787514430117575,0.006161067498193024,0.04866834737558734,0.046454202119420085,0.045634337623924326,0.06192252648729357,0.004160968293142053,5914.153445039963,6758.033431454431,5663.637867364656,5554.829993061164,6239.0620479651325,99.61407399649276,.,.,.,.,-0.0029412384545960753,.,.,.,.,0.03168925466376815,.,.,.,.,17.340129298475677,.,.,.,.,0.0029714507823891405,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,143.04689260916598,134.7373268495146,144.42681838158776,147.60047072492628,140.70617114982673,0.0017606450637370186,0.0043751906908485365,0.0031508388554501443,-0.00037362336778666274,-0.007224861946914684,0.04583163246092403,0.04635114568073728,0.04617677277664489,0.05429221983054733,-0.005255670461680295,5924.566170109156,6787.601116412173,5681.483077620347,5552.754578771674,6193.98568599035,99.33981906340716,.,.,.,.,-0.002753174547356241,.,.,.,.,0.0157568401674264,.,.,.,.,17.292388895843246,.,.,.,.,0.0029442854870222563,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,143.02402909322777,135.05273325971464,144.786259051876,146.99781013673947,139.86316362469475,-0.00015983231457304431,0.00234089852882653,0.0024887391020311346,-0.004083053293982584,-0.005991261920092544,0.04778875436326646,0.04808837831436086,0.048517612190554615,0.05350341389717328,0.00883703267622149,5923.619232985346,6803.490201879843,5695.62280671315,5530.082385898142,6156.875895416278,99.07108413059277,.,.,.,.,-0.0027052085996136397,.,.,.,.,-0.008097988411539858,.,.,.,.,17.245609376694347,.,.,.,.,0.0028933018235113564,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,143.02064775378153,135.55602252446576,144.73542381038783,146.59477897596364,140.06369502493197,-2.3641757735957556e-05,0.0037266129503892853,-0.0003511054282433996,-0.002741749420626997,0.001433768513740518,0.050811997363105155,0.04647384294723489,0.050340491776235785,0.05917379130336409,0.028012334156456875,5923.479188214519,6828.844176574014,5693.623042628486,5514.920285720586,6165.703430218133,98.42107808274862,.,.,.,.,-0.006561006710972555,.,.,.,.,-0.019106599741119612,.,.,.,.,17.132460817839046,.,.,.,.,0.0028774056882579103,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,143.4534017599005,134.8697581785483,145.2541511599843,147.7408055935154,141.04186800709834,0.0030258148939723787,-0.0050625883906677575,0.003583969535171004,0.007817649615882109,0.006983772504304324,0.05550582739622101,0.03636238856827845,0.05627924249789862,0.07154218799555445,0.04943879547028729,5941.402539766354,6794.272549324011,5714.028814158012,5558.034000173871,6208.7633003037845,97.91921936857707,.,.,.,.,-0.005099097916297998,.,.,.,.,-0.034233100962921426,.,.,.,.,17.045100722581743,.,.,.,.,0.0028545500350510154,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,143.75366041782368,134.71377408579474,145.55824210823312,148.32748080120484,141.76002268429073,0.002093074505306908,-0.0011565535139986794,0.0020935095198338395,0.003970976097853251,0.005091783647932594,0.05037727681295401,0.02981771878718531,0.053736147021573366,0.06430653061828973,0.045233418752880894,5953.838337948104,6786.414609532026,5725.991187877057,5580.104820339618,6240.3769797501545,97.29150782453037,.,.,.,.,-0.0064105039653547385,.,.,.,.,-0.048731754545684014,.,.,.,.,16.93583303680976,.,.,.,.,0.0028303811153250224,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,143.5000474788606,134.06492976071436,145.50100234927237,148.16530530529653,141.63367399126548,-0.001764218999543683,-0.004816466092525452,-0.0003932429942247748,-0.0010933610888037657,-0.000891285784474146,0.03981820007285597,0.021220047515443152,0.044610059447211636,0.049949660172379895,0.0360511025207495,5943.334463232084,6753.728073675395,5723.739481957431,5574.003750857612,6234.8150204583435,98.47934000970275,.,.,.,.,0.012209001707679318,.,.,.,.,-0.034435131465692326,.,.,.,.,17.14260265127714,.,.,.,.,0.0028711508575951,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,143.10569901179517,133.98157597501944,144.8664001552699,147.54733766411,142.46756391813184,-0.002748072031986847,-0.0006217419115028857,-0.0043614970601997425,-0.004170798554447036,0.005887653009112715,0.028493914050562452,0.01966470662190023,0.030468369958472685,0.031493315161161384,0.03602775346135534,5927.001752016932,6749.528997873097,5698.775409033525,5550.7557040710535,6271.523447874806,99.41922376101574,.,.,.,.,0.009543968828592719,.,.,.,.,-0.015318313712373577,.,.,.,.,17.30621111662188,.,.,.,.,0.002907346977976544,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,142.95135256516403,133.36597234748803,144.95246962981395,147.4699803626541,142.55065436900279,-0.0010785485672265955,-0.004594688658134454,0.0005941300015173186,-0.0005242880195641705,0.0005832236376182152,0.024466349502599405,0.017754417748806706,0.025229466765729125,0.025701574140482908,0.03796671738676216,5920.609192769344,6718.517013538819,5702.16122247594,5547.845509355881,6275.181148593483,99.98009268879521,.,.,.,.,0.005641453499251608,.,.,.,.,0.002044081470153891,.,.,.,.,17.403843301884535,.,.,.,.,0.0029269547703706794,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,143.37568516681785,133.4873220885261,145.49700742082587,147.8859358300768,143.63742281766807,0.0029683706662405034,0.0009099003209148036,0.003756664459754239,0.0028206111264122407,0.007623735250292797,0.025470438019502772,0.021764918429862945,0.024076386764822155,0.025729397598783343,0.04239431451973341,5938.183755423434,6724.6301943255085,5723.582328884204,5563.493824127187,6323.021468317988,99.4906580988028,.,.,.,.,-0.004895320426595947,.,.,.,.,0.0023175929677614615,.,.,.,.,17.318645912267545,.,.,.,.,0.002903629144539021,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,143.61227452079456,133.85429021364027,146.1538130990626,147.67362808628582,143.31055125913034,0.0016501358211572143,0.0027490859759012175,0.004514221219251991,-0.0014356182188609808,-0.0022756712848619252,0.020986893334816292,0.01847600319821119,0.024549959754118333,0.016656377614256535,0.029036377753921983,5947.982565150872,6743.11678088585,5749.419845683388,5555.5067710327485,6308.632349928972,99.65636064100947,.,.,.,.,0.0016655085550053672,.,.,.,.,0.0018513650827074457,.,.,.,.,17.347490265195535,.,.,.,.,0.002904440216441966,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,144.0604025573268,134.89265145544098,146.40223119850623,147.90324746137733,143.472567290846,0.003120402054960447,0.007757399782580235,0.0016997031700791971,0.001554911178571007,0.0011305240981364338,0.016546645676362326,0.016454322047214864,0.0220658781835259,0.009565286988102883,0.018530704264628106,5966.542662170038,6795.425833535806,5759.192152821212,5564.145090613654,6315.76441082685,100.55938481729073,.,.,.,.,0.009061380231756802,.,.,.,.,0.006520581531739067,.,.,.,.,17.50468247055517,.,.,.,.,0.002922567056589097,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,144.39959673658882,135.62841747830797,146.6153447893063,148.19491895491828,143.03929100171615,0.0023545274984709662,0.005454455931648854,0.0014556717411710843,0.001972042524739733,-0.0030199242775902913,0.011233662859166271,0.011017665654128539,0.018351769862319456,0.003652286084424805,0.009236842355930142,5980.591050938918,6832.4911842816155,5767.575646090049,5575.117821346166,6296.691280551052,101.53649704615987,.,.,.,.,0.009716768162856881,.,.,.,.,0.019298709233946054,.,.,.,.,17.67477141188598,.,.,.,.,0.0029437643439438692,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,144.79787828315838,135.90203590144864,146.85318426372942,148.9590586462631,142.91402935316302,0.002758190158218257,0.0020174121930194994,0.0016222004235975974,0.005156315052726337,-0.000875714970872048,0.012240641107643446,0.008644293895149646,0.01679996768834857,0.009204495857392692,0.015691267733988212,5997.086658315947,6846.275135305484,5776.931809746267,5603.8648852890965,6291.177173729713,102.21532595447407,.,.,.,.,0.006685565565705829,.,.,.,.,0.028946165980345828,.,.,.,.,17.79293725501901,.,.,.,.,0.0029548694105335943,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,144.88073348461168,135.64215329089694,146.9892522704451,149.32882731483227,142.6462655164931,0.0005722128144120873,-0.001912279009125016,0.000926558095405764,0.0024823510025482366,-0.0018736007786068617,0.012981765393937028,0.004364369509270105,0.015215485454181055,0.015857495944493705,0.019898748317079606,6000.518268150974,6833.183147073544,5782.284472681195,5617.775644905238,6279.39001927866,103.02568053053491,.,.,.,.,0.007927916567245223,.,.,.,.,0.03991675709058873,.,.,.,.,17.933998177063028,.,.,.,.,0.00297726920981532,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,145.28110512196034,136.10035244238577,147.22325193053072,149.89578780025647,142.82137108199825,0.002763456725536226,0.003377999687944909,0.0015919508159351428,0.003796724956721566,0.0012275509973648604,0.015805112084727124,0.004015534741894422,0.017188799083506234,0.02251791535382086,0.019688728450119708,6017.100440715798,6856.265637612029,5791.489585165449,5639.1047938975125,6287.098290759669,104.32798160591713,.,.,.,.,0.012640548149509552,.,.,.,.,0.06001665129294986,.,.,.,.,18.16069374453341,.,.,.,.,0.0030077900628026756,.,.,.,.,100,.,.,7735.00877489458,100,.,.,24.937716295817346,0.003133056625257896
,2018-02-01 00:00:00,145.61838579897554,136.4847188344846,147.1722087863311,150.59185716907356,143.21542486726472,0.0023215729033175918,0.002824139579370625,-0.0003467057243355796,0.004643688652176253,0.00275906737402927,0.015091897525710829,0.01197422370846346,0.01320483862959776,0.01929765824752816,0.015410720879398543,6031.069578055505,6875.628688765888,5789.481642573843,5665.291040837367,6304.444818531018,104.84146025699445,.,.,.,.,0.00492177307730255,.,.,.,.,0.07069338310757378,.,.,.,.,18.250076558070393,.,.,.,.,0.00301643784799303,.,.,.,.,99.99497853911706,-5.02146088294797e-05,.,7734.620364454657,100.56796354185337,0.005679635418533779,.,25.079353432548416,0.0031393193369177786
,2018-03-01 00:00:00,145.8897958112903,136.67430573546238,147.08831960453384,151.1876894275506,144.1166168963408,0.0018638443959228448,0.0013890705318277234,-0.0005700069496073754,0.003956603429148632,0.0062925626196433295,0.014859693918456651,0.01455331248027436,0.010511788780486864,0.0192830661647867,0.016623827842482397,6042.3105532899845,6885.179421965243,5786.181597802952,5687.70635079667,6344.11593233371,104.61041712805299,.,.,.,.,-0.0022037381812034596,.,.,.,.,0.0752265995992436,.,.,.,.,18.209858167549488,.,.,.,.,0.0030065283054596355,.,.,.,.,100.14138755329996,0.001464163664234741,.,7745.945114548942,101.97088927966136,0.013950026314534458,.,25.429211072883977,0.003173633341290466
