Unnamed: 0,Niterói,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2014-04-01 00:00:00,133.50551911737887,124.04091083928381,137.9685140315206,132.8332728004721,145.99937564868327,0.007614889753825125,0.013634977503157283,0.003643906467557424,0.00908953637958148,0.004960710495208014,0.1095600784303512,0.12226123534406219,0.11798223712327305,0.09046635386775148,0.09205631649523172,7371.777525385752,7969.744731380311,6661.760401658387,7530.551858954826,9901.318121717888,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-05-01 00:00:00,133.9094494279828,124.38840282960498,138.090010185284,133.53989005124564,147.06483570322922,0.0030255701282938838,0.0028014304955517326,0.0008806078300998338,0.005319580221703549,0.007297702814221403,0.09892913583715979,0.1100054558215986,0.10452549533281807,0.08333775969155344,0.08880777598817202,7394.081355258988,7992.0714173125625,6667.626800030336,7570.611233682235,9973.574998839249,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-06-01 00:00:00,134.46301663329993,125.12565620205186,138.4104568125275,134.1291426103529,148.08376791662886,0.004133892026901677,0.005927026601159905,0.002320563426807967,0.004412558366501204,0.00692845579656993,0.08896637213065794,0.09956885477262345,0.09112316814867283,0.0758119435886071,0.08890420647672759,7424.647689219756,8039.4406372013445,6683.099450926092,7604.016997620947,10042.676472352481,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-07-01 00:00:00,135.0450078194686,125.81462099772538,139.0264086967653,134.71658627590492,148.08627559261606,0.0043282621552054295,0.005506183276761369,0.0044501831611757515,0.004379687024903773,1.6934171938572237e-05,0.086197909019049,0.09995451335771888,0.08794086077426222,0.07203345328224353,0.08212216062105981,7456.783510828739,8083.707270792418,6712.840467567067,7637.320212202576,10042.846536762587,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-08-01 00:00:00,136.36350386981144,128.71835010687943,139.96200679414903,135.3756499621818,148.0770993251744,0.009763382383637852,0.023079424999472336,0.006729642994838458,0.004892223775082113,-6.196568456415469e-05,0.09546367823117285,0.12684142720831426,0.09461022368685224,0.07404069145583714,0.0756483439823381,7529.586939596966,8270.274586466361,6758.015487395098,7674.683691722628,10042.224224901964,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-09-01 00:00:00,137.44153098103183,130.59369303234962,140.63583440300016,136.21160445794132,149.3059561599362,0.00790553983014099,0.014569351797261335,0.004814360870390726,0.006175072814003453,0.008298763551973922,0.10215775704322239,0.14729308900024174,0.09616430155498557,0.07791152354586739,0.0769369559836861,7589.11238905246,8390.76712637654,6790.551012719108,7722.075422343461,10125.56226928033,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-10-01 00:00:00,138.99753380298444,134.04217887945384,141.11904859506527,137.59007919133774,150.45221813931687,0.011321198264062837,0.02640622044626597,0.003435925090616826,0.010120097614899194,0.007677268937300724,0.1090633916006527,0.17528799065741119,0.09283407315456471,0.0845188677060551,0.07417042818147568,7675.030235057178,8612.335572828923,6813.882837322823,7800.22357940719,10203.298933962982,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-11-01 00:00:00,140.07004850930093,136.00565990442195,141.66589231262864,138.65211432672325,151.1900225728915,0.007716070040758352,0.014648232678565333,0.003875052468164715,0.007718835119708276,0.004903911970852095,0.10212984907206746,0.17270490329641408,0.08100348385926681,0.08020228632359228,0.06929038774955854,7734.251305915816,8738.491068205605,6840.286990829377,7860.4322191134925,10253.335013747424,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2014-12-01 00:00:00,140.45259437748317,136.6400934787919,141.90018272816087,139.24141722180448,150.7526558490517,0.0027311039887077102,0.0046647586197205,0.0016538237377220987,0.004250226532374324,-0.0028928279551578744,0.08972021716931611,0.15182579163230492,0.069200220056582,0.07460892211852599,0.054915201767799404,7755.374350507071,8779.254019739368,6851.599619827643,7893.840836687099,10223.673879586057,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-01-01 00:00:00,140.3655290037418,135.82172633316745,141.91433935182758,139.57375844696136,151.26401365507778,-0.0006198915308560646,-0.0059892168161570095,9.976466128880487e-05,0.002386798639283313,0.0033920318228959677,0.07761388492938193,0.13298756050455163,0.05300249215825792,0.07288688136626731,0.05074076127305083,7750.566859628573,8726.673163931031,6852.283167343003,7912.681845254823,10258.352906732522,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-02-01 00:00:00,139.22145406612356,132.47093721579836,141.56427221178248,139.39596955027406,150.40288000462252,-0.008150683046887907,-0.024670494241471237,-0.0024667496015130025,-0.0012737988764189505,-0.005692918161082734,0.06016096039505836,0.09682511736748745,0.03825770136132367,0.06746166505082596,0.03820822390405798,7687.394445722028,8511.381823893069,6835.380300570505,7902.602680010877,10199.952943166989,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-03-01 00:00:00,137.86260349865273,128.49617963433084,141.47266879901977,138.87847462029606,148.72650356257864,-0.009760353219881125,-0.03000475172144765,-0.0006470800247230487,-0.0037124095599575693,-0.011145906527802897,0.04049939615857845,0.050042451894322326,0.02913467589714136,0.05501289408266352,0.02373240998900883,7612.362760591229,8255.999925460716,6830.95726251662,7873.264982273058,10086.265221074462,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-04-01 00:00:00,137.95798064267368,127.60881671849742,142.19790547362769,138.80669240374297,149.67518046432315,0.0006918275268307959,-0.006905753294445302,0.0051263376931003106,-0.0005168707155614677,0.006378667413137553,0.03335039296300679,0.028763944533077845,0.030654758238106483,0.044969302324151306,0.02517685297836425,7617.629202693229,8198.986026776525,6865.975056211417,7869.195522167865,10150.602152360392,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-05-01 00:00:00,137.6559852040973,126.40860020472228,142.38000943030823,138.65085353229182,149.61147539068804,-0.002189039279710541,-0.009405435648093187,0.0012806374051291638,-0.001122704307353268,-0.0004256221601837223,0.027978128445143247,0.01624104280754124,0.03106668787458311,0.03827293461964709,0.01731644193040016,7600.953913150263,8121.870991322063,6874.767880691085,7860.360742459722,10146.28183114514,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-06-01 00:00:00,137.19699935771467,125.77613209439637,142.0346895012262,138.30541713559685,148.803236387205,-0.0033342963308286024,-0.005003362977689844,-0.002425339979002104,-0.0024914119739948485,-0.005402252744132446,0.020332599943601704,0.005198581266931734,0.02618467399184743,0.031136220242427903,0.0048585235282587735,7575.610080406848,8081.234322694509,6858.094231303686,7840.777345586039,10091.469052280096,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-07-01 00:00:00,137.0268220684308,125.5101001557971,142.17230449664467,138.02631297027554,147.74440101409922,-0.0012403863792981474,-0.002115122592572699,0.0009688829954268485,-0.0020180277179431367,-0.007115674355029142,0.014675212960197248,-0.002420393111018382,0.022628044767674327,0.02456807128108318,-0.0023086175754553073,7566.213396848238,8064.141521402703,6864.73892218543,7824.954439572425,10019.661444740215,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-08-01 00:00:00,136.9288361430006,125.01922649988178,142.31877733625393,137.90820875998088,147.86291079867945,-0.0007150857324943804,-0.003911029114836062,0.0010302487543396791,-0.0008556644581247919,0.0008021270773496135,0.004145774031509841,-0.028738121673608563,0.016838644972925643,0.018707639065862924,-0.001446466249481304,7560.802905599144,8032.602429126338,6871.811310908878,7818.2589041720385,10027.69848649092,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-09-01 00:00:00,136.72578440081156,124.91791194490602,142.06396511467375,137.69018632330597,147.6140643032576,-0.0014828997887412422,-0.0008103917918245102,-0.001790432902456448,-0.001580924287504584,-0.0016829541233680245,-0.005207644116821175,-0.04346137210498857,0.010154813797891737,0.010855035965905424,-0.011331710403208795,7549.590992567717,8026.092874050784,6859.507793838356,7805.898828784434,10010.822329975188,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-10-01 00:00:00,136.47226931606528,124.6734752562731,141.80576801793566,137.47478115005075,147.2233701185703,-0.0018541863618284338,-0.001956778534216331,-0.0018174707184167185,-0.0015644192153931057,-0.0026467273733799166,-0.01816769274840857,-0.06989369839777204,0.0048662418695926135,-0.0008379822292757799,-0.021460953255981186,7535.592643911915,8010.387587801214,6847.040839280303,7793.68713066327,9984.326412484399,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-11-01 00:00:00,136.60559901637117,125.21835491114041,141.87359136164264,137.3866278333191,146.9769543449467,0.0009769728383215675,0.004370453729209807,0.000478283391817903,-0.0006412326391371073,-0.0016737544686357862,-0.024733692390345063,-0.07931511821539139,0.0014661189480644765,-0.009127062357102811,-0.02786604668911674,7542.954713245672,8045.396616106735,6850.31566519683,7788.689564095866,9967.615101535184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-12-01 00:00:00,136.20875518964925,124.84698420328637,141.90151387081502,136.713123356618,145.25268253051885,-0.0029050333923309993,-0.0029657849132228775,0.00019681259143720378,-0.004902256408230648,-0.011731579431024918,-0.030215456016626452,-0.08630782499673828,9.380838196015873e-06,-0.018157628065211595,-0.03648342569858243,7521.042177926854,8021.535700201792,6851.663893575061,7750.507410768559,9850.67923323364,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-01-01 00:00:00,135.72626430614713,124.44603709912263,141.68475320841742,136.01010777651013,143.8851310114233,-0.0035422897950305727,-0.003211508125105136,-0.0015275429872787878,-0.005142268443930341,-0.009414982878599916,-0.03305131060683009,-0.08375456225714961,-0.0016177797427572305,-0.025532383093383904,-0.04878148123505621,7494.400466971989,7995.774473124772,6841.197682443239,7710.652221085715,9757.935256910167,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-02-01 00:00:00,134.65614788823598,123.18494948423408,140.92519612319134,134.8122562358414,142.3702694855909,-0.007884372441706318,-0.010133610071360342,-0.0053608950012340225,-0.00880707735808134,-0.010528270122033312,-0.03279168579663938,-0.07009830176136811,-0.004514388260585034,-0.0328826818251694,-0.053407291926755196,7435.311822463083,7914.748412395589,6804.522739984975,7642.74391049335,9655.201078692104,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-03-01 00:00:00,134.2426556808178,122.86180996909437,140.4760546637171,134.3041585030882,142.13737817280182,-0.0030707265424032987,-0.00262320613429382,-0.00318709125003896,-0.003768928337378585,-0.001635814230250288,-0.026257648745697137,-0.04384853838667058,-0.007044570119183247,-0.032937545791126954,-0.04430363944516702,7412.480013098801,7893.986395808801,6782.836105099677,7613.938956393764,9639.406963371652,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-04-01 00:00:00,134.01085176867156,122.62652486307996,140.4325503291823,133.9076368476115,141.5242083207418,-0.0017267530277216307,-0.0019150385793078436,-0.0003096921723702226,-0.0029524153227731853,-0.004313924035622547,-0.028611094882764476,-0.03904347664635355,-0.012414776002258265,-0.035294087563744525,-0.05445774054385877,7399.6804907932565,7878.869107316296,6780.735513851459,7591.459446352247,9597.823293983214,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-05-01 00:00:00,134.0317420797566,122.77874729633022,140.58493683479878,133.84322960795137,140.69545273665233,0.0001558852198113471,0.001241349972367157,0.001085122396903474,-0.0004809825725878547,-0.005855928069996432,-0.02632826403419486,-0.028715236957876367,-0.012607616776343145,-0.0346743189952361,-0.05959451058652321,7400.833991613096,7888.649541264947,6788.093441825018,7587.808086658044,9541.619131145111,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-06-01 00:00:00,133.94271513192155,122.30723796281073,140.6179663671361,133.9236611544717,140.7901368551457,-0.0006642228658199842,-0.0038403171876440437,0.00023494360833344508,0.0006009384767232209,0.0006729721298853825,-0.023719791548124203,-0.02757990783960662,-0.00997448678956625,-0.03168173793821272,-0.053850304110376945,7395.918188449729,7858.354624844327,6789.688260991946,7592.367892491308,9548.040374894352,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-07-01 00:00:00,133.74643714052817,121.63478784601088,140.48565506317533,133.89151411899405,141.42774541482598,-0.0014653875815497193,-0.005498040246843966,-0.0009409274460369995,-0.00024003999891068675,0.004528787129003753,-0.02393972857565363,-0.030876497628284594,-0.011863417698973477,-0.029956598581112104,-0.042753942321445026,7385.080301782217,7815.1490748429605,6783.299656957142,7590.545420510665,9591.281417251383,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,133.61092546166435,120.92556031506659,140.53125998605864,133.82057251783417,142.22000969353962,-0.0010131984205414358,-0.005830795149181948,0.0003246233422396648,-0.0005298438935932227,0.005601901355281085,-0.024230912748511413,-0.032744293013355574,-0.012559954376026972,-0.029640267819451838,-0.03816305978733803,7377.59775008488,7769.5805415272325,6785.501674363196,7586.523616370567,9645.010829621564,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,133.48986452883705,120.74182361352483,140.45491366740688,133.5008048019469,142.77192162381843,-0.0009060706106854943,-0.0015194198899144292,-0.0005432692958088443,-0.002389525839493984,0.0038806911310727637,-0.023667224775163254,-0.03343066071439793,-0.011326246215696112,-0.03042614461659665,-0.032802719051834406,7370.913125586068,7757.775286316143,6781.815319646855,7568.395422157318,9682.440137607176,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,133.47690676587786,121.63515654268771,140.0668524976834,133.19702756074767,142.38586273642767,-9.706926443375135e-05,0.007398703302861252,-0.0027628878163878353,-0.0022754712351726923,-0.0027040252943288786,-0.021948506939899026,-0.024370209520027886,-0.01226265718635866,-0.03111664229262534,-0.03285828451180417,7370.197636470762,7815.172763949866,6763.07792472721,7551.173756077786,9656.25857456426,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,133.71084398115113,123.01831597953942,139.8373101744048,132.96359335467108,142.41668191101635,0.0017526418684813854,0.01137137877046509,-0.0016388054645721816,-0.0017525481638103063,0.00021644827650982139,-0.021190603138258823,-0.017569620150034826,-0.014352785234337695,-0.03219406829035909,-0.031027125675959,7383.114953427424,7904.042053605362,6751.994555666841,7537.939960376958,9658.348655090258,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,133.80495148431336,124.05445637839664,139.7228716709006,132.57722967965304,141.80677128776358,0.0007038135454107639,0.00842265146134461,-0.0008183688842517485,-0.0029057854505136487,-0.004282578522885786,-0.017647938284062414,-0.006347993345191871,-0.015353199134280127,-0.03025235306910834,-0.0237235635357802,7388.31128973897,7970.61504495869,6746.468933415846,7516.036324113248,9616.986018573425,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22.5627540226769,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,133.10226960822428,122.97214352620153,139.29219281974136,131.74450812097513,141.50539201838663,-0.005251538663510901,-0.008724497964779193,-0.0030823790408032454,-0.006281030013148113,-0.0021252812305088747,-0.01933299138038691,-0.011843636063293306,-0.01688650567190264,-0.03136237243884965,-0.016539158537846044,7349.511287342851,7901.075430220911,6725.673758976054,7468.827874381583,9596.547218694084,98.97096473112444,.,.,.,.,-0.01029035268875558,.,.,.,.,.,.,.,.,.,22.330575326153912,.,.,.,.,0.002931465845119724,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,131.9459757157741,120.12712594849214,138.60507699987485,131.26914940416967,141.66699633583823,-0.008687259021605286,-0.023135463822367263,-0.00493290977733191,-0.003608186205143071,0.0011420364633922338,-0.020126612969140534,-0.024823028694209937,-0.016463479825767457,-0.02628178572631712,-0.004939747268118078,7285.664179107493,7718.2803854472395,6692.496617131256,7441.878952676651,9607.506825540497,98.04544710909255,.,.,.,.,-0.00935140548085248,.,.,.,.,.,.,.,.,.,22.121753061658328,.,.,.,.,0.002929467070483364,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,131.14946502853377,117.90767263946766,137.82319889980684,131.44966721336382,142.54771407513434,-0.006036642519178444,-0.01847587121976207,-0.005641049498271483,0.0013751731462688863,0.006216816633905822,-0.023041786804624542,-0.04032284182426504,-0.018884754204272602,-0.02125393079067417,0.0028868965194619456,7241.683228943437,7575.678431007701,6654.743912447005,7452.1128247701545,9667.23493378388,97.72233724724211,.,.,.,.,-0.0032955111264974823,.,.,.,.,.,.,.,.,.,22.048850578306002,.,.,.,.,0.002937410753574284,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,130.69187807661118,116.50314517358008,137.39194799830562,131.87811833354428,142.34689460047517,-0.0034890493211163845,-0.011912095578226431,-0.0031290153250231887,0.0032594309994336424,-0.0014087877589767754,-0.02476645471808181,-0.049935197106311335,-0.021651692031151804,-0.015156107312810363,0.005813042796670498,7216.416638989751,7485.436225467628,6633.921116760854,7476.402472322486,9653.615851546014,97.73475325118326,.,.,.,.,0.00012705389873896792,.,.,.,.,.,.,.,.,.,22.051651970734692,.,.,.,.,0.002948954401562323,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,130.5944817896039,116.46573343991096,137.20318209316153,132.0345615093876,141.65985497497155,-0.0007452359583523993,-0.00032112209171154566,-0.00137392261987894,0.0011862709130232231,-0.004826516429683621,-0.025645121348250144,-0.0514178063829126,-0.02405488680207002,-0.013513332754011231,0.006854537368200075,7211.038705819924,7483.032486529532,6624.806622480044,7485.271511109457,9607.022516032674,97.8268327021264,.,.,.,.,0.0009421362195132097,.,.,.,.,.,.,.,.,.,22.072427630756422,.,.,.,.,0.00295365703839083,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,130.57644645650083,117.51978077176103,136.86634541248443,131.8225150743218,140.12826854037513,-0.00013810180074915862,0.009050278573086849,-0.0024550209079581263,-0.0016059918906211287,-0.010811718216618447,-0.025132151995763574,-0.03914287715748588,-0.026679527883774368,-0.015689132615082424,-0.004701098596498587,7210.0428483893775,7550.756015104083,6608.542583710676,7473.250225763518,9503.15409568862,98.07876716251678,.,.,.,.,0.0025753104074983605,.,.,.,.,.,.,.,.,.,22.129270983352665,.,.,.,.,0.0029604644945187843,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,130.46956585073934,117.90338914104532,136.56800675878958,131.57959432041642,139.71202001149973,-0.0008185289817723219,0.0032642025603272823,-0.0021797809592688498,-0.0018427865207126773,-0.0029704822104147377,-0.02450062491269056,-0.030677068386796513,-0.027886465010424133,-0.017267112212376312,-0.01213146259451281,7204.14121935815,7575.403212220994,6594.137408418186,7459.478620981568,9474.925145504549,97.72627857257699,.,.,.,.,-0.0035939337344618057,.,.,.,.,.,.,.,.,.,22.04973984984655,.,.,.,.,0.0029505437325902267,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,130.34279314033108,118.8336542908804,136.06195562460493,131.11699762861883,138.8925845562255,-0.0009716649977459362,0.007890062843929232,-0.003705488175414756,-0.0035157175714578062,-0.005865175059431416,-0.024460067992500778,-0.01729912202793038,-0.03180291959167725,-0.020202984028147353,-0.02339632196963115,7197.141207496481,7635.1736196335205,6569.702910224233,7433.253200919869,9419.353050851156,96.88318893524603,.,.,.,.,-0.008627051491629633,.,.,.,.,.,.,.,.,.,21.859515608784886,.,.,.,.,0.002926086635629595,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,130.03764159543024,119.01082998162475,135.61542214874655,130.54460262965415,138.49007375976694,-0.002341146277050551,0.0014909555024763452,-0.0032818393195111193,-0.0043655285685076295,-0.002898000622168676,-0.025861311235813256,-0.014336321749129022,-0.034455836341333757,-0.022143703003726367,-0.029990826034641982,7180.291647153144,7646.557323754075,6548.1422008959535,7400.8031217143025,9392.055759849363,95.81868010701935,.,.,.,.,-0.010987549438924585,.,.,.,.,.,.,.,.,.,21.619333100322418,.,.,.,.,0.002899880651012543,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,129.7002337868322,118.8174551072583,135.1628477954702,130.21117362326925,138.21197868995202,-0.0025946933861488186,-0.0016248510694053643,-0.0033371894295321095,-0.002554138583046609,-0.0020080505574524192,-0.028294579718348145,-0.023165189370562778,-0.03501188621550777,-0.02241682109697718,-0.02931389371290305,7161.660991905657,7634.132806909304,6526.289809960051,7381.900444915599,9373.196037045174,94.74159547959142,.,.,.,.,-0.011240862702605933,.,.,.,.,.,.,.,.,.,21.37631314521979,.,.,.,.,0.002873699505922517,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,129.42411998793898,117.4973810030778,135.145968820602,130.57611562614744,138.17738514775004,-0.0021288612273976937,-0.011110102492843719,-0.00012487880466792754,0.0028026934457566458,-0.0002502933720352029,-0.032059658480776854,-0.04487896727004348,-0.03354856688784813,-0.017955875501613483,-0.02976685530361589,7146.414809496222,7549.316808980561,6525.474814689666,7402.58964890979,9370.849988202315,93.73064891574701,.,.,.,.,-0.010670567227909824,.,.,.,.,.,.,.,.,.,21.14821575871887,.,.,.,.,0.0028498887786884094,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,129.21176293190203,116.4004930335956,135.2200558954079,130.84848172400223,138.0294174655741,-0.0016407842375651468,-0.009335424841967149,0.0005482004047360469,0.0020858799218272466,-0.0010708531068068647,-0.03432749312681316,-0.061698415101304915,-0.032226762316326374,-0.013039554075975235,-0.02663733041720706,7134.689084721698,7478.840729302125,6529.052082624175,7418.030562027978,9360.815184379026,92.80060691525867,.,.,.,.,-0.009922496123166074,.,.,.,.,-0.07199393084741335,.,.,.,.,20.9383726698411,.,.,.,.,0.002831633562580424,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,128.92084049562132,115.8396938756973,135.26314588514026,130.49296518403148,137.29273278330163,-0.002251516655136473,-0.004817841774402449,0.0003186656701700823,-0.002717009286516928,-0.005337157077086227,-0.03141516012394574,-0.05800053122587501,-0.02892514543019009,-0.009499773119911903,-0.029770308926020506,7118.625213418228,7442.80885801239,6531.132667381659,7397.875704103282,9310.855043370422,92.67738492111846,.,.,.,.,-0.0013278145287641356,.,.,.,.,-0.06359016330803502,.,.,.,.,20.910570394401407,.,.,.,.,0.0028342774692573652,.,.,.,.,100,.,.,9026.473885760191,100,.,.,29.655326466874325,0.0032775645492198755
,2018-02-01 00:00:00,128.44949685947657,115.29801542644297,134.95409029589223,129.83374714382276,136.91163989657858,-0.003656070146088986,-0.004676103942708752,-0.002284846971624327,-0.005051751558247134,-0.002775768818911645,-0.0264993216907905,-0.04020000049047856,-0.02634093052728448,-0.010934802783915232,-0.03356714381087411,7092.599020294252,7408.005510166611,6516.210028685316,7360.50347398736,9285.010262263628,92.90477668803823,.,.,.,.,0.0024535841954681117,.,.,.,.,-0.05243150572136657,.,.,.,.,20.961876239439334,.,.,.,.,0.0028524055663133843,.,.,.,.,98.27035692090429,-0.017296430790957107,.,8870.348104908759,100.05022360465894,0.0005022360465893883,.,29.67022044079937,0.0033391610312259305
,2018-03-01 00:00:00,128.29115995625182,115.259382262678,134.75666114917087,129.68161078059308,136.50403966575317,-0.0012326782673035075,-0.0003350722353899761,-0.00146293562713436,-0.0011717782670260975,-0.0029771042924714125,-0.021794256436044823,-0.022460712840015717,-0.02224979375834435,-0.01345044434308773,-0.04239755403019407,7083.856127623237,7405.523293200538,6506.677232880462,7351.878595982173,9257.367818356202,92.6112053789762,.,.,.,.,-0.003159916201594317,.,.,.,.,-0.05230259541720239,.,.,.,.,20.895638467094514,.,.,.,.,0.002844725713525773,.,.,.,.,97.24166953394113,-0.01046793172625926,.,8777.49390655842,100.90234017744358,0.008516888239567644,.,29.922918392336992,0.0033961612395735177
,2018-04-01 00:00:00,128.31603685341213,115.67000201631555,134.66379110714243,129.6027822952802,136.08612780590573,0.00019390967521684612,0.0035625711814222197,-0.0006891684703112591,-0.0006078617071331966,-0.003061534741907524,-0.018178950812890893,-0.007151250346273619,-0.01985674510704838,-0.017253325017189902,-0.043982461381693816,7085.229755864227,7431.905997068246,6502.193036085068,7347.409670508183,9229.026065161688,92.25719043344114,.,.,.,.,-0.0038225930014233627,.,.,.,.,-0.05604519002226882,.,.,.,.,20.815762945729926,.,.,.,.,0.0028348175672471805,.,.,.,.,96.68020748056371,-0.005773883316364192,.,8726.813680931855,101.06117049370548,0.0015740994310200485,.,29.97002004115283,0.0034156960196009747
