Unnamed: 0,Novo Hamburgo,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2024-05-01 00:00:00,129.7235585285022,.,.,.,.,0.008808722043886386,.,.,.,.,0.04853173854400361,.,.,.,.,4875.96606301947,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,130.55378934392334,.,.,.,.,0.00640000031481347,.,.,.,.,0.055161761890409444,.,.,.,.,4907.172247357816,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,131.6181782193011,.,.,.,.,0.0081528761495675,.,.,.,.,0.060416614771753085,.,.,.,.,4947.179814935119,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,132.6868292940732,.,.,.,.,0.008119327354550787,.,.,.,.,0.0658394484565008,.,.,.,.,4987.347587334403,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,133.01056536037675,.,.,.,.,0.0024398507977461126,.,.,.,.,0.06517528868490974,.,.,.,.,4999.515971323999,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,133.3096480496837,.,.,.,.,0.002248563401686221,.,.,.,.,0.068210911945628,.,.,.,.,5010.757699963265,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,132.96100188169157,.,.,.,.,-0.002615310842784435,.,.,.,.,0.06303617152831698,.,.,.,.,4997.653011019985,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,133.34766080350582,.,.,.,.,0.0029080626374813345,.,.,.,.,0.06321442673531985,.,.,.,.,5012.186499016428,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,133.41118310834554,.,.,.,.,0.00047636609788992423,.,.,.,.,0.0523477664985772,.,.,.,.,5014.574134740861,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,134.16337802992044,.,.,.,.,0.005638169934854886,.,.,.,.,0.05369480668420068,.,.,.,.,5042.847155863458,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,134.86679778238155,.,.,.,.,0.005243008656984127,.,.,.,.,0.05343324202948829,.,.,.,.,5069.286847157499,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,135.78000268324956,.,.,.,.,0.0067711617379804245,.,.,.,.,0.05590728885153706,.,.,.,.,5103.61180829582,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,136.812614464474,.,.,.,.,0.007605035799221005,.,.,.,.,0.054647405732507925,.,.,.,.,5142.424958803236,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,138.28677769101125,.,.,.,.,0.010775053399188161,.,.,.,.,0.05923220142401675,.,.,.,.,5197.834862335659,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,139.67037028043683,.,.,.,.,0.010005241372512685,.,.,.,.,0.061178419045728294,.,.,.,.,5249.8404547477885,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,140.6912005220704,.,.,.,.,0.007308853263465309,.,.,.,.,0.06032528827904349,.,.,.,.,5288.210768288144,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,141.40685498418227,.,.,.,.,0.005086703784289659,.,.,.,.,0.06312498259861354,.,.,.,.,5315.110330015317,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,141.5002358053888,.,.,.,.,0.000660369832968577,.,.,.,.,0.061440322403765846,.,.,.,.,5318.6202685361595,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,141.59202893184147,.,.,.,.,0.0006487135935160371,.,.,.,.,0.06491397423305956,.,.,.,.,5322.070529803109,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,141.12881782448946,.,.,.,.,-0.0032714490416334563,.,.,.,.,0.05835240733956004,.,.,.,.,5304.659647268879,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,141.23654975035444,.,.,.,.,0.0007633588059878793,.,.,.,.,0.05865600214079336,.,.,.,.,5308.709005923391,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
