Unnamed: 0,Balneário Camboriú,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2024-05-01 00:00:00,191.13809662622268,.,.,.,.,0.011718429449603107,.,.,.,.,0.05984500266284809,.,.,.,.,13210.199803982534,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,192.79753989074382,.,.,.,.,0.008681907447086523,.,.,.,.,0.06192310654753652,.,.,.,.,13324.889536038232,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,194.53579918660287,.,.,.,.,0.00901598276017479,.,.,.,.,0.06804080210617491,.,.,.,.,13445.026510376387,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,196.3219055135176,.,.,.,.,0.009181376046891288,.,.,.,.,0.06916106612578599,.,.,.,.,13568.470354728575,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,197.64823833708965,.,.,.,.,0.006755908466264948,.,.,.,.,0.0733801958383844,.,.,.,.,13660.13769847235,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,199.21017210391557,.,.,.,.,0.007902593921237155,.,.,.,.,0.0773249797462554,.,.,.,.,13768.08821961156,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,200.10325299401788,.,.,.,.,0.0044831088727559365,.,.,.,.,0.077614338405666,.,.,.,.,13829.812058069787,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,202.27173587277673,.,.,.,.,0.010836819723383906,.,.,.,.,0.08503232423535945,.,.,.,.,13979.68323815137,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,204.30619470945462,.,.,.,.,0.010058048040668899,.,.,.,.,0.095856114789169,.,.,.,.,14120.29156375403,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,206.70697027867922,.,.,.,.,0.01175087017130716,.,.,.,.,0.10698379228819577,.,.,.,.,14286.217276700707,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,208.55962676702893,.,.,.,.,0.008962718992262309,.,.,.,.,0.11161260956802432,.,.,.,.,14414.260627614178,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,211.42582866951292,.,.,.,.,0.013742841540878237,.,.,.,.,0.11910399393008597,.,.,.,.,14612.3535273484,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,213.86289686583595,.,.,.,.,0.01152682343334921,.,.,.,.,0.11889205051598073,.,.,.,.,14780.787546403822,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,215.74607447067586,.,.,.,.,0.00880553678285434,.,.,.,.,0.11902918778391425,.,.,.,.,14910.940314823236,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,216.35389334071826,.,.,.,.,0.0028172882011117117,.,.,.,.,0.11215464837496048,.,.,.,.,14952.948731039669,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,215.91126317297244,.,.,.,.,-0.002045861809608196,.,.,.,.,0.09978182316545436,.,.,.,.,14922.357064289805,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,215.1079075474775,.,.,.,.,-0.00372076756760642,.,.,.,.,0.08833708490034886,.,.,.,.,14866.834442092751,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,214.98775875601814,.,.,.,.,-0.0005585512537834569,.,.,.,.,0.07920070790296996,.,.,.,.,14858.530553075328,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,215.85126296602672,.,.,.,.,0.004016527336277553,.,.,.,.,0.07869942010627695,.,.,.,.,14918.210247218669,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,216.88984916422,.,.,.,.,0.00481158267930426,.,.,.,.,0.07226967835307274,.,.,.,.,14989.990449250407,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,217.4690007953144,.,.,.,.,0.0026702569683465516,.,.,.,.,0.06442685746547583,.,.,.,.,15030.017575702966,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
