Unnamed: 0,Campo Grande,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2023-12-01 00:00:00,142.22314004241065,.,.,.,.,0.0013327676499559349,.,.,.,.,0.12609937458352105,.,.,.,.,5988.989363990721,.,.,.,.,138.58427240417078,.,.,.,.,0.0273495451446619,.,.,.,.,0.22251473729263926,.,.,.,.,23.28592612010306,.,.,.,.,0.00597377118532843,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-01-01 00:00:00,142.02100183111756,.,.,.,.,-0.0014212751260647138,.,.,.,.,0.10764082101467465,.,.,.,.,5980.477362377415,.,.,.,.,146.89703716097333,.,.,.,.,0.0599834643036476,.,.,.,.,0.2649851481637464,.,.,.,.,24.682696638305636,.,.,.,.,0.00580478385203057,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-02-01 00:00:00,142.63119610859854,.,.,.,.,0.00429650734478404,.,.,.,.,0.09243248060937481,.,.,.,.,6006.172527290185,.,.,.,.,146.73159113980472,.,.,.,.,-0.00112627200906235,.,.,.,.,0.22594786736688532,.,.,.,.,24.654897207973736,.,.,.,.,0.00577570840192034,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-03-01 00:00:00,143.21870866120352,.,.,.,.,0.004119102753353143,.,.,.,.,0.0787471118917864,.,.,.,.,6030.91256908446,.,.,.,.,149.40320807912406,.,.,.,.,0.0182075101794121,.,.,.,.,0.18529963718306242,.,.,.,.,25.10380149986028,.,.,.,.,0.00572551302703188,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-04-01 00:00:00,143.92519794869852,.,.,.,.,0.004932939935705427,.,.,.,.,0.07686735364914576,.,.,.,.,6060.662698545244,.,.,.,.,155.8843106137169,.,.,.,.,0.0433799422242691,.,.,.,.,0.16034849453649103,.,.,.,.,26.192802958533733,.,.,.,.,0.00561658322246205,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-05-01 00:00:00,142.2946243919438,.,.,.,.,-0.011329312587333829,.,.,.,.,0.07095628201408744,.,.,.,.,5991.99955634703,.,.,.,.,173.6693608254658,.,.,.,.,0.114091342109601,.,.,.,.,0.291377654437492,.,.,.,.,29.181175001685176,.,.,.,.,0.005798636536697612,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,140.785746293917,.,.,.,.,-0.010603900916669184,.,.,.,.,0.04401709307458179,.,.,.,.,5928.460986758801,.,.,.,.,178.29250769926344,.,.,.,.,0.026620394362157018,.,.,.,.,0.32317920915749854,.,.,.,.,29.957989388181154,.,.,.,.,0.006115407704282595,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,139.9016829368752,.,.,.,.,-0.00627949476643852,.,.,.,.,0.01675413664856995,.,.,.,.,5891.233247019414,.,.,.,.,184.52008622581187,.,.,.,.,0.034928997336516554,.,.,.,.,0.40662089069133067,.,.,.,.,31.004391919728324,.,.,.,.,0.006289234674015096,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,140.31409760980546,.,.,.,.,0.0029478892910554944,.,.,.,.,0.018434946766278992,.,.,.,.,5908.599950419412,.,.,.,.,182.06485144548125,.,.,.,.,-0.013306056974880964,.,.,.,.,0.3420522724369137,.,.,.,.,30.59184571437288,.,.,.,.,0.006184083749597633,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,142.33843791980624,.,.,.,.,0.014427205423293898,.,.,.,.,0.027559931127882242,.,.,.,.,5993.844535668177,.,.,.,.,183.1888387332961,.,.,.,.,0.006173554526813341,.,.,.,.,0.343073327875574,.,.,.,.,30.780706141966423,.,.,.,.,0.006216911826099501,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,145.17730442460376,.,.,.,.,0.01994448264492643,.,.,.,.,0.042772785111141465,.,.,.,.,6113.3886639861985,.,.,.,.,179.64750893235941,.,.,.,.,-0.019331580599691978,.,.,.,.,0.3115600331121062,.,.,.,.,30.185666440267564,.,.,.,.,0.006121734346047978,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,146.61696096539865,.,.,.,.,0.009916539961261961,.,.,.,.,0.032267795972786395,.,.,.,.,6174.012326971344,.,.,.,.,179.246970982708,.,.,.,.,-0.002229576975666392,.,.,.,.,0.32878926961196364,.,.,.,.,30.118365173377196,.,.,.,.,0.006137046218322887,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,148.02735893447053,.,.,.,.,0.009619609899053527,.,.,.,.,0.04081065071639589,.,.,.,.,6233.403917068755,.,.,.,.,175.37784340047423,.,.,.,.,-0.021585455871424686,.,.,.,.,0.265496007288603,.,.,.,.,29.46824653100781,.,.,.,.,0.005898337634885038,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,150.0239355696693,.,.,.,.,0.013487889330529912,.,.,.,.,0.05635035406994482,.,.,.,.,6317.47937925467,.,.,.,.,182.49645830358304,.,.,.,.,0.040590161020816584,.,.,.,.,0.24234267641217988,.,.,.,.,30.66436740270254,.,.,.,.,0.0060845681188752805,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,153.4099103020819,.,.,.,.,0.02256956344702865,.,.,.,.,0.07557052375327844,.,.,.,.,6460.062130930053,.,.,.,.,184.58809441569846,.,.,.,.,0.011461242215648815,.,.,.,.,0.2579983150310443,.,.,.,.,31.01581914489456,.,.,.,.,0.006046860782245265,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,154.9685660641216,.,.,.,.,0.010160072181585544,.,.,.,.,0.08204135837248328,.,.,.,.,6525.6968284778295,.,.,.,.,190.23431755131423,.,.,.,.,0.03058823026202484,.,.,.,.,0.27329473039538743,.,.,.,.,31.964538162663914,.,.,.,.,0.006136163303602597,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,156.9095813801981,.,.,.,.,0.012525219567904866,.,.,.,.,0.0902161929707943,.,.,.,.,6607.432614088095,.,.,.,.,191.35424974810826,.,.,.,.,0.005887119691177389,.,.,.,.,0.22754014816979407,.,.,.,.,32.15271722470072,.,.,.,.,0.006023536966519154,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,158.69181456463338,.,.,.,.,0.011358345161324834,.,.,.,.,0.11523408029472915,.,.,.,.,6682.482114349103,.,.,.,.,196.80751620648,.,.,.,.,0.02849827722953746,.,.,.,.,0.13323107352406027,.,.,.,.,33.06901427385316,.,.,.,.,0.006030139815616374,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,156.81642169728906,.,.,.,.,-0.011817829876666242,.,.,.,.,0.11386575576979929,.,.,.,.,6603.509677567859,.,.,.,.,197.63367234252968,.,.,.,.,0.004197787523434471,.,.,.,.,0.10847996302733098,.,.,.,.,33.20783096938422,.,.,.,.,0.006037412852702922,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,156.17969330549676,.,.,.,.,-0.004060342564259134,.,.,.,.,0.11635321339176685,.,.,.,.,6576.697166150534,.,.,.,.,197.60101559257362,.,.,.,.,-0.00016523879543894893,.,.,.,.,0.07089162830085383,.,.,.,.,33.202343747395695,.,.,.,.,0.005967514883064153,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,155.0912054047309,.,.,.,.,-0.00696945856230291,.,.,.,.,0.10531449117834613,.,.,.,.,6530.861147774233,.,.,.,.,191.4115655758356,.,.,.,.,-0.03132296662634482,.,.,.,.,0.05133727930540832,.,.,.,.,32.162347842279594,.,.,.,.,0.005711547955992503,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,158.114054279325,.,.,.,.,0.01949078199956955,.,.,.,.,0.11083173730209661,.,.,.,.,6658.152738674959,.,.,.,.,188.5186037296001,.,.,.,.,-0.015113829916872601,.,.,.,.,0.02909437623579003,.,.,.,.,31.676251587264083,.,.,.,.,0.005275024409756846,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,157.89498360579975,.,.,.,.,-0.0013855230929581408,.,.,.,.,0.0876010147150843,.,.,.,.,6648.927714299082,.,.,.,.,180.03329642306832,.,.,.,.,-0.045010450632779975,.,.,.,.,0.002147469191204676,.,.,.,.,30.250489228964014,.,.,.,.,0.004888867754378908,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,157.6721539424272,.,.,.,.,-0.0014112523291358592,.,.,.,.,0.07540186963524342,.,.,.,.,6639.5443995760215,.,.,.,.,176.05448853748518,.,.,.,.,-0.022100400118393426,.,.,.,.,-0.01781052381370951,.,.,.,.,29.581941313226757,.,.,.,.,0.004706693638797051,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,155.72902979079257,.,.,.,.,-0.012323825755206852,.,.,.,.,0.05202869869299942,.,.,.,.,6557.719811301687,.,.,.,.,167.72751926370233,.,.,.,.,-0.04729768234230436,.,.,.,.,-0.04362195354006282,.,.,.,.,28.18278404992507,.,.,.,.,0.004539900740405175,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,155.8557174667563,.,.,.,.,0.0008135135506457392,.,.,.,.,0.03887234310273624,.,.,.,.,6563.0546052295185,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
