Unnamed: 0,Osasco,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2015-12-01 00:00:00,124.11089829932308,.,.,.,.,0.0013127776285761694,.,.,.,.,-0.017574976767429806,.,.,.,.,5400.220091806241,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-01-01 00:00:00,124.33882897786557,.,.,.,.,0.0018365081686282675,.,.,.,.,-0.020487931955354144,.,.,.,.,5410.137640117233,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-02-01 00:00:00,124.6057496394627,.,.,.,.,0.0021467200856833766,.,.,.,.,-0.014126025075829496,.,.,.,.,5421.751691255584,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-03-01 00:00:00,125.00589796390048,.,.,.,.,0.003211315092566604,.,.,.,.,0.002294098331292682,.,.,.,.,5439.162644289861,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-04-01 00:00:00,125.38081514770815,.,.,.,.,0.002999195957265576,.,.,.,.,0.0006439135468210289,.,.,.,.,5455.475758903525,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-05-01 00:00:00,125.54011408698902,.,.,.,.,0.00127052084557925,.,.,.,.,0.0031650061008632324,.,.,.,.,5462.407054577764,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-06-01 00:00:00,125.4822367205569,.,.,.,.,-0.0004610268745814646,.,.,.,.,0.0047991821532238355,.,.,.,.,5459.8887381257,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-07-01 00:00:00,125.62389315987436,.,.,.,.,0.0011288963523412238,.,.,.,.,0.0044926417740591695,.,.,.,.,5466.052386606359,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,125.9609464247566,.,.,.,.,0.0026830347030664774,.,.,.,.,0.01063883230147944,.,.,.,.,5480.717994848402,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,126.34768053170136,.,.,.,.,0.0030702699362120944,.,.,.,.,0.018175602088874587,.,.,.,.,5497.545278536842,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,126.4960486064231,.,.,.,.,0.0011742841190070612,.,.,.,.,0.022140284505797858,.,.,.,.,5504.0009586509495,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,126.54522728830105,.,.,.,.,0.00038877642756224523,.,.,.,.,0.020952670297281317,.,.,.,.,5506.140784480954,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,126.604195951425,.,.,.,.,0.0004659888356722384,.,.,.,.,0.020089272467344044,.,.,.,.,5508.706584614161,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,126.65086794190233,.,.,.,.,0.0003686448946387937,.,.,.,.,0.01859466574555202,.,.,.,.,5510.737341172642,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,126.8389106172048,.,.,.,.,0.0014847326225093638,.,.,.,.,0.017921813272690823,.,.,.,.,5518.919312677162,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,126.9514527880533,.,.,.,.,0.0008872842749977687,.,.,.,.,0.015563704239896392,.,.,.,.,5523.816162998282,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,126.58677794754493,.,.,.,.,-0.0028725535037176578,.,.,.,.,0.009618399740152217,.,.,.,.,5507.948705525369,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,125.67367241090139,.,.,.,.,-0.00721327733787422,.,.,.,.,0.0010638697031917221,.,.,.,.,5468.218343949629,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,124.61018761558195,.,.,.,.,-0.008462271969281454,.,.,.,.,-0.0069495820903875405,.,.,.,.,5421.944793135714,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,124.17379057107877,.,.,.,.,-0.0035020976442908846,.,.,.,.,-0.011543206887802193,.,.,.,.,5402.956613048198,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,123.97497301712043,.,.,.,.,-0.001601123337251525,.,.,.,.,-0.015766580547427855,.,.,.,.,5394.30581312489,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,123.70341922038281,.,.,.,.,-0.0021903920616310425,.,.,.,.,-0.020928451556774585,.,.,.,.,5382.490168493811,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,123.4980597803244,.,.,.,.,-0.0016600950996557284,.,.,.,.,-0.02370025672048126,.,.,.,.,5373.55472294115,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,123.38438991435095,.,.,.,.,-0.0009204182330932309,.,.,.,.,-0.02497792640372709,.,.,.,.,5368.608805197631,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,123.06596620555881,.,.,.,.,-0.0025807454979772286,.,.,.,.,-0.027947175994259443,.,.,.,.,5354.753792193216,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,122.87714228810432,.,.,.,.,-0.0015343309224833564,.,.,.,.,-0.02979628734584827,.,.,.,.,5346.537827867569,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,122.79995014917355,.,.,.,.,-0.0006282058444180391,.,.,.,.,-0.03184322893012448,.,.,.,.,5343.1791015567005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,122.97591953054288,.,.,.,.,0.001432976000035528,.,.,.,.,-0.03131538214176732,.,.,.,.,5350.835748973123,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,122.77082507513143,.,.,.,.,-0.0016677611047300855,.,.,.,.,-0.030144956165917725,.,.,.,.,5341.911833233186,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,122.6289991507237,.,.,.,.,-0.0011552086932780702,.,.,.,.,-0.024226818567240183,.,.,.,.,5335.74081024471,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,122.23389582564204,.,.,.,.,-0.0032219403878200083,.,.,.,.,-0.019069803484051295,.,.,.,.,5318.5493714292425,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,122.09061571636492,.,.,.,.,-0.0011721798467545183,.,.,.,.,-0.016776284634086314,.,.,.,.,5312.315075042084,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,121.67219571669034,.,.,.,.,-0.0034271266241021965,.,.,.,.,-0.018574533588420983,.,.,.,.,5294.109098612787,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,121.26789395565434,.,.,.,.,-0.0033228771672486855,.,.,.,.,-0.01968842316629482,.,.,.,.,5276.517424368084,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,121.33463951213098,.,.,.,.,0.0005503975891675575,.,.,.,.,-0.017517848232123323,.,.,.,.,5279.421606837657,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,121.95072308425871,.,.,.,.,0.005077557197226736,.,.,.,.,-0.011619515492092947,.,.,.,.,5306.228172014651,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,122.95959792872607,.,.,.,.,0.008272807400824441,.,.,.,.,-0.0008643191949191387,.,.,.,.,5350.125575706557,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,122.92427687251588,.,.,.,.,-0.0002872574146726148,.,.,.,.,0.0003835911507530376,.,.,.,.,5348.5887124655055,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,123.30680562659121,.,.,.,.,0.003111905669146653,.,.,.,.,0.00412748927668094,.,.,.,.,5365.23301600176,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,123.53697859897575,.,.,.,.,0.001866668844553221,.,.,.,.,0.004562349040159175,.,.,.,.,5375.248129316499,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,123.81252451926272,.,.,.,.,0.002230473202533556,.,.,.,.,0.00848491034815324,.,.,.,.,5387.237476225909,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,123.80985951260412,.,.,.,.,-2.152453210169103e-05,.,.,.,.,0.009629535999303274,.,.,.,.,5387.121518459912,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,123.61584564946203,.,.,.,.,-0.0015670307995329091,.,.,.,.,0.011305782364911643,.,.,.,.,5378.679733119659,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,123.7365822905684,.,.,.,.,0.0009767084508627288,.,.,.,.,0.013481515876923034,.,.,.,.,5383.933135069482,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,123.86251229812599,.,.,.,.,0.0010177265706423633,.,.,.,.,0.018001783961684392,.,.,.,.,5389.412506875604,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,124.56784359986688,.,.,.,.,0.005694469526366541,.,.,.,.,0.027212063610334125,.,.,.,.,5420.102352161026,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,125.76142332640377,.,.,.,.,0.00958176437870173,.,.,.,.,0.036484089226887395,.,.,.,.,5472.03649580788,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,127.15026594785706,.,.,.,.,0.011043470920718335,.,.,.,.,0.04263642504198906,.,.,.,.,5532.466771726445,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,126.68670998848484,.,.,.,.,-0.003645733305523202,.,.,.,.,0.03031168060519529,.,.,.,.,5512.2968733550615,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,126.8872335750446,.,.,.,.,0.001582830484570863,.,.,.,.,0.03223900765052856,.,.,.,.,5521.021904886213,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,127.19796736803575,.,.,.,.,0.00244889721555297,.,.,.,.,0.03155674759127325,.,.,.,.,5534.542320056095,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,127.44831078150438,.,.,.,.,0.001968140046957556,.,.,.,.,0.03166122586845477,.,.,.,.,5545.43507443778,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,127.45965523857367,.,.,.,.,8.901221993240505e-05,.,.,.,.,0.029456880339626235,.,.,.,.,5545.928685924247,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,127.66283814197128,.,.,.,.,0.0015940958181417386,.,.,.,.,0.031120127625820615,.,.,.,.,5554.769427650191,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,127.89102179651962,.,.,.,.,0.001787392931798859,.,.,.,.,0.03458437002632109,.,.,.,.,5564.697983262945,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,128.44601104798406,.,.,.,.,0.0043395481846055795,.,.,.,.,0.038060116662642196,.,.,.,.,5588.846258294092,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,128.8771600619643,.,.,.,.,0.003356655535368791,.,.,.,.,0.04048559706078381,.,.,.,.,5607.60609002332,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,129.48590595009415,.,.,.,.,0.004723458274819015,.,.,.,.,0.039480994517533174,.,.,.,.,5634.093383411165,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,130.20358854041385,.,.,.,.,0.005542553724698918,.,.,.,.,0.03532216077485684,.,.,.,.,5665.320648678691,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,131.2140554113242,.,.,.,.,0.007760668367421619,.,.,.,.,0.031960526650676835,.,.,.,.,5709.2873234281915,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,132.14948659618634,.,.,.,.,0.0071290471278384615,.,.,.,.,0.04312036051925294,.,.,.,.,5749.989101823282,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,132.7165345984809,.,.,.,.,0.004290958799010092,.,.,.,.,0.04594080002531298,.,.,.,.,5774.6620681539625,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,133.09211657007592,.,.,.,.,0.0028299561372009396,.,.,.,.,0.04633839143817431,.,.,.,.,5791.0041085139965,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,133.192104538942,.,.,.,.,0.0007512689064002043,.,.,.,.,0.04506763347601139,.,.,.,.,5795.354709837558,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,133.26644581769378,.,.,.,.,0.0005581507928651419,.,.,.,.,0.0455578713770346,.,.,.,.,5798.589391663788,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,133.7799568869935,.,.,.,.,0.0038532660351893178,.,.,.,.,0.04791620517021156,.,.,.,.,5820.932899218695,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,134.8055535560982,.,.,.,.,0.0076662954075479295,.,.,.,.,0.05406581058191806,.,.,.,.,5865.55789037162,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,136.12771517058826,.,.,.,.,0.009807916510945924,.,.,.,.,0.05980492550862104,.,.,.,.,5923.086792450505,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,136.90461238236097,.,.,.,.,0.005707120043843661,.,.,.,.,0.062287625802252666,.,.,.,.,5956.890559805124,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,137.77232802510952,.,.,.,.,0.006338103791018401,.,.,.,.,0.06399478008215875,.,.,.,.,5994.645950444908,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,138.29735940917988,.,.,.,.,0.003810862395928094,.,.,.,.,0.06216242547150541,.,.,.,.,6017.490721274361,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,138.97001708282858,.,.,.,.,0.004863850448933782,.,.,.,.,0.059109229169019395,.,.,.,.,6046.758896220486,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,139.7191819732545,.,.,.,.,0.005390838298446887,.,.,.,.,0.057281307495345324,.,.,.,.,6079.3559956597055,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,140.62004517856022,.,.,.,.,0.006447670195192989,.,.,.,.,0.059551815483959825,.,.,.,.,6118.553678118889,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,141.09439716693612,.,.,.,.,0.003373288550530429,.,.,.,.,0.06012587975221528,.,.,.,.,6139.193325187093,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,141.1305535789518,.,.,.,.,0.00025625689426145293,.,.,.,.,0.05960149865856956,.,.,.,.,6140.766535801876,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,142.441368712569,.,.,.,.,0.009287961397273836,.,.,.,.,0.06884645897607533,.,.,.,.,6197.801738336075,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,143.4266218985646,.,.,.,.,0.006916903389097229,.,.,.,.,0.07210844760340174,.,.,.,.,6240.6713341849245,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,144.7205363751645,.,.,.,.,0.00902143869437988,.,.,.,.,0.0735502548486644,.,.,.,.,6296.971168038048,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,145.26937310593354,.,.,.,.,0.0037923901093501744,.,.,.,.,0.06715500898468352,.,.,.,.,6320.851739214579,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,146.45716889655947,.,.,.,.,0.008176505241471288,.,.,.,.,0.06977527161407204,.,.,.,.,6372.5342165908305,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,147.94967039219975,.,.,.,.,0.010190702898909665,.,.,.,.,0.07387072943439965,.,.,.,.,6437.474819505244,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,149.27731461207765,.,.,.,.,0.008973620666801407,.,.,.,.,0.07939381669906953,.,.,.,.,6495.24227658757,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,150.58076044277024,.,.,.,.,0.008731707386884668,.,.,.,.,0.08354854956246749,.,.,.,.,6551.956831553656,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,151.66424099107016,.,.,.,.,0.007195345176329582,.,.,.,.,0.08549333634162148,.,.,.,.,6599.100422537095,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,152.44534499558344,.,.,.,.,0.005150218663338535,.,.,.,.,0.08409398391251677,.,.,.,.,6633.087232694491,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,153.4128824042282,.,.,.,.,0.006346782242992122,.,.,.,.,0.08730669314046158,.,.,.,.,6675.185992959174,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,154.5633668618941,.,.,.,.,0.007499268898647493,.,.,.,.,0.09518005096910276,.,.,.,.,6725.24500766886,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-04-01 00:00:00,156.4045434278623,.,.,.,.,0.011912114774345728,.,.,.,.,0.09802752417711935,.,.,.,.,6805.356898085807,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-05-01 00:00:00,157.56622733581378,.,.,.,.,0.007427430703042637,.,.,.,.,0.09858424642566788,.,.,.,.,6855.903214855813,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
