Unnamed: 0,São Caetano do Sul,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2015-10-01 00:00:00,138.850625555954,.,.,.,.,0.004782643685398321,.,.,.,.,0.03637329894530783,.,.,.,.,5782.302863067429,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-11-01 00:00:00,139.6673721705636,.,.,.,.,0.005882196146681904,.,.,.,.,0.036969402220987435,.,.,.,.,5816.315502687512,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2015-12-01 00:00:00,140.5691999269803,.,.,.,.,0.006456968026257441,.,.,.,.,0.03571839079765282,.,.,.,.,5853.87126591899,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-01-01 00:00:00,141.1094968223053,.,.,.,.,0.003843636412568632,.,.,.,.,0.03507511831491361,.,.,.,.,5876.371418671165,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-02-01 00:00:00,141.58526812118814,.,.,.,.,0.0033716462009780973,.,.,.,.,0.036564256294646436,.,.,.,.,5896.184464040463,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-03-01 00:00:00,141.6382583232286,.,.,.,.,0.0003742635285692615,.,.,.,.,0.036062489649839824,.,.,.,.,5898.391190843071,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-04-01 00:00:00,141.73197142524825,.,.,.,.,0.0006616369272614014,.,.,.,.,0.033989507468205504,.,.,.,.,5902.293784266366,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-05-01 00:00:00,141.78387343911976,.,.,.,.,0.00036619834854192165,.,.,.,.,0.03346303481946822,.,.,.,.,5904.455194502773,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-06-01 00:00:00,141.7803666495358,.,.,.,.,-2.4733345894032582e-05,.,.,.,.,0.031680145138063054,.,.,.,.,5904.309157570133,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-07-01 00:00:00,141.73319990926933,.,.,.,.,-0.0003326746952423359,.,.,.,.,0.028325432115168026,.,.,.,.,5902.344943320522,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-08-01 00:00:00,141.98891016724602,.,.,.,.,0.001804166265493149,.,.,.,.,0.029034183206713582,.,.,.,.,5912.993754954565,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-09-01 00:00:00,142.49570041071493,.,.,.,.,0.0035692241237147634,.,.,.,.,0.03115996776538199,.,.,.,.,5934.098554908124,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-10-01 00:00:00,143.0660076783911,.,.,.,.,0.004002277023323251,.,.,.,.,0.03035911509623257,.,.,.,.,5957.848461208569,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-11-01 00:00:00,143.3522497178477,.,.,.,.,0.0020007690443147527,.,.,.,.,0.026383238189547242,.,.,.,.,5969.768739980474,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2016-12-01 00:00:00,143.73223706661554,.,.,.,.,0.0026507246974898048,.,.,.,.,0.022501637209846104,.,.,.,.,5985.592953417842,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-01-01 00:00:00,144.43063228165184,.,.,.,.,0.004859001914181687,.,.,.,.,0.023535874864104578,.,.,.,.,6014.676961036012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-02-01 00:00:00,144.38186098020967,.,.,.,.,-0.0003376797613616651,.,.,.,.,0.01975200454208137,.,.,.,.,6012.6459263551415,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-03-01 00:00:00,144.25646749237384,.,.,.,.,-0.0008684850505772492,.,.,.,.,0.018485183312338505,.,.,.,.,6007.424033253688,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-04-01 00:00:00,144.2909646565371,.,.,.,.,0.00023913772992598657,.,.,.,.,0.01805515866008056,.,.,.,.,6008.8606349997035,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-05-01 00:00:00,143.75010990117545,.,.,.,.,-0.0037483619064373813,.,.,.,.,0.013867842755050486,.,.,.,.,5986.337250694379,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-06-01 00:00:00,142.66315253881496,.,.,.,.,-0.007561436739824081,.,.,.,.,0.006226432545920035,.,.,.,.,5941.0719402700015,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-07-01 00:00:00,142.04680856613592,.,.,.,.,-0.004320274448662095,.,.,.,.,0.0022126689940489275,.,.,.,.,5915.404878968789,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-08-01 00:00:00,141.69554135274862,.,.,.,.,-0.0024728976098308104,.,.,.,.,-0.0020661389269897024,.,.,.,.,5900.776688382405,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-09-01 00:00:00,141.54365284307727,.,.,.,.,-0.0010719357025725793,.,.,.,.,-0.006681237152374231,.,.,.,.,5894.45143517722,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-10-01 00:00:00,141.47023554441677,.,.,.,.,-0.0005186901509593307,.,.,.,.,-0.011154097048416856,.,.,.,.,5891.394041272487,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-11-01 00:00:00,141.72610007980535,.,.,.,.,0.0018086103723793314,.,.,.,.,-0.01134373294624269,.,.,.,.,5902.049277643307,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2017-12-01 00:00:00,142.7297569923154,.,.,.,.,0.007081666058297716,.,.,.,.,-0.00697463627338879,.,.,.,.,5943.845619687193,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-01-01 00:00:00,143.66080092440305,.,.,.,.,0.006523124201337969,.,.,.,.,-0.005330111383487934,.,.,.,.,5982.618062897991,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-02-01 00:00:00,144.46471973595797,.,.,.,.,0.005595951062377428,.,.,.,.,0.0005738861875430601,.,.,.,.,6016.096500802864,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-03-01 00:00:00,145.11680949717376,.,.,.,.,0.004513833982495109,.,.,.,.,0.0059639752709554905,.,.,.,.,6043.252161630158,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-04-01 00:00:00,145.7640532906509,.,.,.,.,0.004460157274128462,.,.,.,.,0.010209153689007877,.,.,.,.,6070.206016718246,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-05-01 00:00:00,146.3616921405112,.,.,.,.,0.004100042749693611,.,.,.,.,0.018167514731857626,.,.,.,.,6095.094120886239,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-06-01 00:00:00,146.32725753964664,.,.,.,.,-0.0002352705845426076,.,.,.,.,0.025683611609765622,.,.,.,.,6093.660124529575,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-07-01 00:00:00,146.28736756235193,.,.,.,.,-0.00027260797451838766,.,.,.,.,0.029853250763051342,.,.,.,.,6091.998944185624,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-08-01 00:00:00,145.8639258130699,.,.,.,.,-0.002894588619222668,.,.,.,.,0.029417894314289983,.,.,.,.,6074.365113373468,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-09-01 00:00:00,145.58480386168736,.,.,.,.,-0.0019135776706041114,.,.,.,.,0.028550563288700204,.,.,.,.,6062.7413439294205,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-10-01 00:00:00,145.6052342896967,.,.,.,.,0.00014033352017126335,.,.,.,.,0.029228754227822673,.,.,.,.,6063.592149764102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-11-01 00:00:00,146.02128444144748,.,.,.,.,0.0028573845835996184,.,.,.,.,0.030306234061499904,.,.,.,.,6080.918164494073,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2018-12-01 00:00:00,146.28734820839423,.,.,.,.,0.0018220889369964036,.,.,.,.,0.024925364486330537,.,.,.,.,6091.998138208378,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-01-01 00:00:00,147.37892152224532,.,.,.,.,0.007461843605887752,.,.,.,.,0.02588124647724066,.,.,.,.,6137.455675563048,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-02-01 00:00:00,148.33937345857007,.,.,.,.,0.006516888076018246,.,.,.,.,0.02682076101136599,.,.,.,.,6177.452787272216,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-03-01 00:00:00,148.67337441130275,.,.,.,.,0.002251600131141007,.,.,.,.,0.024508290434804847,.,.,.,.,6191.361940778154,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-04-01 00:00:00,148.35074120541162,.,.,.,.,-0.0021700806023179364,.,.,.,.,0.017745718895473495,.,.,.,.,6177.926186328542,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-05-01 00:00:00,147.83937841526858,.,.,.,.,-0.0034469850705699523,.,.,.,.,0.010096127293600654,.,.,.,.,6156.630966997184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-06-01 00:00:00,147.61669311963706,.,.,.,.,-0.0015062650967457847,.,.,.,.,0.008811998541290667,.,.,.,.,6147.357448658052,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-07-01 00:00:00,148.0882726705917,.,.,.,.,0.003194622105322731,.,.,.,.,0.012310735631168912,.,.,.,.,6166.995932652855,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-08-01 00:00:00,148.5220725840431,.,.,.,.,0.00292933333361467,.,.,.,.,0.018223469279029958,.,.,.,.,6185.061119406642,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-09-01 00:00:00,148.65963689671648,.,.,.,.,0.0009262213372058792,.,.,.,.,0.021120563090845312,.,.,.,.,6190.78985498736,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-10-01 00:00:00,148.9596835873276,.,.,.,.,0.002018346720566555,.,.,.,.,0.023037971910795818,.,.,.,.,6203.285015388891,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-11-01 00:00:00,149.08041923295985,.,.,.,.,0.0008105256585180243,.,.,.,.,0.020949923863593067,.,.,.,.,6208.312937060964,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2019-12-01 00:00:00,149.50024868776975,.,.,.,.,0.002816127409420943,.,.,.,.,0.021962941557998272,.,.,.,.,6225.796337289284,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-01-01 00:00:00,149.87709678492715,.,.,.,.,0.002520718864785554,.,.,.,.,0.016950695777107727,.,.,.,.,6241.489819565002,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-02-01 00:00:00,150.2103394112036,.,.,.,.,0.0022234392940947423,.,.,.,.,0.012612740023174362,.,.,.,.,6255.367393283515,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-03-01 00:00:00,150.7608604010122,.,.,.,.,0.0036650006382152878,.,.,.,.,0.014040752071278417,.,.,.,.,6278.29331877217,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-04-01 00:00:00,151.19511968499188,.,.,.,.,0.002880451085411684,.,.,.,.,0.019173335141223324,.,.,.,.,6296.37763557676,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-05-01 00:00:00,151.72872767899221,.,.,.,.,0.003529267314395401,.,.,.,.,0.02630793842218937,.,.,.,.,6318.599235365092,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-06-01 00:00:00,152.19540775281646,.,.,.,.,0.0030757528977083393,.,.,.,.,0.031017593853484682,.,.,.,.,6338.033685272723,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-07-01 00:00:00,152.63789088829233,.,.,.,.,0.002907335654926735,.,.,.,.,0.030722339694114975,.,.,.,.,6356.460476588043,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-08-01 00:00:00,152.96882341766482,.,.,.,.,0.002168088981357119,.,.,.,.,0.029939999868406675,.,.,.,.,6370.241848507765,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-09-01 00:00:00,152.8253395777907,.,.,.,.,-0.0009379940086378102,.,.,.,.,0.02802174664242174,.,.,.,.,6364.266599820291,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-10-01 00:00:00,152.56998553678943,.,.,.,.,-0.0016708880981826102,.,.,.,.,0.0242367724106054,.,.,.,.,6353.63262250499,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-11-01 00:00:00,152.3256904138535,.,.,.,.,-0.0016012004069898556,.,.,.,.,0.021768594410929598,.,.,.,.,6343.4591833639715,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2020-12-01 00:00:00,152.4723847142077,.,.,.,.,0.0009630305955328211,.,.,.,.,0.019880475467604297,.,.,.,.,6349.5681286390645,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-01-01 00:00:00,153.19627593535452,.,.,.,.,0.004747687409124568,.,.,.,.,0.02214600643879816,.,.,.,.,6379.713893296783,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-02-01 00:00:00,153.97112411896023,.,.,.,.,0.005057878717186881,.,.,.,.,0.025036789894079314,.,.,.,.,6411.98171241943,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-03-01 00:00:00,154.70867823399584,.,.,.,.,0.004790210627193758,.,.,.,.,0.026185959820624216,.,.,.,.,6442.696455359634,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-04-01 00:00:00,154.9775564312259,.,.,.,.,0.0017379645427737511,.,.,.,.,0.02501692352315721,.,.,.,.,6453.893633358903,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-05-01 00:00:00,155.2963547548573,.,.,.,.,0.0020570612350110373,.,.,.,.,0.023513194438781637,.,.,.,.,6467.169687766969,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-06-01 00:00:00,155.77411003833996,.,.,.,.,0.0030764101593807602,.,.,.,.,0.023513865092012143,.,.,.,.,6487.065354296856,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-07-01 00:00:00,156.5902490988229,.,.,.,.,0.005239247139862124,.,.,.,.,0.02589368987955365,.,.,.,.,6521.0526929004545,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-08-01 00:00:00,157.3628762494571,.,.,.,.,0.004934069363071059,.,.,.,.,0.02872515283584809,.,.,.,.,6553.228019207468,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-09-01 00:00:00,158.22223797370427,.,.,.,.,0.005461019426747704,.,.,.,.,0.035314159358804886,.,.,.,.,6589.015324728267,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-10-01 00:00:00,159.40972864002094,.,.,.,.,0.007505207115791279,.,.,.,.,0.04483020090201317,.,.,.,.,6638.4672494294755,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-11-01 00:00:00,160.8159703905998,.,.,.,.,0.008821555387967805,.,.,.,.,0.055737675986756274,.,.,.,.,6697.028855961527,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2021-12-01 00:00:00,161.83242328921008,.,.,.,.,0.006320596742608764,.,.,.,.,0.06138841858180899,.,.,.,.,6739.358074733675,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-01-01 00:00:00,162.03952780398788,.,.,.,.,0.00127974673164033,.,.,.,.,0.05772497937459664,.,.,.,.,6747.982746203168,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-02-01 00:00:00,162.69851268104097,.,.,.,.,0.004066815584961692,.,.,.,.,0.05668198249522316,.,.,.,.,6775.425547602479,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-03-01 00:00:00,164.0519951816713,.,.,.,.,0.008318960501401351,.,.,.,.,0.060392972484347274,.,.,.,.,6831.79004511317,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-04-01 00:00:00,166.05457060971213,.,.,.,.,0.01220695564124763,.,.,.,.,0.07147495697805661,.,.,.,.,6915.185403144184,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-05-01 00:00:00,167.8819411366055,.,.,.,.,0.011004638536498579,.,.,.,.,0.08104238120473028,.,.,.,.,6991.284518918657,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-06-01 00:00:00,169.2613371951256,.,.,.,.,0.008216464791753308,.,.,.,.,0.08658195609954755,.,.,.,.,7048.728162017483,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-07-01 00:00:00,171.13677537537464,.,.,.,.,0.011080133309398388,.,.,.,.,0.09289547950952892,.,.,.,.,7126.829009714348,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-08-01 00:00:00,172.9110594176567,.,.,.,.,0.010367637454838707,.,.,.,.,0.09880464528083555,.,.,.,.,7200.717389089694,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-09-01 00:00:00,174.88957250874512,.,.,.,.,0.011442374465530536,.,.,.,.,0.10534128924286157,.,.,.,.,7283.110693876115,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-10-01 00:00:00,175.89913966488115,.,.,.,.,0.0057725977692897334,.,.,.,.,0.10344043092938571,.,.,.,.,7325.153162421076,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-11-01 00:00:00,177.05716074411572,.,.,.,.,0.006583437994300612,.,.,.,.,0.10099239717341701,.,.,.,.,7373.37785406463,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2022-12-01 00:00:00,178.49616880655844,.,.,.,.,0.00812736438557482,.,.,.,.,0.1029691404148887,.,.,.,.,7433.303982637141,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-01-01 00:00:00,180.23933251611942,.,.,.,.,0.009765832629439197,.,.,.,.,0.11231706830290844,.,.,.,.,7505.89638521532,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-02-01 00:00:00,180.8564170137988,.,.,.,.,0.0034236949785872994,.,.,.,.,0.11160461170505664,.,.,.,.,7531.594284979179,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2023-03-01 00:00:00,181.97013570806897,.,.,.,.,0.006158026973326569,.,.,.,.,0.1092223261689389,.,.,.,.,7577.974045738234,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
