Unnamed: 0,Betim,Imóveis residenciais,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Imóveis residenciais.1,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Imóveis residenciais.2,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Imóveis comerciais,Unnamed: 48,Unnamed: 49,Unnamed: 50,Imóveis comerciais.1,Unnamed: 52,Unnamed: 53,Unnamed: 54,Imóveis comerciais.2
,2024-05-01 00:00:00,130.65880439142316,.,.,.,.,0.008345718654654055,.,.,.,.,0.0752163354858435,.,.,.,.,4067.5922442976284,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-06-01 00:00:00,133.14041764436533,.,.,.,.,0.018993080982953492,.,.,.,.,0.08195895473013137,.,.,.,.,4144.848353199207,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-07-01 00:00:00,135.43449372563938,.,.,.,.,0.01723050086414646,.,.,.,.,0.09126567625980742,.,.,.,.,4216.266166330763,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-08-01 00:00:00,138.30152764376675,.,.,.,.,0.021169155945865104,.,.,.,.,0.12343671048442895,.,.,.,.,4305.520962315094,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-09-01 00:00:00,139.43454115362866,.,.,.,.,0.008192342696172528,.,.,.,.,0.12708533311811143,.,.,.,.,4340.793265523934,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-10-01 00:00:00,140.21051443684772,.,.,.,.,0.005565143878976775,.,.,.,.,0.13684271253059288,.,.,.,.,4364.950404595468,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-11-01 00:00:00,139.18655683244168,.,.,.,.,-0.007303001551051569,.,.,.,.,0.10976241625842853,.,.,.,.,4333.073165020444,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2024-12-01 00:00:00,139.5199342785926,.,.,.,.,0.0023951842314213767,.,.,.,.,0.10551465631994783,.,.,.,.,4343.451673538897,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-01-01 00:00:00,140.31609005751136,.,.,.,.,0.0057063944520574506,.,.,.,.,0.09851772073695964,.,.,.,.,4368.237122071559,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-02-01 00:00:00,141.89199340377945,.,.,.,.,0.011231095062741447,.,.,.,.,0.1021811466953424,.,.,.,.,4417.297208446141,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-03-01 00:00:00,143.0708785902003,.,.,.,.,0.008308327750855549,.,.,.,.,0.10920959101644634,.,.,.,.,4453.997561426851,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-04-01 00:00:00,144.36882578605562,.,.,.,.,0.009072057211398477,.,.,.,.,0.11415138127595426,.,.,.,.,4494.404482123544,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-05-01 00:00:00,144.86009319973329,.,.,.,.,0.0034028635406766483,.,.,.,.,0.10868987263779317,.,.,.,.,4509.698327272816,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-06-01 00:00:00,146.44027783659698,.,.,.,.,0.010908350270663725,.,.,.,.,0.09989348409404308,.,.,.,.,4558.891696241734,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-07-01 00:00:00,148.04754641469293,.,.,.,.,0.010975590881419972,.,.,.,.,0.09313028270777779,.,.,.,.,4608.928226372386,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-08-01 00:00:00,150.700001392594,.,.,.,.,0.017916237331426776,.,.,.,.,0.08964813303265107,.,.,.,.,4691.502878319586,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-09-01 00:00:00,151.6636126626632,.,.,.,.,0.006394235309652441,.,.,.,.,0.08770474953950314,.,.,.,.,4721.501451679474,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-10-01 00:00:00,152.61939260285328,.,.,.,.,0.006301972657844823,.,.,.,.,0.08850176618954397,.,.,.,.,4751.256224731932,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-11-01 00:00:00,152.79577183579875,.,.,.,.,0.0011556803492491774,.,.,.,.,0.09777679190484156,.,.,.,.,4756.747158185102,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2025-12-01 00:00:00,153.68452701914651,.,.,.,.,0.005816621577086956,.,.,.,.,0.10152379166313352,.,.,.,.,4784.415356342149,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
,2026-01-01 00:00:00,154.64086692305986,.,.,.,.,0.006222746833805859,.,.,.,.,0.1020893388611186,.,.,.,.,4814.187561852439,.,.,.,.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Nota: Os preços considerados para o cálculo são médias móveis trimestrais.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Fonte: ZAP e IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Note: Monthly prices are 3-months moving averages.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Source: ZAP and IBGE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
